version,eval_set,strata_type,strata_value,n,err_3d_mm_median,err_3d_mm_p75,err_3d_mm_p95,err_3d_mm_rms,err_3d_mm_max,err_horizontal_mm_median,err_horizontal_mm_p75,err_horizontal_mm_p95,err_horizontal_mm_rms,err_horizontal_mm_max,err_vertical_mm_median,err_vertical_mm_p75,err_vertical_mm_p95,err_vertical_mm_rms,err_vertical_mm_max,pct_ge8_median,distance_to_centroid_median_mm
v3-full,all8,facing_height,ADHE/mid,2,66.3967989,83.6546897,97.4610024,74.8323064,100.912581,51.1716328,68.0242041,81.5062611,61.2745676,84.8767754,40.6267,47.6047494,53.1871888,42.956972,54.5827987,90.7993339,474.58869
v3-full,all8,facing_height,BCGF/high,2,161.183749,194.816707,221.723074,174.656533,228.449665,37.7196526,44.8165468,50.4940621,40.3018091,51.9134409,152.750501,189.992792,219.786626,169.943134,227.235084,92.7560366,829.923269
v3-full,all8,facing_height,BCGF/low,2,167.718939,228.451264,277.037125,207.082843,289.18359,78.6136596,95.9070528,109.741767,85.8856989,113.200446,140.143755,203.125257,253.510459,188.432881,266.10676,93.3746135,915.717732
v3-full,all8,facing_height,BCGF/mid,2,83.7835864,102.180061,116.89724,91.5063409,120.576535,59.7888927,73.6194128,84.6838289,65.8774987,87.4499329,58.6525094,70.8329109,80.5772322,63.5103581,83.0133125,91.7116986,450.644019
v3-full,all8,facing_height,CDHG/high,2,136.822332,159.222867,177.143295,143.970436,181.623401,72.3189008,82.1314204,89.9814361,74.9344085,91.94394,88.7914951,131.301468,165.309446,122.932179,173.811441,93.5886761,735.674374
v3-full,all8,facing_height,CDHG/low,2,176.628489,200.406086,219.428163,182.918341,224.183683,56.7251664,59.7723446,62.2100872,57.0516055,62.8195228,165.573099,191.982296,213.109654,173.793653,218.391494,90.3413822,839.333821
v3-full,all8,facing_height,CDHG/mid,2,64.990941,70.8450241,75.5282906,66.0371378,76.6991072,28.0433983,33.649749,38.1348296,30.2019347,39.2560998,55.4288107,65.1292443,72.8895912,58.7260309,74.8296779,92.9225645,375.332427
v3-full,all8,height,high,8,180.183488,208.822551,318.678423,201.551641,367.263138,52.3036512,59.8023307,82.5200366,53.5539969,91.94394,170.155134,202.134482,317.719619,194.306545,366.442061,92.6311407,728.322253
v3-full,all8,height,low,8,145.995623,186.698899,266.433622,172.076124,289.18359,63.3624625,76.4606112,115.797704,74.8143177,117.196228,112.962029,176.050609,249.406417,154.961319,266.10676,91.5903414,844.459512
v3-full,all8,height,mid,8,63.1364476,82.7524755,113.694151,74.8266651,120.576535,34.5233159,50.6612687,86.5493278,50.1083198,87.4499329,47.2922867,68.7393306,80.1490404,55.5714504,83.0133125,91.7533999,328.237092
v3-full,all8,location,center,12,107.726883,137.534459,190.918951,119.955302,202.280179,47.9701571,59.252586,87.8862736,54.1155587,117.196228,92.7097471,114.988017,182.791719,107.055036,193.767615,92.208571,652.707816
v3-full,all8,location,edge,12,147.390253,225.250178,324.319386,190.172509,367.263138,57.4224049,85.5200648,101.509368,66.2486019,113.200446,131.389063,220.602391,311.257645,178.26022,366.442061,91.7985012,867.310782
v3-full,all8,location_height,center/high,4,151.579667,186.787596,199.181663,156.121646,202.280179,52.3036512,54.036298,57.2581453,47.7159719,58.0636071,147.127722,178.800484,190.774189,148.651116,193.767615,92.6311407,652.707816
v3-full,all8,location_height,center/low,4,126.918114,137.534459,157.841253,123.397146,162.917951,63.3624625,77.2281085,109.202604,76.9797282,117.196228,109.95414,112.858366,113.107157,96.4415738,113.169355,91.9587791,760.072736
v3-full,all8,location_height,center/mid,4,59.4144088,73.0534117,75.9699681,59.7243594,76.6991072,22.0618303,28.024841,31.3072502,24.1410143,32.1278525,50.5004606,68.7393306,73.6116084,54.6279282,74.8296779,91.7950319,197.365033
v3-full,all8,location_height,edge/high,4,203.59662,263.153034,346.441117,238.478846,367.263138,44.7814633,71.7498612,87.9051243,58.8153652,91.94394,196.866956,262.036828,345.561014,231.112338,366.442061,92.5478768,898.520172
v3-full,all8,location_height,edge/low,4,199.193827,240.433659,279.433604,209.746345,289.18359,57.4224049,76.4606112,105.852479,72.5843352,113.200446,190.164237,230.32031,258.94947,196.786797,266.10676,91.2989176,977.058782
v3-full,all8,location_height,edge/mid,4,77.6736479,105.828569,117.626942,87.3559415,120.576535,62.0664376,85.5200648,87.0639593,66.6250617,87.4499329,47.2922867,61.6904271,78.7487354,56.4992182,83.0133125,91.6700666,628.611412
v3-full,all8,overall,all,24,121.056234,179.463531,280.073501,158.98877,367.263138,51.2721255,64.4151251,110.01197,60.4870687,117.196228,103.997361,168.326981,260.276008,147.033137,366.442061,91.8817652,757.049097
v3-full,noG,facing,ABEF,6,113.010296,126.235405,303.912014,175.243785,361.787214,36.0915908,41.4894122,56.7589413,38.5258823,61.3220187,109.097805,114.33001,299.750063,170.956546,361.34913,92.0066611,693.825236
v3-full,noG,facing,ADHE,6,171.422393,177.194716,188.17676,150.744835,191.60057,63.4299421,72.2524721,104.552548,69.9244732,114.46785,142.690828,165.666681,181.369416,133.546146,186.275347,91.3821815,736.787345
v3-full,noG,facing,BCGF,6,106.731274,190.732931,278.429025,165.69056,299.668886,53.4407375,88.5990418,105.670981,69.5294524,108.593406,69.3817006,177.992038,262.970195,150.3962,279.300758,92.7560366,848.59433
v3-full,noG,facing,CDHG,6,117.279992,162.86121,221.104474,144.878266,237.594039,46.836655,57.2218906,87.4361453,56.7943769,96.3638732,102.731556,155.274503,216.249325,133.282072,232.913345,92.131557,786.118933
v3-full,noG,facing_height,ABEF/high,2,237.934794,299.861004,349.401972,268.239423,361.787214,18.4807012,18.8216943,19.0944888,18.4932805,19.1626874,236.905294,299.127212,348.904747,267.601171,361.34913,91.7985012,810.726308
v3-full,noG,facing_height,ABEF/low,2,121.112317,125.699366,129.369006,121.459283,130.286416,49.0352701,55.1786444,60.0933438,50.551181,61.3220187,110.343506,112.648183,114.491925,110.439737,114.95286,92.125307,693.825236
v3-full,noG,facing_height,ABEF/mid,2,72.94,78.0917908,82.2132234,73.6641527,83.2435815,39.2521846,41.1609469,42.6879567,39.437387,43.0697091,60.4019758,67.8635645,73.8328356,62.2181638,75.3251533,93.6684707,388.638499
v3-full,noG,facing_height,ADHE/high,2,183.331721,187.466146,190.773685,183.518102,191.60057,54.7241688,59.6570667,63.603385,55.6063717,64.5899646,174.493598,180.384472,185.097172,174.890895,186.275347,91.9650291,863.905714
v3-full,noG,facing_height,ADHE/low,2,172.843622,175.374477,177.39916,172.917722,177.905331,88.3688847,101.418367,111.857953,92.1423668,114.46785,144.660716,155.65617,164.452534,146.322667,166.651625,91.0907577,783.675085
v3-full,noG,facing_height,ADHE/mid,2,60.5234044,75.7672611,87.9623464,67.7686,91.0111177,49.4032113,62.1049262,72.2662982,55.5518815,74.8066412,34.9479486,43.3920663,50.1473604,38.8145798,51.836184,90.7993339,508.135316
v3-full,noG,facing_height,BCGF/high,2,154.684297,184.69687,208.706928,165.922421,214.709443,40.6932758,52.1891634,61.3858735,46.7393242,63.6850511,142.005569,177.992038,206.781214,159.203284,213.978508,92.7560366,998.520878
v3-full,noG,facing_height,BCGF/low,2,173.887682,236.778284,287.090765,214.610897,299.668886,75.8949148,92.2441603,105.323557,82.6391518,108.593406,150.236952,214.768855,266.394377,198.062131,279.300758,93.3746135,888.482137
v3-full,noG,facing_height,BCGF/mid,2,88.6837286,103.743563,115.79143,93.6589458,118.803397,68.3776694,82.6406874,94.0511018,74.0894082,96.9037054,55.822299,62.2765352,67.4399241,57.2953552,68.7307714,91.7116986,643.9865
v3-full,noG,facing_height,CDHG/high,2,134.829136,153.232459,167.955117,139.762746,171.635782,69.4972149,82.9305441,93.6772074,74.5095981,96.3638732,92.1065563,129.181909,158.842192,118.245274,166.257262,93.5886761,913.213582
v3-full,noG,facing_height,CDHG/low,2,187.065766,212.329902,232.541211,193.769727,237.594039,53.7908195,57.2218906,59.9667474,54.2267578,60.6529616,177.619786,205.266565,227.383989,186.027326,232.913345,90.3413822,854.924406
v3-full,noG,facing_height,CDHG/mid,2,76.330123,80.2834824,83.4461699,76.7385423,84.2368418,30.1565602,38.4505963,45.0858252,34.4177609,46.7446325,66.5519449,74.844415,81.478391,68.5873284,83.1368851,92.9225645,582.734832
v3-full,noG,height,high,8,173.349327,197.377788,310.309994,195.381138,361.787214,43.7444649,63.9112794,85.2430052,52.8448546,96.3638732,164.484555,193.201137,309.769412,188.098938,361.34913,92.6311407,811.098147
v3-full,noG,height,low,8,152.159704,192.827508,277.942689,179.06524,299.668886,60.9874902,73.8507912,112.411794,72.1377299,114.46785,122.498017,183.217055,263.065163,163.891757,279.300758,91.5903414,724.713163
v3-full,noG,height,mid,8,75.8334928,85.9304108,109.076099,78.5490174,118.803397,41.4606713,53.7601347,89.169733,53.1863274,96.9037054,50.9015944,70.3793669,80.402779,57.8027916,83.1368851,91.7533999,388.951057
v3-full,noG,location,center,12,104.370763,144.348599,180.619937,119.924989,191.60057,42.9134903,60.8202259,86.5373105,53.4356972,114.46785,97.7991711,122.412121,175.2654,107.36214,186.275347,92.208571,680.992746
v3-full,noG,location,edge,12,146.933134,220.430592,327.622134,191.19814,361.787214,54.5992985,80.1959492,102.164071,66.0411768,108.593406,134.223,218.712217,316.222525,179.430465,361.34913,91.7985012,897.057492
v3-full,noG,location_height,center/high,4,142.859078,176.626979,188.605852,148.445919,191.60057,43.7444649,49.5650425,60.8610494,45.4219999,63.6850511,139.35936,171.261784,183.272634,141.32598,186.275347,92.6311407,777.093842
v3-full,noG,location_height,center/low,4,133.411955,144.348599,163.09525,128.532137,167.781913,60.9874902,74.6084765,106.495975,74.8464952,114.46785,118.639543,122.412121,122.618271,104.491686,122.669808,91.9587791,680.992746
v3-full,noG,location_height,center/mid,4,70.9038211,83.4918966,84.0878528,67.7444303,84.2368418,29.7172207,36.5389034,39.1890874,30.016084,39.8516334,59.1194899,77.2780863,81.9651253,60.7317259,83.1368851,91.7950319,367.627916
v3-full,noG,location_height,edge/high,4,194.886157,251.478886,339.725548,233.048037,361.787214,41.1943398,72.5334417,91.5977869,59.3464341,96.3638732,188.345178,250.821163,339.243537,225.365012,361.34913,92.5478768,999.653616
v3-full,noG,location_height,edge/low,4,207.749685,253.11275,290.357659,218.193057,299.668886,54.5992985,73.8507912,101.644883,69.3232019,108.593406,199.782485,244.510198,272.342646,206.88766,279.300758,91.2989176,935.937183
v3-full,noG,location_height,edge/mid,4,79.7172609,97.9591874,114.634555,88.0374264,118.803397,60.7756369,80.3309073,93.5891458,68.9681488,96.9037054,50.9015944,56.0598308,66.1965833,54.7172997,68.7307714,91.6700666,722.929673
v3-full,noG,overall,all,24,116.442885,175.773487,290.357659,159.591246,361.787214,45.8015028,63.9112794,106.839951,60.0700041,114.46785,109.097805,166.355853,272.342646,147.854525,361.34913,91.8817652,775.518422
v3-lite,all8,facing,ABEF,6,70.9913938,89.9601604,311.107252,169.170235,383.183203,33.0446257,35.7970265,41.5161827,33.6265905,43.1812968,62.8123411,83.8425961,307.898792,165.794514,380.742358,92.0066611,704.465226
v3-lite,all8,facing,ADHE,6,95.8472909,134.144011,147.686082,105.782957,149.031182,51.2497553,64.8292035,82.7094062,55.9369973,87.6253794,80.9852957,112.889063,134.93026,89.7835521,139.723979,91.3821815,760.862076
v3-lite,all8,facing,BCGF,6,51.4261326,133.101226,223.009059,123.788685,244.887682,33.0933069,41.0174084,74.3726561,44.2059777,84.9934688,27.450875,130.992555,211.53878,115.626425,229.665163,92.7560366,738.260476
v3-lite,all8,facing,CDHG,6,114.401432,150.439042,165.218169,121.937288,169.14334,61.2400243,72.7270701,75.2744259,63.4564337,75.7724265,96.7143054,131.689131,154.491582,104.124845,161.142002,92.131557,707.378072
v3-lite,all8,facing_height,ABEF/high,2,219.371671,301.277437,366.80205,273.784857,383.183203,39.8510687,41.5161827,42.8482739,39.9899749,43.1812968,211.306539,296.024448,363.798776,270.848574,380.742358,91.7985012,726.121779
v3-lite,all8,facing_height,ABEF/low,2,73.3143605,84.0968795,92.7228947,76.4201957,94.8793985,25.757422,28.8117256,31.2551685,26.4718694,31.8660292,68.6210297,78.9945625,87.2933887,71.6888168,89.3680952,92.125307,838.138963
v3-lite,all8,facing_height,ABEF/mid,2,70.9913938,73.09692,74.7813409,71.1161792,75.2024462,33.0446257,33.3351048,33.5674881,33.0497322,33.6255839,62.8123411,65.0392198,66.8207228,62.9700417,67.2660986,93.6684707,328.237092
v3-lite,all8,facing_height,ADHE/high,2,117.551036,133.291109,145.883167,121.693244,149.031182,67.3462684,77.4858239,85.5974683,70.3332227,87.6253794,96.3053739,108.427238,118.124729,99.3100367,120.549102,91.9650291,815.553614
v3-lite,all8,facing_height,ADHE/low,2,124.637238,134.144011,141.749429,126.079165,143.650784,44.3951842,49.9137686,54.3286362,45.7466007,55.432353,114.816463,127.270221,137.233228,117.48704,139.723979,91.0907577,895.649575
v3-lite,all8,facing_height,ADHE/mid,2,42.2288223,58.672869,71.8281064,53.5247618,75.1169158,38.3366286,53.1490578,64.9990011,48.4492448,67.9614869,17.6831435,24.8399102,30.5653235,22.7501824,31.9966768,90.7993339,474.58869
v3-lite,all8,facing_height,BCGF/high,2,88.9135302,123.14336,150.527224,112.2156,157.37319,14.256054,17.286174,19.71027,15.4906935,20.316294,79.7639826,118.461807,149.420066,111.141258,157.159631,92.7560366,829.923269
v3-lite,all8,facing_height,BCGF/low,2,140.753041,192.820362,234.474218,175.086956,244.887682,60.7662242,72.8798465,82.5707443,65.4178369,84.9934688,116.037793,172.851478,218.302426,162.406738,229.665163,93.3746135,915.717732
v3-lite,all8,facing_height,BCGF/mid,2,51.4261326,55.8557337,59.3994147,52.1836428,60.2853349,36.0789261,39.2945721,41.8670888,36.6476524,42.510218,27.3439472,39.917637,49.9765889,37.1494569,52.4913268,91.7116986,450.644019
v3-lite,all8,facing_height,CDHG/high,2,100.059134,120.743667,137.291293,108.273865,141.428199,61.2400243,65.403516,68.7343094,61.8035535,69.5670078,74.2635907,98.6995771,118.248366,88.9019158,123.135563,93.5886761,735.674374
v3-lite,all8,facing_height,CDHG/low,2,161.292998,165.218169,168.358305,161.483928,169.14334,62.5939299,68.1871771,72.6617748,63.5856722,73.7804243,147.841161,154.491582,159.811918,148.438274,161.142002,90.3413822,839.333821
v3-lite,all8,facing_height,CDHG/mid,2,82.3438446,84.8592543,86.8715821,82.4973811,87.374664,63.8343317,69.8033791,74.578617,64.9410502,75.7724265,42.8251179,56.5590827,67.5462544,50.8770859,70.2930474,92.9225645,375.332427
v3-lite,all8,height,high,8,113.749545,151.116684,304.149699,168.880849,383.183203,45.1242271,57.0765325,81.3049493,51.4917496,87.6253794,96.3053739,131.64158,302.488403,160.839488,380.742358,92.6311407,728.322253
v3-lite,all8,height,low,8,124.637238,157.367827,218.377162,140.06115,244.887682,43.9732076,60.0193708,81.0689032,52.7165592,84.9934688,112.224633,145.078485,205.682057,129.761667,229.665163,91.5903414,844.459512
v3-lite,all8,height,mid,8,70.9486285,75.7300909,83.8530904,66.0518008,87.374664,38.067901,55.9125494,73.0385976,47.4341769,75.7724265,42.2440018,60.5854624,69.2336153,45.9656311,70.2930474,91.7533999,328.237092
v3-lite,all8,location,center,12,67.7438906,100.888048,148.057126,89.5013175,153.442656,35.0732123,48.2744273,71.4630452,42.6787097,73.7804243,59.8787127,84.8301253,136.872967,78.6702839,139.723979,92.208571,652.707816
v3-lite,all8,location,edge,12,100.251545,160.315728,307.120667,164.286292,383.183203,52.1602381,69.9142218,86.1778285,57.4353471,87.6253794,89.6385204,158.155224,297.649901,153.919351,380.742358,91.7985012,867.310782
v3-lite,all8,location_height,center/high,4,70.815514,99.9102174,133.124603,87.9139116,141.428199,41.7939991,52.6921201,66.1920302,46.9079137,69.5670078,56.9661826,84.8301253,115.474476,74.353907,123.135563,92.6311407,652.707816
v3-lite,all8,location_height,center/low,4,97.700053,146.098752,151.973875,109.771463,153.442656,34.9484976,45.8493408,68.1942076,45.4903318,73.7804243,91.2071422,135.836235,138.946431,99.9019704,139.723979,91.9587791,760.072736
v3-lite,all8,location_height,center/mid,4,67.7438906,78.2455006,85.5488313,65.2137076,87.374664,31.6366091,38.1932472,49.1556389,34.5643474,51.8962369,59.8787127,68.0228358,69.8390051,55.3003937,70.2930474,91.7950319,197.365033
v3-lite,all8,location_height,edge/high,4,153.202186,213.825694,349.311701,222.064465,383.183203,48.0471688,61.5911254,82.4185286,55.6996246,87.6253794,138.854366,213.055313,347.204949,214.965528,380.742358,92.5478768,898.520172
v3-lite,all8,location_height,edge/low,4,137.383516,188.079425,233.526031,164.877159,244.887682,53.4198943,62.822632,80.5593014,59.0652261,84.9934688,125.525474,178.272793,219.386689,153.934326,229.665163,91.2989176,977.058782
v3-lite,all8,location_height,edge/mid,4,70.9486285,75.6659431,76.9836087,66.8793922,77.3130251,55.2358525,69.9142218,74.6007855,57.4918096,75.7724265,23.6769326,38.5871535,54.4042976,34.1693567,58.3585836,91.6700666,628.611412
v3-lite,all8,overall,all,24,81.6919576,144.995883,233.526031,132.288457,383.183203,42.8457574,58.5646365,83.6103124,50.5978821,87.6253794,68.779573,125.986753,219.386689,122.229661,380.742358,91.8817652,757.049097
v3-lite,noG,facing,ABEF,6,80.845387,94.462137,309.478713,170.21361,380.047192,39.9246672,44.3080367,47.2343575,38.2649358,48.080087,66.047915,85.9015325,307.234169,165.856768,379.438707,92.0066611,693.825236
v3-lite,noG,facing,ADHE,6,88.3345871,138.057331,149.569719,104.108393,149.594753,43.4627421,50.7989833,78.9134199,50.9143528,88.1187029,79.3703995,113.209263,138.734111,90.809064,144.683124,91.3821815,736.787345
v3-lite,noG,facing,BCGF,6,66.5958088,131.293193,228.289119,127.750652,254.185942,37.6008041,56.0729689,80.3893311,51.1866284,87.3977976,32.168259,125.224824,216.007335,117.047675,238.688329,92.7560366,848.59433
v3-lite,noG,facing,CDHG,6,111.60777,154.898995,176.008741,126.191404,180.743412,60.3359431,73.226366,80.3676858,65.5508616,81.3885315,97.0227751,134.763831,162.992885,107.830214,170.708783,92.131557,786.118933
v3-lite,noG,facing_height,ABEF/high,2,218.723855,299.385524,363.914859,271.781795,380.047192,32.3189972,37.7298187,42.0584759,34.0826281,43.1406402,208.651499,294.045103,362.359986,269.636271,379.438707,91.7985012,810.726308
v3-lite,noG,facing_height,ABEF/low,2,78.2407236,88.0069998,95.8200207,80.6419955,97.7732759,32.539911,34.6243026,36.2918159,32.8058617,36.7086942,71.0091522,80.8148543,88.659416,73.6675429,90.6205564,92.125307,693.825236
v3-lite,noG,facing_height,ABEF/mid,2,80.845387,82.6870536,84.160387,80.9292502,84.5287203,46.3886279,47.2343575,47.9109411,46.4194553,48.080087,66.047915,68.8961879,71.1748062,66.2931196,71.7444608,93.6684707,388.638499
v3-lite,noG,facing_height,ADHE/high,2,111.25923,130.426991,145.761201,117.678497,149.594753,56.4762024,72.2974527,84.9544529,64.7364602,88.1187029,94.7260182,107.806545,118.270967,98.2721694,120.887072,91.9650291,863.905714
v3-lite,noG,facing_height,ADHE/low,2,126.620043,138.057331,147.207161,128.66966,149.494618,44.4599171,47.8787439,50.6138054,44.9826382,51.2975708,117.429479,131.056301,141.957759,120.550586,144.683124,91.0907577,783.675085
v3-lite,noG,facing_height,ADHE/mid,2,42.8832309,51.1383927,57.7425221,45.9517386,59.3935544,37.8266467,43.5649337,48.1555634,39.5293176,49.3032208,17.1075021,25.1126363,31.5167437,23.4306492,33.1177705,90.7993339,508.135316
v3-lite,noG,facing_height,BCGF/high,2,89.8172517,120.20795,144.520509,108.450527,150.598649,28.5230943,28.7623107,28.9536839,28.5271065,29.0015272,74.6879189,111.326136,140.63671,104.631358,147.964353,92.7560366,998.520878
v3-lite,noG,facing_height,BCGF/low,2,141.462033,197.823988,242.913551,180.881692,254.185942,57.8050592,72.6014284,84.4385238,64.9396261,87.3977976,122.080251,180.38429,227.027521,168.822485,238.688329,93.3746135,888.482137
v3-lite,noG,facing_height,BCGF/mid,2,66.5958088,69.9863169,72.6987235,66.9401519,73.3768251,52.7820062,56.0729689,58.7057391,53.1908068,59.3639316,32.168259,44.5872477,54.5224386,40.6413829,57.0062364,91.7116986,643.9865
v3-lite,noG,facing_height,CDHG/high,2,101.536856,117.859325,130.9173,106.655638,134.181794,60.3359431,60.6629809,60.9246111,60.3394883,60.9900187,76.9657704,98.242762,115.264355,87.9464115,119.519754,93.5886761,913.213582
v3-lite,noG,facing_height,CDHG/low,2,171.27407,176.008741,179.796478,171.535639,180.743412,70.3872463,75.8878889,80.288403,71.2417905,81.3885315,155.276986,162.992885,169.165603,156.041927,170.708783,90.3413822,854.924406
v3-lite,noG,facing_height,CDHG/mid,2,83.307378,86.1705621,88.4611094,83.5039551,89.0337462,63.0088548,70.1570016,75.8755191,64.6103691,77.3051484,40.5311967,57.5284966,71.1263365,52.9000068,74.5257965,92.9225645,582.734832
v3-lite,noG,height,high,8,103.552751,149.845727,299.740202,166.471105,380.047192,36.0710837,60.0089053,78.6236635,49.5153624,88.1187029,94.0423588,127.656393,298.422683,158.936646,379.438707,92.6311407,811.098147
v3-lite,noG,height,low,8,126.620043,166.539399,228.481057,145.94663,254.185942,44.4599171,64.8866037,85.2945545,55.6601519,87.3977976,115.232873,151.189538,214.895488,134.916145,238.688329,91.5903414,724.713163
v3-lite,noG,height,mid,8,75.2694394,79.3179374,87.4569871,70.9136804,89.0337462,48.3963241,51.8183985,71.0257225,51.7713591,77.3051484,45.0620034,63.1996421,73.552329,48.4610817,74.5257965,91.7533999,388.951057
v3-lite,noG,location,center,12,73.1502661,100.320758,155.034168,91.9303462,161.804728,40.3814518,46.828201,70.1693495,44.6081145,81.3885315,62.7856002,85.7742858,142.02226,80.382241,144.683124,92.208571,680.992746
v3-lite,noG,location,edge,12,100.759372,158.134839,310.823505,166.062267,380.047192,55.3307512,64.0876877,87.722205,59.1341494,88.1187029,90.3981957,153.650461,302.025999,155.176766,379.438707,91.7985012,897.057492
v3-lite,noG,location_height,center/high,4,65.1621124,88.2382288,124.993081,82.8560819,134.181794,36.0710837,47.6029848,58.3126119,41.948476,60.9900187,53.214628,81.3036615,111.876535,71.4524714,119.519754,92.6311407,777.093842
v3-lite,noG,location_height,center/low,4,104.101395,152.572146,159.958212,114.893364,161.804728,32.9966956,48.5638305,74.8235913,49.0927278,81.3885315,95.6214687,141.054673,143.957433,103.876798,144.683124,91.9587791,680.992746
v3-lite,noG,location_height,center/mid,4,78.9527727,85.6549768,88.3579923,72.7182941,89.0337462,45.4486249,46.828201,48.3356891,42.4250053,48.7125612,64.3753486,72.4397947,74.1085961,59.0598783,74.5257965,91.7950319,367.627916
v3-lite,noG,location_height,edge/high,4,150.096701,207.960784,345.629911,220.363624,380.047192,43.8632644,66.7910763,83.8531776,56.0702024,88.1187029,134.425713,205.832942,344.717554,213.110909,379.438707,92.5478768,999.653616
v3-lite,noG,location_height,edge/low,4,142.24444,199.104045,243.169563,171.46531,254.185942,55.3417659,66.3889202,83.1960222,61.5305542,87.3977976,130.66467,187.70367,228.491397,160.044817,238.688329,91.2989176,935.937183
v3-lite,noG,location_height,edge/mid,4,68.4884231,77.2667927,77.5181663,69.0619275,77.5810098,54.3335762,63.8492358,74.6139659,59.6713179,77.3051484,20.2240261,39.9261702,56.2663294,34.7690042,60.3513692,91.6700666,722.929673
v3-lite,noG,overall,all,24,81.054865,149.519652,243.169563,134.215992,380.047192,47.140084,59.4599377,86.4964077,52.3771491,88.1187029,70.1547124,125.626602,228.491397,123.574135,379.438707,91.8817652,775.518422
v4-io,all8,facing,ABEF,6,71.1108447,85.6091609,299.12949,162.95227,369.567818,30.1429925,30.9212761,33.6090056,29.1821924,34.4917755,65.0400084,79.3053779,296.400681,160.31794,368.281884,92.0066611,704.465226
v4-io,all8,facing,ADHE,6,99.1586231,143.789881,169.835784,115.672981,175.808064,54.102365,68.0489017,90.7553746,60.4749016,97.5828637,85.6530488,112.930767,156.201226,98.6054,169.456862,91.3821815,760.862076
v4-io,all8,facing,BCGF,6,50.4121521,158.048115,261.141953,144.768082,283.925278,35.0909086,51.0946335,76.6327189,47.023143,84.3351883,25.6151349,154.291657,251.521382,136.918303,271.110935,92.7560366,738.260476
v4-io,all8,facing,CDHG,6,108.463495,148.730575,157.580658,116.793023,159.680562,54.2718146,66.2424963,72.874509,57.3385974,74.2908071,92.7319515,133.14181,149.557893,101.749179,154.470503,92.131557,707.378072
v4-io,all8,facing_height,ABEF/high,2,224.280472,296.924145,355.039083,267.226763,369.567818,27.8751571,29.3390868,30.5102306,28.0284988,30.8030165,221.616088,294.948986,353.615304,265.752791,368.281884,91.7985012,726.121779
v4-io,all8,facing_height,ABEF/low,2,67.5634141,77.68896,85.7893968,70.5331244,87.814506,28.6576791,31.5747273,33.9083659,29.2454997,34.4917755,61.1001431,70.9286082,78.7913803,64.1842846,80.7570733,92.125307,838.138963
v4-io,all8,facing_height,ABEF/mid,2,56.8762748,60.0524192,62.5933348,57.2299066,63.2285636,30.2218322,30.5912641,30.8868096,30.2308627,30.9606959,48.0796604,51.6046926,54.4247185,48.5937975,55.1297249,93.6684707,328.237092
v4-io,all8,facing_height,ADHE/high,2,115.41675,133.667847,148.268725,121.051379,151.918944,68.0412944,82.8120791,94.6287068,74.1776386,97.5828637,92.6601492,104.547233,114.056901,95.6614569,116.434318,91.9650291,815.553614
v4-io,all8,facing_height,ADHE/low,2,147.605377,161.70672,172.987795,150.275543,175.808064,54.102365,57.7396251,60.6494332,54.5892347,61.3768853,135.938489,152.697676,166.105025,140.009836,169.456862,91.0907577,895.649575
v4-io,all8,facing_height,ADHE/mid,2,47.5055454,60.2311482,70.4116303,53.893791,72.9567509,38.314016,54.2934616,67.077018,49.8932315,70.2729071,20.3625682,20.7407147,21.043232,20.3766082,21.1188613,90.7993339,474.58869
v4-io,all8,facing_height,BCGF/high,2,110.431935,151.611957,184.555974,137.762074,192.791979,14.7904964,20.2405479,24.6005891,18.3731061,25.6905993,102.03375,147.393236,183.680825,136.531381,192.752722,92.7560366,829.923269
v4-io,all8,facing_height,BCGF/low,2,164.713984,224.319631,272.004148,203.327394,283.925278,64.0688947,74.2020415,82.3085589,67.1978119,84.3351883,141.716372,206.413654,258.171479,191.902275,271.110935,93.3746135,915.717732
v4-io,all8,facing_height,BCGF/mid,2,50.4121521,52.1143379,53.4760866,50.5269713,53.8165238,39.9522636,46.7387872,52.1680062,42.1949165,53.5253109,22.2497326,30.579097,37.2425885,27.7950328,38.9084614,91.7116986,450.644019
v4-io,all8,facing_height,CDHG/high,2,98.3804902,124.830717,145.990899,111.701293,151.280944,56.2422036,62.4339091,67.3872735,57.5893595,68.6256146,73.4275062,104.123784,128.680806,95.711256,134.820062,93.5886761,735.674374
v4-io,all8,facing_height,CDHG/low,2,150.380016,155.030289,158.750508,150.667347,159.680562,49.774928,54.4340347,58.16132,50.6396343,59.0931414,141.288778,147.879641,153.15233,141.902349,154.470503,90.3413822,839.333821
v4-io,all8,facing_height,CDHG/mid,2,75.7891757,75.8183478,75.8416854,75.7891982,75.8475198,61.8706474,68.0807273,73.0487912,63.1049711,74.2908071,36.3224129,46.839631,55.2534054,41.9733866,57.356849,92.9225645,375.332427
v4-io,all8,height,high,8,115.137035,162.137203,307.696274,171.405329,369.567818,34.6513708,50.050498,87.4478265,49.8548497,97.5828637,95.6923047,149.303227,306.846677,163.994758,368.281884,92.6311407,728.322253
v4-io,all8,height,low,8,130.24108,163.712438,246.084253,151.327739,283.925278,45.315223,59.6640773,76.2997822,52.2379227,84.3351883,115.263585,158.217093,235.53201,142.025646,271.110935,91.5903414,844.459512
