source_group,group_decision,deploy_class,recommendation,reason,layout_id,capture_id,solver_version,layout_variant,source_path,all8_score,drop4_score,score_ratio,worst_drop4_mask,surviving_labels,abs_worst_axis,ratio_worst_axis,xdop_p95,ydop_p95,vdop_p95,xdop_ratio,ydop_ratio,vdop_ratio,surviving_xy_area_ratio,surviving_z_span_ratio
outdoor_20260513/FULL-COMPARE,备选/不优先,C,不建议高可靠部署,drop4 高风险，约 17.1x all8；可做分析候选，不适合高可靠冗余。,062a9b97a6d2468b,outdoor_20260513,v2,default,outdoor_20260513/FULL-COMPARE/v2/layout.json,1.14148369,19.4927523,17.0766805,dropABGH,CDEF,Z,Z,1.10505426,8.86355782,27.3150692,1.57164258,16.2517611,21.1509653,0.92874161,0.873540624
outdoor_20260513/FULL-COMPARE,备选/不优先,D,淘汰或需重布点,drop4 critical，约 17.6x all8；几何冗余不达标。,6b6a0714d7d56ce0,outdoor_20260513,v3-full,default,outdoor_20260513/FULL-COMPARE/v3full/layout.json,1.136178,20.0069849,17.6090233,dropADFG,BCEH,Z,Z,13.3705664,1.02548432,24.4760399,18.8426483,1.86345184,19.1604777,0.974509376,0.936432878
outdoor_20260513/FULL-COMPARE,组内最差,D,淘汰或需重布点,drop4 critical，约 17.8x all8；几何冗余不达标。,10ae58e5b7260ee2,outdoor_20260513,v4,default,outdoor_20260513/FULL-COMPARE/v4/layout.json,1.14930654,20.4098492,17.7584034,dropABGH,CDEF,Z,Z,1.09847319,9.1283741,28.8115444,1.55795918,16.7558097,22.1308172,0.929243128,0.866991581
outdoor_20260513/FULL-COMPARE-1000,组内最好但仍需优化,C,不建议高可靠部署,drop4 高风险，约 15.6x all8；可做分析候选，不适合高可靠冗余。,136815cfeded6aa0,outdoor_20260513,v1-old,default,outdoor_20260513/FULL-COMPARE-1000/v1-old/layout.json,1.14239013,17.8781821,15.6498044,dropCDEF,ABGH,Z,Z,1.13640285,7.779531,25.1660538,1.61122438,14.2615365,19.4924999,0.960632234,0.854055231
outdoor_20260513/FULL-COMPARE-1000,备选/不优先,C,不建议高可靠部署,drop4 高风险，约 16.7x all8；可做分析候选，不适合高可靠冗余。,2b2f48a609fa2cd5,outdoor_20260513,v4-io-wand,default,outdoor_20260513/FULL-COMPARE-1000/v4-io-wand/layout.json,1.14975908,19.2418445,16.7355447,dropABGH,CDEF,Z,Z,1.13791013,8.80864525,26.8910465,1.61127753,16.1676164,20.6539549,0.916570177,0.886646846
outdoor_20260513/FULL-COMPARE-1000,备选/不优先,C,不建议高可靠部署,drop4 高风险，约 17.0x all8；可做分析候选，不适合高可靠冗余。,4007f54f3d3bcdd3,outdoor_20260513,v3-lite,default,outdoor_20260513/FULL-COMPARE-1000/v3-lite/layout.json,1.1406416,19.3366735,16.9524533,dropABGH,CDEF,Z,Z,1.10666776,8.81506443,27.0627193,1.57332037,16.1616062,20.978659,0.928541618,0.874319299
outdoor_20260513/FULL-COMPARE-1000,备选/不优先,C,不建议高可靠部署,drop4 高风险，约 17.1x all8；可做分析候选，不适合高可靠冗余。,70c3a0630e953979,outdoor_20260513,v2,default,outdoor_20260513/FULL-COMPARE-1000/v2/layout.json,1.14148369,19.4927523,17.0766805,dropABGH,CDEF,Z,Z,1.10505426,8.86355782,27.3150692,1.57164258,16.2517611,21.1509653,0.92874161,0.873540624
outdoor_20260513/FULL-COMPARE-1000,备选/不优先,D,淘汰或需重布点,drop4 critical，约 17.6x all8；几何冗余不达标。,92f2b5d9018df4df,outdoor_20260513,v3-full,default,outdoor_20260513/FULL-COMPARE-1000/v3-full/layout.json,1.136178,20.0069849,17.6090233,dropADFG,BCEH,Z,Z,13.3705664,1.02548432,24.4760399,18.8426483,1.86345184,19.1604777,0.974509376,0.936432878
outdoor_20260513/FULL-COMPARE-1000,备选/不优先,D,淘汰或需重布点,drop4 critical，约 17.8x all8；几何冗余不达标。,5cfb884f33a3b279,outdoor_20260513,v4-io,default,outdoor_20260513/FULL-COMPARE-1000/v4-io/layout.json,1.14930654,20.4098492,17.7584034,dropABGH,CDEF,Z,Z,1.09847319,9.1283741,28.8115444,1.55795918,16.7558097,22.1308172,0.929243128,0.866991581
outdoor_20260513/FULL-COMPARE-1000,备选/不优先,D,淘汰或需重布点,drop4 critical，约 17.8x all8；几何冗余不达标。,ce0b54400ac800cc,outdoor_20260513,v4-io-td,default,outdoor_20260513/FULL-COMPARE-1000/v4-io-td/layout.json,1.14930654,20.4098492,17.7584034,dropABGH,CDEF,Z,Z,1.09847319,9.1283741,28.8115444,1.55795918,16.7558097,22.1308172,0.929243128,0.866991581
outdoor_20260513/FULL-COMPARE-1000,备选/不优先,D,淘汰或需重布点,drop4 critical，约 17.8x all8；几何冗余不达标。,fff6325ba01f2d73,outdoor_20260513,v5,default,outdoor_20260513/FULL-COMPARE-1000/v5/layout.json,1.14930654,20.4098492,17.7584034,dropABGH,CDEF,Z,Z,1.09847319,9.1283741,28.8115444,1.55795918,16.7558097,22.1308172,0.929243128,0.866991581
outdoor_20260513/FULL-COMPARE-1000,组内最差,D,淘汰或需重布点,drop4 critical，约 19.7x all8；几何冗余不达标。,21d850e593ebb432,outdoor_20260513,v4-io-roto,default,outdoor_20260513/FULL-COMPARE-1000/v4-io-roto/layout.json,1.1492527,22.6465995,19.7055004,dropADFG,BCEH,Z,Z,14.4060183,0.891704857,28.6197662,20.5429168,1.6394697,21.951217,0.955810134,0.92200267
outdoor_20260513/FULL-COMPARE-500,组内最好但仍需优化,C,不建议高可靠部署,drop4 高风险，约 15.0x all8；可做分析候选，不适合高可靠冗余。,c46f703d261789cb,outdoor_20260513,v1-old,default,outdoor_20260513/FULL-COMPARE-500/v1-old/layout.json,1.1435573,17.1328505,14.9820656,dropCDEF,ABGH,Z,Z,1.15875852,7.43395376,24.0450745,1.64199505,13.6317049,18.60118,0.960349188,0.85657671
outdoor_20260513/FULL-COMPARE-500,备选/不优先,C,不建议高可靠部署,drop4 高风险，约 16.5x all8；可做分析候选，不适合高可靠冗余。,b022bebf946d2d28,outdoor_20260513,v4-io-wand,default,outdoor_20260513/FULL-COMPARE-500/v4-io-wand/layout.json,1.15030129,18.9758798,16.4964431,dropABGH,CDEF,Z,Z,1.13467693,8.69345856,26.4866638,1.60571733,15.9584205,20.3344649,0.915861585,0.888295021
outdoor_20260513/FULL-COMPARE-500,备选/不优先,C,不建议高可靠部署,drop4 高风险，约 16.7x all8；可做分析候选，不适合高可靠冗余。,a880c88dbf7036a1,outdoor_20260513,v3-lite,default,outdoor_20260513/FULL-COMPARE-500/v3-lite/layout.json,1.1407251,19.0758947,16.7226045,dropABGH,CDEF,Z,Z,1.10871971,8.71265316,26.6623764,1.5754207,15.9750177,20.6695982,0.928081028,0.876366827
outdoor_20260513/FULL-COMPARE-500,备选/不优先,C,不建议高可靠部署,drop4 高风险，约 17.0x all8；可做分析候选，不适合高可靠冗余。,b8d7b47c1daf30d4,outdoor_20260513,v2,default,outdoor_20260513/FULL-COMPARE-500/v2/layout.json,1.14151519,19.3994415,16.9944664,dropABGH,CDEF,Z,Z,1.10557902,8.83356476,27.1674767,1.57175736,16.1995292,21.0380623,0.928657407,0.874070964
outdoor_20260513/FULL-COMPARE-500,备选/不优先,C,不建议高可靠部署,drop4 高风险，约 17.4x all8；可做分析候选，不适合高可靠冗余。,8a83c9a6e6976cc7,outdoor_20260513,v3-full,default,outdoor_20260513/FULL-COMPARE-500/v3-full/layout.json,1.1378867,19.8143219,17.4132643,dropABGH,CDEF,Z,Z,1.84192669,8.31492329,28.2736225,2.59608873,15.123444,22.0840026,0.968470072,0.916405538
outdoor_20260513/FULL-COMPARE-500,备选/不优先,D,淘汰或需重布点,drop4 critical，约 17.5x all8；几何冗余不达标。,43a8b149d8ea5545,outdoor_20260513,v4-io,default,outdoor_20260513/FULL-COMPARE-500/v4-io/layout.json,1.1497744,20.1626479,17.5361774,dropABGH,CDEF,Z,Z,1.09989393,9.02710247,28.4334602,1.55869515,16.5702245,21.8341022,0.928513267,0.86947695
outdoor_20260513/FULL-COMPARE-500,备选/不优先,D,淘汰或需重布点,drop4 critical，约 17.5x all8；几何冗余不达标。,76f5afe080a70214,outdoor_20260513,v5,default,outdoor_20260513/FULL-COMPARE-500/v5/layout.json,1.1497744,20.1626479,17.5361774,dropABGH,CDEF,Z,Z,1.09989393,9.02710247,28.4334602,1.55869515,16.5702245,21.8341022,0.928513267,0.86947695
outdoor_20260513/FULL-COMPARE-500,备选/不优先,D,淘汰或需重布点,drop4 critical，约 17.5x all8；几何冗余不达标。,891e606dde9b7a57,outdoor_20260513,v4-io-td,default,outdoor_20260513/FULL-COMPARE-500/v4-io-td/layout.json,1.1497744,20.1626479,17.5361774,dropABGH,CDEF,Z,Z,1.09989393,9.02710247,28.4334602,1.55869515,16.5702245,21.8341022,0.928513267,0.86947695
outdoor_20260513/FULL-COMPARE-500,组内最差,D,淘汰或需重布点,drop4 critical，约 19.9x all8；几何冗余不达标。,c855e34a218d0254,outdoor_20260513,v4-io-roto,default,outdoor_20260513/FULL-COMPARE-500/v4-io-roto/layout.json,1.14810731,22.8089185,19.8665389,dropADFG,BCEH,Z,Z,14.4783602,0.848833799,28.8716202,20.6403727,1.56074093,22.1752289,0.956670723,0.909649705
outdoor_20260513/FULL-COMPARE-500+500,组内最好但仍需优化,C,不建议高可靠部署,drop4 高风险，约 15.0x all8；可做分析候选，不适合高可靠冗余。,438122a22497ded6,outdoor_20260513,v1-old,first500,outdoor_20260513/FULL-COMPARE-500+500/v1-old/layout_first500.json,1.1435573,17.1328505,14.9820656,dropCDEF,ABGH,Z,Z,1.15875852,7.43395376,24.0450745,1.64199505,13.6317049,18.60118,0.960349188,0.85657671
outdoor_20260513/FULL-COMPARE-500+500,备选/不优先,C,不建议高可靠部署,drop4 高风险，约 15.6x all8；可做分析候选，不适合高可靠冗余。,ab7a0d8a20dde4f5,outdoor_20260513,v1-old,consensus,outdoor_20260513/FULL-COMPARE-500+500/v1-old/layout_consensus.json,1.14238342,17.8449973,15.6208476,dropCDEF,ABGH,Z,Z,1.15391755,7.77741528,25.1051598,1.6355798,14.2570971,19.4471424,0.959984731,0.855969186
outdoor_20260513/FULL-COMPARE-500+500,备选/不优先,C,不建议高可靠部署,drop4 高风险，约 16.2x all8；可做分析候选，不适合高可靠冗余。,0f1588574545642e,outdoor_20260513,v1-old,last500_aligned,outdoor_20260513/FULL-COMPARE-500+500/v1-old/layout_last500_aligned.json,1.14122159,18.5151,16.2239307,dropCDEF,ABGH,Z,Z,1.14980316,8.10054779,26.0973873,1.63015181,14.8449677,20.2426139,0.959619674,0.855360642
outdoor_20260513/FULL-COMPARE-500+500,备选/不优先,C,不建议高可靠部署,drop4 高风险，约 16.5x all8；可做分析候选，不适合高可靠冗余。,cb24f7f5220451ec,outdoor_20260513,v4-io-wand,first500,outdoor_20260513/FULL-COMPARE-500+500/v4-io-wand/layout_first500.json,1.15030129,18.9758798,16.4964431,dropABGH,CDEF,Z,Z,1.13467693,8.69345856,26.4866638,1.60571733,15.9584205,20.3344649,0.915861585,0.888295021
outdoor_20260513/FULL-COMPARE-500+500,备选/不优先,C,不建议高可靠部署,drop4 高风险，约 16.7x all8；可做分析候选，不适合高可靠冗余。,e6bc6dc8163a8156,outdoor_20260513,v3-lite,first500,outdoor_20260513/FULL-COMPARE-500+500/v3-lite/layout_first500.json,1.1407251,19.0758947,16.7226045,dropABGH,CDEF,Z,Z,1.10871971,8.71265316,26.6623764,1.5754207,15.9750177,20.6695982,0.928081028,0.876366827
outdoor_20260513/FULL-COMPARE-500+500,备选/不优先,C,不建议高可靠部署,drop4 高风险，约 16.9x all8；可做分析候选，不适合高可靠冗余。,db876514cc1ff44d,outdoor_20260513,v3-lite,consensus,outdoor_20260513/FULL-COMPARE-500+500/v3-lite/layout_consensus.json,1.14066956,19.2885247,16.9098268,dropABGH,CDEF,Z,Z,1.11091781,8.81830788,26.9716339,1.5791324,16.1673655,20.9081898,0.927840213,0.875759739
outdoor_20260513/FULL-COMPARE-500+500,备选/不优先,C,不建议高可靠部署,drop4 高风险，约 16.8x all8；可做分析候选，不适合高可靠冗余。,fbaedd952d612dd2,outdoor_20260513,v4-io-wand,consensus,outdoor_20260513/FULL-COMPARE-500+500/v4-io-wand/layout_consensus.json,1.14980859,19.2890844,16.7759091,dropABGH,CDEF,Z,Z,1.14105511,8.84753609,26.9471626,1.61549657,16.240627,20.6966954,0.91605995,0.88764623
outdoor_20260513/FULL-COMPARE-500+500,备选/不优先,C,不建议高可靠部署,drop4 高风险，约 17.0x all8；可做分析候选，不适合高可靠冗余。,4fb9ef3d2e648d58,outdoor_20260513,v2,first500,outdoor_20260513/FULL-COMPARE-500+500/v2/layout_first500.json,1.14151519,19.3994415,16.9944664,dropABGH,CDEF,Z,Z,1.10557902,8.83356476,27.1674767,1.57175736,16.1995292,21.0380623,0.928657407,0.874070964
outdoor_20260513/FULL-COMPARE-500+500,备选/不优先,C,不建议高可靠部署,drop4 高风险，约 17.1x all8；可做分析候选，不适合高可靠冗余。,53f9b6a2d65f0db4,outdoor_20260513,v2,consensus,outdoor_20260513/FULL-COMPARE-500+500/v2/layout_consensus.json,1.14140898,19.4947479,17.0795466,dropABGH,CDEF,Z,Z,1.10715091,8.88063049,27.3095627,1.57448503,16.2835701,21.1486692,0.928326074,0.874116385
outdoor_20260513/FULL-COMPARE-500+500,备选/不优先,C,不建议高可靠部署,drop4 高风险，约 17.1x all8；可做分析候选，不适合高可靠冗余。,bf5e9b3da4a91f48,outdoor_20260513,v3-lite,last500_aligned,outdoor_20260513/FULL-COMPARE-500+500/v3-lite/layout_last500_aligned.json,1.14061292,19.5368323,17.1283631,dropABGH,CDEF,Z,Z,1.11345899,8.93966579,27.3396511,1.58332412,16.388554,21.1923535,0.927599041,0.875149704
outdoor_20260513/FULL-COMPARE-500+500,备选/不优先,C,不建议高可靠部署,drop4 高风险，约 17.0x all8；可做分析候选，不适合高可靠冗余。,e120b7881ec47f64,outdoor_20260513,v4-io-wand,last500_aligned,outdoor_20260513/FULL-COMPARE-500+500/v4-io-wand/layout_last500_aligned.json,1.14930449,19.5550006,17.0146387,dropABGH,CDEF,Z,Z,1.14904451,8.98626804,27.3321648,1.62757223,16.494635,21.0014462,0.916120789,0.886994831
outdoor_20260513/FULL-COMPARE-500+500,备选/不优先,C,不建议高可靠部署,drop4 高风险，约 17.2x all8；可做分析候选，不适合高可靠冗余。,2e0235507a0539fa,outdoor_20260513,v2,last500_aligned,outdoor_20260513/FULL-COMPARE-500+500/v2/layout_last500_aligned.json,1.14131358,19.5798768,17.1555628,dropABGH,CDEF,Z,Z,1.10895824,8.91978836,27.4336586,1.57756351,16.3534238,21.2450639,0.927994532,0.874161941
outdoor_20260513/FULL-COMPARE-500+500,备选/不优先,C,不建议高可靠部署,drop4 高风险，约 17.4x all8；可做分析候选，不适合高可靠冗余。,c5edcfef2e6ad424,outdoor_20260513,v3-full,first500,outdoor_20260513/FULL-COMPARE-500+500/v3-full/layout_first500.json,1.1378867,19.8143219,17.4132643,dropABGH,CDEF,Z,Z,1.84192669,8.31492329,28.2736225,2.59608873,15.123444,22.0840026,0.968470072,0.916405538
outdoor_20260513/FULL-COMPARE-500+500,备选/不优先,D,淘汰或需重布点,drop4 critical，约 17.5x all8；几何冗余不达标。,34560462b40941aa,outdoor_20260513,v5,first500,outdoor_20260513/FULL-COMPARE-500+500/v5/layout_first500.json,1.1497744,20.1626479,17.5361774,dropABGH,CDEF,Z,Z,1.09989393,9.02710247,28.4334602,1.55869515,16.5702245,21.8341022,0.928513267,0.86947695
outdoor_20260513/FULL-COMPARE-500+500,备选/不优先,D,淘汰或需重布点,drop4 critical，约 17.5x all8；几何冗余不达标。,60199a8d9263348f,outdoor_20260513,v4-io-td,first500,outdoor_20260513/FULL-COMPARE-500+500/v4-io-td/layout_first500.json,1.1497744,20.1626479,17.5361774,dropABGH,CDEF,Z,Z,1.09989393,9.02710247,28.4334602,1.55869515,16.5702245,21.8341022,0.928513267,0.86947695
outdoor_20260513/FULL-COMPARE-500+500,备选/不优先,D,淘汰或需重布点,drop4 critical，约 17.5x all8；几何冗余不达标。,f961f8430cca0a69,outdoor_20260513,v4-io,first500,outdoor_20260513/FULL-COMPARE-500+500/v4-io/layout_first500.json,1.1497744,20.1626479,17.5361774,dropABGH,CDEF,Z,Z,1.09989393,9.02710247,28.4334602,1.55869515,16.5702245,21.8341022,0.928513267,0.86947695
outdoor_20260513/FULL-COMPARE-500+500,备选/不优先,D,淘汰或需重布点,drop4 critical，约 17.8x all8；几何冗余不达标。,cb9290653eb45b01,outdoor_20260513,v3-full,consensus,outdoor_20260513/FULL-COMPARE-500+500/v3-full/layout_consensus.json,1.13800562,20.2433147,17.7884136,dropADFG,BCEH,Z,Z,13.3490524,1.05651712,24.9512253,18.8118159,1.92478245,19.4826613,0.972380662,0.924345959
outdoor_20260513/FULL-COMPARE-500+500,备选/不优先,D,淘汰或需重布点,drop4 critical，约 17.7x all8；几何冗余不达标。,005cce9f0f9294fe,outdoor_20260513,v4-io-td,consensus,outdoor_20260513/FULL-COMPARE-500+500/v4-io-td/layout_consensus.json,1.14932485,20.3037158,17.6657764,dropABGH,CDEF,Z,Z,1.10237432,9.10160351,28.6389294,1.56321462,16.7080852,21.998544,0.928525232,0.86837411
outdoor_20260513/FULL-COMPARE-500+500,备选/不优先,D,淘汰或需重布点,drop4 critical，约 17.7x all8；几何冗余不达标。,1e9a31611a4bc5c2,outdoor_20260513,v4-io,consensus,outdoor_20260513/FULL-COMPARE-500+500/v4-io/layout_consensus.json,1.14932485,20.3037158,17.6657764,dropABGH,CDEF,Z,Z,1.10237432,9.10160351,28.6389294,1.56321462,16.7080852,21.998544,0.928525232,0.86837411
outdoor_20260513/FULL-COMPARE-500+500,备选/不优先,D,淘汰或需重布点,drop4 critical，约 17.7x all8；几何冗余不达标。,962c234ac912e5c4,outdoor_20260513,v5,consensus,outdoor_20260513/FULL-COMPARE-500+500/v5/layout_consensus.json,1.14932485,20.3037158,17.6657764,dropABGH,CDEF,Z,Z,1.10237432,9.10160351,28.6389294,1.56321462,16.7080852,21.998544,0.928525232,0.86837411
outdoor_20260513/FULL-COMPARE-500+500,备选/不优先,D,淘汰或需重布点,drop4 critical，约 17.8x all8；几何冗余不达标。,5bf668bcf4c8a159,outdoor_20260513,v4-io-td,last500_aligned,outdoor_20260513/FULL-COMPARE-500+500/v4-io-td/layout_last500_aligned.json,1.14884934,20.4797285,17.8262961,dropABGH,CDEF,Z,Z,1.10416913,9.18659019,28.8982353,1.56677996,16.8653046,22.2053811,0.928535773,0.867264172
outdoor_20260513/FULL-COMPARE-500+500,备选/不优先,D,淘汰或需重布点,drop4 critical，约 17.8x all8；几何冗余不达标。,ae7bd10e25df5d89,outdoor_20260513,v4-io,last500_aligned,outdoor_20260513/FULL-COMPARE-500+500/v4-io/layout_last500_aligned.json,1.14884934,20.4797285,17.8262961,dropABGH,CDEF,Z,Z,1.10416913,9.18659019,28.8982353,1.56677996,16.8653046,22.2053811,0.928535773,0.867264172
outdoor_20260513/FULL-COMPARE-500+500,备选/不优先,D,淘汰或需重布点,drop4 critical，约 17.8x all8；几何冗余不达标。,df79fcaf6187fc6f,outdoor_20260513,v5,last500_aligned,outdoor_20260513/FULL-COMPARE-500+500/v5/layout_last500_aligned.json,1.14884934,20.4797285,17.8262961,dropABGH,CDEF,Z,Z,1.10416913,9.18659019,28.8982353,1.56677996,16.8653046,22.2053811,0.928535773,0.867264172
outdoor_20260513/FULL-COMPARE-500+500,备选/不优先,D,淘汰或需重布点,drop4 critical，约 18.6x all8；几何冗余不达标。,bc9f1f5e98797ef6,outdoor_20260513,v3-full,last500_aligned,outdoor_20260513/FULL-COMPARE-500+500/v3-full/layout_last500_aligned.json,1.13872683,21.1831163,18.6024565,dropADFG,BCEH,Z,Z,13.9877119,1.14685798,26.1751404,19.7014647,2.09363324,20.4189175,0.957647194,0.9327865
outdoor_20260513/FULL-COMPARE-500+500,备选/不优先,D,淘汰或需重布点,drop4 critical，约 19.6x all8；几何冗余不达标。,90ad2c644e87038c,outdoor_20260513,v4-io-roto,last500_aligned,outdoor_20260513/FULL-COMPARE-500+500/v4-io-roto/layout_last500_aligned.json,1.14923352,22.5288705,19.6033879,dropADFG,BCEH,Z,Z,14.2845688,0.843872428,28.5058842,20.372494,1.55158297,21.862205,0.956676951,0.919389672
outdoor_20260513/FULL-COMPARE-500+500,备选/不优先,D,淘汰或需重布点,drop4 critical，约 19.8x all8；几何冗余不达标。,c154e86f58c62fcf,outdoor_20260513,v4-io-roto,consensus,outdoor_20260513/FULL-COMPARE-500+500/v4-io-roto/layout_consensus.json,1.14867064,22.7206103,19.7799173,dropADFG,BCEH,Z,Z,14.3824825,0.848514855,28.7850552,20.5080632,1.56013876,22.0925227,0.956673727,0.91451599
outdoor_20260513/FULL-COMPARE-500+500,组内最差,D,淘汰或需重布点,drop4 critical，约 19.9x all8；几何冗余不达标。,fb986c7dd6f2e63b,outdoor_20260513,v4-io-roto,first500,outdoor_20260513/FULL-COMPARE-500+500/v4-io-roto/layout_first500.json,1.14810731,22.8089185,19.8665389,dropADFG,BCEH,Z,Z,14.4783602,0.848833799,28.8716202,20.6403727,1.56074093,22.1752289,0.956670723,0.909649705
outdoor_20260513/reports/us_height_alignment_from_fgh_20260523/FULL-COMPARE-1000,组内最好但仍需优化,C,不建议高可靠部署,drop4 高风险，约 15.1x all8；可做分析候选，不适合高可靠冗余。,a4ded69a125be721,outdoor_20260513,v1-old,us_height,outdoor_20260513/reports/us_height_alignment_from_fgh_20260523/FULL-COMPARE-1000/v1-old/layout_us_height.json,1.14155015,17.2146161,15.0800349,dropCDEF,ABGH,Z,Z,1.1847614,7.06509686,24.4854507,1.67272458,12.9464934,19.0187252,0.977974825,0.771350131
outdoor_20260513/reports/us_height_alignment_from_fgh_20260523/FULL-COMPARE-1000,备选/不优先,C,不建议高可靠部署,drop4 高风险，约 15.9x all8；可做分析候选，不适合高可靠冗余。,2b64302132c7dbdf,outdoor_20260513,v3-lite,us_height,outdoor_20260513/reports/us_height_alignment_from_fgh_20260523/FULL-COMPARE-1000/v3-lite/layout_us_height.json,1.14090504,18.1538065,15.9117594,dropABGH,CDEF,Z,Z,2.19498563,9.3648653,24.3055305,3.07396456,17.1076073,18.9608149,0.925930355,1
outdoor_20260513/reports/us_height_alignment_from_fgh_20260523/FULL-COMPARE-1000,备选/不优先,C,不建议高可靠部署,drop4 高风险，约 16.1x all8；可做分析候选，不适合高可靠冗余。,a150a9d2469318e1,outdoor_20260513,v3-full,us_height,outdoor_20260513/reports/us_height_alignment_from_fgh_20260523/FULL-COMPARE-1000/v3-full/layout_us_height.json,1.13547984,18.2324883,16.0570779,dropADFG,BCEH,Z,X,12.8439522,1.39444482,21.5022888,17.6752283,2.50901479,16.9823511,0.958927632,1
outdoor_20260513/reports/us_height_alignment_from_fgh_20260523/FULL-COMPARE-1000,备选/不优先,C,不建议高可靠部署,drop4 高风险，约 16.0x all8；可做分析候选，不适合高可靠冗余。,a1212b41889ca213,outdoor_20260513,v2,us_height,outdoor_20260513/reports/us_height_alignment_from_fgh_20260523/FULL-COMPARE-1000/v2/layout_us_height.json,1.14176462,18.311247,16.0376725,dropABGH,CDEF,Z,Z,2.17130589,9.43183231,24.5481319,3.04337674,17.2339706,19.1244677,0.926453975,1
outdoor_20260513/reports/us_height_alignment_from_fgh_20260523/FULL-COMPARE-1000,备选/不优先,C,不建议高可靠部署,drop4 高风险，约 16.0x all8；可做分析候选，不适合高可靠冗余。,b2621c461433aed5,outdoor_20260513,v4-io-wand,us_height,outdoor_20260513/reports/us_height_alignment_from_fgh_20260523/FULL-COMPARE-1000/v4-io-wand/layout_us_height.json,1.15009464,18.4197995,16.0158989,dropABGH,CDEF,Z,Z,2.0403862,9.36545086,24.82127,2.85890527,17.1620711,19.1471088,0.911236563,1
outdoor_20260513/reports/us_height_alignment_from_fgh_20260523/FULL-COMPARE-1000,备选/不优先,C,不建议高可靠部署,drop4 高风险，约 16.6x all8；可做分析候选，不适合高可靠冗余。,4a8f068eef5935ee,outdoor_20260513,v4-io,us_height,outdoor_20260513/reports/us_height_alignment_from_fgh_20260523/FULL-COMPARE-1000/v4-io/layout_us_height.json,1.14927231,19.0464636,16.572629,dropABGH,CDEF,Z,Z,2.20750237,9.6829567,25.7221527,3.09028122,17.726912,19.8665458,0.920857092,1
outdoor_20260513/reports/us_height_alignment_from_fgh_20260523/FULL-COMPARE-1000,组内最差,D,淘汰或需重布点,drop4 critical，约 19.4x all8；几何冗余不达标。,175c6752d9dd2ac4,outdoor_20260513,v4-io-roto,us_height,outdoor_20260513/reports/us_height_alignment_from_fgh_20260523/FULL-COMPARE-1000/v4-io-roto/layout_us_height.json,1.14962839,22.353435,19.4440527,dropADFG,BCEH,Z,X,15.2012472,1.10691381,27.3376999,21.5441064,2.03716807,21.0092402,0.940987183,1
outdoor_v4_20260504/FULL-COMPARE,组内最好但仍需优化,C,不建议高可靠部署,drop4 高风险，约 16.1x all8；可做分析候选，不适合高可靠冗余。,cef6a189867b2e95,outdoor_v4_20260504,v1,default,outdoor_v4_20260504/FULL-COMPARE/v1/layout.json,1.1054088,17.8306822,16.1303965,dropABGH,CDEF,Z,Y,1.28879297,12.5504866,20.9982796,2.33697316,17.8923306,16.9821373,0.963443138,1
outdoor_v4_20260504/FULL-COMPARE,备选/不优先,C,不建议高可靠部署,drop4 高风险，约 17.5x all8；可做分析候选，不适合高可靠冗余。,bcd7d23aab9bdac7,outdoor_v4_20260504,v3-full,default,outdoor_v4_20260504/FULL-COMPARE/v3full/layout.json,1.09267532,19.145863,17.5220055,dropCDEF,ABGH,Z,Z,0.786784053,11.4127979,24.5731773,1.42900047,16.22754,20.2175706,0.974921246,0.696424692
outdoor_v4_20260504/FULL-COMPARE,备选/不优先,D,淘汰或需重布点,drop4 critical，约 18.4x all8；几何冗余不达标。,71be847711797af2,outdoor_v4_20260504,v4,default,outdoor_v4_20260504/FULL-COMPARE/v4/layout.json,1.09641711,20.1979625,18.421787,dropCDEF,ABGH,Z,Z,0.78848201,12.7090597,25.4436188,1.43510226,18.2261372,20.7650388,0.958627034,0.785918589
outdoor_v4_20260504/FULL-COMPARE,备选/不优先,D,淘汰或需重布点,drop4 critical，约 18.7x all8；几何冗余不达标。,cbf1096ddf259e07,outdoor_v4_20260504,v2,default,outdoor_v4_20260504/FULL-COMPARE/v2/layout.json,1.09234949,20.431055,18.7037713,dropCDEF,ABGH,Z,Z,0.792955577,12.7498741,25.8528194,1.43579424,18.4000265,21.1635672,0.973110356,0.771840117
outdoor_v4_20260504/FULL-COMPARE,组内最差,D,淘汰或需重布点,drop4 critical，约 18.8x all8；几何冗余不达标。,ee1b62b82f6517d2,outdoor_v4_20260504,v3-lite,default,outdoor_v4_20260504/FULL-COMPARE/v3lite/layout.json,1.09134959,20.5042733,18.7879974,dropCDEF,ABGH,Z,Z,0.792028189,12.8319006,25.9223442,1.43385459,18.5073041,21.2519862,0.973876468,0.769307613
