version,eval_set,grid_mm,strata_type,strata_value,x_feature,y_error,n,pearson_r,spearman_r,x_min,x_max,y_min,y_max
v4-io,all8,25.0,facing_height,ABEF/low,pct_ge8,err_3d_mm,6,-1.000000,-1.000000,91.7569,92.4937,47.3123,87.8145
v4-io,all8,25.0,facing_height,ABEF/low,pct_ge8,err_horizontal_mm,6,-1.000000,-1.000000,91.7569,92.4937,22.8236,34.4918
v4-io,all8,25.0,facing_height,ABEF/low,pct_ge8,err_vertical_mm,6,-1.000000,-1.000000,91.7569,92.4937,41.4432,80.7571
v4-io,all8,25.0,facing_height,ABEF/low,distance_to_array_centroid_mm,err_3d_mm,6,1.000000,1.000000,759.197,917.081,47.3123,87.8145
v4-io,all8,25.0,facing_height,ABEF/low,distance_to_array_centroid_mm,err_horizontal_mm,6,1.000000,1.000000,759.197,917.081,22.8236,34.4918
v4-io,all8,25.0,facing_height,ABEF/low,distance_to_array_centroid_mm,err_vertical_mm,6,1.000000,1.000000,759.197,917.081,41.4432,80.7571
v4-io,all8,25.0,facing_height,ABEF/mid,gdop,err_3d_mm,6,-0.243246,-0.502519,1.19954,1.2145,50.524,63.2286
v4-io,all8,25.0,facing_height,ABEF/mid,gdop,err_horizontal_mm,6,-0.243246,-0.502519,1.19954,1.2145,29.483,30.9607
v4-io,all8,25.0,facing_height,ABEF/mid,gdop,err_vertical_mm,6,-0.243246,-0.502519,1.19954,1.2145,41.0296,55.1297
v4-io,all8,25.0,facing_height,ABEF/mid,hdop,err_3d_mm,6,-0.672333,-0.904534,0.784407,0.803028,50.524,63.2286
v4-io,all8,25.0,facing_height,ABEF/mid,hdop,err_horizontal_mm,6,-0.672333,-0.904534,0.784407,0.803028,29.483,30.9607
v4-io,all8,25.0,facing_height,ABEF/mid,hdop,err_vertical_mm,6,-0.672333,-0.904534,0.784407,0.803028,41.0296,55.1297
v4-io,all8,25.0,facing_height,ABEF/mid,vdop,err_3d_mm,6,0.441481,0.502519,0.905023,0.918198,50.524,63.2286
v4-io,all8,25.0,facing_height,ABEF/mid,vdop,err_horizontal_mm,6,0.441481,0.502519,0.905023,0.918198,29.483,30.9607
v4-io,all8,25.0,facing_height,ABEF/mid,vdop,err_vertical_mm,6,0.441481,0.502519,0.905023,0.918198,41.0296,55.1297
v4-io,all8,25.0,facing_height,ABEF/mid,cond,err_3d_mm,6,-0.012520,-0.502519,3.36571,6.86132,50.524,63.2286
v4-io,all8,25.0,facing_height,ABEF/mid,cond,err_horizontal_mm,6,-0.012520,-0.502519,3.36571,6.86132,29.483,30.9607
v4-io,all8,25.0,facing_height,ABEF/mid,cond,err_vertical_mm,6,-0.012520,-0.502519,3.36571,6.86132,41.0296,55.1297
v4-io,all8,25.0,facing_height,ABEF/mid,dop_radial_p95_mm,err_3d_mm,6,1.000000,1.000000,101.466,129.353,50.524,63.2286
v4-io,all8,25.0,facing_height,ABEF/mid,dop_radial_p95_mm,err_horizontal_mm,6,1.000000,1.000000,101.466,129.353,29.483,30.9607
v4-io,all8,25.0,facing_height,ABEF/mid,dop_radial_p95_mm,err_vertical_mm,6,1.000000,1.000000,101.466,129.353,41.0296,55.1297
v4-io,all8,25.0,facing_height,ABEF/mid,pct_ge8,err_3d_mm,6,-1.000000,-1.000000,91.6667,95.6703,50.524,63.2286
v4-io,all8,25.0,facing_height,ABEF/mid,pct_ge8,err_horizontal_mm,6,-1.000000,-1.000000,91.6667,95.6703,29.483,30.9607
v4-io,all8,25.0,facing_height,ABEF/mid,pct_ge8,err_vertical_mm,6,-1.000000,-1.000000,91.6667,95.6703,41.0296,55.1297
v4-io,all8,25.0,facing_height,ABEF/mid,distance_to_array_centroid_mm,err_3d_mm,6,-1.000000,-1.000000,198.467,458.007,50.524,63.2286
v4-io,all8,25.0,facing_height,ABEF/mid,distance_to_array_centroid_mm,err_horizontal_mm,6,-1.000000,-1.000000,198.467,458.007,29.483,30.9607
v4-io,all8,25.0,facing_height,ABEF/mid,distance_to_array_centroid_mm,err_vertical_mm,6,-1.000000,-1.000000,198.467,458.007,41.0296,55.1297
v4-io,all8,25.0,facing_height,ADHE/high,gdop,err_3d_mm,6,-0.018987,-0.301511,1.11783,1.3624,78.9146,151.919
v4-io,all8,25.0,facing_height,ADHE/high,gdop,err_horizontal_mm,6,-0.018987,-0.301511,1.11783,1.3624,38.4997,97.5829
v4-io,all8,25.0,facing_height,ADHE/high,gdop,err_vertical_mm,6,-0.018987,-0.301511,1.11783,1.3624,68.886,116.434
v4-io,all8,25.0,facing_height,ADHE/high,hdop,err_3d_mm,6,0.218172,-0.301511,0.803415,0.826892,78.9146,151.919
v4-io,all8,25.0,facing_height,ADHE/high,hdop,err_horizontal_mm,6,0.218172,-0.301511,0.803415,0.826892,38.4997,97.5829
v4-io,all8,25.0,facing_height,ADHE/high,hdop,err_vertical_mm,6,0.218172,-0.301511,0.803415,0.826892,68.886,116.434
v4-io,all8,25.0,facing_height,ADHE/high,vdop,err_3d_mm,6,-0.030908,-0.301511,0.777218,1.08277,78.9146,151.919
v4-io,all8,25.0,facing_height,ADHE/high,vdop,err_horizontal_mm,6,-0.030908,-0.301511,0.777218,1.08277,38.4997,97.5829
v4-io,all8,25.0,facing_height,ADHE/high,vdop,err_vertical_mm,6,-0.030908,-0.301511,0.777218,1.08277,68.886,116.434
v4-io,all8,25.0,facing_height,ADHE/high,cond,err_3d_mm,6,0.025697,-0.301511,2.14282,12.6202,78.9146,151.919
v4-io,all8,25.0,facing_height,ADHE/high,cond,err_horizontal_mm,6,0.025697,-0.301511,2.14282,12.6202,38.4997,97.5829
v4-io,all8,25.0,facing_height,ADHE/high,cond,err_vertical_mm,6,0.025697,-0.301511,2.14282,12.6202,68.886,116.434
v4-io,all8,25.0,facing_height,ADHE/high,dop_radial_p95_mm,err_3d_mm,6,-1.000000,-1.000000,80.457,128.868,78.9146,151.919
v4-io,all8,25.0,facing_height,ADHE/high,dop_radial_p95_mm,err_horizontal_mm,6,-1.000000,-1.000000,80.457,128.868,38.4997,97.5829
v4-io,all8,25.0,facing_height,ADHE/high,dop_radial_p95_mm,err_vertical_mm,6,-1.000000,-1.000000,80.457,128.868,68.886,116.434
v4-io,all8,25.0,facing_height,ADHE/high,pct_ge8,err_3d_mm,6,-1.000000,-1.000000,91.3405,92.5895,78.9146,151.919
v4-io,all8,25.0,facing_height,ADHE/high,pct_ge8,err_horizontal_mm,6,-1.000000,-1.000000,91.3405,92.5895,38.4997,97.5829
v4-io,all8,25.0,facing_height,ADHE/high,pct_ge8,err_vertical_mm,6,-1.000000,-1.000000,91.3405,92.5895,68.886,116.434
v4-io,all8,25.0,facing_height,ADHE/high,distance_to_array_centroid_mm,err_3d_mm,6,1.000000,1.000000,651.608,979.499,78.9146,151.919
v4-io,all8,25.0,facing_height,ADHE/high,distance_to_array_centroid_mm,err_horizontal_mm,6,1.000000,1.000000,651.608,979.499,38.4997,97.5829
v4-io,all8,25.0,facing_height,ADHE/high,distance_to_array_centroid_mm,err_vertical_mm,6,1.000000,1.000000,651.608,979.499,68.886,116.434
v4-io,all8,25.0,facing_height,ADHE/low,gdop,err_3d_mm,6,0.051690,-0.301511,1.10191,1.45075,119.403,175.808
v4-io,all8,25.0,facing_height,ADHE/low,gdop,err_horizontal_mm,6,-0.051690,0.301511,1.10191,1.45075,46.8278,61.3769
v4-io,all8,25.0,facing_height,ADHE/low,gdop,err_vertical_mm,6,0.051690,-0.301511,1.10191,1.45075,102.42,169.457
v4-io,all8,25.0,facing_height,ADHE/low,hdop,err_3d_mm,6,0.389732,0.301511,0.808857,0.838552,119.403,175.808
v4-io,all8,25.0,facing_height,ADHE/low,hdop,err_horizontal_mm,6,-0.389732,-0.301511,0.808857,0.838552,46.8278,61.3769
v4-io,all8,25.0,facing_height,ADHE/low,hdop,err_vertical_mm,6,0.389732,0.301511,0.808857,0.838552,102.42,169.457
v4-io,all8,25.0,facing_height,ADHE/low,vdop,err_3d_mm,6,0.019936,-0.301511,0.728241,1.19162,119.403,175.808
v4-io,all8,25.0,facing_height,ADHE/low,vdop,err_horizontal_mm,6,-0.019936,0.301511,0.728241,1.19162,46.8278,61.3769
v4-io,all8,25.0,facing_height,ADHE/low,vdop,err_vertical_mm,6,0.019936,-0.301511,0.728241,1.19162,102.42,169.457
v4-io,all8,25.0,facing_height,ADHE/low,cond,err_3d_mm,6,0.036389,-0.301511,1.96027,15.3001,119.403,175.808
v4-io,all8,25.0,facing_height,ADHE/low,cond,err_horizontal_mm,6,-0.036389,0.301511,1.96027,15.3001,46.8278,61.3769
v4-io,all8,25.0,facing_height,ADHE/low,cond,err_vertical_mm,6,0.036389,-0.301511,1.96027,15.3001,102.42,169.457
v4-io,all8,25.0,facing_height,ADHE/low,dop_radial_p95_mm,err_3d_mm,6,1.000000,1.000000,89.1858,185.927,119.403,175.808
v4-io,all8,25.0,facing_height,ADHE/low,dop_radial_p95_mm,err_horizontal_mm,6,-1.000000,-1.000000,89.1858,185.927,46.8278,61.3769
v4-io,all8,25.0,facing_height,ADHE/low,dop_radial_p95_mm,err_vertical_mm,6,1.000000,1.000000,89.1858,185.927,102.42,169.457
v4-io,all8,25.0,facing_height,ADHE/low,pct_ge8,err_3d_mm,6,1.000000,1.000000,90.7577,91.4238,119.403,175.808
v4-io,all8,25.0,facing_height,ADHE/low,pct_ge8,err_horizontal_mm,6,-1.000000,-1.000000,90.7577,91.4238,46.8278,61.3769
v4-io,all8,25.0,facing_height,ADHE/low,pct_ge8,err_vertical_mm,6,1.000000,1.000000,90.7577,91.4238,102.42,169.457
v4-io,all8,25.0,facing_height,ADHE/low,distance_to_array_centroid_mm,err_3d_mm,6,-1.000000,-1.000000,754.901,1036.4,119.403,175.808
v4-io,all8,25.0,facing_height,ADHE/low,distance_to_array_centroid_mm,err_horizontal_mm,6,1.000000,1.000000,754.901,1036.4,46.8278,61.3769
v4-io,all8,25.0,facing_height,ADHE/low,distance_to_array_centroid_mm,err_vertical_mm,6,-1.000000,-1.000000,754.901,1036.4,102.42,169.457
v4-io,all8,25.0,facing_height,ADHE/mid,gdop,err_3d_mm,6,-0.846424,-0.904534,1.15721,1.21191,22.0543,72.9568
v4-io,all8,25.0,facing_height,ADHE/mid,gdop,err_horizontal_mm,6,-0.846424,-0.904534,1.15721,1.21191,6.35512,70.2729
v4-io,all8,25.0,facing_height,ADHE/mid,gdop,err_vertical_mm,6,0.846424,0.904534,1.15721,1.21191,19.6063,21.1189
v4-io,all8,25.0,facing_height,ADHE/mid,hdop,err_3d_mm,6,0.099775,-0.301511,0.779092,0.802516,22.0543,72.9568
v4-io,all8,25.0,facing_height,ADHE/mid,hdop,err_horizontal_mm,6,0.099775,-0.301511,0.779092,0.802516,6.35512,70.2729
v4-io,all8,25.0,facing_height,ADHE/mid,hdop,err_vertical_mm,6,-0.099775,0.301511,0.779092,0.802516,19.6063,21.1189
v4-io,all8,25.0,facing_height,ADHE/mid,vdop,err_3d_mm,6,-0.937113,-0.904534,0.855664,0.92275,22.0543,72.9568
v4-io,all8,25.0,facing_height,ADHE/mid,vdop,err_horizontal_mm,6,-0.937113,-0.904534,0.855664,0.92275,6.35512,70.2729
v4-io,all8,25.0,facing_height,ADHE/mid,vdop,err_vertical_mm,6,0.937113,0.904534,0.855664,0.92275,19.6063,21.1189
v4-io,all8,25.0,facing_height,ADHE/mid,cond,err_3d_mm,6,-0.151311,-0.502519,2.5913,6.92718,22.0543,72.9568
v4-io,all8,25.0,facing_height,ADHE/mid,cond,err_horizontal_mm,6,-0.151311,-0.502519,2.5913,6.92718,6.35512,70.2729
v4-io,all8,25.0,facing_height,ADHE/mid,cond,err_vertical_mm,6,0.151311,0.502519,2.5913,6.92718,19.6063,21.1189
v4-io,all8,25.0,facing_height,ADHE/mid,dop_radial_p95_mm,err_3d_mm,6,1.000000,1.000000,73.1756,82.2354,22.0543,72.9568
v4-io,all8,25.0,facing_height,ADHE/mid,dop_radial_p95_mm,err_horizontal_mm,6,1.000000,1.000000,73.1756,82.2354,6.35512,70.2729
v4-io,all8,25.0,facing_height,ADHE/mid,dop_radial_p95_mm,err_vertical_mm,6,-1.000000,-1.000000,73.1756,82.2354,19.6063,21.1189
v4-io,all8,25.0,facing_height,ADHE/mid,pct_ge8,err_3d_mm,6,1.000000,1.000000,89.7585,91.8401,22.0543,72.9568
v4-io,all8,25.0,facing_height,ADHE/mid,pct_ge8,err_horizontal_mm,6,1.000000,1.000000,89.7585,91.8401,6.35512,70.2729
v4-io,all8,25.0,facing_height,ADHE/mid,pct_ge8,err_vertical_mm,6,-1.000000,-1.000000,89.7585,91.8401,19.6063,21.1189
v4-io,all8,25.0,facing_height,ADHE/mid,distance_to_array_centroid_mm,err_3d_mm,6,1.000000,1.000000,182.354,766.823,22.0543,72.9568
v4-io,all8,25.0,facing_height,ADHE/mid,distance_to_array_centroid_mm,err_horizontal_mm,6,1.000000,1.000000,182.354,766.823,6.35512,70.2729
v4-io,all8,25.0,facing_height,ADHE/mid,distance_to_array_centroid_mm,err_vertical_mm,6,-1.000000,-1.000000,182.354,766.823,19.6063,21.1189
v4-io,all8,25.0,facing_height,BCGF/high,gdop,err_3d_mm,6,0.039641,-0.301511,1.09227,1.45274,28.0719,192.792
v4-io,all8,25.0,facing_height,BCGF/high,gdop,err_horizontal_mm,6,-0.039641,0.301511,1.09227,1.45274,3.89039,25.6906
v4-io,all8,25.0,facing_height,BCGF/high,gdop,err_vertical_mm,6,0.039641,-0.301511,1.09227,1.45274,11.3148,192.753
v4-io,all8,25.0,facing_height,BCGF/high,hdop,err_3d_mm,6,0.809060,0.904534,0.803922,0.843041,28.0719,192.792
v4-io,all8,25.0,facing_height,BCGF/high,hdop,err_horizontal_mm,6,-0.809060,-0.904534,0.803922,0.843041,3.89039,25.6906
v4-io,all8,25.0,facing_height,BCGF/high,hdop,err_vertical_mm,6,0.809060,0.904534,0.803922,0.843041,11.3148,192.753
v4-io,all8,25.0,facing_height,BCGF/high,vdop,err_3d_mm,6,-0.037422,-0.301511,0.723265,1.18311,28.0719,192.792
v4-io,all8,25.0,facing_height,BCGF/high,vdop,err_horizontal_mm,6,0.037422,0.301511,0.723265,1.18311,3.89039,25.6906
v4-io,all8,25.0,facing_height,BCGF/high,vdop,err_vertical_mm,6,-0.037422,-0.301511,0.723265,1.18311,11.3148,192.753
v4-io,all8,25.0,facing_height,BCGF/high,cond,err_3d_mm,6,0.124193,-0.301511,1.79814,16.2205,28.0719,192.792
v4-io,all8,25.0,facing_height,BCGF/high,cond,err_horizontal_mm,6,-0.124193,0.301511,1.79814,16.2205,3.89039,25.6906
v4-io,all8,25.0,facing_height,BCGF/high,cond,err_vertical_mm,6,0.124193,-0.301511,1.79814,16.2205,11.3148,192.753
v4-io,all8,25.0,facing_height,BCGF/high,dop_radial_p95_mm,err_3d_mm,6,1.000000,1.000000,70.247,149.01,28.0719,192.792
v4-io,all8,25.0,facing_height,BCGF/high,dop_radial_p95_mm,err_horizontal_mm,6,-1.000000,-1.000000,70.247,149.01,3.89039,25.6906
v4-io,all8,25.0,facing_height,BCGF/high,dop_radial_p95_mm,err_vertical_mm,6,1.000000,1.000000,70.247,149.01,11.3148,192.753
v4-io,all8,25.0,facing_height,BCGF/high,pct_ge8,err_3d_mm,6,1.000000,1.000000,92.6728,92.8393,28.0719,192.792
v4-io,all8,25.0,facing_height,BCGF/high,pct_ge8,err_horizontal_mm,6,-1.000000,-1.000000,92.6728,92.8393,3.89039,25.6906
v4-io,all8,25.0,facing_height,BCGF/high,pct_ge8,err_vertical_mm,6,1.000000,1.000000,92.6728,92.8393,11.3148,192.753
v4-io,all8,25.0,facing_height,BCGF/high,distance_to_array_centroid_mm,err_3d_mm,6,1.000000,1.000000,654.134,1005.71,28.0719,192.792
v4-io,all8,25.0,facing_height,BCGF/high,distance_to_array_centroid_mm,err_horizontal_mm,6,-1.000000,-1.000000,654.134,1005.71,3.89039,25.6906
v4-io,all8,25.0,facing_height,BCGF/high,distance_to_array_centroid_mm,err_vertical_mm,6,1.000000,1.000000,654.134,1005.71,11.3148,192.753
v4-io,all8,25.0,facing_height,BCGF/low,gdop,err_3d_mm,6,0.105827,-0.301511,1.08043,1.57478,45.5027,283.925
v4-io,all8,25.0,facing_height,BCGF/low,gdop,err_horizontal_mm,6,0.105827,-0.301511,1.08043,1.57478,43.8026,84.3352
v4-io,all8,25.0,facing_height,BCGF/low,gdop,err_vertical_mm,6,0.105827,-0.301511,1.08043,1.57478,12.3218,271.111
v4-io,all8,25.0,facing_height,BCGF/low,hdop,err_3d_mm,6,0.867565,0.904534,0.81447,0.860838,45.5027,283.925
v4-io,all8,25.0,facing_height,BCGF/low,hdop,err_horizontal_mm,6,0.867565,0.904534,0.81447,0.860838,43.8026,84.3352
v4-io,all8,25.0,facing_height,BCGF/low,hdop,err_vertical_mm,6,0.867565,0.904534,0.81447,0.860838,12.3218,271.111
v4-io,all8,25.0,facing_height,BCGF/low,vdop,err_3d_mm,6,0.027159,-0.301511,0.683999,1.31867,45.5027,283.925
v4-io,all8,25.0,facing_height,BCGF/low,vdop,err_horizontal_mm,6,0.027159,-0.301511,0.683999,1.31867,43.8026,84.3352
v4-io,all8,25.0,facing_height,BCGF/low,vdop,err_vertical_mm,6,0.027159,-0.301511,0.683999,1.31867,12.3218,271.111
v4-io,all8,25.0,facing_height,BCGF/low,cond,err_3d_mm,6,0.177036,-0.301511,1.60302,21.6151,45.5027,283.925
v4-io,all8,25.0,facing_height,BCGF/low,cond,err_horizontal_mm,6,0.177036,-0.301511,1.60302,21.6151,43.8026,84.3352
v4-io,all8,25.0,facing_height,BCGF/low,cond,err_vertical_mm,6,0.177036,-0.301511,1.60302,21.6151,12.3218,271.111
v4-io,all8,25.0,facing_height,BCGF/low,dop_radial_p95_mm,err_3d_mm,6,1.000000,1.000000,75.1894,108.771,45.5027,283.925
v4-io,all8,25.0,facing_height,BCGF/low,dop_radial_p95_mm,err_horizontal_mm,6,1.000000,1.000000,75.1894,108.771,43.8026,84.3352
v4-io,all8,25.0,facing_height,BCGF/low,dop_radial_p95_mm,err_vertical_mm,6,1.000000,1.000000,75.1894,108.771,12.3218,271.111
v4-io,all8,25.0,facing_height,BCGF/low,pct_ge8,err_3d_mm,6,1.000000,1.000000,92.9108,93.8385,45.5027,283.925
v4-io,all8,25.0,facing_height,BCGF/low,pct_ge8,err_horizontal_mm,6,1.000000,1.000000,92.9108,93.8385,43.8026,84.3352
v4-io,all8,25.0,facing_height,BCGF/low,pct_ge8,err_vertical_mm,6,1.000000,1.000000,92.9108,93.8385,12.3218,271.111
v4-io,all8,25.0,facing_height,BCGF/low,distance_to_array_centroid_mm,err_3d_mm,6,1.000000,1.000000,771.838,1059.6,45.5027,283.925
v4-io,all8,25.0,facing_height,BCGF/low,distance_to_array_centroid_mm,err_horizontal_mm,6,1.000000,1.000000,771.838,1059.6,43.8026,84.3352
v4-io,all8,25.0,facing_height,BCGF/low,distance_to_array_centroid_mm,err_vertical_mm,6,1.000000,1.000000,771.838,1059.6,12.3218,271.111
v4-io,all8,25.0,facing_height,BCGF/mid,gdop,err_3d_mm,6,-0.944113,-0.904534,1.15377,1.20748,47.0078,53.8165
v4-io,all8,25.0,facing_height,BCGF/mid,gdop,err_horizontal_mm,6,-0.944113,-0.904534,1.15377,1.20748,26.3792,53.5253
v4-io,all8,25.0,facing_height,BCGF/mid,gdop,err_vertical_mm,6,0.944113,0.904534,1.15377,1.20748,5.591,38.9085
v4-io,all8,25.0,facing_height,BCGF/mid,hdop,err_3d_mm,6,0.157060,-0.301511,0.780268,0.798887,47.0078,53.8165
v4-io,all8,25.0,facing_height,BCGF/mid,hdop,err_horizontal_mm,6,0.157060,-0.301511,0.780268,0.798887,26.3792,53.5253
v4-io,all8,25.0,facing_height,BCGF/mid,hdop,err_vertical_mm,6,-0.157060,0.301511,0.780268,0.798887,5.591,38.9085
v4-io,all8,25.0,facing_height,BCGF/mid,vdop,err_3d_mm,6,-0.985583,-0.904534,0.849916,0.917779,47.0078,53.8165
v4-io,all8,25.0,facing_height,BCGF/mid,vdop,err_horizontal_mm,6,-0.985583,-0.904534,0.849916,0.917779,26.3792,53.5253
v4-io,all8,25.0,facing_height,BCGF/mid,vdop,err_vertical_mm,6,0.985583,0.904534,0.849916,0.917779,5.591,38.9085
v4-io,all8,25.0,facing_height,BCGF/mid,cond,err_3d_mm,6,-0.188112,-0.502519,2.58454,6.80083,47.0078,53.8165
v4-io,all8,25.0,facing_height,BCGF/mid,cond,err_horizontal_mm,6,-0.188112,-0.502519,2.58454,6.80083,26.3792,53.5253
v4-io,all8,25.0,facing_height,BCGF/mid,cond,err_vertical_mm,6,0.188112,0.502519,2.58454,6.80083,5.591,38.9085
v4-io,all8,25.0,facing_height,BCGF/mid,dop_radial_p95_mm,err_3d_mm,6,1.000000,1.000000,72.2205,92.9528,47.0078,53.8165
v4-io,all8,25.0,facing_height,BCGF/mid,dop_radial_p95_mm,err_horizontal_mm,6,1.000000,1.000000,72.2205,92.9528,26.3792,53.5253
v4-io,all8,25.0,facing_height,BCGF/mid,dop_radial_p95_mm,err_vertical_mm,6,-1.000000,-1.000000,72.2205,92.9528,5.591,38.9085
v4-io,all8,25.0,facing_height,BCGF/mid,pct_ge8,err_3d_mm,6,-1.000000,-1.000000,91.5,91.9234,47.0078,53.8165
v4-io,all8,25.0,facing_height,BCGF/mid,pct_ge8,err_horizontal_mm,6,-1.000000,-1.000000,91.5,91.9234,26.3792,53.5253
v4-io,all8,25.0,facing_height,BCGF/mid,pct_ge8,err_vertical_mm,6,1.000000,1.000000,91.5,91.9234,5.591,38.9085
v4-io,all8,25.0,facing_height,BCGF/mid,distance_to_array_centroid_mm,err_3d_mm,6,1.000000,1.000000,196.605,704.683,47.0078,53.8165
v4-io,all8,25.0,facing_height,BCGF/mid,distance_to_array_centroid_mm,err_horizontal_mm,6,1.000000,1.000000,196.605,704.683,26.3792,53.5253
v4-io,all8,25.0,facing_height,BCGF/mid,distance_to_array_centroid_mm,err_vertical_mm,6,-1.000000,-1.000000,196.605,704.683,5.591,38.9085
v4-io,all8,25.0,facing_height,CDHG/high,gdop,err_3d_mm,6,-0.036179,-0.301511,1.11913,1.38393,45.48,151.281
v4-io,all8,25.0,facing_height,CDHG/high,gdop,err_horizontal_mm,6,-0.036179,-0.301511,1.11913,1.38393,43.8588,68.6256
v4-io,all8,25.0,facing_height,CDHG/high,gdop,err_vertical_mm,6,-0.036179,-0.301511,1.11913,1.38393,12.035,134.82
v4-io,all8,25.0,facing_height,CDHG/high,hdop,err_3d_mm,6,-0.367996,0.301511,0.811376,0.840571,45.48,151.281
v4-io,all8,25.0,facing_height,CDHG/high,hdop,err_horizontal_mm,6,-0.367996,0.301511,0.811376,0.840571,43.8588,68.6256
v4-io,all8,25.0,facing_height,CDHG/high,hdop,err_vertical_mm,6,-0.367996,0.301511,0.811376,0.840571,12.035,134.82
v4-io,all8,25.0,facing_height,CDHG/high,vdop,err_3d_mm,6,-0.030658,-0.301511,0.768796,1.11945,45.48,151.281
v4-io,all8,25.0,facing_height,CDHG/high,vdop,err_horizontal_mm,6,-0.030658,-0.301511,0.768796,1.11945,43.8588,68.6256
v4-io,all8,25.0,facing_height,CDHG/high,vdop,err_vertical_mm,6,-0.030658,-0.301511,0.768796,1.11945,12.035,134.82
v4-io,all8,25.0,facing_height,CDHG/high,cond,err_3d_mm,6,0.042146,-0.301511,2.24299,12.6552,45.48,151.281
v4-io,all8,25.0,facing_height,CDHG/high,cond,err_horizontal_mm,6,0.042146,-0.301511,2.24299,12.6552,43.8588,68.6256
v4-io,all8,25.0,facing_height,CDHG/high,cond,err_vertical_mm,6,0.042146,-0.301511,2.24299,12.6552,12.035,134.82
v4-io,all8,25.0,facing_height,CDHG/high,dop_radial_p95_mm,err_3d_mm,6,1.000000,1.000000,101.405,129.186,45.48,151.281
v4-io,all8,25.0,facing_height,CDHG/high,dop_radial_p95_mm,err_horizontal_mm,6,1.000000,1.000000,101.405,129.186,43.8588,68.6256
v4-io,all8,25.0,facing_height,CDHG/high,dop_radial_p95_mm,err_vertical_mm,6,1.000000,1.000000,101.405,129.186,12.035,134.82
v4-io,all8,25.0,facing_height,CDHG/high,pct_ge8,err_3d_mm,6,1.000000,1.000000,93.4221,93.7552,45.48,151.281
v4-io,all8,25.0,facing_height,CDHG/high,pct_ge8,err_horizontal_mm,6,1.000000,1.000000,93.4221,93.7552,43.8588,68.6256
v4-io,all8,25.0,facing_height,CDHG/high,pct_ge8,err_vertical_mm,6,1.000000,1.000000,93.4221,93.7552,12.035,134.82
v4-io,all8,25.0,facing_height,CDHG/high,distance_to_array_centroid_mm,err_3d_mm,6,-1.000000,-1.000000,653.808,817.541,45.48,151.281
v4-io,all8,25.0,facing_height,CDHG/high,distance_to_array_centroid_mm,err_horizontal_mm,6,-1.000000,-1.000000,653.808,817.541,43.8588,68.6256
v4-io,all8,25.0,facing_height,CDHG/high,distance_to_array_centroid_mm,err_vertical_mm,6,-1.000000,-1.000000,653.808,817.541,12.035,134.82
v4-io,all8,25.0,facing_height,CDHG/low,gdop,err_3d_mm,6,0.069458,0.502519,1.10432,1.47818,141.079,159.681
v4-io,all8,25.0,facing_height,CDHG/low,gdop,err_horizontal_mm,6,-0.069458,-0.502519,1.10432,1.47818,40.4567,59.0931
v4-io,all8,25.0,facing_height,CDHG/low,gdop,err_vertical_mm,6,0.069458,0.502519,1.10432,1.47818,128.107,154.471
v4-io,all8,25.0,facing_height,CDHG/low,hdop,err_3d_mm,6,0.787944,0.904534,0.823583,0.860271,141.079,159.681
v4-io,all8,25.0,facing_height,CDHG/low,hdop,err_horizontal_mm,6,-0.787944,-0.904534,0.823583,0.860271,40.4567,59.0931
v4-io,all8,25.0,facing_height,CDHG/low,hdop,err_vertical_mm,6,0.787944,0.904534,0.823583,0.860271,128.107,154.471
v4-io,all8,25.0,facing_height,CDHG/low,vdop,err_3d_mm,6,0.028366,0.502519,0.735693,1.20206,141.079,159.681
v4-io,all8,25.0,facing_height,CDHG/low,vdop,err_horizontal_mm,6,-0.028366,-0.502519,0.735693,1.20206,40.4567,59.0931
v4-io,all8,25.0,facing_height,CDHG/low,vdop,err_vertical_mm,6,0.028366,0.502519,0.735693,1.20206,128.107,154.471
v4-io,all8,25.0,facing_height,CDHG/low,cond,err_3d_mm,6,0.054710,0.502519,2.00511,16.3534,141.079,159.681
v4-io,all8,25.0,facing_height,CDHG/low,cond,err_horizontal_mm,6,-0.054710,-0.502519,2.00511,16.3534,40.4567,59.0931
v4-io,all8,25.0,facing_height,CDHG/low,cond,err_vertical_mm,6,0.054710,0.502519,2.00511,16.3534,128.107,154.471
v4-io,all8,25.0,facing_height,CDHG/low,dop_radial_p95_mm,err_3d_mm,6,-1.000000,-1.000000,142.192,217.462,141.079,159.681
v4-io,all8,25.0,facing_height,CDHG/low,dop_radial_p95_mm,err_horizontal_mm,6,1.000000,1.000000,142.192,217.462,40.4567,59.0931
v4-io,all8,25.0,facing_height,CDHG/low,dop_radial_p95_mm,err_vertical_mm,6,-1.000000,-1.000000,142.192,217.462,128.107,154.471
v4-io,all8,25.0,facing_height,CDHG/low,pct_ge8,err_3d_mm,6,1.000000,1.000000,89.8418,90.841,141.079,159.681
v4-io,all8,25.0,facing_height,CDHG/low,pct_ge8,err_horizontal_mm,6,-1.000000,-1.000000,89.8418,90.841,40.4567,59.0931
v4-io,all8,25.0,facing_height,CDHG/low,pct_ge8,err_vertical_mm,6,1.000000,1.000000,89.8418,90.841,128.107,154.471
v4-io,all8,25.0,facing_height,CDHG/low,distance_to_array_centroid_mm,err_3d_mm,6,1.000000,1.000000,760.948,917.719,141.079,159.681
