L,A,R,I,T,kind,n,p50_mean,p95_mean,p95_std,rmse_mean,b0_uwb_p95_mean,b0_delta_p95_mean,b0_improved_seed_fraction,radius_abs_mean,thickness_p95_mean,experiment_short
L8,A0,R3,I1,T10,range_fusion,5,678.4399310193057,1170.9150811191414,42.03279999996486,747.6658292610198,231.8021379954777,-939.1129431236637,0.0,148.28548469443632,277.6174441295794,X_A0_R3_L8_I1_T10
L7,A0,R3,I4,T7,range_fusion,5,736.5208977053971,1171.2435937218117,21.144560871743135,802.8639569943698,231.8021379954777,-939.4414557263341,0.0,136.17141825911386,268.869320334125,X_A0_R3_L7_I4_T7
L11,A0,R2,I2,T8,range_fusion,5,737.8707007530104,1171.3448114146918,13.144743830354026,790.9142560806938,231.8021379954777,-939.542673419214,0.0,127.33825690226331,253.30646470569786,X_A0_R2_L11_I2_T8
L4,A0,R2,I3,T8,range_fusion,5,736.880605073243,1171.729184274306,14.22622144587916,787.0629264562631,231.8021379954777,-939.9270462788284,0.0,121.56533701821711,251.114523666312,X_A0_R2_L4_I3_T8
L11,A0,R2,I0,T9,range_fusion,5,740.2683604498457,1171.9463091167447,15.253036720740566,791.4375548082348,231.8021379954777,-940.144171121267,0.0,133.10011954452494,256.27985696631663,X_A0_R2_L11_I0_T9
L3,A0,R3,I0,T7,range_fusion,5,725.3238653233626,1172.2923232342564,12.21071485209573,781.1145218310196,231.8021379954777,-940.4901852387787,0.0,130.59240991760598,241.98428878293802,X_A0_R3_L3_I0_T7
L11,A0,R2,I3,T8,range_fusion,5,733.7912696877587,1172.376977498099,16.738026484306744,765.778661975427,231.8021379954777,-940.5748395026214,0.0,130.4669576838942,241.80668303398602,X_A0_R2_L11_I3_T8
L4,A0,R3,I1,T8,range_fusion,5,753.8034798778574,1172.6984560649512,34.97831573833218,802.2992776122082,231.8021379954777,-940.8963180694736,0.0,137.9924802400693,265.5484188978688,X_A0_R3_L4_I1_T8
L11,A0,R4,I0,T7,range_fusion,5,742.2389809991723,1172.856618306397,14.473000971065032,792.3095173273699,231.8021379954777,-941.0544803109193,0.0,132.06647612301794,258.78682108994764,X_A0_R4_L11_I0_T7
L7,A0,R3,I6,T6,range_fusion,5,734.3121762605421,1173.3687507424838,21.062947144473647,799.770340994534,231.8021379954777,-941.5666127470062,0.0,133.00001020540338,268.3275664469071,X_A0_R3_L7_I6_T6
L2,A0,R2,I0,T7,range_fusion,5,752.3751991265708,1173.5496375881653,18.2733271485606,788.7036103838434,231.8021379954777,-941.7474995926875,0.0,129.79739735157864,262.61326578981414,X_A0_R2_L2_I0_T7
L7,A0,R4,I3,T10,range_fusion,5,683.8408070631684,1173.8238331198731,69.19843873308116,777.3084242908026,231.8021379954777,-942.0216951243956,0.0,132.15928289355526,284.1486748291726,X_A0_R4_L7_I3_T10
L7,A0,R2,I4,T7,range_fusion,5,739.3463443173287,1174.3530825137989,19.580313179292677,805.3286788495786,231.8021379954777,-942.5509445183212,0.0,140.90804151971201,273.0953927224977,X_A0_R2_L7_I4_T7
L17,A0,R3,I0,T6,range_fusion,5,750.2242896252534,1174.354954368198,13.444303555918813,802.2375673445102,231.8021379954777,-942.5528163727201,0.0,138.91723682525665,268.4021618993498,X_A0_R3_L17_I0_T6
L10,A0,R2,I6,T8,range_fusion,5,730.591872967345,1174.5257018603568,13.30522484463734,776.4959987978491,231.8021379954777,-942.7235638648792,0.0,135.65701674823475,247.5801703013654,X_A0_R2_L10_I6_T8
L18,A0,R3,I0,T6,range_fusion,5,747.1593227514056,1174.6577413429864,15.163417300361232,793.8079380800833,231.8021379954777,-942.8556033475086,0.0,136.84317294909278,263.6310931922099,X_A0_R3_L18_I0_T6
L4,A0,R2,I7,T8,range_fusion,5,752.2239287887185,1174.897760946778,8.332527591506112,798.1274490809469,231.8021379954777,-943.0956229513004,0.0,138.01696325451923,264.6238409089582,X_A0_R2_L4_I7_T8
L8,A0,R4,I0,T7,range_fusion,5,745.3222612719376,1174.9041736207462,18.852518879984427,797.8182234678643,231.8021379954777,-943.1020356252686,0.0,131.79837204415486,271.7931604550041,X_A0_R4_L8_I0_T7
L8,A0,R2,I1,T8,range_fusion,5,745.697932645778,1175.023828912304,14.46570916334333,799.160484173367,231.8021379954777,-943.2216909168264,0.0,144.39828710623024,264.1311469815917,X_A0_R2_L8_I1_T8
L7,A0,R3,I4,T6,range_fusion,5,747.0948685273554,1175.353189055971,11.428560290402508,809.3650519078541,231.8021379954777,-943.5510510604933,0.0,145.91513270151472,276.91169558035244,X_A0_R3_L7_I4_T6
L8,A0,R3,I5,T9,range_fusion,5,678.5683776840049,1176.1240811723405,63.982929295951536,745.0920878524337,231.8021379954777,-944.321943176863,0.0,145.06039351346539,290.01247821920583,X_A0_R3_L8_I5_T9
L7,A0,R4,I8,T8,range_fusion,5,745.151028103089,1176.6621003951145,19.889042223382006,805.2637903744188,231.8021379954777,-944.859962399637,0.0,138.34299421430896,280.5758229245674,X_A0_R4_L7_I8_T8
L4,A0,R2,I1,T8,range_fusion,5,755.3502854987202,1176.9136260572552,29.334883960756805,805.8321810500124,231.8021379954777,-945.1114880617775,0.0,139.44777853484123,268.92278038666666,X_A0_R2_L4_I1_T8
L7,A0,R2,I3,T9,range_fusion,5,723.8818680270257,1177.0093812449272,22.011737951470206,784.524445627456,231.8021379954777,-945.2072432494494,0.0,117.96298089125033,263.3157742803805,X_A0_R2_L7_I3_T9
L10,A0,R2,I4,T8,range_fusion,5,745.6748880188569,1177.1315154255608,8.411789998102678,787.4481000908329,231.8021379954777,-945.3293774300831,0.0,133.59786187902472,261.32277688246006,X_A0_R2_L10_I4_T8
L15,A0,R4,I0,T8,range_fusion,5,733.1473354022485,1177.8106435511245,13.817664538400146,773.1528827730774,231.8021379954777,-946.0085055556468,0.0,134.5838604306771,245.04069413083857,X_A0_R4_L15_I0_T8
L19,A0,R3,I0,T8,range_fusion,5,745.6261197619012,1177.9570225210934,3.334231497497881,792.3999599847575,231.8021379954777,-946.1548845256159,0.0,131.7038503157982,254.2160994394716,X_A0_R3_L19_I0_T8
L3,A0,R2,I0,T7,range_fusion,5,728.9832129470485,1178.1943641209664,11.638581611087602,784.9685351854796,231.8021379954777,-946.3922261254887,0.0,129.80318782672038,248.89461044088063,X_A0_R2_L3_I0_T7
L7,A0,R4,I8,T9,range_fusion,5,728.984027233207,1178.2054602451874,19.127113723026284,796.8122019841571,231.8021379954777,-946.4033222497097,0.0,144.19357258991883,280.9760337362385,X_A0_R4_L7_I8_T9
L10,A0,R4,I0,T10,range_fusion,5,737.3922123553835,1178.408916925545,9.37858499941981,797.1128548093135,231.8021379954777,-946.6067789300672,0.0,116.67539186324572,256.72841283510155,X_A0_R4_L10_I0_T10
L17,A0,R2,I0,T6,range_fusion,5,752.7151333689285,1178.6299383632788,14.53970601142922,807.6237708563143,231.8021379954777,-946.8278003678012,0.0,141.7113174707705,276.8925831932228,X_A0_R2_L17_I0_T6
L7,A0,R4,I3,T7,range_fusion,5,722.5574671387709,1178.9720975552082,21.72715052087763,786.5100203090482,231.8021379954777,-947.1699595597305,0.0,114.32618664981491,264.43177582769533,X_A0_R4_L7_I3_T7
L18,A0,R2,I0,T6,range_fusion,5,750.0408583770451,1179.7492242223248,14.53766624025265,798.827036727025,231.8021379954777,-947.9470862268472,0.0,140.2423558581951,269.3809253400598,X_A0_R2_L18_I0_T6
L4,A0,R3,I0,T9,range_fusion,5,760.1132425693221,1179.8000380198541,23.9207858689085,809.8644753061949,231.8021379954777,-947.9979000243766,0.0,146.455928272755,278.37132096827514,X_A0_R3_L4_I0_T9
L7,A0,R4,I6,T9,range_fusion,5,717.3685708873901,1180.134997066148,69.21668549946789,789.8626501770397,231.8021379954777,-948.3328590706702,0.0,134.36656161354605,281.28443796564443,X_A0_R4_L7_I6_T9
L8,A0,R4,I0,T6,range_fusion,5,752.8325083528609,1180.1621045353731,20.663472111312853,805.0048084809586,231.8021379954777,-948.3599665398955,0.0,137.62546243484525,280.6142335744308,X_A0_R4_L8_I0_T6
L8,A0,R3,I0,T7,range_fusion,5,754.2590012606631,1180.406018838497,21.540042880829308,807.469897721559,231.8021379954777,-948.6038808430194,0.0,144.44347462785228,278.5390656310455,X_A0_R3_L8_I0_T7
L7,A0,R2,I3,T7,range_fusion,5,742.0673734365113,1180.5022894171202,18.65303220583603,797.4956703503965,231.8021379954777,-948.7001514216427,0.0,132.02784330482172,277.0174473145651,X_A0_R2_L7_I3_T7
L10,A0,R3,I2,T8,range_fusion,5,755.5566698734835,1180.5132631060555,8.619677497321538,797.7018540357419,231.8021379954777,-948.711125110578,0.0,136.1919627607236,270.8182601112315,X_A0_R3_L10_I2_T8
L7,A0,R3,I5,T6,range_fusion,5,713.4644098029673,1180.7957946526944,20.820427492375455,799.7103958032664,231.8021379954777,-948.9936566572167,0.0,125.30136194254715,257.9715900654945,X_A0_R3_L7_I5_T6
L7,A0,R2,I6,T6,range_fusion,5,735.3612664590689,1181.0520618155533,21.40057241476866,803.7909073428502,231.8021379954777,-949.2499238200757,0.0,135.109139036335,271.546313749306,X_A0_R2_L7_I6_T6
L13,A0,R3,I0,T6,range_fusion,5,730.1404119975218,1181.1571946738727,4.4998898471135,773.5792179564633,231.8021379954777,-949.3550566783949,0.0,137.69211042511589,246.3964945396461,X_A0_R3_L13_I0_T6
L12,A0,R3,I0,T7,range_fusion,5,736.8208908797778,1181.3348893036346,20.625852955042046,781.9625015004164,231.8021379954777,-949.5327513081568,0.0,135.2669459896352,257.23651268977875,X_A0_R3_L12_I0_T7
L4,A0,R2,I0,T9,range_fusion,5,760.9824882150467,1181.6511046824821,24.238679450714933,809.7429179421952,231.8021379954777,-949.8489666870046,0.0,148.850435989961,280.34806689729066,X_A0_R2_L4_I0_T9
L16,A0,R3,I0,T8,range_fusion,5,747.2952832610665,1181.778360836563,4.501299237626611,795.5226495158381,231.8021379954777,-949.9762228410855,0.0,132.22588129753933,256.3993767085907,X_A0_R3_L16_I0_T8
L7,A0,R3,I3,T7,range_fusion,5,739.7331956289426,1181.9998883964504,17.197919903634702,793.8812410471044,231.8021379954777,-950.1977504009728,0.0,129.63936538756803,273.23437640152815,X_A0_R3_L7_I3_T7
L7,A0,R4,I3,T6,range_fusion,5,735.8063615146582,1182.1011906012666,17.70727910625536,790.6581826898486,231.8021379954777,-950.2990526057889,0.0,122.0503744807733,271.6233213195809,X_A0_R4_L7_I3_T6
L10,A0,R3,I1,T8,range_fusion,5,739.6546008805714,1182.1184666817958,8.867645029806837,801.2519957662878,231.8021379954777,-950.3163286863182,0.0,145.56384409651585,267.3353003337177,X_A0_R3_L10_I1_T8
L4,A0,R3,I2,T8,range_fusion,5,743.9613263690535,1182.3629277360922,21.26763846383353,803.5175832161893,231.8021379954777,-950.5607897406146,0.0,127.15653040476927,267.8021041700149,X_A0_R3_L4_I2_T8
L8,A0,R2,I0,T7,range_fusion,5,756.3737477159959,1182.3970949611128,20.60102252899535,810.5721585122607,231.8021379954777,-950.594956965635,0.0,147.9813106588099,279.48888372161,X_A0_R2_L8_I0_T7
L19,A0,R2,I0,T8,range_fusion,5,747.5670968655221,1182.7926563537358,2.824378999532966,798.3582733672805,231.8021379954777,-950.9905183582581,0.0,134.1913190476399,259.63958897714923,X_A0_R2_L19_I0_T8
L7,A0,R2,I4,T6,range_fusion,5,749.6394979129998,1182.8337427805982,11.062993416557024,809.3613873169965,231.8021379954777,-951.0316047851205,0.0,150.34757467185037,280.06947850410563,X_A0_R2_L7_I4_T6
L7,A0,R2,I5,T6,range_fusion,5,717.5058017812441,1183.2173430157866,20.78643401619821,802.8238380993283,231.8021379954777,-951.4152050203089,0.0,128.2804540109502,263.94668240700753,X_A0_R2_L7_I5_T6
L10,A0,R2,I2,T8,range_fusion,5,757.4501972824777,1183.3212957202045,7.858661935460498,802.3393785929693,231.8021379954777,-951.5191577247269,0.0,137.52279185587736,274.79592425926677,X_A0_R2_L10_I2_T8
L10,A0,R2,I0,T10,range_fusion,5,750.3123235911473,1183.5607025373533,26.00903961798993,796.131099207335,231.8021379954777,-951.7585645418756,0.0,137.88398789231812,268.0939550428435,X_A0_R2_L10_I0_T10
L7,A0,R4,I4,T9,range_fusion,5,722.653801307841,1183.5895916535496,41.274824729200716,782.9555367391853,231.8021379954777,-951.7874536580721,0.0,121.42300325234662,269.79198482589555,X_A0_R4_L7_I4_T9
L2,A0,R3,I0,T6,range_fusion,5,758.8966497151507,1183.5972780042364,17.51602559900144,799.2422389671124,231.8021379954777,-951.7951400087588,0.0,132.95831091990286,271.4936031837125,X_A0_R3_L2_I0_T6
L4,A0,R4,I0,T7,range_fusion,5,764.6383526145323,1183.6657139421907,25.351940793157528,814.553154205718,231.8021379954777,-951.863575946713,0.0,147.9932853611448,281.8341401519776,X_A0_R4_L4_I0_T7
L7,A0,R3,I3,T6,range_fusion,5,747.6112648253458,1183.8579652222854,21.22820155331011,801.9127116039468,231.8021379954777,-952.0558272268078,0.0,137.82965825364266,277.19327741699345,X_A0_R3_L7_I3_T6
L10,A0,R3,I0,T10,range_fusion,5,749.4056585865044,1184.1490055097395,24.53667935765024,797.1720215850648,231.8021379954777,-952.3468675142618,0.0,135.60021131009856,266.5250912800075,X_A0_R3_L10_I0_T10
L4,A0,R2,I2,T8,range_fusion,5,745.4780641154896,1184.8965647706852,19.73726075829936,807.1815568862651,231.8021379954777,-953.0944267752077,0.0,128.67117322548324,271.6513875267309,X_A0_R2_L4_I2_T8
L8,A0,R4,I6,T9,range_fusion,5,669.3539950838122,1185.0244088188133,114.92490005693573,766.8472506682917,231.8021379954777,-953.2222708233355,0.0,122.96264283694833,307.44662515112066,X_A0_R4_L8_I6_T9
L16,A0,R2,I0,T8,range_fusion,5,749.2832327730648,1185.1736421075725,4.495245310711484,800.8847479853542,231.8021379954777,-953.371504112095,0.0,134.54634996395956,261.94987011153387,X_A0_R2_L16_I0_T8
L10,A0,R2,I1,T8,range_fusion,5,742.4442697436309,1185.2740631599397,8.957980399137622,805.6437467154083,231.8021379954777,-953.4719251644622,0.0,148.91776667946388,271.0384863365957,X_A0_R2_L10_I1_T8
L8,A0,R2,I3,T10,range_fusion,5,698.4373953443646,1185.3043991118318,89.63867936025787,784.0852894788111,231.8021379954777,-953.5022611163542,0.0,145.8994250525687,288.3126070920347,X_A0_R2_L8_I3_T10
L17,A0,R4,I0,T8,range_fusion,5,756.4624952807765,1185.4052342027776,12.80243086872625,813.2433104167787,231.8021379954777,-953.6030962073,0.0,143.90615255386632,277.7502048247877,X_A0_R4_L17_I0_T8
L3,A0,R3,I0,T6,range_fusion,5,737.4362506295199,1185.4264914163743,11.885832553546901,792.6609917773436,231.8021379954777,-953.6243534208967,0.0,132.7470692579228,255.82993318757698,X_A0_R3_L3_I0_T6
L18,A0,R4,I0,T8,range_fusion,5,753.0747801856423,1185.9543832053187,13.762348205594405,805.9324941492289,231.8021379954777,-954.1522452098409,0.0,142.84738931608084,271.365915569115,X_A0_R4_L18_I0_T8
L5,A0,R3,I0,T8,range_fusion,5,745.7237354911891,1186.1008474492228,6.58528254728651,798.6482668238139,231.8021379954777,-954.2987094537451,0.0,133.17706745885044,261.15188562756623,X_A0_R3_L5_I0_T8
L2,A0,R2,I0,T6,range_fusion,5,761.7726607529759,1187.1371276797513,17.258358816498625,804.2148349841589,231.8021379954777,-955.3349896842735,0.0,137.723160719654,275.7326662018639,X_A0_R2_L2_I0_T6
L7,A0,R2,I3,T6,range_fusion,5,749.5490434200327,1187.167632488236,22.650362600218266,804.9446024063755,231.8021379954777,-955.3654944927584,0.0,141.19288311509234,281.48220804616165,X_A0_R2_L7_I3_T6
L11,A0,R4,I0,T6,range_fusion,5,750.8929241259041,1187.219672279583,12.64636755140472,807.6192263075264,231.8021379954777,-955.4175342841054,0.0,139.99559460967947,270.9695334402556,X_A0_R4_L11_I0_T6
L10,A0,R3,I3,T8,range_fusion,5,752.9075797249254,1187.7451421029286,13.28559081245805,806.0107943874757,231.8021379954777,-955.9430041074511,0.0,133.58892232178965,263.73358634516,X_A0_R3_L10_I3_T8
L13,A0,R2,I0,T6,range_fusion,5,734.7284994623487,1188.3109504833858,5.198179740786282,781.3177584543449,231.8021379954777,-956.5088124879079,0.0,136.04640654147516,255.69679517753417,X_A0_R2_L13_I0_T6
L4,A0,R2,I0,T10,range_fusion,5,754.4713208683025,1188.4650311697224,26.73494016044349,807.8022329929411,231.8021379954777,-956.6628931742447,0.0,138.49026770499216,275.2417210401971,X_A0_R2_L4_I0_T10
L3,A0,R2,I0,T6,range_fusion,5,741.9210286830127,1189.1454859788614,10.320361584873222,797.017692850938,231.8021379954777,-957.3433479833839,0.0,134.72871687604342,263.8023702971792,X_A0_R2_L3_I0_T6
L4,A0,R3,I0,T10,range_fusion,5,755.1948391388288,1189.2956565353263,25.184913090740427,808.7320982054273,231.8021379954777,-957.4935185398487,0.0,137.7380979696697,275.04754289579705,X_A0_R3_L4_I0_T10
L5,A0,R2,I0,T8,range_fusion,5,748.0511908471567,1189.5064137345812,6.189538580961651,803.7400956663039,231.8021379954777,-957.7042757391034,0.0,136.4960835874085,265.64103373459227,X_A0_R2_L5_I0_T8
L4,A0,R4,I0,T9,range_fusion,5,756.2144192537996,1189.5684404223243,29.00308656576204,809.894005221444,231.8021379954777,-957.7663024268468,0.0,139.66909547490022,276.7390587328149,X_A0_R4_L4_I0_T9
L7,A0,R3,I6,T8,range_fusion,5,747.8267549295298,1189.6185618376308,21.378757787076772,817.6854075951846,231.8021379954777,-957.816423842153,0.0,144.3986800336225,277.20980678633566,X_A0_R3_L7_I6_T8
L14,A0,R3,I0,T8,range_fusion,5,755.3965049367055,1189.778647640015,10.482983300768533,807.5887628686736,231.8021379954777,-957.9765096445374,0.0,139.6956977333551,274.5455443354771,X_A0_R3_L14_I0_T8
L11,A0,R3,I0,T7,range_fusion,5,753.6509050704801,1189.852312238568,8.505284733079838,813.2716283762821,231.8021379954777,-958.0501742430903,0.0,144.6761444105103,275.81880527507656,X_A0_R3_L11_I0_T7
L12,A0,R2,I0,T7,range_fusion,5,739.3354450648885,1190.2333038525744,21.929281003013166,787.6300439030432,231.8021379954777,-958.4311658570965,0.0,135.8719620585396,262.3479127095178,X_A0_R2_L12_I0_T7
L7,A0,R4,I6,T8,range_fusion,5,738.3705381402406,1190.3470044879086,23.802313259103887,808.0820089037433,231.8021379954777,-958.544866492431,0.0,136.79436572999552,272.7632351812814,X_A0_R4_L7_I6_T8
L10,A0,R3,I0,T9,range_fusion,5,759.8579521034749,1190.72436816721,28.65022835348357,809.0542349683645,231.8021379954777,-958.9222301717324,0.0,147.3574705875051,278.18979215221515,X_A0_R3_L10_I0_T9
L10,A0,R2,I3,T8,range_fusion,5,755.5784005116105,1191.0568278180672,12.265040336107745,810.3252097029676,231.8021379954777,-959.2546898225895,0.0,135.42488734117399,268.17179311089495,X_A0_R2_L10_I3_T8
L7,A0,R4,I4,T8,range_fusion,5,751.449278313828,1191.413272805555,10.493232063643331,810.1920552454607,231.8021379954777,-959.611134810077,0.0,153.671528926019,281.7162183652378,X_A0_R4_L7_I4_T8
L2,A0,R4,I0,T8,range_fusion,5,764.873657610852,1191.4961841119816,17.28846812883728,810.485077767603,231.8021379954777,-959.6940461165041,0.0,139.91726946800836,276.9156058586474,X_A0_R4_L2_I0_T8
L14,A0,R2,I0,T8,range_fusion,5,756.5965554736505,1191.8423462049152,10.960081032610551,812.2987107686852,231.8021379954777,-960.0402082094373,0.0,143.1893381454797,276.1104509432926,X_A0_R2_L14_I0_T8
L7,A0,R4,I3,T8,range_fusion,5,752.2232465238349,1191.899217435595,20.37171138398686,807.2666030413409,231.8021379954777,-960.0970794401173,0.0,145.40014339148556,282.27313324436426,X_A0_R4_L7_I3_T8
L11,A0,R2,I0,T7,range_fusion,5,755.7749566854038,1192.102367201449,8.099118100256636,817.1194980199878,231.8021379954777,-960.3002292059713,0.0,149.94685864388453,279.1429892266193,X_A0_R2_L11_I0_T7
L7,A0,R2,I4,T10,range_fusion,5,728.0065143531776,1192.295026015279,47.67897489512889,790.4767920417669,231.8021379954777,-960.4928880198015,0.0,148.1616518863049,271.5520798835754,X_A0_R2_L7_I4_T10
L7,A0,R2,I6,T8,range_fusion,5,749.5200067469991,1192.5713407822063,20.99465184288658,819.9940568277076,231.8021379954777,-960.7692027867288,0.0,146.91601992317817,280.7989784008513,X_A0_R2_L7_I6_T8
L10,A0,R2,I0,T9,range_fusion,5,759.8470979533603,1192.572047947971,26.669106774249663,811.3256877099636,231.8021379954777,-960.7699099524932,0.0,149.43039180112177,279.7288757547543,X_A0_R2_L10_I0_T9
L7,A0,R3,I4,T10,range_fusion,5,723.63909489533,1192.6849543247486,57.18387900360993,788.6008607942795,231.8021379954777,-960.8828163292707,0.0,135.46187350122833,273.6342059441921,X_A0_R3_L7_I4_T10
L3,A0,R4,I0,T8,range_fusion,5,747.428033614898,1193.5340156451657,9.52458039323002,803.2244510318584,231.8021379954777,-961.7318776496879,0.0,139.23928428105683,269.808664809168,X_A0_R4_L3_I0_T8
L10,A0,R3,I7,T8,range_fusion,5,756.5880042005252,1193.6211782669998,8.79050138036872,808.0024116891148,231.8021379954777,-961.819040271522,0.0,132.86979201373595,271.1533382522599,X_A0_R3_L10_I7_T8
L7,A0,R4,I5,T8,range_fusion,5,722.1744117448786,1193.8565034287226,19.25070130175743,808.8200650413797,231.8021379954777,-962.0543654332448,0.0,134.8504982687372,264.92380911202,X_A0_R4_L7_I5_T8
L7,A0,R3,I8,T8,range_fusion,5,756.3372074195669,1193.9612570254722,16.00480828689647,818.9803116385635,231.8021379954777,-962.1591190299944,0.0,150.51120243911328,283.5194987770111,X_A0_R3_L7_I8_T8
L7,A0,R2,I8,T8,range_fusion,5,757.9171962246118,1194.1055983915041,15.566416852556202,821.2321416213179,231.8021379954777,-962.3034603960265,0.0,153.336768694343,286.9346580838561,X_A0_R2_L7_I8_T8
L10,A0,R4,I0,T9,range_fusion,5,756.8629147675699,1194.2565900007962,29.82516315971999,802.7264558758616,231.8021379954777,-962.4544520053183,0.0,138.7577497211668,271.0138557503598,X_A0_R4_L10_I0_T9
L13,A0,R4,I0,T8,range_fusion,5,741.1487285262745,1194.6358378440514,4.257220170265198,789.582780710735,231.8021379954777,-962.8336998485736,0.0,136.24378059364557,258.96477422685723,X_A0_R4_L13_I0_T8
L8,A0,R3,I0,T6,range_fusion,5,758.7783657727766,1194.759608981707,13.642899091471465,818.2095092801638,231.8021379954777,-962.9574709862294,0.0,153.8660024362159,284.07474531852847,X_A0_R3_L8_I0_T6
L10,A0,R2,I7,T8,range_fusion,5,758.2221151164808,1196.4280501612593,8.22204102356808,811.6515005625104,231.8021379954777,-964.6259121657815,0.0,135.82675232778146,276.6297507258131,X_A0_R2_L10_I7_T8
L15,A0,R3,I0,T8,range_fusion,5,749.5140614350137,1196.959750305438,8.218515303799526,802.3406955983877,231.8021379954777,-965.1576123099605,0.0,137.23370067500886,260.85066272315333,X_A0_R3_L15_I0_T8
L7,A0,R3,I5,T8,range_fusion,5,733.076369918575,1197.7381121387039,23.145388355446777,814.8099604070029,231.8021379954777,-965.9359741432261,0.0,141.5845367093494,273.9850664587256,X_A0_R3_L7_I5_T8
L10,A0,R4,I0,T7,range_fusion,5,762.823604842731,1197.8193876979817,26.599136572530444,815.0085202599734,231.8021379954777,-966.0172497025039,0.0,149.87385249923219,282.8353043056993,X_A0_R4_L10_I0_T7
L8,A0,R3,I3,T10,range_fusion,5,695.1536197555605,1197.934214982046,94.51009366542385,785.2164328360545,231.8021379954777,-966.1320769865682,0.0,148.23400469787651,284.56111228312443,X_A0_R3_L8_I3_T10
L8,A0,R2,I0,T6,range_fusion,5,760.6421109157352,1198.1480691305035,12.429781281565088,821.5185461791655,231.8021379954777,-966.3459311350258,0.0,155.50677968195302,285.72993599944385,X_A0_R2_L8_I0_T6
L12,A0,R3,I0,T6,range_fusion,5,745.8808105360815,1198.8297741618485,17.569061832420637,797.9259983722646,231.8021379954777,-967.0276361663706,0.0,139.81297215834456,270.0647155914088,X_A0_R3_L12_I0_T6
L4,A0,R4,I0,T6,range_fusion,5,771.4493853426418,1198.953770681889,19.806784078990635,817.8964520292303,231.8021379954777,-967.1516326864112,0.0,156.2757288236003,287.7428529999799,X_A0_R4_L4_I0_T6
L15,A0,R2,I0,T8,range_fusion,5,752.5167636401895,1199.3603670936443,8.4392195214069,806.5693303388693,231.8021379954777,-967.5582290981667,0.0,140.9725811863604,266.63169041707334,X_A0_R2_L15_I0_T8
L11,A0,R3,I0,T6,range_fusion,5,758.618228950201,1199.5535144947305,6.672153639277303,825.0584640052191,231.8021379954777,-967.751376499253,0.0,154.8111954299327,284.3956195582401,X_A0_R3_L11_I0_T6
L7,A0,R2,I5,T8,range_fusion,5,734.7150972057196,1199.8432592999952,23.634812864695046,814.7360332520718,231.8021379954777,-968.0411213045176,0.0,142.85195434153187,274.86724792604235,X_A0_R2_L7_I5_T8
L4,A0,R3,I0,T7,range_fusion,5,770.2800368012771,1200.035114982849,17.051272795183124,818.6867716841007,231.8021379954777,-968.2329769873716,0.0,162.5338025070653,292.60849256442026,X_A0_R3_L4_I0_T7
L8,A0,R2,I4,T10,range_fusion,5,661.6791676576571,1200.4511576599393,79.87951202849827,756.9921066426017,231.8021379954777,-968.6490196644615,0.0,187.716269271795,294.6112002517029,X_A0_R2_L8_I4_T10
L12,A0,R2,I0,T6,range_fusion,5,748.0515633586776,1200.8548238049377,16.091449223661936,803.5876627130997,231.8021379954777,-969.0526858094602,0.0,142.60124358087427,275.4177353449785,X_A0_R2_L12_I0_T6
L17,A0,R3,I0,T8,range_fusion,5,762.598378843352,1201.0385613310873,9.025119389024578,826.4575007444564,231.8021379954777,-969.2364233356096,0.0,156.34795671729086,284.1435609756712,X_A0_R3_L17_I0_T8
L8,A0,R4,I0,T8,range_fusion,5,762.5922881696499,1201.1515760678296,14.400099396022064,825.6848116628789,231.8021379954777,-969.349438072352,0.0,158.30827735517622,284.54202878948706,X_A0_R4_L8_I0_T8
L4,A0,R2,I0,T7,range_fusion,5,771.7418945750501,1201.454589320821,15.290482502659568,821.266518681515,231.8021379954777,-969.6524513253435,0.0,162.64494391363814,294.21748272548405,X_A0_R2_L4_I0_T7
L11,A0,R2,I0,T6,range_fusion,5,759.518091732462,1202.186955498465,6.5962635070948386,828.0378833600356,231.8021379954777,-970.3848175029874,0.0,157.8136837390843,290.48737075013673,X_A0_R2_L11_I0_T6
L18,A0,R3,I0,T8,range_fusion,5,759.3662453267763,1202.3520839995545,9.990379603414086,824.1113495367279,231.8021379954777,-970.5499460040768,0.0,151.57757170003111,283.0723329876573,X_A0_R3_L18_I0_T8
L17,A0,R2,I0,T8,range_fusion,5,763.2710312946053,1202.5951737781613,8.61497020153399,828.4035874940595,231.8021379954777,-970.7930357826838,0.0,158.28767506268125,285.8677102300685,X_A0_R2_L17_I0_T8
L10,A0,R3,I0,T7,range_fusion,5,762.3928525382336,1202.6051852496512,20.527169086206477,825.8345537811753,231.8021379954777,-970.8030472541735,0.0,162.01187134234692,292.2810279711573,X_A0_R3_L10_I0_T7
L10,A0,R4,I0,T6,range_fusion,5,763.1495924342859,1202.7130075281043,21.467790284535162,823.8298731430541,231.8021379954777,-970.9108695326267,0.0,156.8887550570999,292.29969073475775,X_A0_R4_L10_I0_T6
L8,A0,R4,I2,T10,range_fusion,5,658.8261185693707,1203.028631505937,125.38796989640215,750.138285401708,231.8021379954777,-971.2264935104595,0.0,153.47784131837375,283.18165815303576,X_A0_R4_L8_I2_T10
L2,A0,R3,I0,T8,range_fusion,5,770.6794807309418,1203.097886106074,17.213000770021893,826.2662365815474,231.8021379954777,-971.2957481105963,0.0,152.42677657576562,284.67523150618865,X_A0_R3_L2_I0_T8
