L,A,R,I,T,kind,n,p50_mean,p95_mean,p95_std,rmse_mean,b0_uwb_p95_mean,b0_delta_p95_mean,b0_improved_seed_fraction,radius_abs_mean,thickness_p95_mean,experiment_short
L1,A0,R3,I1,T10,range_fusion,5,377.4611664641426,589.3955077247826,12.326664148633649,410.0271736295279,231.8021379954777,-357.59336972930504,0.0,149.699870155827,142.27512912589,X_A0_R3_L1_I1_T10
L15,A0,R3,I6,T10,range_fusion,5,373.42743764421937,589.5535451141366,22.3506436492348,407.4887180586197,231.8021379954777,-357.7514071186589,0.0,139.82772896687902,166.36665933264476,X_A0_R3_L15_I6_T10
L5,A0,R4,I6,T9,range_fusion,5,375.5071805120516,591.6206514231187,19.302679843340535,408.0792091504007,231.8021379954777,-359.8185134276411,0.0,137.109141992596,164.51491563925774,X_A0_R4_L5_I6_T9
L5,A0,R3,I8,T10,range_fusion,5,374.7788581600986,591.8314351935494,7.550187341236652,405.174693092301,231.8021379954777,-360.0292971980718,0.0,138.1267996192684,166.89183366169726,X_A0_R3_L5_I8_T10
L1,A0,R2,I2,T10,range_fusion,5,380.11150831511617,592.3466351972387,6.958733146941637,415.0630641055711,231.8021379954777,-360.5444972017611,0.0,147.43845708445474,145.4197484405462,X_A0_R2_L1_I2_T10
L16,A0,R4,I8,T9,range_fusion,5,391.73071044483106,593.0659689958577,6.424066029944079,420.91105114006575,231.8021379954777,-361.2638310003801,0.0,139.45250990484104,155.6960123885409,X_A0_R4_L16_I8_T9
L14,A0,R4,I5,T9,range_fusion,5,376.0251581455494,593.3311987728376,18.124122129279193,406.08335101756404,231.8021379954777,-361.5290607773599,0.0,132.37440684039643,168.73353147791386,X_A0_R4_L14_I5_T9
L1,A0,R4,I6,T7,range_fusion,5,373.07940365657385,594.2322029659693,9.803372475185798,409.7523804537824,231.8021379954777,-362.43006497049174,0.0,144.45938508079317,145.43917214468797,X_A0_R4_L1_I6_T7
L14,A0,R3,I6,T10,range_fusion,5,388.48639811026555,594.6003876094314,19.74998621589785,411.73012059484233,231.8021379954777,-362.7982496139538,0.0,141.00871410163865,179.52883306450383,X_A0_R3_L14_I6_T10
L13,A0,R2,I5,T10,range_fusion,5,389.1903717562631,594.6867650889856,16.18523030944651,410.61221740536257,231.8021379954777,-362.88462709350796,0.0,136.18462937258798,164.8392911274284,X_A0_R2_L13_I5_T10
L18,A0,R4,I5,T10,range_fusion,5,371.24454369487614,594.9427726571234,33.52009481217721,402.4334568775409,231.8021379954777,-363.1406346616458,0.0,123.16480748356267,186.4479125027202,X_A0_R4_L18_I5_T10
L15,A0,R3,I8,T10,range_fusion,5,378.3743528139311,595.059468503009,21.152733897911556,417.11730785249165,231.8021379954777,-363.25733050753144,0.0,138.3325174941073,169.40748524847058,X_A0_R3_L15_I8_T10
L0,A0,R4,I4,T7,range_fusion,5,379.8019967093088,595.5284112085806,0.0,413.6908787721007,231.8021379954777,-363.7262732131029,0.0,144.47352230388867,140.06544854953486,X_A0_R4_L0_I4_T7
L1,A0,R4,I7,T9,range_fusion,5,384.2492101974662,595.9768727699052,7.647957248756068,418.9352568599338,231.8021379954777,-364.1747347744275,0.0,150.2388374559427,148.78940447456017,X_A0_R4_L1_I7_T9
L15,A0,R2,I6,T10,range_fusion,5,382.50246633811656,600.2420889996365,20.16337322930047,416.7426448232474,231.8021379954777,-368.43995100415884,0.0,144.4874056107195,166.1657484665151,X_A0_R2_L15_I6_T10
L19,A0,R4,I8,T9,range_fusion,5,387.59633714131394,600.3826990904852,17.615528500486604,423.0116776786126,231.8021379954777,-368.58056109500745,0.0,142.81778637215865,159.5158256511441,X_A0_R4_L19_I8_T9
L14,A0,R4,I3,T10,range_fusion,5,386.7693129101167,602.5991436061573,12.582392721556483,410.80392093193797,231.8021379954777,-370.79700561067966,0.0,133.22180268990076,186.24710340928632,X_A0_R4_L14_I3_T10
L13,A0,R4,I5,T9,range_fusion,5,394.69769003695194,602.6222847439516,20.973275362012764,417.51369805103604,231.8021379954777,-370.82014674847386,0.0,134.84876534505105,170.60082578126745,X_A0_R4_L13_I5_T9
L5,A0,R2,I8,T10,range_fusion,5,384.4893701163834,602.8083511949224,6.984709538981518,415.4386171209271,231.8021379954777,-371.0062131994447,0.0,143.11888449621864,167.39622940848994,X_A0_R2_L5_I8_T10
L19,A0,R4,I1,T10,range_fusion,5,389.35194287427396,602.8993076572573,11.361773059934178,422.57789153080705,231.8021379954777,-371.0971696617796,0.0,136.663099124488,169.95493589202056,X_A0_R4_L19_I1_T10
L5,A0,R4,I7,T10,range_fusion,5,392.2772358389095,603.1582904544629,34.88675227459579,411.2557459596883,231.8021379954777,-371.35615245898526,0.0,132.59530315981314,177.8261198849396,X_A0_R4_L5_I7_T10
L1,A0,R2,I1,T10,range_fusion,5,387.531867087358,603.3931391376879,14.225640670175622,419.78748496007995,231.8021379954777,-371.5910011422101,0.0,153.56202092933933,145.5558197843448,X_A0_R2_L1_I1_T10
L1,A0,R2,I6,T9,range_fusion,5,379.9418105108237,603.444750007013,8.642326137880644,417.4806117605991,231.8021379954777,-371.6426120115354,0.0,150.1784902618918,145.9633320315151,X_A0_R2_L1_I6_T9
L19,A0,R3,I4,T10,range_fusion,5,391.8216991243483,603.9530065634804,11.770358789692242,428.61977760057215,231.8021379954777,-372.1508685680027,0.0,144.62288258171787,157.75603085607858,X_A0_R3_L19_I4_T10
L0,A0,R4,I6,T6,range_fusion,5,387.161458984078,604.5643990697096,0.0,418.63654343367546,231.8021379954777,-372.7622610742319,0.0,145.79321068741172,145.62757909910854,X_A0_R4_L0_I6_T6
L13,A0,R4,I8,T10,range_fusion,5,373.3403677069491,604.6202942251108,19.0352024321029,404.0446204960764,231.8021379954777,-372.81815622963313,0.0,121.40073162190507,191.20965276446046,X_A0_R4_L13_I8_T10
L19,A0,R4,I2,T10,range_fusion,5,381.6634788513076,604.6626287220697,25.295170112761,409.51887709742317,231.8021379954777,-372.860490726592,0.0,134.34866447923483,168.3128346753375,X_A0_R4_L19_I2_T10
L16,A0,R3,I4,T10,range_fusion,5,397.082537682941,604.9421487220999,14.936086301660776,423.41180146232045,231.8021379954777,-373.1400107266222,0.0,147.46545953459278,157.9956788021366,X_A0_R3_L16_I4_T10
L14,A0,R2,I6,T10,range_fusion,5,395.47939645825824,605.6008746938421,18.05127151515399,421.5066895121213,231.8021379954777,-373.7987366983645,0.0,145.36861102636664,179.3239127007518,X_A0_R2_L14_I6_T10
L16,A0,R4,I2,T10,range_fusion,5,386.33733924447836,605.876713460893,22.783181544369867,414.47486696851803,231.8021379954777,-374.07457546541536,0.0,136.29735813399662,170.78351168288998,X_A0_R4_L16_I2_T10
L15,A0,R2,I8,T10,range_fusion,5,387.9747269402427,605.9039230621661,21.857470046952187,425.07123992928445,231.8021379954777,-374.1017850666884,0.0,142.55631604503677,163.0100202149739,X_A0_R2_L15_I8_T10
L1,A0,R4,I2,T9,range_fusion,5,387.913489559448,605.9407876947929,4.768245595058108,422.34061672170054,231.8021379954777,-374.1386496993152,0.0,145.46109584846585,149.57438871618814,X_A0_R4_L1_I2_T9
L0,A0,R2,I4,T9,range_fusion,5,388.6822518554482,606.3374103854696,0.0,419.8123136160617,231.8021379954777,-374.535272389992,0.0,149.06042108796527,145.52968676086329,X_A0_R2_L0_I4_T9
L0,A0,R3,I5,T7,range_fusion,5,389.20226360213553,606.3622621952296,0.0,419.6790865327531,231.8021379954777,-374.56012419975195,0.0,146.7251278447445,145.83540001262162,X_A0_R3_L0_I5_T7
L1,A0,R3,I8,T9,range_fusion,5,391.8827651929162,606.7840433450723,3.22614185527349,420.0727840604595,231.8021379954777,-374.98190534959457,0.0,151.31326843860035,146.13959426243127,X_A0_R3_L1_I8_T9
L5,A0,R3,I4,T10,range_fusion,5,392.7200350907995,607.745890332694,12.114858393403223,424.58848138230013,231.8021379954777,-375.9437523372164,0.0,148.0389015205029,163.57499052978955,X_A0_R3_L5_I4_T10
L17,A0,R4,I5,T10,range_fusion,5,375.4942504109939,609.008045617847,20.03913655201918,411.41004405938793,231.8021379954777,-377.20590762236935,0.0,121.7690332648506,190.0555001698661,X_A0_R4_L17_I5_T10
L0,A0,R3,I3,T9,range_fusion,5,390.9827611980813,610.7614787803909,0.0,423.0903506062697,231.8021379954777,-378.95934078491325,0.0,150.1302353972086,143.84985148498723,X_A0_R3_L0_I3_T9
L16,A0,R4,I1,T10,range_fusion,5,386.1231402425489,611.8307504219069,20.90112818037495,416.255051299631,231.8021379954777,-380.0286124264293,0.0,135.93207348657083,170.22824363249174,X_A0_R4_L16_I1_T10
L5,A0,R4,I8,T9,range_fusion,5,389.10475832068244,611.8912960574678,7.669622916268362,423.486998322452,231.8021379954777,-380.08915806199013,0.0,141.42291749288844,169.83782023600742,X_A0_R4_L5_I8_T9
L15,A0,R4,I6,T9,range_fusion,5,388.16596415470804,612.6906389584918,17.431687776595314,423.4986155877189,231.8021379954777,-380.8885009630142,0.0,141.3878770105438,167.93393167990686,X_A0_R4_L15_I6_T9
L1,A0,R4,I8,T7,range_fusion,5,395.6197553135185,612.7124927905095,3.5691477372007028,423.9419474683119,231.8021379954777,-380.9103547950318,0.0,148.83582904840492,148.78484662887425,X_A0_R4_L1_I8_T7
L16,A0,R3,I3,T10,range_fusion,5,406.3831255865345,613.1131837356943,9.790084336174514,432.5949816530207,231.8021379954777,-381.31104574021657,0.0,155.71013158041637,156.9684597739865,X_A0_R3_L16_I3_T10
L19,A0,R3,I3,T10,range_fusion,5,403.7911997475511,615.6298259865314,9.92379620797953,433.5198003621184,231.8021379954777,-383.8276879910538,0.0,152.81311431251075,154.73983335434326,X_A0_R3_L19_I3_T10
L0,A0,R4,I3,T7,range_fusion,5,396.6192989381013,616.2737029906788,0.0,426.0691447204911,231.8021379954777,-384.4715649952011,0.0,150.0816284736946,145.20587025364864,X_A0_R4_L0_I3_T7
L19,A0,R2,I4,T10,range_fusion,5,399.4660549934855,616.5160851851881,10.109952746693335,436.60385561632376,231.8021379954777,-384.7139471897105,0.0,148.96272421272587,159.49689468242133,X_A0_R2_L19_I4_T10
L3,A0,R4,I5,T10,range_fusion,5,369.56683786226415,616.8916675492419,52.23354691443689,409.86593259450956,231.8021379954777,-385.08952955376424,0.0,107.40538999440011,212.2105429810851,X_A0_R4_L3_I5_T10
L1,A0,R4,I5,T6,range_fusion,5,397.3444799274099,617.8954593672709,6.970690684437306,426.1350832435448,231.8021379954777,-386.0933213717932,0.0,148.99119518859433,150.3527737790168,X_A0_R4_L1_I5_T6
L15,A0,R4,I8,T9,range_fusion,5,395.81515772361007,618.1588681127795,20.338112975174283,432.9214813412367,231.8021379954777,-386.3567301173018,0.0,141.02758565821668,163.09973121928422,X_A0_R4_L15_I8_T9
L14,A0,R3,I8,T10,range_fusion,5,400.8970254344701,618.3152284729574,8.656989092654909,427.995135707818,231.8021379954777,-386.51309047747975,0.0,146.3216879989049,174.82378653689074,X_A0_R3_L14_I8_T10
L3,A0,R3,I5,T10,range_fusion,5,397.71168767015104,618.5591354719002,21.852019708728783,427.05564994521285,231.8021379954777,-386.75699747642244,0.0,135.37026047208846,193.12148428316146,X_A0_R3_L3_I5_T10
L1,A0,R4,I1,T9,range_fusion,5,396.62061073137704,618.8353517866127,13.306670956945272,426.67469422561464,231.8021379954777,-387.03321379113504,0.0,151.66539295365774,152.3157784565498,X_A0_R4_L1_I1_T9
L14,A0,R4,I6,T9,range_fusion,5,400.74736184664937,618.9977517335136,13.911417754567951,426.245632496429,231.8021379954777,-387.195613738036,0.0,143.9632192958476,178.81403486420976,X_A0_R4_L14_I6_T9
L5,A0,R4,I1,T10,range_fusion,5,399.9339854406466,619.3866308696004,25.41369959154231,425.4650935304479,231.8021379954777,-387.5844928741227,0.0,135.69897789423104,185.88326941032142,X_A0_R4_L5_I1_T10
L16,A0,R2,I4,T10,range_fusion,5,406.02424656956407,619.5209139768499,12.801622426955321,432.2135205388232,231.8021379954777,-387.71877598137223,0.0,150.84914524532422,158.3091714019493,X_A0_R2_L16_I4_T10
L5,A0,R3,I5,T9,range_fusion,5,399.3113567189559,619.9864411660699,9.331553024268253,435.25137392647565,231.8021379954777,-388.1843031705923,0.0,147.05760424876138,154.10410180543647,X_A0_R3_L5_I5_T9
L5,A0,R2,I4,T10,range_fusion,5,402.61384879038076,620.1574733056058,13.647267711385888,433.6549465345186,231.8021379954777,-388.3553353101281,0.0,152.34277858405963,163.02718134553032,X_A0_R2_L5_I4_T10
L0,A0,R2,I5,T7,range_fusion,5,401.35022817717686,620.2596969732473,0.0,429.21586415477776,231.8021379954777,-388.4575589777696,0.0,151.49104181266443,145.508861663691,X_A0_R2_L0_I5_T7
L19,A0,R3,I5,T9,range_fusion,5,395.17188990024147,620.3665768234247,7.930902262266495,426.2122350128555,231.8021379954777,-388.564438827947,0.0,149.69046050147915,154.6765194414032,X_A0_R3_L19_I5_T9
L1,A0,R2,I8,T9,range_fusion,5,402.31233140892,620.8476507605203,4.029053869770463,430.8267568534081,231.8021379954777,-389.04551276504264,0.0,154.36893018953967,149.8508458235657,X_A0_R2_L1_I8_T9
L0,A0,R4,I0,T10,range_fusion,5,400.6255508720517,620.9293899837835,0.0,430.6472233741147,231.8021379954777,-389.12725198830583,0.0,156.50642654548852,145.241805395406,X_A0_R4_L0_I0_T10
L5,A0,R4,I2,T10,range_fusion,5,390.90883119395005,621.2927704190687,21.02098732601124,419.3052637929666,231.8021379954777,-389.490632423591,0.0,136.88946998076116,176.46086388058998,X_A0_R4_L5_I2_T10
L13,A0,R3,I6,T10,range_fusion,5,395.6291681264529,621.9734232403225,10.597491091351747,426.8097733021726,231.8021379954777,-390.17128524484485,0.0,135.84855080563975,183.2585843135684,X_A0_R3_L13_I6_T10
L16,A0,R3,I5,T9,range_fusion,5,398.86938356668094,622.7554590970346,12.178168650339087,433.29323530947806,231.8021379954777,-390.953321101557,0.0,152.7637029355795,152.81787751493636,X_A0_R3_L16_I5_T9
L15,A0,R4,I7,T10,range_fusion,5,393.04608086565133,623.0917067410295,13.130981143596157,420.0933485737417,231.8021379954777,-391.2895687455519,0.0,132.22057221981044,177.19746092009183,X_A0_R4_L15_I7_T10
L15,A0,R3,I4,T10,range_fusion,5,401.9712757696248,623.3651240920578,8.73987598730789,432.78834997158185,231.8021379954777,-391.56298609658023,0.0,149.31596460298346,169.07357955836176,X_A0_R3_L15_I4_T10
L0,A0,R2,I3,T9,range_fusion,5,406.0640534818548,623.5781062128815,0.0,432.21644788805986,231.8021379954777,-391.77596821740383,0.0,154.12523018918267,146.46126523809414,X_A0_R2_L0_I3_T9
L3,A0,R2,I5,T10,range_fusion,5,403.41441819347534,624.4502627678291,21.001051769984844,433.0197477555733,231.8021379954777,-392.6481247723515,0.0,139.99412055280325,192.20784254783962,X_A0_R2_L3_I5_T10
L0,A0,R4,I8,T6,range_fusion,5,405.44704392315055,624.5714380077006,0.0,432.0060833400465,231.8021379954777,-392.76930001222297,0.0,152.32233434297996,148.00474829081315,X_A0_R4_L0_I8_T6
L13,A0,R4,I3,T10,range_fusion,5,396.62212464773063,625.412526684512,18.603740994335165,425.729621661951,231.8021379954777,-393.6103886890344,0.0,133.03098756939477,187.3020405308555,X_A0_R4_L13_I3_T10
L5,A0,R4,I5,T7,range_fusion,5,402.8641528709036,625.5944980298837,10.241118762178104,439.14884840278654,231.8021379954777,-393.792360034406,0.0,145.27927241833618,157.61913034284777,X_A0_R4_L5_I5_T7
L19,A0,R4,I5,T7,range_fusion,5,398.648126156934,625.9238677422908,7.516153241069456,429.7604064237142,231.8021379954777,-394.1217297468131,0.0,148.76544167861033,157.28183539716187,X_A0_R4_L19_I5_T7
L0,A0,R3,I2,T9,range_fusion,5,408.6919339073692,626.4329123170834,0.0,434.3472442275659,231.8021379954777,-394.6307743216057,0.0,153.63874329664978,148.33675075188864,X_A0_R3_L0_I2_T9
L0,A0,R3,I7,T9,range_fusion,5,408.6919339073692,626.4329123170834,0.0,434.3472442275659,231.8021379954777,-394.6307743216057,0.0,153.63874329664978,148.33675075188864,X_A0_R3_L0_I7_T9
L18,A0,R4,I6,T10,range_fusion,5,400.32109125696945,626.8972730158032,15.857596331017831,433.16853227377317,231.8021379954777,-395.0951350203255,0.0,132.75361569624053,179.24836590015204,X_A0_R4_L18_I6_T10
L16,A0,R2,I3,T10,range_fusion,5,417.8856759254889,627.2496925827344,9.237747724951426,442.3396699846609,231.8021379954777,-395.4475545872567,0.0,157.75241019817423,162.27978840859993,X_A0_R2_L16_I3_T10
L0,A0,R3,I6,T7,range_fusion,5,409.05900360594063,627.2952278452772,0.0,435.01745055682534,231.8021379954777,-395.4930898497995,0.0,152.0219197054255,149.12696261160244,X_A0_R3_L0_I6_T7
L14,A0,R2,I8,T10,range_fusion,5,408.53143025614855,627.4805536005139,10.162975676278043,435.6512892238612,231.8021379954777,-395.6784156050362,0.0,150.07324099370953,173.24278183896186,X_A0_R2_L14_I8_T10
L19,A0,R4,I4,T9,range_fusion,5,406.9636122338074,627.5191380970235,8.183055349467336,443.45293741828357,231.8021379954777,-395.7170001015459,0.0,147.41274082569072,161.810585805669,X_A0_R4_L19_I4_T9
L16,A0,R4,I5,T7,range_fusion,5,402.11003820483336,628.6865587968059,13.206903241905605,436.526886607052,231.8021379954777,-396.88442080132825,0.0,150.6251109583816,155.74780734171813,X_A0_R4_L16_I5_T7
L3,A0,R4,I5,T9,range_fusion,5,406.29170011707276,629.1903554682917,18.74631009075219,437.51269342513126,231.8021379954777,-397.38821747281406,0.0,139.11928008265292,195.1901808598571,X_A0_R4_L3_I5_T9
L13,A0,R4,I4,T10,range_fusion,5,396.8874356376139,630.0179033046475,33.03635070719895,430.55024205325435,231.8021379954777,-398.2157653091698,0.0,126.52820744287422,191.2004865063755,X_A0_R4_L13_I4_T10
L15,A0,R3,I3,T10,range_fusion,5,412.8269092341611,630.8134556332067,13.824744521614223,440.64433843738027,231.8021379954777,-399.0113176377289,0.0,152.7689339485987,161.89194632588686,X_A0_R3_L15_I3_T10
L18,A0,R3,I5,T10,range_fusion,5,403.4474697057771,630.8251544652785,24.878953396891518,439.2920764091117,231.8021379954777,-399.02301646980084,0.0,145.69263660247185,176.90867210160212,X_A0_R3_L18_I5_T10
L15,A0,R3,I5,T9,range_fusion,5,411.93698872411625,631.0206711127911,14.951731636845949,438.29559024559524,231.8021379954777,-399.2185331173135,0.0,151.69591543179126,159.59297565129683,X_A0_R3_L15_I5_T9
L15,A0,R4,I1,T10,range_fusion,5,400.3765079644029,631.1050387560496,21.024199131896825,433.3952142379491,231.8021379954777,-399.3029007605718,0.0,137.51566218683348,188.37628522544267,X_A0_R4_L15_I1_T10
L19,A0,R2,I3,T10,range_fusion,5,414.97538943417084,631.3637654673827,10.643734397771256,442.4876500879903,231.8021379954777,-399.56162747190496,0.0,156.00062438211683,159.3149944691566,X_A0_R2_L19_I3_T10
L0,A0,R4,I2,T7,range_fusion,5,410.6972230221039,631.4222285615408,0.0,438.46191349576947,231.8021379954777,-399.62009056606314,0.0,150.8456862613201,154.35070352189018,X_A0_R4_L0_I2_T7
L0,A0,R4,I7,T7,range_fusion,5,410.6972230221039,631.4222285615408,0.0,438.46191349576947,231.8021379954777,-399.62009056606314,0.0,150.8456862613201,154.35070352189018,X_A0_R4_L0_I7_T7
L18,A0,R4,I8,T10,range_fusion,5,402.70277358133154,632.1667018819535,19.682985085735403,433.6581294880727,231.8021379954777,-400.3645638864758,0.0,135.77163432577095,187.57985115015487,X_A0_R4_L18_I8_T10
L5,A0,R4,I4,T9,range_fusion,5,412.3308946733985,632.3937037131075,12.172966732060583,440.98452407674665,231.8021379954777,-400.59156571762986,0.0,149.64336549693604,166.52294739725298,X_A0_R4_L5_I4_T9
L5,A0,R2,I5,T9,range_fusion,5,410.47741857487944,632.7744927770201,10.110056999661829,446.2037790165189,231.8021379954777,-400.9723547815424,0.0,150.29147342426674,157.74261169142397,X_A0_R2_L5_I5_T9
L19,A0,R2,I5,T9,range_fusion,5,404.7712366002573,632.835850729209,6.414551336677425,436.1126261343458,231.8021379954777,-401.03371273373136,0.0,152.3372252821272,154.72422005171472,X_A0_R2_L19_I5_T9
L5,A0,R3,I3,T10,range_fusion,5,397.453636327932,632.8694140159615,13.521813317682057,434.97572423999236,231.8021379954777,-401.06727602048386,0.0,147.93722074095004,162.37466316545022,X_A0_R3_L5_I3_T10
L16,A0,R4,I4,T9,range_fusion,5,410.6235836837656,633.2394500844687,8.771163902711995,439.0861094210171,231.8021379954777,-401.437312088991,0.0,149.1620010288096,164.37667839335396,X_A0_R4_L16_I4_T9
L1,A0,R3,I4,T9,range_fusion,5,408.4394791678714,633.2476617124682,5.231903480253372,437.3262072434048,231.8021379954777,-401.44552371699064,0.0,152.96016483226845,154.1292851098572,X_A0_R3_L1_I4_T9
L13,A0,R2,I6,T10,range_fusion,5,404.53002182836303,633.8308427764885,8.806937820291623,433.8086413285638,231.8021379954777,-402.02870478101084,0.0,140.5947300382562,180.94793731998428,X_A0_R2_L13_I6_T10
L14,A0,R4,I8,T9,range_fusion,5,414.71999023662755,635.1859106718633,10.179518482437972,442.0414065020253,231.8021379954777,-403.38377267638566,0.0,147.47052585377895,177.75268467515582,X_A0_R4_L14_I8_T9
L16,A0,R4,I3,T9,range_fusion,5,427.23750991699853,636.5552960958496,6.621553225659933,450.73514982174703,231.8021379954777,-404.75315810037193,0.0,150.89277380724994,165.51264368584643,X_A0_R4_L16_I3_T9
L16,A0,R2,I5,T9,range_fusion,5,408.84258174231854,636.9580669506219,12.133278139989782,443.27663182208545,231.8021379954777,-405.1559289551441,0.0,153.5107378912901,157.33288992539264,X_A0_R2_L16_I5_T9
