bootstrap,delta_tag_mm,rho_percent,rms_mm,delta_A_mm,delta_B_mm,delta_C_mm,delta_D_mm,delta_E_mm,delta_F_mm,delta_G_mm,delta_H_mm
254,-157.53132461038788,7.422355201218522,88.39269191642371,255.5041210860722,180.3918181798715,164.9600574824337,266.3913750993564,226.2483701624591,160.49897151805456,177.2216609935464,59.967569543351686
255,-132.49009761516766,6.51259473825867,89.63598747549514,253.01394713936543,196.1806247496424,117.95516661259575,260.7705822833007,169.61662107317574,182.56902584378494,211.07954514743147,99.99843121584915
256,-95.79029588604854,5.575365570223667,74.36012193601496,350.1601385730239,155.21647247872374,97.27262663198054,259.5474991454887,156.09256993430617,172.49600092919403,207.58041882459148,92.81821754783704
257,-127.91527673513697,6.6765105030384575,94.36562765092533,351.38836319003417,164.4993119714594,154.98386748324504,232.10706766005723,147.32885210023505,182.04152555418477,195.30740383337846,63.527552272551475
258,-241.5225317138736,10.307517757543394,107.89858803398238,318.2266640305387,110.7313533462786,214.10161418598,245.73677645410407,210.90328684902272,177.53473660416827,202.63667659449777,11.312836000555507
259,-4.173882436402553,3.744905667536358,98.19389849762347,319.7039764915154,227.94390792162693,114.46018243187196,295.20822395584617,115.28661934360686,179.20017550605453,192.74695852320545,46.633899891418366
260,-156.98712863027635,8.065797625121718,100.49391564154843,350.25416774479953,163.93663445751326,227.14315746318982,257.7678830058154,144.21195639876635,166.2086006593564,151.24537034559947,30.416173990105335
261,-161.32982932977725,7.659584103914341,98.55690198515157,335.89179222457165,165.97043758224936,87.63337914504835,298.9597216264537,168.10873257275665,165.81305454622026,199.07562815701868,69.73119821082697
262,-222.96294796984077,8.989384385762378,89.26316137004088,337.11414175517234,161.87464695250148,157.0022731240243,207.636465387483,224.4864028725842,173.05620486877362,146.49250798447736,83.52130112012935
263,-26.44587315265785,3.2344552261268866,58.778806319020205,317.8174627523033,194.08218016456271,33.932985870172246,265.47707887892557,190.87892029964107,177.06452196532143,186.0539049485131,125.8768891857062
264,-282.674496721827,11.156331658974494,97.67928836695361,377.40719227550164,236.75194051470885,89.01065460187394,252.75791534025674,145.35474626683356,160.44105051838392,191.21997133320653,38.240473214380444
265,-58.66091939524344,5.2675784244691215,89.41959520558362,282.05594603392507,247.5962838372424,136.9381236341343,270.8307190494397,157.85568624972717,153.02214821513468,194.77021375189315,48.11482329364918
266,-262.991057773841,10.044989453908215,92.0126695045966,401.24680278571293,126.19908314211979,51.84134508975936,264.7627729356852,201.5138551220238,182.18656070457126,206.57444966323283,56.859074622040424
267,-273.59523232419815,11.037071846391289,91.5836022593553,332.65219858418936,180.2230540626063,154.70958042675142,286.9303013398839,178.7767703508414,153.07183128010993,167.05709447118943,37.76311354957386
268,-60.88112717337312,4.965902905670561,79.95739161519849,275.3265511124636,132.76757055311583,184.88000579106364,213.78215532813525,189.06136140302428,167.5387158290895,218.0691500630385,109.758433985215
269,-203.84999881294274,8.8411931567979,101.74314937392475,321.0547101100825,212.9557319787403,132.22149804817124,264.4278166429299,152.20006073401584,132.46356252659245,171.09285377161848,104.76771025299499
270,-239.41594472871603,9.838836389288375,94.9751903002499,277.29079891661814,183.4585588430901,165.9666067837737,248.4923662050017,146.25943416379184,160.00113535922893,216.57270111927764,93.14234267436362
271,-178.6242680228921,7.75332534643951,84.89060591702281,252.82931147242007,111.18909522171423,222.76953201739389,290.09344655013433,190.37305971242748,198.3733439560822,203.51321901278337,22.04293612219007
272,-234.3832851984962,9.994855198027608,99.39744271254276,323.7718911706941,175.98107951650695,167.41060406244463,249.09562585932295,188.64691925783154,175.7543893078477,167.3298460119168,43.193588878580954
273,-208.87620686868655,9.519339746732669,100.77313727183382,282.30667548772743,194.546828646103,135.1567304537465,238.7294398736678,134.28458837522535,214.88460510123417,178.25805347158885,113.01702265585254
274,-285.2142758051454,11.590314347764519,102.03236114737552,349.58959170073615,220.4028065894372,99.72780433707642,256.4469648891175,149.45431592358517,169.3850153350296,176.58361367734997,69.59383161281363
275,-150.60153370005014,7.849606118414698,101.75114247101362,274.01804903633655,223.51330577366997,139.69844312753975,289.0010137476554,132.75133965841658,152.8633375075513,178.42975218280972,100.90870303116628
276,-209.0424900531908,8.873883711728414,89.07997435719885,284.10327557154517,181.32672419120075,140.3077733900054,264.8795381036001,165.2281927642781,171.64219924730014,226.258346686753,57.437894110462935
277,-256.6402519957825,10.100079991157074,98.38078383219133,287.6581020416588,176.2993942494354,146.13035400253875,267.52229435266247,147.5106007901614,153.82712248164603,221.3175742047343,90.91850194230838
278,-149.10991278598854,7.161551531968513,79.61285941707376,298.57027229669876,146.58968718084245,172.65340919367495,235.5630732361013,191.1730724840387,198.1139876269045,152.9553006493336,95.56514139755137
279,-100.5343462285616,5.900758564655462,85.47350572020378,342.7204607406709,179.54690178163617,157.65203663931035,298.2735563723814,110.21661898916774,150.66871214808393,170.57439251636941,81.53126487752571
280,-145.34873479518419,7.243792165333929,82.46322429890672,365.9124121696104,142.82022835815783,107.0369806561507,275.3727067084656,166.6703513225463,128.78130020682195,246.44337517221268,58.146589471180164
281,-68.32865930137487,5.541684148746029,89.59128697122345,287.7508571352839,163.6158125340611,221.93240164790308,228.45978315751873,154.80662031641083,189.20483517739527,133.33573263542988,112.07790146114286
282,-89.96032752137722,5.191310750844025,79.39233206539727,252.91588201363425,203.74634832803517,143.99863942214148,294.12315730407283,151.80850791855764,138.17102311645348,225.93978578763068,80.48060017462011
283,-191.71607188535063,9.035430631545083,100.12460577676053,289.70546698582234,205.59830896078634,124.92264260888518,304.40273183674464,168.8775021939547,132.9390160922153,203.64079566303482,61.09747972370228
284,-169.81552931704877,7.722663564064192,84.56479671353001,301.31526261658996,153.79170209735258,62.51721748677848,283.8526669808913,208.99537145425563,210.56877843326782,176.97529624378015,93.16764875222972
285,-194.5642779512928,8.819378028663216,93.3337705224483,353.38894828837783,180.7660609830066,102.20480366836546,268.23043128979214,135.88434607098827,158.3236855177802,187.44036691879623,104.94530132803885
286,-204.04660241133047,8.531520516504187,79.0757368259061,253.71373925265667,158.79267822696704,104.86040732049814,308.60142940853905,177.52233445988819,190.6808280265475,214.42145244325457,82.59107492679449
287,-135.10864588218243,7.349146106655979,91.43692177373474,284.1870408943775,172.0019222786166,246.83660445734645,285.52038769237384,131.77898043023114,158.01601186178468,140.29696401856307,72.54603243185234
288,-175.30785092944,8.287977960283044,88.49931398890041,388.47135297730324,208.5326529477169,165.05375105292268,183.2143066226924,137.96144935738067,180.54696557973637,120.29241159159871,107.11105393579469
289,-103.47762547411646,5.992569573793105,87.03834442281575,272.5933337930612,241.27289993572998,121.95952172681612,241.81065132146944,145.6292854445241,168.26184067309697,230.38800354907454,69.26840762137326
290,-173.1338072707165,7.86457239114231,93.66289870435641,282.0465647016857,174.4902279104162,160.2733126073033,252.90231769690254,132.21606017188913,148.67583559140465,216.07616688171328,124.50345850383087
291,-90.73609861716571,5.48511746869238,83.23261910062766,364.0535552441197,163.30157359383475,151.72487392804277,271.23824603550037,130.57647209672143,144.04500880011844,208.93803561655,57.30617875025817
292,-188.63395919281083,8.169735436648562,97.77500753116655,321.3462697948761,179.06316140721992,90.47595405005443,206.49678203035694,166.8847601414807,181.34836902958946,236.71952358930213,108.84912402226591
293,-189.21377839759384,8.815586576240975,95.15127406148973,276.17430066898686,139.53418980404481,133.00527106517933,259.5808648539187,183.13654454530436,231.80207320460056,155.449463922779,112.50123600033207
294,-271.10789778776234,11.675971569192,102.42751481601069,377.23715778132464,157.53709400741337,201.5190290639294,241.40432289780304,196.8212466175504,150.43559445542036,146.66119909010075,19.568300151603722
295,-91.39051079634966,5.648410873417653,85.21273563815424,278.84438533371,200.72861765203092,118.57137224430934,220.73813787451837,227.51340245976405,225.94668454435146,177.45819857750237,41.383145378959085
296,-131.21702697190997,6.972978108584904,89.72147517812455,304.335123285053,173.1728806381359,143.57009526804183,272.4355996128583,118.40716808286523,196.96254069677803,218.12297952054655,64.17755696086672
297,-261.62392212153844,11.016210192313025,108.41201829275691,331.2360770725685,124.96787378975762,185.07303329222867,273.2941564890911,178.07581362735104,159.19526777031408,200.70381840238633,38.637903621448345
298,-42.110211437340396,3.8590733431924207,80.30668150174247,297.3126480718551,126.98450427407602,141.51539472380745,244.94139479422097,143.60192724756615,211.48401816142527,225.96156496136675,99.38249183082795
299,-104.98411423302834,6.654556956213042,89.31836115860135,275.43001310917487,141.66184198124444,216.0233010204009,161.91787057630836,211.01157523076162,183.07383289092678,242.22080453664262,59.844704719686064
300,-187.68776565128823,8.428369378612999,89.0929033653199,305.12069095490165,176.97001160936642,136.46169358699504,214.00351539542106,159.56362693051997,245.40932559067863,211.0433218570679,42.611758140194894
301,-278.3636356405602,10.739950832367473,98.36447700258489,300.8815042976204,188.60707896193378,184.91112412796912,277.56040852726704,198.86887502640445,174.31070629358,87.3528768214888,78.69137000888203
302,-90.52225315730159,6.139054040334457,95.78768559071486,328.4990980575135,153.6475726369865,154.93395970117476,219.61113003308236,185.01505997916846,136.21644643810893,216.06095517102085,97.19972204809034
303,-172.63417160118593,8.649395841930385,99.5562583230184,242.46456806480103,211.3286324189431,143.97578313091915,305.55975163210076,136.24139902314974,172.5512341277033,216.83519836224457,62.22737730528398
304,-210.5303618981691,9.302285918663245,97.00896492142829,344.3874643618282,143.63118550384337,181.3024500159003,247.93733491781285,145.80751787575025,172.31564375335316,170.6532018006132,85.14914583604426
305,-39.18975946289173,4.034626495244709,80.50309737501242,312.7695163756331,164.7262729138266,152.10945545018876,213.89899200135304,172.49321615041842,193.499601030501,212.9574608603126,68.7294292829121
306,-123.09147466178813,6.373384249957814,84.65296832590977,336.4373837311212,184.61512263076705,139.98090599998784,193.42679727326774,194.78892649976126,133.75004584274498,226.05565834585403,82.12910374164153
307,-23.088802809943978,3.541582461562065,67.73183596556072,290.9232474820102,172.3017340172792,132.3147552466146,248.4679297558038,163.579223358571,201.03508568494257,181.3221531247778,101.2398153951465
308,-246.2157113817667,10.192477017864654,101.63179700817824,319.0594535630183,181.07883357473642,81.37862637563312,336.3991747993927,148.58995825171326,164.08324294654906,221.22448883176068,39.37016572234211
309,-222.8299049363913,9.476447730325077,102.10602455772158,291.2254390901316,156.18283150869155,209.011655426134,284.0499391094382,146.9866255905888,155.22292138879106,192.64958931473438,55.85494263663605
310,-148.3534069077607,6.969025590882438,91.56441562897479,289.7571961043349,134.68032519517473,205.437492711752,311.9900098825012,132.1217108137072,133.55931995893158,167.09746123491732,116.54042816382669
311,-210.51967456006338,9.701257139429934,118.1459549598299,297.2492682815157,186.31663585251056,177.54709775460532,248.59380220198423,156.22019600895828,163.88975190274977,211.07385597857578,50.29333608424594
312,-48.188850596440645,4.56213114228623,84.40880304322611,303.2815543426771,181.3271850323216,117.90048097322101,264.3101045733407,143.07562015658908,191.11890223502033,199.70950152510454,90.46059522687122
313,-228.95159562121137,9.578149022978266,95.6929285555188,406.41652744280645,134.71124949209766,104.90250560225144,253.04785766857145,149.21043254772908,250.3106695731979,136.31755024387658,56.26715149461509
314,-161.91260187393476,8.212493678392718,99.87257524792962,306.6632450971343,85.3891731200198,217.31470840759945,302.7885732866616,127.46692349648212,167.33420174322274,179.01494670189518,105.21217221213047
315,-281.66288314151956,11.104975190989208,101.91914070787372,412.86977744692905,167.00558780726615,150.42833907059963,176.8104558346538,142.54032942871498,186.94647141134752,183.98770924590875,70.59527381972573
316,-286.60233324017116,11.398331010810736,95.41400087557449,301.11391708697784,168.85236649658228,161.94506171711762,256.84512874633856,200.9079430749919,217.5953588002612,151.04507507430634,32.87909306856989
317,-184.45883715667588,7.852967990809212,94.52797911938765,321.50521303617967,175.69985043332503,121.53212336765469,220.72824080755473,203.45948630311457,195.8893001826256,195.77392125753755,56.595808677153826
318,-78.0922272270889,5.523013207623251,78.51139350256938,254.465662166757,162.56524000159834,99.41597735735796,273.820480380775,181.89475694957545,221.1768018517164,218.27199390701122,79.57303145035422
319,-119.82834029864738,7.284193215591017,102.01232145384135,255.28577919045668,272.7354545732024,173.0914243700713,173.58630478118164,123.10242578045523,198.7335392294901,217.24456334677302,77.40445279351525
320,-87.54395238936758,5.6468772387944455,93.98908671857681,286.57814833739485,111.88793499002671,104.55262632985954,244.4421106314344,204.35120203083162,199.96017667608604,262.344436340273,77.0673087292395
321,-89.98370858475275,5.8614262608013945,86.15722557507063,308.71742648655714,157.22650169935253,143.74858099407695,278.36698860023864,172.74399610506245,217.48538543114392,167.79691704986897,45.098147698845054
322,-193.19332109198822,8.747659539548636,94.65044581955443,299.1697698831325,119.33842885141907,171.56760116979,249.66358562084426,216.9987200782215,201.11717454540846,149.58679393768517,83.74186997864466
323,-173.53221770759305,8.45003165256557,95.08746992595151,295.20599205590224,151.26920271152477,124.14877173504313,253.4091957635065,146.2822702572397,193.86395553584592,258.59131581071597,68.41324019536745
324,-140.72309770379076,7.018225616583962,81.85734257295664,297.16201932778506,204.03095309490897,161.62366090002308,261.43737659677817,179.207303097386,175.56969497949913,153.56289075867335,58.59004531009187
325,-223.01457122262335,9.508458820751287,104.65792007232764,389.1115961809822,193.98895680191333,199.72086654438817,204.23565213368818,121.01177953445634,202.9408334497607,137.34569559932993,42.828563820626755
326,-205.654634554835,9.511765005265005,97.48193258600448,301.81784066118433,140.24074631342953,174.31375341278655,305.411972323468,143.44390210861485,201.53954078000632,180.57458971293764,43.84159875271848
327,-130.61981117332618,6.743576118368111,87.26972052006614,300.0056276576597,225.84019573892314,130.95020135467345,213.79484691986963,198.7820689570598,173.82399524673102,215.11861237374637,32.86839581648246
328,-209.53346370857386,9.0134423504594,93.43230655052403,315.9336237977535,146.45834531324152,68.87016277323937,366.29911432247684,183.29848437309386,190.238494374677,169.00429458160912,51.081424529054345
329,-75.59601646534752,5.46358422949389,95.52567637502004,283.602486389505,202.70208563871492,187.93390458583448,206.32995211507205,124.20227386831058,188.67655641550465,211.63792526273593,86.098759789468
330,-269.64012400425725,10.82825065525057,114.07232654097824,316.40369132754586,144.6576440209668,128.17062347446074,292.7797235042974,101.59457262555868,228.56762126906744,194.1237321195292,84.8863357237195
331,-200.23425922685706,8.185662467791355,79.2089875318967,321.829677764644,183.4759838065316,102.14828523888207,204.6359624656344,231.8157539617725,183.39864747166237,187.09728251337765,76.78235084264112
332,-235.7566770501084,10.15602298710725,93.01732253885643,354.8948560153995,177.18006977786186,76.9231435622052,313.50711150611585,184.57866379639347,197.4575837992932,128.4396745566486,58.20284105122795
333,-215.07943344851418,9.848411923768197,100.7387957880184,337.400100532867,140.68807945069278,149.3964053189887,260.6206595299401,150.3959958208307,221.75189114392714,157.6266208843238,73.30419138357539
334,-146.06722870367346,7.785413774509209,95.39992102537438,299.4656574906828,133.95995494323782,180.45641242519923,315.2478219129783,180.65314118137107,194.75245290489426,128.7443964536709,57.90410675311128
335,-161.4708067861413,7.425619159895547,84.66381459077299,302.6287018852737,122.31194791344404,137.9668052726499,275.1550977667133,154.39481654082542,187.2104460347126,197.6773848125494,113.83874383897727
336,-160.81230253782647,7.759827226805527,101.94695336469978,278.6890552587823,145.97782972682595,122.86859218678327,378.17215193905986,99.61077121875437,145.1368830429304,268.703405699948,52.02525499206155
337,-248.9296193771554,10.950608322954736,111.6855924972235,376.3305341381049,119.62576620977754,168.96071739458623,250.80173957117938,207.15900699357906,177.70031656669136,137.9403472185852,52.66551597264197
338,-309.5629014089065,11.82431721628383,101.03233591444217,253.31940495738442,158.15739741237596,212.43024566670633,221.8079940238449,191.83027029862205,228.9408426748409,146.2653914805063,78.43239755086475
339,-162.68217156680657,8.192010554080298,106.96106964340203,248.93138563812022,144.87495918971462,210.8395696571873,272.6526293982681,113.59231754463057,226.74172670995654,189.072112704096,84.47924322317223
340,-198.29337533417166,9.355559398728275,87.68046824912219,298.84790363561086,225.8357727830307,77.98730539446609,246.4532024465612,211.6991729657446,196.01202653363464,165.06050266267823,69.2880576434193
341,-187.56022217273207,8.380654439554647,91.62276712021915,389.89960417021075,159.01910243505287,93.3951251723798,244.68908528289688,140.75516179890496,206.8236964622305,129.79776690479324,126.80440183867665
342,-118.80261766418079,6.822690230463735,98.13211093691098,286.2329997553527,210.8133246862541,193.28790371788335,231.7993810446429,153.70764404088018,160.33990486303446,188.55425718576305,66.44852877133484
343,-138.20235720445956,7.174233876366287,98.02520747399164,261.46201434068047,155.15388590244504,196.36498185175554,221.07798523561706,173.68275099577772,230.562887171798,164.31914466115518,88.56029390591665
344,-151.70920994010118,7.134429273115117,88.40222225496422,314.6598832094213,205.77428164156584,94.39926760862195,246.16304091001967,174.71094013363208,182.48371648108534,232.03041729960606,40.96239678119343
345,-106.1152209344806,6.4490405998988365,98.53334225997978,328.71568825137706,152.49677965774697,230.45069809910797,259.36180947126144,167.23389595877802,185.62408562687946,127.94047312649077,39.36051387350392
346,-109.2407137979781,6.74712919525291,95.11187213090246,358.0691828328404,146.78884257194989,50.01969312454557,264.94739488941684,197.57780397958643,226.6585183366334,202.93619703897855,44.186311291194556
347,-257.16701818336105,10.753501213389427,106.5942753131483,445.5742453780113,155.37696915727128,108.6821610451441,226.92544621597534,187.21004051233217,92.98967745267187,185.72329767284535,88.7021066308942
348,-408.2048303369208,14.753804810514737,101.46466237538732,305.60962552892926,112.26201495593786,204.27884107899584,341.49337513596004,141.04032040846195,170.5396920183206,184.5884147612764,31.37166017726372
349,-105.28057523456425,5.770674937265596,79.41009634295618,241.39503714667782,107.48028488549491,161.7861374604637,295.1193230262366,160.08098510207083,218.19011782382626,208.68015510812734,98.45190351224818
350,-105.7759268193184,6.040028883131399,92.84480552448167,252.3502288228198,168.99226581363635,239.22545381444206,281.5601127381574,155.64071751271078,167.6022304124607,155.4669648372992,70.34597011361934
351,-107.20485137230523,6.307758793666984,101.25526743397913,355.4741167659726,194.29964385816155,124.00624106919157,245.70223593262608,113.0171602362069,196.21475913280278,188.21688250472684,74.25290456545733
352,-143.50261913479073,7.371356677852248,88.81622277276617,267.2021856356705,94.3000691753305,88.76025095364014,284.1840731094869,257.6332718298171,151.47575141069638,277.19946803947107,70.42887391103311
353,-261.48639498212435,10.332344218451794,89.69477448589666,350.65604774112546,140.81274667839529,127.14462510997826,239.18018523143212,140.70658146135017,217.4222380111761,200.90851168954083,74.35300814214739
354,-115.79654259479341,6.58077987577812,98.88459606577786,299.87195052950057,128.47713119105424,172.73854256847508,306.37630310897345,113.33633640505293,210.69925034924987,184.542725559324,75.14170435351552
355,-236.24644724265548,9.925070365263045,106.67609038689012,276.8743443338584,189.98847825338163,136.81282083600507,229.5564585215527,155.44944285723585,184.77014390806963,244.381699209549,73.35055614549336
356,-145.56500008264607,7.5076274189735726,99.60513821438994,302.54121995509394,187.18913542147232,211.54700719382,286.64136489663423,124.95778479005557,164.00774982604543,155.66435953397712,58.63532244804702
357,-196.2209046714242,8.810279830123235,101.69591715662905,309.2314967747023,201.9457377758128,163.92557607230663,252.8918556978877,148.0082669112405,159.0993347884764,179.84515345783083,76.2365225868885
358,-200.9907282219977,9.029610426996015,93.28015263476209,384.915233312174,224.76355820773364,79.13855249609323,303.87776168281783,154.764311216367,119.36569876992627,153.28938573910762,71.06944264092606
359,-78.91477555754665,5.847406314971337,90.16574714483184,410.97786197410755,212.51121749066422,92.16001278442579,199.77282487217465,140.34255060573923,160.19430622996632,206.19580657642044,69.02936353164738
360,-187.3397682601186,8.282315102151827,100.89147335154941,326.45227494006525,147.74546515160125,147.07898588401378,248.40549809835426,158.15754776213413,225.45254776126328,187.3613874772504,50.530236990463294
361,-83.6953055394141,5.613220525634688,83.95982085450613,319.7106065579562,118.51153285449121,98.86283488738671,257.9425412685242,171.2491857359447,143.49085006850171,287.1461806231572,94.2702120691836
362,-206.42428966936708,9.194466175311966,93.30825244240769,356.59302321571136,177.11331015333153,129.19323908483506,280.12737164364137,181.32972526766966,194.78995478938864,151.18658298805383,20.850736922514216
363,-168.84061505725768,8.136524950693058,95.03536263670586,337.3042032751149,129.9578668666157,181.17460834490538,257.39603445152704,141.1181786820415,198.62855523375748,171.68527192827315,73.91922528291043
364,-156.7591737819239,7.481210276590389,92.4778191521983,350.4333894627154,135.94688670416346,167.48394787905065,253.89082719955894,139.1009651632596,189.57061221385715,183.29280621147015,71.46450923107031
365,-288.8640275817521,11.554704479297584,105.94831577693405,275.9482345290058,100.5581344404067,246.449417994977,302.8433396346451,142.22557578336787,194.60354271603617,210.55874270173538,17.99695626497163
366,-224.53800977073053,9.8460366016198,101.74839188024144,397.24917537051147,94.85964643271525,112.26725770765647,218.01872103352306,200.53440624234537,229.15092959026435,182.58874564872292,56.51506203940673
367,-259.0519311818079,10.68246321927493,93.31874180434792,328.4556560577102,178.85049569688962,158.41667846381483,249.50461288675504,160.12196467967212,221.02703279574274,117.7417369443437,77.0657665402174
368,-201.25456487979557,8.034354104688646,79.510959855562,350.07371828755356,111.1521045934953,137.85016619310443,255.03745810782755,132.68589409794993,202.7251986366442,219.77716037567643,81.88224377289423
369,-162.76407131158655,7.7737259359324185,92.12134257268934,410.1922617412986,116.44233198482254,113.20179258677939,267.0043454130852,163.79724947246433,174.13151391262275,168.21862512067085,78.19582383340196
370,-195.84427505227993,8.306732769755598,95.60797360037611,304.5868304388601,193.59091017662064,148.39528293880346,276.8943240795619,171.26323506092305,162.99890757784237,130.97127448950582,102.48317930302832
371,-124.17606779718149,6.852719951834274,83.35732188898973,274.98944166497427,220.2809359767218,107.58411865839604,232.05325529757346,185.18583076261768,176.28934187246983,197.6272019956466,97.17381783674595
372,-233.41319544102782,9.420624126823007,78.51558363121725,323.54383294103684,170.63037492765758,110.95394394060911,222.5783373990942,142.93565130940203,240.55903598319037,194.6895856778189,85.2931818863366
373,-94.46316234398292,5.6833732423936745,76.6547703567005,263.2213868546866,187.80943898056313,155.63808441248497,260.4494384659745,170.2041510403926,187.75242519085054,170.4393149005753,95.66970421961798
374,-127.6534113710483,7.268476536252422,92.65707579163293,276.44412902874103,253.14371808168553,89.96685095840962,253.0476590865963,111.55927780586491,237.61549141521107,211.88671295335152,57.520104735285656
375,-155.7377764754108,7.5474912555569595,90.05872950182078,323.9948285326034,178.99814974255813,106.93336485807656,285.5823497242,152.48061072982944,142.72202588159834,226.34879645626367,74.12381814001608
376,-136.61604077222472,7.304646967866901,103.1239297919981,338.1899128521798,172.7179546949213,168.83862529532027,250.22723939994927,164.838958818091,200.71839972583086,131.86458552522961,63.7882677536235
377,-202.3167328828177,8.718476562964383,85.97791539155065,313.70655610972796,261.66279045279873,62.64484307398925,271.7016751992312,153.3242367492066,164.4314238694949,157.91800022610045,105.79441838459653
378,-272.717336638212,10.923971702377955,104.16879115953779,372.3215960892365,158.06829239299617,98.05027663048735,318.25401198605675,165.32442321387916,169.70581719798247,162.36201570878117,47.09751084572605
379,-131.2999570811218,6.82893531530766,80.93839790167324,319.4060116182902,110.75248390356435,177.35003525356697,294.68669918359046,130.07765771272443,216.45882019569927,152.29339397456107,90.15884222314877
380,-126.5131966152466,6.747232532442382,96.194688581055,279.4709856308703,155.08598415629874,145.321070711945,261.8570095613986,108.69555628816144,212.34923343506196,252.7694739697816,75.63463031162794
381,-83.18294575670649,5.267375381076267,76.36956894119459,294.98315106128473,184.3215582748607,129.47271011797847,247.73957873232857,191.33247528638165,188.14071942111667,199.78329501303122,55.41045615816361
382,-57.25482518334285,5.040208918950384,87.87833448195973,276.4324043729451,135.07263213367548,108.10578900808756,308.346267738955,148.9718909057934,164.50300349417765,232.40656024613853,117.34539616537288
383,-145.12244221797815,7.442661210105728,98.01230351318965,240.97121436333086,188.81178564606793,167.57961776386853,247.60959860579308,160.559083561951,166.46068744552863,240.71750851163304,78.47444816697256
384,-179.77424087923427,8.038289867099024,98.8237230069355,320.47040791313884,207.9997424331075,147.3212326884286,269.13487091957205,114.27522813239887,223.04929389945727,121.33713389264015,87.59603418640235
385,-193.3993812095404,8.466283016726095,99.26937068088698,265.7289270039089,203.6887547251785,230.77877339345568,229.33264057552893,129.30741659667245,194.3858220650515,217.7707495279076,20.19086017744209
386,-191.40218948468095,8.575512488346249,89.62607761051598,332.97530459620157,146.50770948403957,99.82989103034201,261.32674550043845,205.1538147034484,181.06838498196737,156.5497238573991,107.7723699113092
387,-151.98113731230515,7.2181588927049845,84.9921376150554,305.0355431320431,175.921918862878,116.75937226045458,278.6176495742425,186.80082746689592,114.28646388276783,215.87095119257813,97.8912176932856
388,-177.464279654528,8.156001677481584,84.79969613863454,291.70147955806806,96.39454036470543,84.33799397449285,365.9785968673033,193.30117966875312,199.34055290486498,204.57817624880985,55.55142447814808
389,-92.89397936166276,5.440925656962392,75.80039757465181,314.3185780718749,155.71533932645926,106.71309307050055,233.5278908838186,224.07722860618824,189.16675488511643,189.10383211274566,78.56122710844193
390,-94.03008940802509,6.341666407759661,100.76513379090044,351.20825918791206,161.80305733140287,112.54218381327641,237.21423769739633,142.13013980259788,143.45376709288917,288.6520487906797,54.180250348991194
391,-178.73593238166922,7.975921730867697,85.48907138294187,273.6477941830738,100.89210809203067,180.8302167060339,254.93357952884182,186.2790980452868,176.72782853194485,210.32897984947132,107.54433912846245
392,-115.12315546153313,6.509473966775836,92.6524268739039,290.9792114228077,171.46566718771626,183.32133318485302,266.26322702155073,152.1621241469663,118.945764864547,233.0231905375359,75.02342569916871
393,-62.95141878180946,5.293966303121067,80.13609414045746,271.72786642358585,139.55366974866445,94.04317323687643,293.10157653050277,155.91922675204006,243.19247190197913,184.2225686292991,109.42339084219786
394,-210.26054372607692,9.150545137131871,96.03815843680245,390.4265404489769,176.17727390354787,120.40010577630714,238.96093076064815,141.0583210816305,175.95346488010725,164.3658091024555,83.84149811147229
395,-142.18596112848368,7.166023662860166,87.94271212669963,288.3380073457819,178.52805705780904,115.18527424704193,197.12445706838508,197.41797101849957,215.23771706139286,193.41159247737417,105.94086778886111
396,-238.82236205765855,9.728365091064717,90.92793306032216,349.3553920308823,156.26475926238697,99.93726567725771,270.382589882707,139.29636328747867,194.57004081002418,181.0246053348148,100.352927779594
397,-138.6736824672928,6.994174785191909,93.14333188331663,291.32382426618267,197.53073730600502,101.90947727249548,246.47974345720172,184.53693102629208,182.8321944138745,182.3930038060735,104.17803251702067
398,-173.03619571639337,7.930858174326971,84.64446329589896,367.4611533008125,147.4891034684905,85.28347008476719,256.16067354769007,192.9451849120285,192.26373718037146,174.52476401280222,75.05585755818318
399,-100.06357802838355,6.120791209483656,95.35827044273105,404.5207711710301,160.81912576707668,54.91834628437533,252.76631241656824,172.06264232731093,169.76411113541917,199.19495882970406,77.1376761336611
400,-134.84195375400793,7.123529429147979,102.13101442282421,340.5187751673619,181.51590319854586,123.87573285873123,232.69418774633039,124.82854513724138,178.60982959984065,263.888182391857,45.25278796523719
401,-146.3831814606297,7.322734493886429,88.61689640233543,283.3036749414169,240.54083468667685,138.98830932198732,219.9747556905118,167.16986615847617,204.69909875624435,184.5845258075833,51.92287870224894
402,-105.10616814753658,6.2749235807958215,83.95752263081991,305.3417333915738,197.4789818961385,112.28023953600184,244.37212692534388,142.8793342167903,213.10211411804696,169.25561940890861,106.47379457234172
403,-16.246605138083403,3.6823662167719817,85.88638751181762,307.9250340673021,109.55209409519745,154.33867593136225,297.29949153487524,118.3566541420067,216.21155509807767,202.65705217983745,84.84338701648679
404,-93.61111293636037,5.620495807814918,80.93678659631288,382.51166640739353,187.9899431291569,98.50833572505996,217.04225083012625,140.80838126402145,167.39981162046283,183.29339304431687,113.63016204460784
405,-198.57507022674707,9.57589601621942,102.95732602133342,350.0756605032939,178.81544565755289,117.63935583937622,277.0926508459252,108.22738343977767,168.2387961149722,229.86105897260026,61.23359269164729
406,-249.5146428329139,9.553729367535468,92.41883814406376,335.8736122021518,188.47244109995384,67.93069365660958,237.64568497608835,136.72181216106904,138.10676055851803,290.71858112951435,95.71435828124069
