bootstrap,delta_tag_mm,rho_percent,rms_mm,delta_A_mm,delta_B_mm,delta_C_mm,delta_D_mm,delta_E_mm,delta_F_mm,delta_G_mm,delta_H_mm
407,-267.5079258841878,11.40563747859764,109.9401290830643,335.9919399604403,184.53220421329075,145.90424058241476,207.79410028461484,141.5140954061113,247.0177508216062,172.42376524043706,56.005847556230464
408,-168.77786506403186,7.925474779457886,101.8338315035626,262.815489164402,115.98749830088411,181.00781168443038,323.6918688362159,162.56854696769412,194.99315805198717,197.71689183549486,52.40267922403703
409,-251.47880146508894,10.558065072143208,102.70024273511693,221.7239232214332,213.87774589452823,173.35988653666286,237.72388616758073,189.31741009273898,202.88086065214094,222.5556797367989,29.744551763261768
410,-185.6168428609625,7.882178703444964,78.6820407229702,320.19398666790033,218.53566559030213,124.83178564350925,232.3659123967449,169.66542291020005,159.84502359618568,177.23388024168716,88.51226701861607
411,-209.73722375307642,8.757063493011685,90.5622616325787,335.1878313616075,117.15783077016683,123.70911464985194,217.78486766648595,158.71805888163144,228.4489979853671,208.77549650043557,101.40174624959934
412,-171.4165972618364,7.693673559312009,102.86992177534663,374.24567928727686,183.6138712021644,127.9349179649027,253.96010931744655,90.18096744230726,159.85034625309729,259.33125616523785,42.06679643271275
413,-161.62859470636928,8.100530158192498,87.54326646580094,243.58048657671245,151.53890135975274,207.36242120936606,312.687229089958,110.01299565003089,236.7420961803391,176.9052614249876,52.3545525739988
414,-152.28534454475857,7.15208449545095,85.27966375933741,300.31347765070086,164.7689449460098,176.1827280298934,217.89424217543532,192.41087992762243,188.9474438287127,162.412848443294,88.25337906347707
415,-115.83506907019012,6.295120184633873,81.84560044769573,318.37626922056904,135.24995333111056,118.30679385944278,295.13722578771444,144.33046208377613,196.22610944191103,186.30671810639788,97.25041223422366
416,-226.98579669853532,9.664052380113652,92.26588198221125,294.50831249113327,201.90023200963188,131.74131974744202,263.68283984812183,191.91610756984727,148.59860617205405,178.5729981559753,80.26352807094
417,-191.63355332826472,8.074311044322613,92.24340471267564,250.20292783979266,169.34707855807574,181.637122668623,315.7013758077458,132.9929443465166,190.89996976932636,168.19448092824751,82.20804414681794
418,-208.16199013002762,9.043317389475192,93.02957563434546,328.03517492020785,158.8100510628815,157.6481964377803,295.6422663311847,185.3445752374817,156.17362445868545,164.676424637187,44.85363097973709
419,-160.4854914601955,7.826578910345194,98.98588796472384,262.31541962623356,192.02777970657584,214.76998285903127,254.56288482083846,137.63429050908758,169.40662689653274,200.80417748635705,59.6627821604891
420,-186.93747972395565,8.665831292554316,105.79019237638467,341.51903446425274,136.7555570049263,182.5917052317325,261.64767888639733,146.66293239747247,201.57812134953414,156.3409028489745,64.0880118818556
421,-184.44347982674194,8.16634046372613,95.87030844356113,328.5865260242642,131.75988723766363,148.68080970954304,284.4588885269503,155.02520047383928,157.72108780201162,186.08241032265016,98.86913396822337
422,-290.3276952715135,11.398652966559197,100.9188376523161,276.270262416561,202.32788985628542,198.49267921483994,272.7705860896545,156.0996287336668,158.16321515072133,195.96630094377394,31.09338165964266
423,-158.97740389894082,8.206479568156766,103.02235127570293,310.278264429442,147.58895836857437,92.46370353275496,248.63739790801458,239.18976749342406,162.70902783320724,189.11810887880827,101.19871562092015
424,-171.49065685130546,8.188959258457729,94.81536063648159,297.82695279025387,166.16916512772215,144.65751556104368,302.3314552995746,163.2207241042069,167.43182577601624,207.302105839441,42.24419956688723
425,-158.45824423687117,8.447340337844622,102.3709253126851,363.1850118948707,142.49116696423567,101.38757618817982,283.57850570839224,88.94114515373279,194.19646129136498,254.4462065609573,62.95787030341211
426,-196.74332743273777,9.071102759250493,88.23324931246368,329.65840396987085,159.64797650261715,175.86963853071163,316.5088364790481,93.44065096804876,153.42946109125293,201.75968698671934,60.869289536876806
427,-182.82012382787948,8.60832320135927,101.10191984754351,252.95682340853182,157.28025167373917,231.4812737317587,264.0564349303067,163.1493072051664,173.47061707557276,201.00509521439642,47.78414082567366
428,-67.53036126263616,4.866117753343069,87.91028313353797,266.4698286302347,202.17539692943225,129.87142904953237,328.03941384481624,126.98207560391447,137.64524994474306,191.38315420705962,108.61739585541295
429,-227.57053895255532,9.12464171043652,102.37215386912312,347.9834301693607,222.8252599431947,166.22771353636443,226.5758330591537,153.74783713700592,141.51937537149826,172.09972192788936,60.204772920678536
430,-105.39009764416524,6.165780319097314,84.31705183484429,255.92773146841884,182.40550632005113,156.05466085064893,322.5874212032795,174.01228010537,161.54394231716137,205.24459974428416,33.40780205593168
431,-104.97112932153541,5.9586207868328245,82.42260794700357,341.6658892323053,164.80773446423987,75.75278695470159,271.3556057140583,103.23449019014888,255.85973690506682,155.37439368996567,123.13330691465922
432,-129.2891433618688,6.3791924389955845,86.29883505461528,284.34246552302784,181.39284030435618,164.8410235741724,275.4613703922073,164.63384532479137,114.52748857982141,233.6036560453807,72.3812543213885
433,-194.7104316719997,9.103357242490517,101.82863164418931,356.5620499745296,205.5094335766946,84.87386714409509,252.0146050159696,186.49563991537443,141.92200330939392,237.8638277138198,25.94251741526861
434,-219.69006622310707,9.667649126355649,108.46277163107858,342.66476303227114,174.5108884293177,198.40588833949474,212.23130628872642,98.43217580816088,203.3802052203004,238.58790616612174,22.970810780752572
435,-324.8343236514547,12.152934130038773,106.10257318970568,350.118759590153,120.55452716545608,86.37895884984927,287.9242839909616,135.27547985359053,230.27708524614485,205.04478822385866,75.61006114513161
436,-180.56901206445582,8.384024477322782,95.13038483132735,341.1265660138124,84.58691364770227,155.47332564221475,231.53432143523875,139.57200811230916,198.2509782095061,242.7496260459743,97.89020495838784
437,12.163137878297372,3.1565144539893453,84.95451492885925,274.7366093256328,160.41486189929782,139.89807679873812,214.96198128363056,160.8132205351685,252.07788653981328,201.011123251232,87.27018443163257
438,-247.68080742872883,10.221521247444798,112.2514687750985,369.52689023347205,124.71945290102934,205.32253929694784,259.662722120599,94.97246368116296,171.17176138536556,197.54435515562065,68.26375929094826
439,-178.476620980796,8.4642117331033,99.29708607883937,417.8473546786949,187.3512455714391,163.52021418299438,256.30063867422217,107.64749803921679,134.94677627170182,191.4449608567745,32.12525579010199
440,-81.0231588627687,5.0871421983266885,79.37748689471991,331.1707154121584,162.38691323856057,133.273030012366,208.44935622292982,213.6430879325197,188.3931526497821,188.42420951468821,65.44347908214081
441,-151.70498297624064,7.959258688237014,96.00303258077211,269.61501680390836,263.82110640188466,218.76733982868905,196.93317260715202,137.3968786165595,189.93678816389126,169.22876880182744,45.48487284123328
442,-34.71352199678389,4.4370178912021885,83.97110862462202,270.1105068881502,165.59274901004085,120.32551537782035,296.2212249124201,164.69843679376743,163.7033381623714,206.44077745442746,104.09139546614782
443,-105.41593615472718,5.990194093336498,82.56031104080024,305.1717500185267,158.27611041951909,173.39196475972824,216.3211045509563,189.21280703258233,188.13252775771926,181.7394381418962,78.93824138421748
444,-194.35603786829301,8.570688253995762,95.11549518554183,268.9218972489423,201.8862944346095,162.01514548322956,224.46269641300856,145.54543822447488,199.82862812632828,213.2085732753753,75.31527085917728
445,-138.36776572240532,7.0641399323939424,88.39155588319808,296.9789018902707,235.51169708936052,94.20193229887792,260.5052628192095,163.5920123127949,195.58826139817694,171.23363147734048,73.57224477911461
446,-161.7923246877611,8.03220377816345,95.77842149394303,285.6902849372158,145.0030903066141,100.60396700347691,330.9772566098669,161.57637460959444,159.87585160039367,215.77550448428087,91.68161451370291
447,-111.74745863900762,6.699777850080224,105.91115911333604,295.1429844134603,199.47094327031277,143.19679722171463,277.5985967068591,168.348515930031,114.36936815589833,193.87367600342046,99.18306236344904
448,-162.08499732181662,7.9223548546970335,90.24606451069663,239.82888121396658,179.61411182031696,192.51238840294135,325.7863560228841,195.81060034221042,126.54830448032348,134.16100868198058,96.92229310052215
449,-210.79656244418368,9.557910100655675,104.08822978197566,410.529057155819,142.8856200120614,123.50651426948775,197.16438247799059,162.80425904214974,208.21411359031995,157.96277825631327,88.11721926100395
450,-207.22128870185105,9.47554744665382,99.04910644555382,319.74090107767125,174.7263871908196,186.92743654451436,275.3727632141219,175.61344799440838,121.07738041654433,170.12562385890516,67.60000376816065
451,-143.39439420557684,7.730433125477454,107.87383154018748,341.35155018476405,175.52408849899157,290.57733145259874,266.1523321917445,138.8566688103674,129.4706025375947,138.76874321446581,10.48262717461887
452,-170.42813346333702,7.809429865038453,83.85678250461183,283.54376309158204,107.11515565135498,221.0916492153315,264.77961227843997,188.17318330407338,172.28666605978927,172.28547066666727,81.90844379790721
453,-109.280962372269,6.1137006412110395,91.53377122692926,345.226444701927,142.59698517938145,72.71260231992134,216.0723561808803,215.9198695353709,194.907927506297,241.69448159872368,62.05327704264391
454,-210.09442979081007,8.961025705184511,91.97094219476945,316.83122437483405,137.12784500750485,198.8138312367108,272.1709640970628,158.88739817852365,130.44987798334688,202.83081437800908,74.07198880915364
455,-13.255098667497574,3.489045596197826,84.92423139055659,291.9739869585606,196.93356937318757,87.5799455782613,241.59101116521964,128.13613936488474,188.5976631180257,236.79283677264158,119.57879173436451
456,-125.30532126687858,6.703884651469139,82.87345184749904,273.7323063163402,115.49130560370486,117.31499735764896,301.51307229448486,194.7379769176786,174.47585844602833,236.17898666171652,77.73944046754335
457,-268.5856398092544,10.738522349061697,108.054578534902,361.21016367088293,122.79491659148616,197.31085289794552,269.47406753582067,139.55209666327863,161.48590250295274,176.42229894347264,62.93364525930632
458,-247.6785128821188,10.278918384143054,95.59313122585912,287.69094034649993,136.3496470113263,146.59087880309238,234.03329049039513,216.80817437668773,185.25062369722008,236.1978835137222,48.26250582620182
459,-160.51980199696317,7.72263024978308,89.43298130410683,256.92742751835107,168.14937583987538,129.22821571345315,267.44487328545017,150.12174051688953,232.59850079874423,210.17242039264724,76.54138999973482
460,-329.33964498007737,12.56054121835164,98.94222810551209,312.6009730763379,190.1991904795398,128.69636545257924,295.30243228350514,161.9996989207733,210.26454563286978,148.47212819987692,43.64861001966352
461,-286.178242894123,11.118723545902753,97.12991005926374,377.56162087427435,165.35785754716557,110.70449578434071,228.35574731886732,160.3459647160923,193.83764919914742,210.79265142177138,44.227957203486596
462,-186.3895866822165,9.024916712762376,108.50772918045189,401.5753871073823,152.38236054515406,178.0887223326856,269.22794424038057,144.73783972484705,126.72080082616395,159.20699418426355,59.2438951042686
463,-203.4199394804298,9.082639674399218,99.19203437944132,317.7965390923511,142.77512817864542,151.78245981887278,252.181743360709,80.72651943081546,148.82953299175233,344.5317435822801,52.56027760971946
464,-197.4420860203233,8.835659246981287,97.59757692785618,307.61561627029624,195.635268679424,107.2073371859134,233.2491708412225,133.79347846548944,135.46228420553183,312.78040370777035,65.44038470949789
465,-99.22732466336831,5.744199360178115,82.92038010808797,281.07276967469835,197.29369527527678,188.43861481913933,214.04523551146488,198.57654727266782,135.16729235560575,194.5339960296351,82.05579312665766
466,-128.0220419831965,7.1920428913323065,96.87945630858535,359.79307370518393,153.91102696331467,97.0323903973125,274.46037113540353,107.36086647900134,207.3943755714121,234.31634947706715,56.91549033645046
467,-176.20996630798632,8.664973726367009,105.23642184507848,345.1760476356932,114.14186107197307,141.43155549690474,289.15325934284783,155.3166515157808,161.74369277269042,192.72973731020303,91.4911389190526
468,-50.921948570717895,5.11451824642748,98.3649489381418,315.61182731561087,125.4230452321312,143.7827726993417,302.90366272522635,96.43812499580226,192.86167680954966,249.31297593398938,64.84985835349418
469,-95.48392308752295,6.054902177409005,93.48063797388566,287.1860232724098,189.07008906404158,106.01585446583756,257.77327198425445,133.8047276778841,192.10686271632912,268.1588228879706,57.068291996418395
