lane,run_id,status,start_utc,end_utc,log_path
truefull,phase4_L17_TRUEFULL_S02_5090D_DUALLANE_20260606T221157Z,done,2026-06-07T08:58:55Z,2026-06-07T09:04:34Z,runs/phase4_algorithm_factory/phase4_MAXMACHINE_DUALLANE_5090D_20260606T221157Z/logs/phase4_L17_TRUEFULL_S02_5090D_DUALLANE_20260606T221157Z.log
truefull,phase4_L17_TRUEFULL_S04_5090D_DUALLANE_20260606T221157Z,done,2026-06-07T09:10:12Z,2026-06-07T09:21:11Z,runs/phase4_algorithm_factory/phase4_MAXMACHINE_DUALLANE_5090D_20260606T221157Z/logs/phase4_L17_TRUEFULL_S04_5090D_DUALLANE_20260606T221157Z.log
truefull,phase4_L18_TRUEFULL_S01_5090D_DUALLANE_20260606T221157Z,done,2026-06-07T09:10:12Z,2026-06-07T09:21:25Z,runs/phase4_algorithm_factory/phase4_MAXMACHINE_DUALLANE_5090D_20260606T221157Z/logs/phase4_L18_TRUEFULL_S01_5090D_DUALLANE_20260606T221157Z.log
truefull,phase4_L18_TRUEFULL_S00_5090D_DUALLANE_20260606T221157Z,done,2026-06-07T09:10:12Z,2026-06-07T09:21:25Z,runs/phase4_algorithm_factory/phase4_MAXMACHINE_DUALLANE_5090D_20260606T221157Z/logs/phase4_L18_TRUEFULL_S00_5090D_DUALLANE_20260606T221157Z.log
truefull,phase4_L18_TRUEFULL_S02_5090D_DUALLANE_20260606T221157Z,done,2026-06-07T09:21:11Z,2026-06-07T09:31:57Z,runs/phase4_algorithm_factory/phase4_MAXMACHINE_DUALLANE_5090D_20260606T221157Z/logs/phase4_L18_TRUEFULL_S02_5090D_DUALLANE_20260606T221157Z.log
truefull,phase4_L18_TRUEFULL_S04_5090D_DUALLANE_20260606T221157Z,done,2026-06-07T09:21:25Z,2026-06-07T09:32:13Z,runs/phase4_algorithm_factory/phase4_MAXMACHINE_DUALLANE_5090D_20260606T221157Z/logs/phase4_L18_TRUEFULL_S04_5090D_DUALLANE_20260606T221157Z.log
truefull,phase4_L18_TRUEFULL_S03_5090D_DUALLANE_20260606T221157Z,done,2026-06-07T09:21:25Z,2026-06-07T09:32:30Z,runs/phase4_algorithm_factory/phase4_MAXMACHINE_DUALLANE_5090D_20260606T221157Z/logs/phase4_L18_TRUEFULL_S03_5090D_DUALLANE_20260606T221157Z.log
truefull,phase4_L19_TRUEFULL_S00_5090D_DUALLANE_20260606T221157Z,done,2026-06-07T09:31:57Z,2026-06-07T09:42:44Z,runs/phase4_algorithm_factory/phase4_MAXMACHINE_DUALLANE_5090D_20260606T221157Z/logs/phase4_L19_TRUEFULL_S00_5090D_DUALLANE_20260606T221157Z.log
truefull,phase4_L19_TRUEFULL_S01_5090D_DUALLANE_20260606T221157Z,done,2026-06-07T09:32:13Z,2026-06-07T09:43:09Z,runs/phase4_algorithm_factory/phase4_MAXMACHINE_DUALLANE_5090D_20260606T221157Z/logs/phase4_L19_TRUEFULL_S01_5090D_DUALLANE_20260606T221157Z.log
truefull,phase4_L19_TRUEFULL_S02_5090D_DUALLANE_20260606T221157Z,done,2026-06-07T09:32:30Z,2026-06-07T09:43:28Z,runs/phase4_algorithm_factory/phase4_MAXMACHINE_DUALLANE_5090D_20260606T221157Z/logs/phase4_L19_TRUEFULL_S02_5090D_DUALLANE_20260606T221157Z.log
truefull,phase4_L19_TRUEFULL_S03_5090D_DUALLANE_20260606T221157Z,done,2026-06-07T09:42:44Z,2026-06-07T09:50:50Z,runs/phase4_algorithm_factory/phase4_MAXMACHINE_DUALLANE_5090D_20260606T221157Z/logs/phase4_L19_TRUEFULL_S03_5090D_DUALLANE_20260606T221157Z.log
truefull,phase4_L19_TRUEFULL_S04_5090D_DUALLANE_20260606T221157Z,done,2026-06-07T09:43:09Z,2026-06-07T09:51:10Z,runs/phase4_algorithm_factory/phase4_MAXMACHINE_DUALLANE_5090D_20260606T221157Z/logs/phase4_L19_TRUEFULL_S04_5090D_DUALLANE_20260606T221157Z.log
