sweep,rx_id,rx,source_kind,tx_id,tx,source_addr,directed_link,raw_distance_mm,rx_timestamp,carrier_integrator,first_path,fp_amp1,fp_amp2,fp_amp3,fp_amp_sum,max_growth_cir,rx_pream_count,std_noise,max_noise,snr_proxy,peak_over_fp,noise_over_fp,raw_line,round_master,raw_distance_valid,valid_raw_distance_mm
6,1,B,A,3,D,0xa103,B<-D,5648,547871232,-1126,47612,6991,6169,3756,16916,2323,122,48,1123,352.4166666666667,0.13732560889099077,0.0028375502482856467,[AUTOPOS] ANCHOR_CTRL[6] notify: ACRX;1;6;1;A;3;0xa103;5648;547871232;-1126;47612;6991;6169;3756;2323;122;48;1123,B,True,5648.0
6,1,B,A,5,F,0xa105,B<-F,1600,2208698378,-6085,47638,6706,7438,6540,20684,1914,122,44,1053,470.09090909090907,0.09253529298008122,0.0021272481144846258,[AUTOPOS] ANCHOR_CTRL[6] notify: ACRX;1;6;1;A;5;0xa105;1600;2208698378;-6085;47638;6706;7438;6540;1914;122;44;1053,B,True,1600.0
6,1,B,A,6,G,0xa106,B<-G,3685,3240044705,5292,47749,2250,6700,7204,16154,2147,122,48,1123,336.5416666666667,0.1329082580165903,0.0029714002723783585,[AUTOPOS] ANCHOR_CTRL[6] notify: ACRX;1;6;1;A;6;0xa106;3685;3240044705;5292;47749;2250;6700;7204;2147;122;48;1123,B,True,3685.0
15,4,E,A,1,B,0xa101,E<-B,-1,3927306074,-3812,47974,6873,7305,5449,19627,2089,124,40,913,490.675,0.10643501299230651,0.0020380088653385643,[AUTOPOS] ANCHOR_CTRL[1] notify: ACRX;1;15;4;A;1;0xa101;-1;3927306074;-3812;47974;6873;7305;5449;2089;124;40;913,B,False,
15,6,G,A,1,B,0xa101,G<-B,-1,4040525783,-5418,48091,5258,7375,6269,18902,2238,122,48,1131,393.7916666666667,0.11840016929425458,0.0025394138186435296,[AUTOPOS] ANCHOR_CTRL[3] notify: ACRX;1;15;6;A;1;0xa101;-1;4040525783;-5418;48091;5258;7375;6269;2238;122;48;1131,B,False,
6,1,B,A,7,H,0xa107,B<-H,5413,4269789342,-294,47778,5141,6850,5498,17489,2081,122,48,1087,364.3541666666667,0.11898907884956259,0.002744582308879867,[AUTOPOS] ANCHOR_CTRL[6] notify: ACRX;1;6;1;A;7;0xa107;5413;4269789342;-294;47778;5141;6850;5498;2081;122;48;1087,B,True,5413.0
7,1,B,A,0,A,0xa100,B<-A,4754,2663096315,-2135,48119,7054,7347,4581,18982,2324,122,44,1035,431.40909090909093,0.12243177747339584,0.0023179854599093878,[AUTOPOS] ANCHOR_CTRL[6] notify: ACRX;1;7;1;A;0;0xa100;4754;2663096315;-2135;48119;7054;7347;4581;2324;122;44;1035,B,True,4754.0
7,1,B,A,2,C,0xa102,B<-C,3339,3688607260,642,48152,7159,5230,4366,16755,2103,122,56,1257,299.19642857142856,0.12551477170993733,0.0033422858848105043,[AUTOPOS] ANCHOR_CTRL[6] notify: ACRX;1;7;1;A;2;0xa102;3339;3688607260;642;48152;7159;5230;4366;2103;122;56;1257,B,True,3339.0
17,5,F,A,1,B,0xa101,F<-B,-1,302421167,5900,47763,6319,7344,7285,20948,2044,122,48,1141,436.4166666666667,0.09757494748902043,0.0022913881993507734,[AUTOPOS] ANCHOR_CTRL[4] notify: ACRX;1;17;5;A;1;0xa101;-1;302421167;5900;47763;6319;7344;7285;2044;122;48;1141,B,False,
9,0,A,A,1,B,0xa101,A<-B,-1,2563619452,-1309,47736,7391,6562,4038,17991,2532,121,44,1034,408.8863636363636,0.14073703518425879,0.0024456672780834863,[AUTOPOS] ANCHOR_CTRL[5] notify: ACRX;1;9;0;A;1;0xa101;-1;2563619452;-1309;47736;7391;6562;4038;2532;121;44;1034,B,False,
19,2,C,A,1,B,0xa101,C<-B,-1,3867314012,-487,47944,6676,7323,5956,19955,2108,121,52,1224,383.75,0.10563768479077926,0.0026058631921824105,[AUTOPOS] ANCHOR_CTRL[2] notify: ACRX;1;19;2;A;1;0xa101;-1;3867314012;-487;47944;6676;7323;5956;2108;121;52;1224,B,False,
17,3,D,A,1,B,0xa101,D<-B,-1,2110996721,-1690,47845,7126,6484,5041,18651,2189,119,44,1083,423.8863636363636,0.11736636105302664,0.0023591228352367166,[AUTOPOS] ANCHOR_CTRL[7] notify: ACRX;1;17;3;A;1;0xa101;-1;2110996721;-1690;47845;7126;6484;5041;2189;119;44;1083,B,False,
16,6,G,A,1,B,0xa101,G<-B,-1,3633450507,-5415,47639,4485,7751,7015,19251,2320,124,44,1088,437.52272727272725,0.12051322009246274,0.0022855955534777416,[AUTOPOS] ANCHOR_CTRL[3] notify: ACRX;1;16;6;A;1;0xa101;-1;3633450507;-5415;47639;4485;7751;7015;2320;124;44;1088,B,False,
7,1,B,A,4,E,0xa104,B<-E,4489,999648442,1099,47790,6452,7320,5022,18794,2073,122,52,1238,361.4230769230769,0.11030115994466319,0.002766840481004576,[AUTOPOS] ANCHOR_CTRL[6] notify: ACRX;1;7;1;A;4;0xa104;4489;999648442;1099;47790;6452;7320;5022;2073;122;52;1238,B,True,4489.0
7,1,B,A,5,F,0xa105,B<-F,1569,2071783748,-6080,47952,6896,7361,6740,20997,1871,122,48,1141,437.4375,0.08910796780492451,0.002286040862980426,[AUTOPOS] ANCHOR_CTRL[6] notify: ACRX;1;7;1;A;5;0xa105;1569;2071783748;-6080;47952;6896;7361;6740;1871;122;48;1141,B,True,1569.0
7,1,B,A,6,G,0xa106,B<-G,3724,3101061040,5214,48020,4947,7166,6455,18568,2174,122,44,1036,422.0,0.11708315381301164,0.002369668246445498,[AUTOPOS] ANCHOR_CTRL[6] notify: ACRX;1;7;1;A;6;0xa106;3724;3101061040;5214;48020;4947;7166;6455;2174;122;44;1036,B,True,3724.0
16,4,E,A,1,B,0xa101,E<-B,-1,3563566325,-3849,47857,7216,7242,4763,19221,2081,122,52,1228,369.63461538461536,0.108266999635815,0.002705374330159721,[AUTOPOS] ANCHOR_CTRL[1] notify: ACRX;1;16;4;A;1;0xa101;-1;3563566325;-3849;47857;7216;7242;4763;2081;122;52;1228,B,False,
18,5,F,A,1,B,0xa101,F<-B,-1,4183139738,5960,47990,7107,7361,4636,19104,1919,118,48,1187,398.0,0.1004501675041876,0.002512562814070352,[AUTOPOS] ANCHOR_CTRL[4] notify: ACRX;1;18;5;A;1;0xa101;-1;4183139738;5960;47990;7107;7361;4636;1919;118;48;1187,B,False,
10,0,A,A,1,B,0xa101,A<-B,-1,2125157676,-1494,47912,6009,5715,4338,16062,1534,105,40,906,401.55,0.09550491844104096,0.0024903498941601294,[AUTOPOS] ANCHOR_CTRL[5] notify: ACRX;1;10;0;A;1;0xa101;-1;2125157676;-1494;47912;6009;5715;4338;1534;105;40;906,B,False,
20,2,C,A,1,B,0xa101,C<-B,-1,3440189553,-531,47725,7171,7214,5065,19450,2310,120,64,1501,303.90625,0.11876606683804627,0.003290488431876607,[AUTOPOS] ANCHOR_CTRL[2] notify: ACRX;1;20;2;A;1;0xa101;-1;3440189553;-531;47725;7171;7214;5065;2310;120;64;1501,B,False,
8,1,B,A,0,A,0xa100,B<-A,4703,2187802978,-2117,47974,6564,7409,5600,19573,2214,122,36,851,543.6944444444445,0.11311500536453277,0.001839268379911102,[AUTOPOS] ANCHOR_CTRL[6] notify: ACRX;1;8;1;A;0;0xa100;4703;2187802978;-2117;47974;6564;7409;5600;2214;122;36;851,B,True,4703.0
8,1,B,A,2,C,0xa102,B<-C,3463,3222864108,605,47832,7108,6064,4556,17728,2175,122,48,1080,369.3333333333333,0.12268727436823104,0.002707581227436823,[AUTOPOS] ANCHOR_CTRL[6] notify: ACRX;1;8;1;A;2;0xa102;3463;3222864108;605;47832;7108;6064;4556;2175;122;48;1080,B,True,3463.0
8,1,B,A,4,E,0xa104,B<-E,4539,635923761,1028,47909,6179,7241,5619,19039,2057,122,52,1226,366.13461538461536,0.1080413887283996,0.0027312358842376174,[AUTOPOS] ANCHOR_CTRL[6] notify: ACRX;1;8;1;A;4;0xa104;4539;635923761;1028;47909;6179;7241;5619;2057;122;52;1226,B,True,4539.0
18,3,D,A,1,B,0xa101,D<-B,-1,1695043768,-1946,47788,6701,6366,4546,17613,2202,119,48,1121,366.9375,0.12502129109180718,0.0027252597513200477,[AUTOPOS] ANCHOR_CTRL[7] notify: ACRX;1;18;3;A;1;0xa101;-1;1695043768;-1946;47788;6701;6366;4546;2202;119;48;1121,B,False,
8,1,B,A,5,F,0xa105,B<-F,1573,1657506395,-6074,47719,7280,7179,5519,19978,1925,122,48,1139,416.2083333333333,0.09635599159074983,0.002402642907197918,[AUTOPOS] ANCHOR_CTRL[6] notify: ACRX;1;8;1;A;5;0xa105;1573;1657506395;-6074;47719;7280;7179;5519;1925;122;48;1139,B,True,1573.0
8,1,B,A,6,G,0xa106,B<-G,3691,2694011249,5273,47957,5493,7325,7152,19970,2198,122,36,850,554.7222222222222,0.1100650976464697,0.001802704056084126,[AUTOPOS] ANCHOR_CTRL[6] notify: ACRX;1;8;1;A;6;0xa106;3691;2694011249;5273;47957;5493;7325;7152;2198;122;36;850,B,True,3691.0
17,4,E,A,1,B,0xa101,E<-B,-1,3147966415,-4032,48083,4560,7133,6357,18050,1854,119,44,1039,410.22727272727275,0.10271468144044321,0.002437673130193906,[AUTOPOS] ANCHOR_CTRL[1] notify: ACRX;1;17;4;A;1;0xa101;-1;3147966415;-4032;48083;4560;7133;6357;1854;119;44;1039,B,False,
19,5,F,A,1,B,0xa101,F<-B,-1,3840497974,5893,47890,5846,7647,7389,20882,2024,122,48,1186,435.0416666666667,0.09692558184081984,0.002298630399387032,[AUTOPOS] ANCHOR_CTRL[4] notify: ACRX;1;19;5;A;1;0xa101;-1;3840497974;5893;47890;5846;7647;7389;2024;122;48;1186,B,False,
18,7,H,A,1,B,0xa101,H<-B,-1,3084338400,-2800,47836,4318,6714,5433,16465,1830,123,36,787,457.3611111111111,0.11114485271788642,0.002186456119040389,[AUTOPOS] ANCHOR_CTRL[0] notify: ACRX;1;18;7;A;1;0xa101;-1;3084338400;-2800;47836;4318;6714;5433;1830;123;36;787,B,False,
17,6,G,A,1,B,0xa101,G<-B,-1,3290378061,-5448,47961,5482,7740,6950,20172,2368,124,48,1174,420.25,0.1173904421971049,0.002379535990481856,[AUTOPOS] ANCHOR_CTRL[3] notify: ACRX;1;17;6;A;1;0xa101;-1;3290378061;-5448;47961;5482;7740;6950;2368;124;48;1174,B,False,
9,1,B,A,0,A,0xa100,B<-A,4734,1749343421,-2168,47793,7266,7132,4732,19130,2384,122,44,1034,434.77272727272725,0.12462101411395714,0.002300052273915316,[AUTOPOS] ANCHOR_CTRL[6] notify: ACRX;1;9;1;A;0;0xa100;4734;1749343421;-2168;47793;7266;7132;4732;2384;122;44;1034,B,True,4734.0
9,1,B,A,2,C,0xa102,B<-C,3412,2795742662,707,48058,6696,4725,2861,14282,2051,122,48,1040,297.5416666666667,0.14360733790785604,0.0033608738271950706,[AUTOPOS] ANCHOR_CTRL[6] notify: ACRX;1;9;1;A;2;0xa102;3412;2795742662;707;48058;6696;4725;2861;2051;122;48;1040,B,True,3412.0
9,1,B,A,4,E,0xa104,B<-E,4591,220339808,736,47700,4731,7283,6871,18885,2057,122,52,1228,363.1730769230769,0.1089224252051893,0.002753508075191951,[AUTOPOS] ANCHOR_CTRL[6] notify: ACRX;1;9;1;A;4;0xa104;4591;220339808;736;47700;4731;7283;6871;2057;122;52;1228,B,True,4591.0
9,1,B,A,5,F,0xa105,B<-F,1575,1314836162,-6030,47822,6796,7302,6552,20650,1889,122,48,1137,430.2083333333333,0.09147699757869249,0.002324455205811138,[AUTOPOS] ANCHOR_CTRL[6] notify: ACRX;1;9;1;A;5;0xa105;1575;1314836162;-6030;47822;6796;7302;6552;1889;122;48;1137,B,True,1575.0
9,1,B,A,6,G,0xa106,B<-G,3732,2350963768,5091,47644,6288,7480,6061,19829,2230,122,44,1037,450.65909090909093,0.11246154622018256,0.002218972212416158,[AUTOPOS] ANCHOR_CTRL[6] notify: ACRX;1;9;1;A;6;0xa106;3732;2350963768;5091;47644;6288;7480;6061;2230;122;44;1037,B,True,3732.0
9,1,B,A,7,H,0xa107,B<-H,5482,3391390361,-375,47757,3276,6641,7162,17079,2062,122,52,1169,328.4423076923077,0.12073306399672112,0.003044674746765033,[AUTOPOS] ANCHOR_CTRL[6] notify: ACRX;1;9;1;A;7;0xa107;5482;3391390361;-375;47757;3276;6641;7162;2062;122;52;1169,B,True,5482.0
0,2,C,A,0,A,0xa100,C<-A,5148,1296866646,-2870,47962,2123,2653,2298,7074,1286,122,24,435,294.75,0.18179247950240315,0.0033927056827820186,[AUTOPOS] ANCHOR_CTRL[2] notify: ACRX;1;0;2;A;0;0xa100;5148;1296866646;-2870;47962;2123;2653;2298;1286;122;24;435,C,True,5148.0
1,1,B,A,2,C,0xa102,B<-C,-1,1531922504,537,47660,7058,6020,4185,17263,2115,124,48,1082,359.6458333333333,0.1225163644789434,0.0027805132364015525,[AUTOPOS] ANCHOR_CTRL[6] notify: ACRX;1;1;1;A;2;0xa102;-1;1531922504;537;47660;7058;6020;4185;2115;124;48;1082,C,False,
0,2,C,A,1,B,0xa101,C<-B,3481,2333575641,-430,48053,7049,5308,3524,15881,1996,122,48,1083,330.8541666666667,0.12568478055538065,0.0030224796927145648,[AUTOPOS] ANCHOR_CTRL[2] notify: ACRX;1;0;2;A;1;0xa101;3481;2333575641;-430;48053;7049;5308;3524;1996;122;48;1083,C,True,3481.0
0,2,C,A,3,D,0xa103,C<-D,3977,3391890816,-2064,47996,7455,7274,4038,18767,1975,122,44,1045,426.52272727272725,0.10523791762135663,0.0023445409495390845,[AUTOPOS] ANCHOR_CTRL[2] notify: ACRX;1;0;2;A;3;0xa103;3977;3391890816;-2064;47996;7455;7274;4038;1975;122;44;1045,C,True,3977.0
0,2,C,A,4,E,0xa104,C<-E,5025,137208386,179,47662,6348,7282,4938,18568,2046,122,44,1028,422.0,0.11018957345971564,0.002369668246445498,[AUTOPOS] ANCHOR_CTRL[2] notify: ACRX;1;0;2;A;4;0xa104;5025;137208386;179;47662;6348;7282;4938;2046;122;44;1028,C,True,5025.0
18,4,E,A,2,C,0xa102,E<-C,-1,2341295245,-2686,47769,4935,7587,6827,19349,2298,124,48,1172,403.1041666666667,0.11876582769135356,0.002480748359088325,[AUTOPOS] ANCHOR_CTRL[1] notify: ACRX;1;18;4;A;2;0xa102;-1;2341295245;-2686;47769;4935;7587;6827;2298;124;48;1172,C,False,
20,5,F,A,2,C,0xa102,F<-C,-1,2967320352,6636,47876,2717,5795,7161,15673,2328,124,44,997,356.20454545454544,0.14853569833471575,0.0028073757417214316,[AUTOPOS] ANCHOR_CTRL[4] notify: ACRX;1;20;5;A;2;0xa102;-1;2967320352;6636;47876;2717;5795;7161;2328;124;44;997,C,False,
19,7,H,A,2,C,0xa102,H<-C,-1,1887787383,-2303,47987,7675,7032,4426,19133,2089,123,68,1649,281.36764705882354,0.10918308681335911,0.00355406888621753,[AUTOPOS] ANCHOR_CTRL[0] notify: ACRX;1;19;7;A;2;0xa102;-1;1887787383;-2303;47987;7675;7032;4426;2089;123;68;1649,C,False,
11,0,A,A,2,C,0xa102,A<-C,-1,949782820,-625,47888,1677,2774,2919,7370,1405,119,24,485,307.0833333333333,0.19063772048846675,0.0032564450474898234,[AUTOPOS] ANCHOR_CTRL[5] notify: ACRX;1;11;0;A;2;0xa102;-1;949782820;-625;47888;1677;2774;2919;1405;119;24;485,C,False,
18,6,G,A,2,C,0xa102,G<-C,-1,2051444693,-4639,47569,5104,4347,4583,14034,2325,125,60,1426,233.9,0.16566908935442498,0.004275331338178709,[AUTOPOS] ANCHOR_CTRL[3] notify: ACRX;1;18;6;A;2;0xa102;-1;2051444693;-4639;47569;5104;4347;4583;2325;125;60;1426,C,False,
0,2,C,A,6,G,0xa106,C<-G,1664,1836225584,4777,47620,5429,2935,4305,12669,1721,122,60,1416,211.15,0.13584339726892414,0.004735969689793985,[[AUTOPOS] ANCHOR_CTRL[2] notify: ACRX;1;0;2;A;6;0xa106;1664;1836225584;4777;47620;5429;2935;4305;1721;122;60;1416,C,True,1664.0
0,2,C,A,7,H,0xa107,C<-H,4055,2918133118,-1161,48002,4982,7242,6710,18934,2049,122,60,1406,315.56666666666666,0.1082180204922362,0.0031689025034329775,[AUTOPOS] ANCHOR_CTRL[2] notify: ACRX;1;0;2;A;7;0xa107;4055;2918133118;-1161;48002;4982;7242;6710;2049;122;60;1406,C,True,4055.0
19,3,D,A,2,C,0xa102,D<-C,-1,531655467,-1154,47911,7539,7606,5776,20921,2365,123,52,1227,402.3269230769231,0.11304430954543282,0.0024855408441279096,[AUTOPOS] ANCHOR_CTRL[7] notify: ACRX;1;19;3;A;2;0xa102;-1;531655467;-1154;47911;7539;7606;5776;2365;123;52;1227,C,False,
1,2,C,A,1,B,0xa101,C<-B,3446,1982464333,-372,47953,7022,7451,5732,20205,2165,122,56,1313,360.80357142857144,0.10715169512496907,0.0027715911902994306,[AUTOPOS] ANCHOR_CTRL[2] notify: ACRX;1;1;2;A;1;0xa101;3446;1982464333;-372;47953;7022;7451;5732;2165;122;56;1313,C,True,3446.0
1,2,C,A,3,D,0xa103,C<-D,4014,3065374949,-2210,47849,7316,7474,5529,20319,2237,122,52,1228,390.75,0.11009400068901029,0.0025591810620601407,[AUTOPOS] ANCHOR_CTRL[2] notify: ACRX;1;1;2;A;3;0xa103;4014;3065374949;-2210;47849;7316;7474;5529;2237;122;52;1228,C,True,4014.0
19,4,E,A,2,C,0xa102,E<-C,-1,2014367189,-3692,47577,5012,7754,7084,19850,2299,124,48,1170,413.5416666666667,0.11581863979848867,0.0024181360201511333,[AUTOPOS] ANCHOR_CTRL[1] notify: ACRX;1;19;4;A;2;0xa102;-1;2014367189;-3692;47577;5012;7754;7084;2299;124;48;1170,C,False,
20,3,D,A,2,C,0xa102,D<-C,-1,205136847,-1518,48067,4129,6774,7003,17906,2044,117,48,1136,373.0416666666667,0.11415168100078187,0.0026806656986484976,[AUTOPOS] ANCHOR_CTRL[7] notify: ACRX;1;20;3;A;2;0xa102;-1;205136847;-1518;48067;4129;6774;7003;2044;117;48;1136,C,False,
21,5,F,A,2,C,0xa102,F<-C,-1,2632697257,6466,48013,2621,6779,6996,16396,2372,122,44,996,372.6363636363636,0.1446694315686753,0.002683581361307636,[AUTOPOS] ANCHOR_CTRL[4] notify: ACRX;1;21;5;A;2;0xa102;-1;2632697257;6466;48013;2621;6779;6996;2372;122;44;996,C,False,
20,7,H,A,2,C,0xa102,H<-C,-1,1563370720,-2420,47844,5992,7223,5261,18476,1900,121,40,944,461.9,0.10283611171249188,0.002164970772894566,[AUTOPOS] ANCHOR_CTRL[0] notify: ACRX;1;20;7;A;2;0xa102;-1;1563370720;-2420;47844;5992;7223;5261;1900;121;40;944,C,False,
12,0,A,A,2,C,0xa102,A<-C,-1,936886355,-1266,47695,1777,3032,3099,7908,1491,123,28,523,282.42857142857144,0.18854324734446132,0.0035407182599898838,[AUTOPOS] ANCHOR_CTRL[5] notify: ACRX;1;12;0;A;2;0xa102;-1;936886355;-1266;47695;1777;3032;3099;1491;123;28;523,C,False,
2,1,B,A,2,C,0xa102,B<-C,-1,1180813000,535,47788,6480,5200,3636,15316,1984,119,44,997,348.09090909090907,0.12953773831287543,0.002872812744841995,[AUTOPOS] ANCHOR_CTRL[6] notify: ACRX;1;2;1;A;2;0xa102;-1;1180813000;535;47788;6480;5200;3636;1984;119;44;997,C,False,
19,6,G,A,2,C,0xa102,G<-C,-1,2069437509,-4772,47689,6577,3420,5001,14998,2216,123,60,1422,249.96666666666667,0.14775303373783172,0.0040005334044539275,[AUTOPOS] ANCHOR_CTRL[3] notify: ACRX;1;19;6;A;2;0xa102;-1;2069437509;-4772;47689;6577;3420;5001;2216;123;60;1422,C,False,
1,2,C,A,4,E,0xa104,C<-E,5089,4105260816,59,47884,4302,6597,6712,17611,1873,122,64,1423,275.171875,0.10635398330588837,0.003634092328658225,[AUTOPOS] ANCHOR_CTRL[2] notify: ACRX;1;1;2;A;4;0xa104;5089;4105260816;59;47884;4302;6597;6712;1873;122;64;1423,C,True,5089.0
1,2,C,A,5,F,0xa105,C<-F,3551,828697474,-6551,48014,2299,7135,6782,16216,2255,122,44,1001,368.54545454545456,0.13906018746916626,0.002713369511593488,[AUTOPOS] ANCHOR_CTRL[2] notify: ACRX;1;1;2;A;5;0xa105;3551;828697474;-6551;48014;2299;7135;6782;2255;122;44;1001,C,True,3551.0
2,2,C,A,0,A,0xa100,C<-A,5162,665293904,-2869,47692,2065,2669,2877,7611,1365,122,24,458,317.125,0.17934568387859676,0.0031533307055577452,[AUTOPOS] ANCHOR_CTRL[2] notify: ACRX;1;2;2;A;0;0xa100;5162;665293904;-2869;47692;2065;2669;2877;1365;122;24;458,C,True,5162.0
13,0,A,A,2,C,0xa102,A<-C,-1,318210608,-545,47652,1835,3184,2372,7391,1540,120,28,532,263.9642857142857,0.20836152076850223,0.0037883912867000408,[AUTOPOS] ANCHOR_CTRL[5] notify: ACRX;1;13;0;A;2;0xa102;-1;318210608;-545;47652;1835;3184;2372;1540;120;28;532,C,False,
3,1,B,A,2,C,0xa102,B<-C,-1,884580899,477,33783,1091,1355,855,3301,1631,119,36,751,91.69444444444444,0.49409269918206605,0.01090578612541654,[AUTOPOS] ANCHOR_CTRL[6] notify: ACRX;1;3;1;A;2;0xa102;-1;884580899;477;33783;1091;1355;855;1631;119;36;751,C,False,
4,1,B,A,2,C,0xa102,B<-C,-1,1563515314,538,48022,6902,5732,4525,17159,1936,118,48,1082,357.4791666666667,0.11282708782563086,0.0027973658138586164,[AUTOPOS] ANCHOR_CTRL[6] notify: ACRX;1;4;1;A;2;0xa102;-1;1563515314;538;48022;6902;5732;4525;1936;118;48;1082,C,False,
2,2,C,A,3,D,0xa103,C<-D,4006,3067303470,-1854,47658,7458,7331,5363,20152,2303,122,56,1315,359.85714285714283,0.11428146089718143,0.00277888050813815,[AUTOPOS] ANCHOR_CTRL[2] notify: ACRX;1;2;2;A;3;0xa103;4006;3067303470;-1854;47658;7458;7331;5363;2303;122;56;1315,C,True,4006.0
2,2,C,A,4,E,0xa104,C<-E,5061,4107491613,376,47889,4037,6872,7020,17929,1791,122,48,1082,373.5208333333333,0.09989402643761504,0.002677226839199063,[AUTOPOS] ANCHOR_CTRL[2] notify: ACRX;1;2;2;A;4;0xa104;5061;4107491613;376;47889;4037;6872;7020;1791;122;48;1082,C,True,5061.0
2,2,C,A,5,F,0xa105,C<-F,3574,829518227,-6550,48031,4005,7229,5704,16938,2239,122,52,1220,325.7307692307692,0.13218797969063645,0.003070020073208171,[AUTOPOS] ANCHOR_CTRL[2] notify: ACRX;1;2;2;A;5;0xa105;3574;829518227;-6550;48031;4005;7229;5704;2239;122;52;1220,C,True,3574.0
20,4,E,A,2,C,0xa102,E<-C,-1,2016584138,-3423,48078,3838,7200,6825,17863,1912,119,44,1030,405.97727272727275,0.10703689189945698,0.002463192073000056,[AUTOPOS] ANCHOR_CTRL[1] notify: ACRX;1;20;4;A;2;0xa102;-1;2016584138;-3423;48078;3838;7200;6825;1912;119;44;1030,C,False,
21,3,D,A,2,C,0xa102,D<-C,-1,207062163,-1369,47751,4011,7305,7193,18509,2131,117,48,1187,385.6041666666667,0.11513317845372521,0.002593332973148198,[AUTOPOS] ANCHOR_CTRL[7] notify: ACRX;1;21;3;A;2;0xa102;-1;207062163;-1369;47751;4011;7305;7193;2131;117;48;1187,C,False,
22,5,F,A,2,C,0xa102,F<-C,-1,2633550242,6548,47990,5815,7469,4658,17942,2428,123,44,1039,407.77272727272725,0.13532493590458142,0.0024523464496711625,[AUTOPOS] ANCHOR_CTRL[4] notify: ACRX;1;22;5;A;2;0xa102;-1;2633550242;6548;47990;5815;7469;4658;2428;123;44;1039,C,False,
21,7,H,A,2,C,0xa102,H<-C,-1,1441124667,-2074,47927,7420,6401,3838,17659,1913,118,68,1651,259.69117647058823,0.10833003001302452,0.0038507276742737414,[AUTOPOS] ANCHOR_CTRL[0] notify: ACRX;1;21;7;A;2;0xa102;-1;1441124667;-2074;47927;7420;6401;3838;1913;118;68;1651,C,False,
2,2,C,A,7,H,0xa107,C<-H,4019,2471486394,-821,48062,7021,6686,3661,17368,2163,122,64,1429,271.375,0.12453938277291571,0.0036849378166743437,[AUTOPOS] ANCHOR_CTRL[2] notify: ACRX;1;2;2;A;7;0xa107;4019;2471486394;-821;48062;7021;6686;3661;2163;122;64;1429,C,True,4019.0
14,0,A,A,2,C,0xa102,A<-C,-1,532330985,-747,47589,1944,3357,2528,7829,1539,120,32,634,244.65625,0.19657682973559842,0.0040873674798824885,[AUTOPOS] ANCHOR_CTRL[5] notify: ACRX;1;14;0;A;2;0xa102;-1;532330985;-747;47589;1944;3357;2528;1539;120;32;634,C,False,
5,1,B,A,2,C,0xa102,B<-C,-1,766894951,465,47947,6851,5921,4659,17431,2002,117,48,1081,363.1458333333333,0.1148528483735873,0.002753714646319775,[AUTOPOS] ANCHOR_CTRL[6] notify: ACRX;1;5;1;A;2;0xa102;-1;766894951;465;47947;6851;5921;4659;2002;117;48;1081,C,False,
3,2,C,A,3,D,0xa103,C<-D,3967,2279622667,-1794,47631,4314,7410,6740,18464,1879,122,48,1142,384.6666666666667,0.1017655979202773,0.0025996533795493936,[AUTOPOS] ANCHOR_CTRL[2] notify: ACRX;1;3;2;A;3;0xa103;3967;2279622667;-1794;47631;4314;7410;6740;1879;122;48;1142,C,True,3967.0
3,2,C,A,4,E,0xa104,C<-E,5020,3310000227,519,47703,4925,6963,6671,18559,2113,122,52,1167,356.90384615384613,0.1138531170860499,0.0028018751010291504,[AUTOPOS] ANCHOR_CTRL[2] notify: ACRX;1;3;2;A;4;0xa104;5020;3310000227;519;47703;4925;6963;6671;2113;122;52;1167,C,True,5020.0
3,2,C,A,5,F,0xa105,C<-F,3560,39258502,-6553,48018,2714,7147,6511,16372,2239,122,48,1137,341.0833333333333,0.13675787930613242,0.0029318348399706815,[AUTOPOS] ANCHOR_CTRL[2] notify: ACRX;1;3;2;A;5;0xa105;3560;39258502;-6553;48018;2714;7147;6511;2239;122;48;1137,C,True,3560.0
21,4,E,A,2,C,0xa102,E<-C,-1,1219080825,-3221,47741,7241,6756,3671,17668,2061,120,44,1025,401.54545454545456,0.1166515734661535,0.002490378084672855,[AUTOPOS] ANCHOR_CTRL[1] notify: ACRX;1;21;4;A;2;0xa102;-1;1219080825;-3221;47741;7241;6756;3671;2061;120;44;1025,C,False,
22,3,D,A,2,C,0xa102,D<-C,-1,3714347176,-1260,47780,6792,7152,5589,19533,2047,120,40,948,488.325,0.10479701018788716,0.0020478165156401986,[AUTOPOS] ANCHOR_CTRL[7] notify: ACRX;1;22;3;A;2;0xa102;-1;3714347176;-1260;47780;6792;7152;5589;2047;120;40;948,C,False,
23,5,F,A,2,C,0xa102,F<-C,-1,1843319721,6522,48013,2553,6605,6473,15631,2348,124,52,1171,300.59615384615387,0.15021431770200244,0.0033267225385451987,[AUTOPOS] ANCHOR_CTRL[4] notify: ACRX;1;23;5;A;2;0xa102;-1;1843319721;6522;48013;2553;6605;6473;2348;124;52;1171,C,False,
22,7,H,A,2,C,0xa102,H<-C,-1,1101563593,-2126,47805,7187,7044,4014,18245,1939,119,68,1581,268.30882352941177,0.10627569197040285,0.0037270485064401205,[AUTOPOS] ANCHOR_CTRL[0] notify: ACRX;1;22;7;A;2;0xa102;-1;1101563593;-2126;47805;7187;7044;4014;1939;119;68;1581,C,False,
