attempts,child_run_id,chunk_id,estimated_cost,finished_utc,gpu_device,log_path,max_frames,max_tracks,message,row_count,rows,stage,started_utc,status,wall_time_s
1,nightly_1080ti_20260604T231033Z_partial_raw_0057_cuda0,partial_raw_0057,32,2026-06-04T23:51:17.996675+00:00,cuda:0,runs/phase4_algorithm_factory/nightly_1080ti_20260604T231033Z/logs/partial_raw_0057_cuda0.log,0,0,ok,4,"['R2:L16:I3:T6', 'R2:L16:I3:T8', 'R2:L16:I4:T6', 'R2:L16:I4:T8']",partial_raw,2026-06-04T23:48:47.759574+00:00,done,150.23320350400172
1,nightly_1080ti_20260604T231033Z_partial_raw_0058_cuda1,partial_raw_0058,32,2026-06-04T23:53:14.803976+00:00,cuda:1,runs/phase4_algorithm_factory/nightly_1080ti_20260604T231033Z/logs/partial_raw_0058_cuda1.log,0,0,ok,4,"['R2:L16:I7:T6', 'R2:L16:I7:T8', 'R2:L16:I8:T6', 'R2:L16:I8:T8']",partial_raw,2026-06-04T23:50:48.071386+00:00,done,146.72881852100545
1,nightly_1080ti_20260604T231033Z_partial_raw_0059_cuda1,partial_raw_0059,32,2026-06-04T23:53:36.541244+00:00,cuda:1,runs/phase4_algorithm_factory/nightly_1080ti_20260604T231033Z/logs/partial_raw_0059_cuda1.log,0,0,ok,4,"['R2:L16:I1+I3+I7:T6', 'R2:L16:I1+I3+I7:T8', 'R2:L16:I1+I2+I3+I8:T6', 'R2:L16:I1+I2+I3+I8:T8']",partial_raw,2026-06-04T23:51:05.625353+00:00,done,150.9114141200116
1,nightly_1080ti_20260604T231033Z_partial_raw_0060_cuda0,partial_raw_0060,32,2026-06-04T23:53:34.552431+00:00,cuda:0,runs/phase4_algorithm_factory/nightly_1080ti_20260604T231033Z/logs/partial_raw_0060_cuda0.log,0,0,ok,4,"['R2:L17:I0:T6', 'R2:L17:I0:T8', 'R2:L17:I1:T6', 'R2:L17:I1:T8']",partial_raw,2026-06-04T23:51:05.903061+00:00,done,148.64658174899523
1,nightly_1080ti_20260604T231033Z_partial_raw_0061_cuda0,partial_raw_0061,32,2026-06-04T23:53:34.628348+00:00,cuda:0,runs/phase4_algorithm_factory/nightly_1080ti_20260604T231033Z/logs/partial_raw_0061_cuda0.log,0,0,ok,4,"['R2:L17:I3:T6', 'R2:L17:I3:T8', 'R2:L17:I4:T6', 'R2:L17:I4:T8']",partial_raw,2026-06-04T23:51:05.971379+00:00,done,148.65420648700092
1,nightly_1080ti_20260604T231033Z_partial_raw_0062_cuda1,partial_raw_0062,32,2026-06-04T23:53:34.353187+00:00,cuda:1,runs/phase4_algorithm_factory/nightly_1080ti_20260604T231033Z/logs/partial_raw_0062_cuda1.log,0,0,ok,4,"['R2:L17:I7:T6', 'R2:L17:I7:T8', 'R2:L17:I8:T6', 'R2:L17:I8:T8']",partial_raw,2026-06-04T23:51:06.090411+00:00,done,148.26011260799714
1,nightly_1080ti_20260604T231033Z_partial_raw_0063_cuda0,partial_raw_0063,32,2026-06-04T23:53:50.063141+00:00,cuda:0,runs/phase4_algorithm_factory/nightly_1080ti_20260604T231033Z/logs/partial_raw_0063_cuda0.log,0,0,ok,4,"['R2:L17:I1+I3+I7:T6', 'R2:L17:I1+I3+I7:T8', 'R2:L17:I1+I2+I3+I8:T6', 'R2:L17:I1+I2+I3+I8:T8']",partial_raw,2026-06-04T23:51:18.001405+00:00,done,152.0580063160014
1,nightly_1080ti_20260604T231033Z_partial_raw_0064_cuda1,partial_raw_0064,32,2026-06-04T23:55:41.279564+00:00,cuda:1,runs/phase4_algorithm_factory/nightly_1080ti_20260604T231033Z/logs/partial_raw_0064_cuda1.log,0,0,ok,4,"['R2:L18:I0:T6', 'R2:L18:I0:T8', 'R2:L18:I1:T6', 'R2:L18:I1:T8']",partial_raw,2026-06-04T23:53:14.806499+00:00,done,146.46816999500152
1,nightly_1080ti_20260604T231033Z_partial_raw_0065_cuda1,partial_raw_0065,32,2026-06-04T23:56:01.106953+00:00,cuda:1,runs/phase4_algorithm_factory/nightly_1080ti_20260604T231033Z/logs/partial_raw_0065_cuda1.log,0,0,ok,4,"['R2:L18:I3:T6', 'R2:L18:I3:T8', 'R2:L18:I4:T6', 'R2:L18:I4:T8']",partial_raw,2026-06-04T23:53:34.357318+00:00,done,146.74539518800157
1,nightly_1080ti_20260604T231033Z_partial_raw_0066_cuda0,partial_raw_0066,32,2026-06-04T23:56:04.164742+00:00,cuda:0,runs/phase4_algorithm_factory/nightly_1080ti_20260604T231033Z/logs/partial_raw_0066_cuda0.log,0,0,ok,4,"['R2:L18:I7:T6', 'R2:L18:I7:T8', 'R2:L18:I8:T6', 'R2:L18:I8:T8']",partial_raw,2026-06-04T23:53:34.557019+00:00,done,149.6050179659942
1,nightly_1080ti_20260604T231033Z_partial_raw_0067_cuda0,partial_raw_0067,32,2026-06-04T23:56:03.372093+00:00,cuda:0,runs/phase4_algorithm_factory/nightly_1080ti_20260604T231033Z/logs/partial_raw_0067_cuda0.log,0,0,ok,4,"['R2:L18:I1+I3+I7:T6', 'R2:L18:I1+I3+I7:T8', 'R2:L18:I1+I2+I3+I8:T6', 'R2:L18:I1+I2+I3+I8:T8']",partial_raw,2026-06-04T23:53:34.631840+00:00,done,148.73861038799805
1,nightly_1080ti_20260604T231033Z_partial_raw_0068_cuda1,partial_raw_0068,32,2026-06-04T23:56:02.617247+00:00,cuda:1,runs/phase4_algorithm_factory/nightly_1080ti_20260604T231033Z/logs/partial_raw_0068_cuda1.log,0,0,ok,4,"['R2:L19:I0:T6', 'R2:L19:I0:T8', 'R2:L19:I1:T6', 'R2:L19:I1:T8']",partial_raw,2026-06-04T23:53:36.543921+00:00,done,146.06846547100577
1,nightly_1080ti_20260604T231033Z_partial_raw_0069_cuda0,partial_raw_0069,32,2026-06-04T23:56:20.464242+00:00,cuda:0,runs/phase4_algorithm_factory/nightly_1080ti_20260604T231033Z/logs/partial_raw_0069_cuda0.log,0,0,ok,4,"['R2:L19:I3:T6', 'R2:L19:I3:T8', 'R2:L19:I4:T6', 'R2:L19:I4:T8']",partial_raw,2026-06-04T23:53:50.065815+00:00,done,150.39374928799225
1,nightly_1080ti_20260604T231033Z_partial_raw_0070_cuda1,partial_raw_0070,32,2026-06-04T23:58:08.041156+00:00,cuda:1,runs/phase4_algorithm_factory/nightly_1080ti_20260604T231033Z/logs/partial_raw_0070_cuda1.log,0,0,ok,4,"['R2:L19:I7:T6', 'R2:L19:I7:T8', 'R2:L19:I8:T6', 'R2:L19:I8:T8']",partial_raw,2026-06-04T23:55:41.284128+00:00,done,146.75290930998744
1,nightly_1080ti_20260604T231033Z_partial_raw_0071_cuda1,partial_raw_0071,32,2026-06-04T23:58:27.407941+00:00,cuda:1,runs/phase4_algorithm_factory/nightly_1080ti_20260604T231033Z/logs/partial_raw_0071_cuda1.log,0,0,ok,4,"['R2:L19:I1+I3+I7:T6', 'R2:L19:I1+I3+I7:T8', 'R2:L19:I1+I2+I3+I8:T6', 'R2:L19:I1+I2+I3+I8:T8']",partial_raw,2026-06-04T23:56:01.111868+00:00,done,146.29261183999188
1,nightly_1080ti_20260604T231033Z_partial_raw_0072_cuda1,partial_raw_0072,32,2026-06-04T23:58:29.767347+00:00,cuda:1,runs/phase4_algorithm_factory/nightly_1080ti_20260604T231033Z/logs/partial_raw_0072_cuda1.log,0,0,ok,4,"['R4:L0:I0:T6', 'R4:L0:I0:T8', 'R4:L0:I1:T6', 'R4:L0:I1:T8']",partial_raw,2026-06-04T23:56:02.621381+00:00,done,147.14164386900666
1,nightly_1080ti_20260604T231033Z_partial_raw_0073_cuda0,partial_raw_0073,32,2026-06-04T23:58:33.892720+00:00,cuda:0,runs/phase4_algorithm_factory/nightly_1080ti_20260604T231033Z/logs/partial_raw_0073_cuda0.log,0,0,ok,4,"['R4:L0:I3:T6', 'R4:L0:I3:T8', 'R4:L0:I4:T6', 'R4:L0:I4:T8']",partial_raw,2026-06-04T23:56:03.376502+00:00,done,150.51234594499692
1,nightly_1080ti_20260604T231033Z_partial_raw_0074_cuda0,partial_raw_0074,32,2026-06-04T23:58:32.584881+00:00,cuda:0,runs/phase4_algorithm_factory/nightly_1080ti_20260604T231033Z/logs/partial_raw_0074_cuda0.log,0,0,ok,4,"['R4:L0:I7:T6', 'R4:L0:I7:T8', 'R4:L0:I8:T6', 'R4:L0:I8:T8']",partial_raw,2026-06-04T23:56:04.179155+00:00,done,148.40274882099766
1,nightly_1080ti_20260604T231033Z_partial_raw_0075_cuda0,partial_raw_0075,32,2026-06-04T23:58:43.961877+00:00,cuda:0,runs/phase4_algorithm_factory/nightly_1080ti_20260604T231033Z/logs/partial_raw_0075_cuda0.log,0,0,ok,4,"['R4:L0:I1+I3+I7:T6', 'R4:L0:I1+I3+I7:T8', 'R4:L0:I1+I2+I3+I8:T6', 'R4:L0:I1+I2+I3+I8:T8']",partial_raw,2026-06-04T23:56:20.467849+00:00,done,143.48935360500764
1,nightly_1080ti_20260604T231033Z_partial_raw_0076_cuda1,partial_raw_0076,32,2026-06-05T00:00:35.116422+00:00,cuda:1,runs/phase4_algorithm_factory/nightly_1080ti_20260604T231033Z/logs/partial_raw_0076_cuda1.log,0,0,ok,4,"['R4:L1:I0:T6', 'R4:L1:I0:T8', 'R4:L1:I1:T6', 'R4:L1:I1:T8']",partial_raw,2026-06-04T23:58:08.045723+00:00,done,147.06708625999454
1,nightly_1080ti_20260604T231033Z_partial_raw_0077_cuda1,partial_raw_0077,32,2026-06-05T00:00:59.421960+00:00,cuda:1,runs/phase4_algorithm_factory/nightly_1080ti_20260604T231033Z/logs/partial_raw_0077_cuda1.log,0,0,ok,4,"['R4:L1:I3:T6', 'R4:L1:I3:T8', 'R4:L1:I4:T6', 'R4:L1:I4:T8']",partial_raw,2026-06-04T23:58:27.411803+00:00,done,152.0059678559919
1,nightly_1080ti_20260604T231033Z_partial_raw_0078_cuda1,partial_raw_0078,32,2026-06-05T00:00:56.067757+00:00,cuda:1,runs/phase4_algorithm_factory/nightly_1080ti_20260604T231033Z/logs/partial_raw_0078_cuda1.log,0,0,ok,4,"['R4:L1:I7:T6', 'R4:L1:I7:T8', 'R4:L1:I8:T6', 'R4:L1:I8:T8']",partial_raw,2026-06-04T23:58:29.772202+00:00,done,146.29191467199416
1,nightly_1080ti_20260604T231033Z_partial_raw_0079_cuda0,partial_raw_0079,32,2026-06-05T00:00:58.862881+00:00,cuda:0,runs/phase4_algorithm_factory/nightly_1080ti_20260604T231033Z/logs/partial_raw_0079_cuda0.log,0,0,ok,4,"['R4:L1:I1+I3+I7:T6', 'R4:L1:I1+I3+I7:T8', 'R4:L1:I1+I2+I3+I8:T6', 'R4:L1:I1+I2+I3+I8:T8']",partial_raw,2026-06-04T23:58:32.587659+00:00,done,146.27057523600524
1,nightly_1080ti_20260604T231033Z_partial_raw_0080_cuda0,partial_raw_0080,32,2026-06-05T00:01:03.944240+00:00,cuda:0,runs/phase4_algorithm_factory/nightly_1080ti_20260604T231033Z/logs/partial_raw_0080_cuda0.log,0,0,ok,4,"['R4:L2:I0:T6', 'R4:L2:I0:T8', 'R4:L2:I1:T6', 'R4:L2:I1:T8']",partial_raw,2026-06-04T23:58:33.897816+00:00,done,150.04298038499837
1,nightly_1080ti_20260604T231033Z_partial_raw_0081_cuda0,partial_raw_0081,32,2026-06-05T00:01:13.606061+00:00,cuda:0,runs/phase4_algorithm_factory/nightly_1080ti_20260604T231033Z/logs/partial_raw_0081_cuda0.log,0,0,ok,4,"['R4:L2:I3:T6', 'R4:L2:I3:T8', 'R4:L2:I4:T6', 'R4:L2:I4:T8']",partial_raw,2026-06-04T23:58:43.967032+00:00,done,149.63544565699704
1,nightly_1080ti_20260604T231033Z_partial_raw_0082_cuda1,partial_raw_0082,32,2026-06-05T00:03:02.011230+00:00,cuda:1,runs/phase4_algorithm_factory/nightly_1080ti_20260604T231033Z/logs/partial_raw_0082_cuda1.log,0,0,ok,4,"['R4:L2:I7:T6', 'R4:L2:I7:T8', 'R4:L2:I8:T6', 'R4:L2:I8:T8']",partial_raw,2026-06-05T00:00:35.119267+00:00,done,146.8874742629996
1,nightly_1080ti_20260604T231033Z_partial_raw_0083_cuda1,partial_raw_0083,32,2026-06-05T00:03:23.102614+00:00,cuda:1,runs/phase4_algorithm_factory/nightly_1080ti_20260604T231033Z/logs/partial_raw_0083_cuda1.log,0,0,ok,4,"['R4:L2:I1+I3+I7:T6', 'R4:L2:I1+I3+I7:T8', 'R4:L2:I1+I2+I3+I8:T6', 'R4:L2:I1+I2+I3+I8:T8']",partial_raw,2026-06-05T00:00:56.072325+00:00,done,147.02645697099797
1,nightly_1080ti_20260604T231033Z_partial_raw_0084_cuda0,partial_raw_0084,32,2026-06-05T00:03:24.254407+00:00,cuda:0,runs/phase4_algorithm_factory/nightly_1080ti_20260604T231033Z/logs/partial_raw_0084_cuda0.log,0,0,ok,4,"['R4:L3:I0:T6', 'R4:L3:I0:T8', 'R4:L3:I1:T6', 'R4:L3:I1:T8']",partial_raw,2026-06-05T00:00:58.867944+00:00,done,145.3829600459867
1,nightly_1080ti_20260604T231033Z_partial_raw_0085_cuda1,partial_raw_0085,32,2026-06-05T00:03:31.928484+00:00,cuda:1,runs/phase4_algorithm_factory/nightly_1080ti_20260604T231033Z/logs/partial_raw_0085_cuda1.log,0,0,ok,4,"['R4:L3:I3:T6', 'R4:L3:I3:T8', 'R4:L3:I4:T6', 'R4:L3:I4:T8']",partial_raw,2026-06-05T00:00:59.426906+00:00,done,152.4977898979996
1,nightly_1080ti_20260604T231033Z_partial_raw_0086_cuda0,partial_raw_0086,32,2026-06-05T00:03:29.926270+00:00,cuda:0,runs/phase4_algorithm_factory/nightly_1080ti_20260604T231033Z/logs/partial_raw_0086_cuda0.log,0,0,ok,4,"['R4:L3:I7:T6', 'R4:L3:I7:T8', 'R4:L3:I8:T6', 'R4:L3:I8:T8']",partial_raw,2026-06-05T00:01:03.949468+00:00,done,145.97326445000363
1,nightly_1080ti_20260604T231033Z_partial_raw_0087_cuda0,partial_raw_0087,32,2026-06-05T00:03:41.602741+00:00,cuda:0,runs/phase4_algorithm_factory/nightly_1080ti_20260604T231033Z/logs/partial_raw_0087_cuda0.log,0,0,ok,4,"['R4:L3:I1+I3+I7:T6', 'R4:L3:I1+I3+I7:T8', 'R4:L3:I1+I2+I3+I8:T6', 'R4:L3:I1+I2+I3+I8:T8']",partial_raw,2026-06-05T00:01:13.611695+00:00,done,147.98767707399384
1,nightly_1080ti_20260604T231033Z_partial_raw_0088_cuda1,partial_raw_0088,32,2026-06-05T00:05:33.804129+00:00,cuda:1,runs/phase4_algorithm_factory/nightly_1080ti_20260604T231033Z/logs/partial_raw_0088_cuda1.log,0,0,ok,4,"['R4:L4:I0:T6', 'R4:L4:I0:T8', 'R4:L4:I1:T6', 'R4:L4:I1:T8']",partial_raw,2026-06-05T00:03:02.014097+00:00,done,151.78553312900476
1,nightly_1080ti_20260604T231033Z_partial_raw_0089_cuda1,partial_raw_0089,32,2026-06-05T00:05:50.098662+00:00,cuda:1,runs/phase4_algorithm_factory/nightly_1080ti_20260604T231033Z/logs/partial_raw_0089_cuda1.log,0,0,ok,4,"['R4:L4:I3:T6', 'R4:L4:I3:T8', 'R4:L4:I4:T6', 'R4:L4:I4:T8']",partial_raw,2026-06-05T00:03:23.105909+00:00,done,146.98806733899983
1,nightly_1080ti_20260604T231033Z_partial_raw_0090_cuda0,partial_raw_0090,32,2026-06-05T00:05:52.402496+00:00,cuda:0,runs/phase4_algorithm_factory/nightly_1080ti_20260604T231033Z/logs/partial_raw_0090_cuda0.log,0,0,ok,4,"['R4:L4:I7:T6', 'R4:L4:I7:T8', 'R4:L4:I8:T6', 'R4:L4:I8:T8']",partial_raw,2026-06-05T00:03:24.259637+00:00,done,148.13972553500207
1,nightly_1080ti_20260604T231033Z_partial_raw_0091_cuda0,partial_raw_0091,32,2026-06-05T00:05:58.412557+00:00,cuda:0,runs/phase4_algorithm_factory/nightly_1080ti_20260604T231033Z/logs/partial_raw_0091_cuda0.log,0,0,ok,4,"['R4:L4:I1+I3+I7:T6', 'R4:L4:I1+I3+I7:T8', 'R4:L4:I1+I2+I3+I8:T6', 'R4:L4:I1+I2+I3+I8:T8']",partial_raw,2026-06-05T00:03:29.937020+00:00,done,148.47260606499913
1,nightly_1080ti_20260604T231033Z_partial_raw_0092_cuda1,partial_raw_0092,32,2026-06-05T00:06:01.904649+00:00,cuda:1,runs/phase4_algorithm_factory/nightly_1080ti_20260604T231033Z/logs/partial_raw_0092_cuda1.log,0,0,ok,4,"['R4:L5:I0:T6', 'R4:L5:I0:T8', 'R4:L5:I1:T6', 'R4:L5:I1:T8']",partial_raw,2026-06-05T00:03:31.935432+00:00,done,149.96502018300816
1,nightly_1080ti_20260604T231033Z_partial_raw_0093_cuda0,partial_raw_0093,32,2026-06-05T00:06:11.479044+00:00,cuda:0,runs/phase4_algorithm_factory/nightly_1080ti_20260604T231033Z/logs/partial_raw_0093_cuda0.log,0,0,ok,4,"['R4:L5:I3:T6', 'R4:L5:I3:T8', 'R4:L5:I4:T6', 'R4:L5:I4:T8']",partial_raw,2026-06-05T00:03:41.607990+00:00,done,149.86769086499407
1,nightly_1080ti_20260604T231033Z_partial_raw_0094_cuda1,partial_raw_0094,32,2026-06-05T00:08:01.649589+00:00,cuda:1,runs/phase4_algorithm_factory/nightly_1080ti_20260604T231033Z/logs/partial_raw_0094_cuda1.log,0,0,ok,4,"['R4:L5:I7:T6', 'R4:L5:I7:T8', 'R4:L5:I8:T6', 'R4:L5:I8:T8']",partial_raw,2026-06-05T00:05:33.808352+00:00,done,147.83730117199593
1,nightly_1080ti_20260604T231033Z_partial_raw_0095_cuda1,partial_raw_0095,32,2026-06-05T00:08:20.991685+00:00,cuda:1,runs/phase4_algorithm_factory/nightly_1080ti_20260604T231033Z/logs/partial_raw_0095_cuda1.log,0,0,ok,4,"['R4:L5:I1+I3+I7:T6', 'R4:L5:I1+I3+I7:T8', 'R4:L5:I1+I2+I3+I8:T6', 'R4:L5:I1+I2+I3+I8:T8']",partial_raw,2026-06-05T00:05:50.103953+00:00,done,150.88412884999707
1,nightly_1080ti_20260604T231033Z_partial_raw_0096_cuda0,partial_raw_0096,32,2026-06-05T00:08:19.848245+00:00,cuda:0,runs/phase4_algorithm_factory/nightly_1080ti_20260604T231033Z/logs/partial_raw_0096_cuda0.log,0,0,ok,4,"['R4:L7:I0:T6', 'R4:L7:I0:T8', 'R4:L7:I1:T6', 'R4:L7:I1:T8']",partial_raw,2026-06-05T00:05:52.405668+00:00,done,147.43809255100496
1,nightly_1080ti_20260604T231033Z_partial_raw_0097_cuda0,partial_raw_0097,32,2026-06-05T00:08:28.978948+00:00,cuda:0,runs/phase4_algorithm_factory/nightly_1080ti_20260604T231033Z/logs/partial_raw_0097_cuda0.log,0,0,ok,4,"['R4:L7:I3:T6', 'R4:L7:I3:T8', 'R4:L7:I4:T6', 'R4:L7:I4:T8']",partial_raw,2026-06-05T00:05:58.417845+00:00,done,150.5577480159991
1,nightly_1080ti_20260604T231033Z_partial_raw_0098_cuda1,partial_raw_0098,32,2026-06-05T00:08:29.342871+00:00,cuda:1,runs/phase4_algorithm_factory/nightly_1080ti_20260604T231033Z/logs/partial_raw_0098_cuda1.log,0,0,ok,4,"['R4:L7:I7:T6', 'R4:L7:I7:T8', 'R4:L7:I8:T6', 'R4:L7:I8:T8']",partial_raw,2026-06-05T00:06:01.911003+00:00,done,147.42746221499692
1,nightly_1080ti_20260604T231033Z_partial_raw_0099_cuda0,partial_raw_0099,32,2026-06-05T00:08:39.750783+00:00,cuda:0,runs/phase4_algorithm_factory/nightly_1080ti_20260604T231033Z/logs/partial_raw_0099_cuda0.log,0,0,ok,4,"['R4:L7:I1+I3+I7:T6', 'R4:L7:I1+I3+I7:T8', 'R4:L7:I1+I2+I3+I8:T6', 'R4:L7:I1+I2+I3+I8:T8']",partial_raw,2026-06-05T00:06:11.483958+00:00,done,148.26324561399815
1,nightly_1080ti_20260604T231033Z_partial_raw_0100_cuda1,partial_raw_0100,32,2026-06-05T00:10:32.343085+00:00,cuda:1,runs/phase4_algorithm_factory/nightly_1080ti_20260604T231033Z/logs/partial_raw_0100_cuda1.log,0,0,ok,4,"['R4:L8:I0:T6', 'R4:L8:I0:T8', 'R4:L8:I1:T6', 'R4:L8:I1:T8']",partial_raw,2026-06-05T00:08:01.654877+00:00,done,150.68490307799948
1,nightly_1080ti_20260604T231033Z_partial_raw_0101_cuda0,partial_raw_0101,32,2026-06-05T00:10:48.269046+00:00,cuda:0,runs/phase4_algorithm_factory/nightly_1080ti_20260604T231033Z/logs/partial_raw_0101_cuda0.log,0,0,ok,4,"['R4:L8:I3:T6', 'R4:L8:I3:T8', 'R4:L8:I4:T6', 'R4:L8:I4:T8']",partial_raw,2026-06-05T00:08:19.853311+00:00,done,148.41259254199394
1,nightly_1080ti_20260604T231033Z_partial_raw_0102_cuda1,partial_raw_0102,32,2026-06-05T00:10:48.251637+00:00,cuda:1,runs/phase4_algorithm_factory/nightly_1080ti_20260604T231033Z/logs/partial_raw_0102_cuda1.log,0,0,ok,4,"['R4:L8:I7:T6', 'R4:L8:I7:T8', 'R4:L8:I8:T6', 'R4:L8:I8:T8']",partial_raw,2026-06-05T00:08:20.997126+00:00,done,147.25111401599133
1,nightly_1080ti_20260604T231033Z_partial_raw_0103_cuda0,partial_raw_0103,32,2026-06-05T00:10:55.788560+00:00,cuda:0,runs/phase4_algorithm_factory/nightly_1080ti_20260604T231033Z/logs/partial_raw_0103_cuda0.log,0,0,ok,4,"['R4:L8:I1+I3+I7:T6', 'R4:L8:I1+I3+I7:T8', 'R4:L8:I1+I2+I3+I8:T6', 'R4:L8:I1+I2+I3+I8:T8']",partial_raw,2026-06-05T00:08:28.984158+00:00,done,146.80097477100207
1,nightly_1080ti_20260604T231033Z_partial_raw_0104_cuda1,partial_raw_0104,32,2026-06-05T00:10:57.994809+00:00,cuda:1,runs/phase4_algorithm_factory/nightly_1080ti_20260604T231033Z/logs/partial_raw_0104_cuda1.log,0,0,ok,4,"['R4:L10:I0:T6', 'R4:L10:I0:T8', 'R4:L10:I1:T6', 'R4:L10:I1:T8']",partial_raw,2026-06-05T00:08:29.347367+00:00,done,148.64370515100018
1,nightly_1080ti_20260604T231033Z_partial_raw_0105_cuda0,partial_raw_0105,32,2026-06-05T00:11:07.175284+00:00,cuda:0,runs/phase4_algorithm_factory/nightly_1080ti_20260604T231033Z/logs/partial_raw_0105_cuda0.log,0,0,ok,4,"['R4:L10:I3:T6', 'R4:L10:I3:T8', 'R4:L10:I4:T6', 'R4:L10:I4:T8']",partial_raw,2026-06-05T00:08:39.756091+00:00,done,147.4159112000052
1,nightly_1080ti_20260604T231033Z_partial_raw_0106_cuda1,partial_raw_0106,32,2026-06-05T00:12:57.500728+00:00,cuda:1,runs/phase4_algorithm_factory/nightly_1080ti_20260604T231033Z/logs/partial_raw_0106_cuda1.log,0,0,ok,4,"['R4:L10:I7:T6', 'R4:L10:I7:T8', 'R4:L10:I8:T6', 'R4:L10:I8:T8']",partial_raw,2026-06-05T00:10:32.348466+00:00,done,145.14881310499914
1,nightly_1080ti_20260604T231033Z_partial_raw_0107_cuda1,partial_raw_0107,32,2026-06-05T00:13:16.761397+00:00,cuda:1,runs/phase4_algorithm_factory/nightly_1080ti_20260604T231033Z/logs/partial_raw_0107_cuda1.log,0,0,ok,4,"['R4:L10:I1+I3+I7:T6', 'R4:L10:I1+I3+I7:T8', 'R4:L10:I1+I2+I3+I8:T6', 'R4:L10:I1+I2+I3+I8:T8']",partial_raw,2026-06-05T00:10:48.256243+00:00,done,148.50134564000473
1,nightly_1080ti_20260604T231033Z_partial_raw_0108_cuda0,partial_raw_0108,32,2026-06-05T00:13:18.061595+00:00,cuda:0,runs/phase4_algorithm_factory/nightly_1080ti_20260604T231033Z/logs/partial_raw_0108_cuda0.log,0,0,ok,4,"['R4:L11:I0:T6', 'R4:L11:I0:T8', 'R4:L11:I1:T6', 'R4:L11:I1:T8']",partial_raw,2026-06-05T00:10:48.274934+00:00,done,149.78358207699785
1,nightly_1080ti_20260604T231033Z_partial_raw_0109_cuda0,partial_raw_0109,32,2026-06-05T00:13:24.772553+00:00,cuda:0,runs/phase4_algorithm_factory/nightly_1080ti_20260604T231033Z/logs/partial_raw_0109_cuda0.log,0,0,ok,4,"['R4:L11:I3:T6', 'R4:L11:I3:T8', 'R4:L11:I4:T6', 'R4:L11:I4:T8']",partial_raw,2026-06-05T00:10:55.793135+00:00,done,148.97552915099368
1,nightly_1080ti_20260604T231033Z_partial_raw_0110_cuda1,partial_raw_0110,32,2026-06-05T00:13:28.737011+00:00,cuda:1,runs/phase4_algorithm_factory/nightly_1080ti_20260604T231033Z/logs/partial_raw_0110_cuda1.log,0,0,ok,4,"['R4:L11:I7:T6', 'R4:L11:I7:T8', 'R4:L11:I8:T6', 'R4:L11:I8:T8']",partial_raw,2026-06-05T00:10:57.998776+00:00,done,150.7338100920024
1,nightly_1080ti_20260604T231033Z_partial_raw_0111_cuda0,partial_raw_0111,32,2026-06-05T00:13:38.114424+00:00,cuda:0,runs/phase4_algorithm_factory/nightly_1080ti_20260604T231033Z/logs/partial_raw_0111_cuda0.log,0,0,ok,4,"['R4:L11:I1+I3+I7:T6', 'R4:L11:I1+I3+I7:T8', 'R4:L11:I1+I2+I3+I8:T6', 'R4:L11:I1+I2+I3+I8:T8']",partial_raw,2026-06-05T00:11:07.180759+00:00,done,150.9303605890018
1,nightly_1080ti_20260604T231033Z_partial_raw_0112_cuda1,partial_raw_0112,32,2026-06-05T00:15:26.234683+00:00,cuda:1,runs/phase4_algorithm_factory/nightly_1080ti_20260604T231033Z/logs/partial_raw_0112_cuda1.log,0,0,ok,4,"['R4:L12:I0:T6', 'R4:L12:I0:T8', 'R4:L12:I1:T6', 'R4:L12:I1:T8']",partial_raw,2026-06-05T00:12:57.506319+00:00,done,148.724920313005
1,nightly_1080ti_20260604T231033Z_partial_raw_0113_cuda1,partial_raw_0113,32,2026-06-05T00:15:46.961585+00:00,cuda:1,runs/phase4_algorithm_factory/nightly_1080ti_20260604T231033Z/logs/partial_raw_0113_cuda1.log,0,0,ok,4,"['R4:L12:I3:T6', 'R4:L12:I3:T8', 'R4:L12:I4:T6', 'R4:L12:I4:T8']",partial_raw,2026-06-05T00:13:16.766746+00:00,done,150.19146173199988
1,nightly_1080ti_20260604T231033Z_partial_raw_0114_cuda0,partial_raw_0114,32,2026-06-05T00:15:45.321379+00:00,cuda:0,runs/phase4_algorithm_factory/nightly_1080ti_20260604T231033Z/logs/partial_raw_0114_cuda0.log,0,0,ok,4,"['R4:L12:I7:T6', 'R4:L12:I7:T8', 'R4:L12:I8:T6', 'R4:L12:I8:T8']",partial_raw,2026-06-05T00:13:18.064607+00:00,done,147.2523899009975
1,nightly_1080ti_20260604T231033Z_partial_raw_0115_cuda0,partial_raw_0115,32,2026-06-05T00:15:56.337075+00:00,cuda:0,runs/phase4_algorithm_factory/nightly_1080ti_20260604T231033Z/logs/partial_raw_0115_cuda0.log,0,0,ok,4,"['R4:L12:I1+I3+I7:T6', 'R4:L12:I1+I3+I7:T8', 'R4:L12:I1+I2+I3+I8:T6', 'R4:L12:I1+I2+I3+I8:T8']",partial_raw,2026-06-05T00:13:24.778275+00:00,done,151.5557366580033
