L,A,U,P,I,T,kind,n,p50_mean,p95_mean,p95_std,rmse_mean,legacy_xz_p95_mean,legacy_yvertical_p95_mean,sameP_uwb_p95_mean,sameP_delta_p95_mean,sameP_improved_seed_fraction,b0_delta_p95_mean,radius_abs_mean,thickness_p95_mean,deltaR_rms_mean,sensor_label,experiment_short,accuracy_rank,rescue_rank
L2,A0,U4,P4,I2,T4,position_fusion,5,77.09937431768088,134.6803956557899,3.2700009410792577,86.86533981534785,91.21593819757315,110.09214743421826,138.8862359430275,4.205840287237583,0.8,97.12174233968778,23.682558792276808,116.26040279777308,393.83810523952565,L2 MPU6050/JY61P-like,X_A0_U4_P4_L2_I2_T4,86,526
L16,A0,U4,P4,I8,T5,position_fusion,5,75.89485625610989,134.74220684102403,1.427369434078988,84.50587112643514,89.8944900319977,104.88610793508255,138.8862359430275,4.144029102003458,1.0,97.05993115445366,23.62023636793557,115.49586858571715,405.4750960604873,L16 ICM-45686,X_A0_U4_P4_L16_I8_T5,87,528
L16,A0,U4,P1,I3,T2,position_fusion,5,77.96152926399138,134.84710061459606,3.765082655709529,86.54322933515374,104.62583220677041,98.5511298777594,179.58127537090328,44.73417475630724,1.0,96.95503738088165,41.25799554476745,117.61648318500485,292.87849926565286,L16 ICM-45686,X_A0_U4_P1_L16_I3_T2,88,88
L20,A0,U4,P5,I8,T2,position_fusion,5,85.62626033290437,134.87510307531414,3.264551058941284,92.67184048092786,103.82880998800468,100.97444482189056,156.73705943320283,21.86195635788868,1.0,96.92703492016355,42.10254816298075,101.03807951498302,308.957323127197,L20 Xsens MTi-3,X_A0_U4_P5_L20_I8_T2,89,244
L2,A0,U4,P4,I3,T4,position_fusion,5,75.77650169263106,134.8861181123395,2.2881555395587956,84.44888137226926,92.5985224856083,105.1933062167174,138.8862359430275,4.000117830687975,1.0,96.91601988313819,23.563431025827622,115.79707878692557,410.5058175011204,L2 MPU6050/JY61P-like,X_A0_U4_P4_L2_I3_T4,90,533
L20,A0,U4,P4,I4,T5,position_fusion,5,76.06843206787713,135.03098855799846,1.2030868841086009,84.23499093092792,90.34014752498773,104.37239518456317,138.8862359430275,3.8552473850290427,1.0,96.77114943747924,23.635948032506313,115.84944321498965,412.19171611551957,L20 Xsens MTi-3,X_A0_U4_P4_L20_I4_T5,91,537
L2,A0,U4,P4,I5,T5,position_fusion,5,75.57744275447094,135.04449080360615,1.6066141856004477,84.2901206915922,90.60171050981722,106.32117361171501,138.8862359430275,3.841745139421346,1.0,96.75764719187154,23.65598774907003,115.94780968239611,405.84099585357393,L2 MPU6050/JY61P-like,X_A0_U4_P4_L2_I5_T5,92,539
L16,A0,U4,P5,I4,T2,position_fusion,5,86.23541348457253,135.07747681292827,3.359942414536428,94.15994874082965,107.70442279521808,105.53078617763765,156.73705943320283,21.659582620274556,1.0,96.72466118254943,44.724214338747686,103.42388439952997,291.9870041343138,L16 ICM-45686,X_A0_U4_P5_L16_I4_T2,93,247
L2,A0,U4,P4,I2,T3,position_fusion,5,77.3173134938125,135.11601132133657,2.603077891175887,86.42180142352662,90.51025171147587,109.54782905049099,138.8862359430275,3.7702246216909088,1.0,96.68612667414111,23.70945656780624,116.29659184904642,396.2114221955658,L2 MPU6050/JY61P-like,X_A0_U4_P4_L2_I2_T3,94,541
L2,A0,U4,P4,I1,T3,position_fusion,5,75.63970110560392,135.2280837260341,1.4984881904529264,85.31903323242955,93.44207073931821,105.41756551515309,138.8862359430275,3.658152216993386,1.0,96.5740542694436,23.723406293638096,116.09326998938938,400.5890772708629,L2 MPU6050/JY61P-like,X_A0_U4_P4_L2_I1_T3,95,544
L16,A0,U4,P3,I3,T2,position_fusion,5,80.06032697896106,135.296137807386,2.5515283496800034,86.79279002786862,106.35103906595637,101.04489966769532,200.2766290041533,64.98049119676732,1.0,96.5060001880917,43.061974693615085,125.09547572577681,275.52672661673665,L16 ICM-45686,X_A0_U4_P3_L16_I3_T2,96,23
L2,A0,U4,P4,I8,T5,position_fusion,5,77.02706318892923,135.29793734742196,1.1397218821574595,84.85190475790361,90.93505986035267,106.3153425564658,138.8862359430275,3.5882985956055053,1.0,96.50420064805571,23.700731960103912,116.20871162156122,398.38436407571214,L2 MPU6050/JY61P-like,X_A0_U4_P4_L2_I8_T5,97,546
L2,A0,U4,P4,I6,T5,position_fusion,5,76.39448349145532,135.46187955158132,1.9067884297618443,85.50075482861678,91.2403552540875,106.35618992741479,138.8862359430275,3.4243563914461674,1.0,96.34025844389637,23.678672094280387,116.25299163336976,400.5666954782084,L2 MPU6050/JY61P-like,X_A0_U4_P4_L2_I6_T5,98,548
L20,A0,U4,P1,I7,T2,position_fusion,5,79.34531272940846,135.46206939212712,2.2179862256911926,87.44493532954792,106.56204773430395,101.42421186502365,179.58127537090328,44.11920597877617,1.0,96.34006860335057,41.46485844587233,124.61411932494813,359.5433259288581,L20 Xsens MTi-3,X_A0_U4_P1_L20_I7_T2,99,90
L16,A0,U4,P4,I3,T5,position_fusion,5,76.57650000864288,135.622260339009,0.7092644799604316,84.50911735807667,90.17364138100149,104.79265101611853,138.8862359430275,3.263975604018486,1.0,96.17987765646869,23.66310902269917,116.16018386964701,404.3600834362732,L16 ICM-45686,X_A0_U4_P4_L16_I3_T5,100,552
L16,A0,U4,P3,I8,T2,position_fusion,5,82.17734229514929,135.74366322842744,2.5839416357387845,90.30544191044973,102.60105770808131,102.21018969417521,200.2766290041533,64.53296577572587,1.0,96.05847476705026,40.51494396656278,122.53159874646272,242.5008937572391,L16 ICM-45686,X_A0_U4_P3_L16_I8_T2,101,24
L16,A0,U4,P4,I4,T5,position_fusion,5,76.66035861112289,135.74580109665757,0.7094134129101016,84.89321556684993,89.62670228155557,105.14608230824862,138.8862359430275,3.140434846369897,1.0,96.0563368988201,23.641936938399642,116.08071334951065,411.907893871993,L16 ICM-45686,X_A0_U4_P4_L16_I4_T5,102,556
L20,A0,U4,P4,I2,T5,position_fusion,5,76.73327802425669,135.75242987666442,0.6108550147464304,84.91736561928529,90.27307314267671,105.3086888114096,138.8862359430275,3.1338060663630527,1.0,96.04970811881326,23.67815919711665,116.1454301527247,404.4515989509273,L20 Xsens MTi-3,X_A0_U4_P4_L20_I2_T5,103,557
L20,A0,U4,P1,I2,T2,position_fusion,5,79.73595168032219,135.78184206285582,2.3954431891712535,88.47340159124384,101.59364218117173,102.0559632712002,179.58127537090328,43.799433308047455,1.0,96.02029593262186,41.630115075082344,120.76360580896728,304.5933821952198,L20 Xsens MTi-3,X_A0_U4_P1_L20_I2_T2,104,91
L16,A0,U4,P0,I5,T2,position_fusion,5,79.55388462554038,135.87324261624755,5.6280064721107586,87.89577851016456,101.62108133540607,102.53615531349358,231.8021379954777,95.92889537923013,1.0,95.92889537923013,37.93995709696269,121.29980788339098,287.3400529721481,L16 ICM-45686,X_A0_U4_P0_L16_I5_T2,105,2
L20,A0,U4,P4,I7,T5,position_fusion,5,77.05319763014016,135.91985514764468,0.3361994487239223,85.01548374946162,90.63577630282659,105.02169594889476,138.8862359430275,2.966380795382821,1.0,95.88228284783303,23.673843058236194,116.21141998251139,409.40051866878,L20 Xsens MTi-3,X_A0_U4_P4_L20_I7_T5,106,560
L20,A0,U4,P1,I3,T2,position_fusion,5,78.57806464782377,135.947560512384,5.273896148611894,86.55591978953376,101.64369321538797,101.29110225670118,179.58127537090328,43.63371485851928,1.0,95.85457748309369,40.61464066807774,116.12592558266613,340.40350413970543,L20 Xsens MTi-3,X_A0_U4_P1_L20_I3_T2,107,94
L20,A0,U4,P4,I1,T5,position_fusion,5,76.37461228213502,135.9582823409778,0.39618936316850334,84.5816696072886,90.61146631861098,105.34021885436114,138.8862359430275,2.927953602049672,1.0,95.84385565449989,23.671708172903728,116.15884856700981,401.78073613659154,L20 Xsens MTi-3,X_A0_U4_P4_L20_I1_T5,108,561
L16,A0,U4,P4,I7,T5,position_fusion,5,76.92610484342877,135.99893767908083,1.0589330158364807,84.63938836286748,91.00889208050866,105.96343874179502,138.8862359430275,2.887298263946667,1.0,95.80320031639687,23.683590195196537,116.21182830072057,404.36461617964454,L16 ICM-45686,X_A0_U4_P4_L16_I7_T5,109,563
L16,A0,U4,P4,I2,T5,position_fusion,5,76.98921021489801,136.00467061033228,1.1627425612287297,84.80600699875728,90.3755043657102,105.75606294009344,138.8862359430275,2.88156533269522,1.0,95.79746738514544,23.676479539506296,116.15299300710338,406.39267632628156,L16 ICM-45686,X_A0_U4_P4_L16_I2_T5,110,564
L20,A0,U4,P4,I3,T5,position_fusion,5,76.77028196791125,136.08202523743483,0.7651912709352884,84.90668139189516,90.45679465303667,105.04676630062143,138.8862359430275,2.804210705592652,1.0,95.72011275804286,23.654644450927115,115.94071446833634,406.1927845770721,L20 Xsens MTi-3,X_A0_U4_P4_L20_I3_T5,111,566
L2,A0,U4,P4,I3,T3,position_fusion,5,76.08717491753282,136.18499817214632,1.627114165313539,84.15652151394264,92.23370726381486,105.30006808237067,138.8862359430275,2.701237770881164,1.0,95.61713982333137,23.633369885158164,115.90332434311658,408.63192807116496,L2 MPU6050/JY61P-like,X_A0_U4_P4_L2_I3_T3,112,567
L2,A0,U4,P4,I0,T2,position_fusion,5,79.03449054615358,136.23131833014412,3.4621133051538666,87.89180978445759,100.29179594465884,108.94558105715532,138.8862359430275,2.654917612883355,0.6,95.57081966533356,23.67331332408948,122.44609297595119,385.07872110730057,L2 MPU6050/JY61P-like,X_A0_U4_P4_L2_I0_T2,113,570
L20,A0,U4,P4,I0,T4,position_fusion,5,76.6105722131023,136.25071609595017,1.3589355061171002,85.26098858634205,91.24291876755474,106.11307076273866,138.8862359430275,2.6355198470773415,1.0,95.55142189952755,23.69167559905416,116.1924340723352,404.94949757044276,L20 Xsens MTi-3,X_A0_U4_P4_L20_I0_T4,114,571
L16,A0,U4,P4,I1,T5,position_fusion,5,76.74285480550321,136.29962459301512,1.4281476927381183,85.18751369528528,91.47004174178073,105.13287261652411,138.8862359430275,2.5866113500123618,1.0,95.50251340246257,23.6831697841655,116.2123923746403,406.0282110225702,L16 ICM-45686,X_A0_U4_P4_L16_I1_T5,115,575
L16,A0,U4,P5,I8,T2,position_fusion,5,83.88384339007284,136.41135674561195,3.3878336596634737,93.25552653190246,102.9350478836237,103.62977566013576,156.73705943320283,20.325702687590855,1.0,95.39078124986573,42.814239531359604,104.55397025798511,275.8993467359776,L16 ICM-45686,X_A0_U4_P5_L16_I8_T2,116,268
L2,A0,U4,P4,I7,T4,position_fusion,5,76.50763136392177,136.45094719285143,0.838606464332786,85.23699237354671,91.82639021783383,108.07981769044318,138.8862359430275,2.4352887501760563,1.0,95.35119080262626,23.60646357213607,117.12569786932609,401.85817038078204,L2 MPU6050/JY61P-like,X_A0_U4_P4_L2_I7_T4,117,578
L2,A0,U4,P4,I7,T3,position_fusion,5,76.69957134683969,136.48946839547244,1.4759673455180595,84.10171295373125,92.04876992342369,107.10066794347274,138.8862359430275,2.3967675475550605,1.0,95.31266960000526,23.649530332335097,116.09493008901852,404.22019820535803,L2 MPU6050/JY61P-like,X_A0_U4_P4_L2_I7_T3,118,581
L20,A0,U4,P5,I4,T2,position_fusion,5,84.70400321150532,136.49192706074473,1.8472205326099218,93.57547459925556,102.8362082702156,102.04918909368651,156.73705943320283,20.2451323724581,1.0,95.31021093473296,44.147153329664434,103.53992449979839,346.4833990905745,L20 Xsens MTi-3,X_A0_U4_P5_L20_I4_T2,119,270
L2,A0,U4,P4,I0,T4,position_fusion,5,77.37005423689386,136.56355880143525,1.2203353643113346,85.21457563715144,92.53584310703242,106.80235265597408,138.8862359430275,2.3226771415922203,1.0,95.23857919404243,23.713307592295244,116.61929272994703,391.40889087934755,L2 MPU6050/JY61P-like,X_A0_U4_P4_L2_I0_T4,120,585
L16,A0,U4,P4,I0,T4,position_fusion,5,76.54189071498797,136.6682766957715,1.3718188991804883,84.88598538881055,90.77819768609224,106.22109651832118,138.8862359430275,2.2179592472559646,1.0,95.13386129970618,23.69167276218523,116.14427275446981,396.0085861463889,L16 ICM-45686,X_A0_U4_P4_L16_I0_T4,121,591
L16,A0,U4,P1,I4,T2,position_fusion,5,79.95250856876672,136.7409740667867,1.249786055282985,89.78100437053112,101.43009723291281,102.64509420087226,179.58127537090328,42.840301304116586,1.0,95.061163928691,39.72760867131449,120.74580194997118,326.87573962421254,L16 ICM-45686,X_A0_U4_P1_L16_I4_T2,122,98
L20,A0,U4,P3,I2,T2,position_fusion,5,81.11427442135655,136.75827962612243,2.439547648994352,89.52457194538147,105.81137927777486,104.57849323476655,200.2766290041533,63.51834937803087,1.0,95.04385836935526,43.52867653373053,127.52051344105837,277.5733145581869,L20 Xsens MTi-3,X_A0_U4_P3_L20_I2_T2,123,26
L20,A0,U4,P1,I1,T2,position_fusion,5,80.23436257151737,136.82352572929,5.0923322775898345,88.84417143800928,104.78417284631276,102.50858521113946,179.58127537090328,42.757749641613295,1.0,94.9786122661877,41.93343755621998,121.12262804998527,292.631911717603,L20 Xsens MTi-3,X_A0_U4_P1_L20_I1_T2,124,99
L2,A0,U4,P4,I1,T5,position_fusion,5,76.3366382670417,136.84632061082593,1.3201023705368617,85.44280833907807,92.18739602255047,106.08031442294927,138.8862359430275,2.0399153322015535,1.0,94.95581738465175,23.73598691131689,116.51021156420862,399.1880230449359,L2 MPU6050/JY61P-like,X_A0_U4_P4_L2_I1_T5,125,597
L2,A0,U4,P4,I2,T5,position_fusion,5,77.16605210358718,136.98181417527482,1.4412072232948068,86.16301239824415,90.13238196508306,107.84837969031817,138.8862359430275,1.9044217677526547,1.0,94.82032382020286,23.732519248982317,116.48828602791903,396.9752714834345,L2 MPU6050/JY61P-like,X_A0_U4_P4_L2_I2_T5,126,602
L2,A0,U4,P4,I4,T5,position_fusion,5,76.46448710659237,137.0238599994231,1.9003463866226877,84.84493278065422,90.78473465569893,106.72072297129569,138.8862359430275,1.8623759436043712,0.8,94.77827799605458,23.70464200419109,116.21315852683597,395.6748614348552,L2 MPU6050/JY61P-like,X_A0_U4_P4_L2_I4_T5,127,603
L20,A0,U4,P4,I0,T3,position_fusion,5,77.03056216772981,137.04336599020462,1.0975985831044262,85.60623796873321,91.37638554626778,106.43262464900245,138.8862359430275,1.8428699528228663,1.0,94.75877200527307,23.709172965424038,116.32064250948372,402.2042921702856,L20 Xsens MTi-3,X_A0_U4_P4_L20_I0_T3,128,605
L2,A0,U4,P4,I0,T3,position_fusion,5,77.63021475836436,137.25365464404246,0.8691768951372614,85.56242819160283,91.95195001399574,106.730750269573,138.8862359430275,1.6325812989850363,1.0,94.54848335143524,23.718700397934736,116.69006499642623,391.942130140034,L2 MPU6050/JY61P-like,X_A0_U4_P4_L2_I0_T3,129,611
L20,A0,U4,P3,I7,T2,position_fusion,5,80.99290668309409,137.275770013402,2.897706420141748,88.10006095672537,109.5919345630238,103.92199474302716,200.2766290041533,63.00085899075132,1.0,94.5263679820757,43.33344718915801,128.37366964038335,327.14506320712763,L20 Xsens MTi-3,X_A0_U4_P3_L20_I7_T2,130,27
L16,A0,U4,P2,I6,T2,position_fusion,5,85.03964116318204,137.41762908221307,3.7491522416058873,92.05885609218166,107.82433030928398,101.41083408588179,191.34655064695076,53.92892156473768,1.0,94.38450891326461,27.27611546871997,117.47114757107457,318.73356393790453,L16 ICM-45686,X_A0_U4_P2_L16_I6_T2,131,47
L20,A0,U4,P5,I7,T2,position_fusion,5,85.57907235215355,137.49483527101603,1.961783572949233,94.24135344169096,109.66249554514286,105.70973591030084,156.73705943320283,19.24222416218682,1.0,94.30730272446168,46.73935151916585,108.17863360141041,348.1846899290934,L20 Xsens MTi-3,X_A0_U4_P5_L20_I7_T2,132,288
L16,A0,U4,P4,I0,T3,position_fusion,5,76.97891739222902,137.5418489663297,1.0275905830670427,85.09068497314016,90.91167539478745,106.40697853548787,138.8862359430275,1.344386976697797,0.8,94.260289029148,23.707568455158444,116.15737104440612,396.1782570784172,L16 ICM-45686,X_A0_U4_P4_L16_I0_T3,133,616
L20,A0,U4,P2,I4,T2,position_fusion,5,83.67876589107615,137.62388932922468,5.0672532145516875,90.66168005759592,106.84347561313493,102.22828824223625,191.34655064695076,53.72266131772608,1.0,94.17824866625301,30.148102062626627,119.10000152103483,335.7329085236982,L20 Xsens MTi-3,X_A0_U4_P2_L20_I4_T2,134,50
L2,A0,U4,P4,I7,T5,position_fusion,5,76.94939638145854,137.81678163767836,0.9906838510607644,85.17912076257389,91.93581954959106,106.48228513468851,138.8862359430275,1.0694543053491259,1.0,93.98535635779933,23.705507310260952,116.44724297371954,401.1317317809756,L2 MPU6050/JY61P-like,X_A0_U4_P4_L2_I7_T5,135,618
L2,A0,U4,P4,I3,T5,position_fusion,5,76.75019383380155,137.86352251301278,0.7180383643194367,85.1664427312166,91.30390169287656,106.05626007730109,138.8862359430275,1.0227134300147043,1.0,93.93861548246491,23.711538998670903,116.32099765377188,402.33087745325054,L2 MPU6050/JY61P-like,X_A0_U4_P4_L2_I3_T5,136,619
L20,A0,U4,P0,I6,T2,position_fusion,5,81.41931976209125,138.02016087625847,1.4566396855463282,88.02649817407485,103.30085011537051,104.38779671788882,231.8021379954777,93.7819771192192,1.0,93.7819771192192,39.712054251279994,119.33186576957571,337.8345958237277,L20 Xsens MTi-3,X_A0_U4_P0_L20_I6_T2,137,3
L20,A0,U4,P3,I3,T2,position_fusion,5,80.56150849438872,138.06380137470785,4.353198174655935,88.27642391219881,105.26367439432033,103.83985798454341,200.2766290041533,62.212827629445464,1.0,93.73833662076984,42.564093006091234,121.62398791396181,316.79080644261114,L20 Xsens MTi-3,X_A0_U4_P3_L20_I3_T2,138,28
L20,A0,U4,P4,I0,T5,position_fusion,5,77.75756408917701,138.14007659161922,0.4897520167542744,85.9415520499093,91.84664949250369,106.98722185354696,138.8862359430275,0.7461593514082552,1.0,93.66206140385846,23.728220355367284,116.74661285146401,396.38559339372495,L20 Xsens MTi-3,X_A0_U4_P4_L20_I0_T5,139,620
L20,A0,U4,P5,I3,T2,position_fusion,5,85.056668559305,138.31350213351092,4.520938324473332,93.04208011097379,105.44214338389574,103.07022392989988,156.73705943320283,18.423557299691915,1.0,93.48863586196678,45.900866948957386,100.72763968032557,348.3524369671509,L20 Xsens MTi-3,X_A0_U4_P5_L20_I3_T2,140,295
L16,A0,U4,P3,I4,T2,position_fusion,5,82.0027594043099,138.33706508669263,1.3722151501573365,90.79830964818369,105.08931035372362,103.05713745136589,200.2766290041533,61.93956391746067,1.0,93.46507290878506,41.694047288758874,123.83589150103587,302.2757341563755,L16 ICM-45686,X_A0_U4_P3_L16_I4_T2,141,30
L16,A0,U4,P4,I0,T5,position_fusion,5,77.85539070204275,138.34951506237525,0.5700882353873143,85.74948365856878,91.68674906258668,106.88896758217345,138.8862359430275,0.5367208806522512,0.8,93.45262293310245,23.7266254560694,116.75987873710025,394.4409287258007,L16 ICM-45686,X_A0_U4_P4_L16_I0_T5,142,624
L2,A0,U4,P4,I0,T5,position_fusion,5,78.12375997571493,138.52351806158768,0.3727546714084249,86.05182331296291,91.85265952346333,107.10871056572489,138.8862359430275,0.36271788143980077,1.0,93.27861993389001,23.728724743894993,116.54482120523622,392.16503395100574,L2 MPU6050/JY61P-like,X_A0_U4_P4_L2_I0_T5,143,627
L20,A0,U4,P5,I2,T2,position_fusion,5,86.52524674653156,138.5587022385583,1.0927875490558443,95.19901143989131,107.22465312431981,104.6629519871525,156.73705943320283,18.178357194644512,1.0,93.24343575691937,46.92053376764902,104.20634407902102,295.4213010789968,L20 Xsens MTi-3,X_A0_U4_P5_L20_I2_T2,144,300
L16,A0,U4,P2,I8,T2,position_fusion,5,86.26307630549589,138.63165636351368,1.7427616583672196,92.43087970555132,106.59688974149003,103.59415621242218,191.34655064695076,52.71489428343707,1.0,93.17048163196401,28.583904955882172,119.03728357016777,239.98707242913434,L16 ICM-45686,X_A0_U4_P2_L16_I8_T2,145,54
L16,A0,U4,P5,I6,T2,position_fusion,5,86.83659562451231,139.45002877288113,5.617490866834236,94.7019631790465,105.95328472605024,101.66802607113075,156.73705943320283,17.287030660321726,1.0,92.3521092225966,41.65476081288362,104.92270439981198,306.9421003782585,L16 ICM-45686,X_A0_U4_P5_L16_I6_T2,146,313
L20,A0,U4,P3,I1,T2,position_fusion,5,81.90270894930248,139.45526694896756,3.9137638129491363,89.49459917039164,108.61153984393165,105.40670441093273,200.2766290041533,60.82136205518573,1.0,92.34687104651012,43.742360803325234,127.30376581224444,273.4029600642313,L20 Xsens MTi-3,X_A0_U4_P3_L20_I1_T2,147,33
