pair,scale_factor,median_3d,rmse_3d,p95_3d,source
A-H,0.9180764093670124,72.61270455535475,93.36359822426093,142.6997097160926,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/FULL_AutoPos_one_baseline_scale_correction/tables/static_accuracy_summary.csv
A-H,0.9180554801856402,72.76903872261576,93.57246408419697,143.13732905198935,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/FULL_AutoPos_one_baseline_scale_correction/tables/static_accuracy_summary.csv
A-D,0.9172038996025356,73.08732475811294,94.05917084742978,143.50650454785284,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/FULL_AutoPos_one_baseline_scale_correction/tables/static_accuracy_summary.csv
A-E,0.9372384346761684,73.20160920318489,94.21542317992008,144.40403544787748,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/FULL_AutoPos_one_baseline_scale_correction/tables/static_accuracy_summary.csv
D-E,0.959674318166334,73.26615685592635,90.29496423166896,146.9130585251885,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/FULL_AutoPos_one_baseline_scale_correction/tables/static_accuracy_summary.csv
A-D,0.9171772155908032,73.41170193135102,94.2479716574856,143.78041447942817,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/FULL_AutoPos_one_baseline_scale_correction/tables/static_accuracy_summary.csv
A-C,0.9367449941948112,73.52162653336669,94.57553352112085,144.69116415412256,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/FULL_AutoPos_one_baseline_scale_correction/tables/static_accuracy_summary.csv
E-F,0.991021088082828,73.73595159197043,92.6433739111848,148.00063941621931,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/FULL_AutoPos_one_baseline_scale_correction/tables/static_accuracy_summary.csv
A-C,0.9162631211039496,73.84033275531317,94.78617896678524,144.3776012661313,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/FULL_AutoPos_one_baseline_scale_correction/tables/static_accuracy_summary.csv
A-H,0.9583376077965,73.92615760422063,90.82433561144292,147.01988544519813,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/FULL_AutoPos_one_baseline_scale_correction/tables/static_accuracy_summary.csv
G-H,0.988639631583784,74.01082013865945,91.53815507441416,150.65833873265885,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/FULL_AutoPos_one_baseline_scale_correction/tables/static_accuracy_summary.csv
C-G,0.9357334275424442,74.45112475007677,95.3752483572164,145.15832222955265,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/FULL_AutoPos_one_baseline_scale_correction/tables/static_accuracy_summary.csv
A-C,0.9160620584055892,74.47024296259679,95.22892231443002,145.01028279249692,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/FULL_AutoPos_one_baseline_scale_correction/tables/static_accuracy_summary.csv
A-G,0.9307144447662647,74.66648515893617,97.61144900764788,149.3105256988939,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/FULL_AutoPos_one_baseline_scale_correction/tables/static_accuracy_summary.csv
A-F,0.935243064086042,74.76755778126507,95.75067513600388,145.40506742577537,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/FULL_AutoPos_one_baseline_scale_correction/tables/static_accuracy_summary.csv
C-G,0.9523302303510884,77.17309783902064,93.62563816240208,148.701227704755,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/FULL_AutoPos_one_baseline_scale_correction/tables/static_accuracy_summary.csv
D-G,0.9519083959846496,77.28529135727007,93.84007170447735,148.85829652379135,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/FULL_AutoPos_one_baseline_scale_correction/tables/static_accuracy_summary.csv
A-C,0.9288221884073664,77.43486226334511,99.33867414565916,150.59392671266582,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/FULL_AutoPos_one_baseline_scale_correction/tables/static_accuracy_summary.csv
A-B,0.9286065251127016,77.7649305533269,99.54528297040272,150.85588910532917,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/FULL_AutoPos_one_baseline_scale_correction/tables/static_accuracy_summary.csv
B-D,0.949822942927764,78.30369636830419,95.01936605287476,149.95108053345749,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/FULL_AutoPos_one_baseline_scale_correction/tables/static_accuracy_summary.csv
A-B,0.9310766393092073,78.76577574856832,99.1895555211608,146.89515531916368,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/FULL_AutoPos_one_baseline_scale_correction/tables/static_accuracy_summary.csv
A-G,0.9296107971334476,80.04442799826961,100.38681494619524,147.63757452623835,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/FULL_AutoPos_one_baseline_scale_correction/tables/static_accuracy_summary.csv
A-D,0.9252973009327452,82.7893987859766,104.11065574235263,151.18966175204832,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/FULL_AutoPos_one_baseline_scale_correction/tables/static_accuracy_summary.csv
B-H,1.0072705900633858,82.96330719287411,103.07950292142512,149.3719349360505,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/FULL_AutoPos_one_baseline_scale_correction/tables/static_accuracy_summary.csv
B-G,1.00636493888235,83.00058223935535,102.40422870886744,147.62157272975884,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/FULL_AutoPos_one_baseline_scale_correction/tables/static_accuracy_summary.csv
C-F,1.0096890340478375,83.50597513233026,105.06096601336732,154.09282892979687,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/FULL_AutoPos_one_baseline_scale_correction/tables/static_accuracy_summary.csv
A-C,0.9428802246196024,84.289853558744,99.4934398246708,153.9239298983693,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/FULL_AutoPos_one_baseline_scale_correction/tables/static_accuracy_summary.csv
C-G,0.9048632339385396,85.57174001759341,105.68933511243748,155.3366248299792,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/FULL_AutoPos_one_baseline_scale_correction/tables/static_accuracy_summary.csv
D-F,0.9406266459915468,86.4859139025167,101.05303854813135,155.4072096521092,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/FULL_AutoPos_one_baseline_scale_correction/tables/static_accuracy_summary.csv
C-G,0.9035332119532852,87.01851530319709,106.64266773925684,155.97786676961437,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/FULL_AutoPos_one_baseline_scale_correction/tables/static_accuracy_summary.csv
A-G,0.9392278541851794,87.61062137088226,102.0941608800089,156.59615827043126,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/FULL_AutoPos_one_baseline_scale_correction/tables/static_accuracy_summary.csv
A-B,0.936949294633638,89.80852991641935,103.86952812777425,158.39667416418223,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/FULL_AutoPos_one_baseline_scale_correction/tables/static_accuracy_summary.csv
A-F,0.9355881195990576,91.20650191441248,104.96034542099903,159.54162503398422,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/FULL_AutoPos_one_baseline_scale_correction/tables/static_accuracy_summary.csv
B-F,0.8949440371981706,99.8486103024256,115.71489256979623,163.59744735575967,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/FULL_AutoPos_one_baseline_scale_correction/tables/static_accuracy_summary.csv
B-F,0.8942384740138241,100.63205753452124,116.18067714099163,163.78329129717713,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/FULL_AutoPos_one_baseline_scale_correction/tables/static_accuracy_summary.csv
B-F,0.9076808840320412,103.61795907276397,120.95981543037676,165.81985122280577,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/FULL_AutoPos_one_baseline_scale_correction/tables/static_accuracy_summary.csv
D-H,0.9069797677031876,104.65983658181187,121.69284929067057,166.47089911846174,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/FULL_AutoPos_one_baseline_scale_correction/tables/static_accuracy_summary.csv
A-E,0.9210264245285402,107.508824568756,117.2109671884956,174.0689667542801,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/FULL_AutoPos_one_baseline_scale_correction/tables/static_accuracy_summary.csv
B-F,0.9042412029109738,126.17712777941396,133.65272527988338,192.88750136625103,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/FULL_AutoPos_one_baseline_scale_correction/tables/static_accuracy_summary.csv
D-H,0.8720610956315671,132.06785221392437,139.6007244880065,191.77932052028345,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/FULL_AutoPos_one_baseline_scale_correction/tables/static_accuracy_summary.csv
D-H,0.8719831955376655,132.64572735914436,139.9706286138161,192.26900460436696,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/FULL_AutoPos_one_baseline_scale_correction/tables/static_accuracy_summary.csv
C-D,0.8919990263457288,138.72393664562355,146.29370077100157,196.4697545860844,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/FULL_AutoPos_one_baseline_scale_correction/tables/static_accuracy_summary.csv
A-D,0.8919882472007412,138.72983923924744,146.30505451795548,196.47437290233,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/FULL_AutoPos_one_baseline_scale_correction/tables/static_accuracy_summary.csv
B-C,1.1220757847115386,224.35398086002093,244.68920866739828,355.8167798156831,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/FULL_AutoPos_one_baseline_scale_correction/tables/static_accuracy_summary.csv
D-H,1.138023681528178,241.1398743155246,269.45545258895703,390.1157994937328,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/FULL_AutoPos_one_baseline_scale_correction/tables/static_accuracy_summary.csv
