experiment_id,deployability,description,track_count,capture_count,sample_err3d_n,sample_err3d_p50_mm,sample_err3d_p90_mm,sample_err3d_p95_mm,sample_err3d_rmse_mm,sample_err_horizontal_xz_n,sample_err_horizontal_xz_p50_mm,sample_err_horizontal_xz_p90_mm,sample_err_horizontal_xz_p95_mm,sample_err_horizontal_xz_rmse_mm,sample_err_vertical_y_n,sample_err_vertical_y_p50_mm,sample_err_vertical_y_p90_mm,sample_err_vertical_y_p95_mm,sample_err_vertical_y_rmse_mm,trackmedian_err3d_p50_mm,trackmedian_err3d_p95_mm,trackmedian_err3d_rmse_mm,trackmedian_horizontal_xz_p95_mm,trackmedian_vertical_y_p95_mm,trackmedian_turn_center_abs_error_3d_mm,trackmedian_turn_center_abs_error_xz_mm,trackmedian_turn_center_abs_error_y_mm,trackmedian_radius_error_abs_mm,trackmedian_circle_thickness_rms_mm,trackmedian_circle_thickness_p95_mm,imu_only_endpoint_drift_3d_trackmedian_mm,imu_only_endpoint_drift_xz_trackmedian_mm,imu_only_drift_rate_3d_trackmedian_mm_s,uwb_update_accept_rate_trackmedian,uwb_innovation_nis_trackmedian,uwb_innovation_nis_p95_trackmedian,raw_range_ge4_ratio_trackmedian,raw_range_full8_ratio_trackmedian,capture_pair_count,legacy_deltaR_error_rms_mm,legacy_abs_deltaR_error_median_mm,legacy_abs_deltaR_error_p95_mm,A,U,P,L,I,T,kind,delta_vs_B0_trackmedian_err3d_p50_mm,delta_vs_B0_trackmedian_err3d_p95_mm,delta_vs_B0_sample_err3d_rmse_mm,delta_vs_B0_legacy_deltaR_error_rms_mm,delta_vs_B0_trackmedian_radius_error_abs_mm,verdict,screening_score,rank
X_A0_U4_P0_L2_I0_T3,loose_ekf_screening,Phase 2 position-side T3 screening row.,34,17,40661,100.58932154358082,202.16519585662653,248.64146693287228,136.88955987723224,40661,64.5549579041136,142.05682863402964,173.5597145919721,90.93361708955058,40661,60.598960254595795,158.0078256164968,198.54010583281138,102.32218179062326,102.87039589563963,223.0099398985425,128.87227517406797,161.90516590731403,180.80928304663723,81.33851040770513,68.269311497344,37.43300302719808,58.88325759791488,94.21225828022054,169.27201308641588,nan,nan,nan,1.0,0.0936927684621485,0.5228106701411218,nan,nan,17,92.13831611442905,26.30150743789028,210.99528865074544,A0,U4,P0,L2,I0,T3,position_fusion,-2.9674513127852578,-8.79219809693521,-4.376424970732046,12.058962207414936,-0.8489091676045462,FUSION_HURTS_GEOMETRY,274.86232493918726,31
X_A0_U4_P0_L8_I7_T5,error_state_ekf_screening,Phase 2 position-side T5 screening row.,34,17,40661,100.18405293262236,201.67584210264147,247.95636946277867,136.4042007776827,40661,64.23710947859426,141.77278640133116,173.25843578573424,90.73761508431326,40661,60.61098056871151,157.2409831305589,198.5448741541196,101.84690078058033,103.15755195983238,222.3183814192891,128.29643018682344,162.08476550080772,177.99245856516796,84.79556991914214,71.01979410517794,37.33067335700321,58.79700297587064,94.65317956615289,170.25291833096358,nan,nan,nan,1.0,0.18900156579603272,1.0149964624744632,nan,nan,17,92.56412094506729,26.229555733740085,215.87388019202902,A0,U4,P0,L8,I7,T5,position_fusion,-2.6802952485925147,-9.483756576188625,-4.861784070281601,12.484767038053178,-0.935163789648783,FUSION_HURTS_GEOMETRY,275.16237160606596,32
X_A0_U4_P0_L8_I0_T3,loose_ekf_screening,Phase 2 position-side T3 screening row.,34,17,40661,101.74878912004445,205.5148714284562,252.9336117160798,139.18484782705804,40661,65.23273201084123,144.16095050361142,176.40628840946735,92.28764497426,40661,61.394133161160596,160.5599250334201,202.56958310301627,104.18931063091954,104.91709759947256,228.12229026387263,132.06110683226643,164.99438814871394,185.2841751544202,83.77454081797293,70.08765883120098,38.83102891145501,59.25548977704918,95.64981282470633,170.3410822115917,nan,nan,nan,1.0,0.08825342252893954,0.4382587907053789,nan,nan,17,86.90862439916164,26.284343758242585,193.21561604164987,A0,U4,P0,L8,I0,T3,position_fusion,-0.9207496089523346,-3.6798477316050935,-2.0811370209062545,6.829270492147529,-0.47667698847024553,FUSION_HURTS_GEOMETRY,275.2236811597657,33
X_A0_U4_P0_L4_I1_T5,error_state_ekf_screening,Phase 2 position-side T5 screening row.,34,17,40661,100.80987385351645,203.10376820132663,250.25423470948047,137.4757993611061,40661,64.7646032335555,142.99197646198016,174.8229822590136,91.43837620624052,40661,60.55336952437938,158.545217824225,199.71087825064387,102.65777499410913,104.32238632281934,223.66131639245828,130.67170562063617,162.36010990778226,181.72734153586907,82.44518565592034,69.11555728102033,38.244986241487254,59.025872506747106,94.49893299390777,170.7443013423012,nan,nan,nan,1.0,0.11828971783563393,0.6205317019595451,nan,nan,17,90.37083524662327,26.31173516193627,205.61888321085482,A0,U4,P0,L4,I1,T5,position_fusion,-1.515460885605549,-8.140821603019447,-3.790185486858178,10.291481339609163,-0.7062942587723171,FUSION_HURTS_GEOMETRY,275.37636798618956,34
X_A0_U4_P0_L7_I3_T3,loose_ekf_screening,Phase 2 position-side T3 screening row.,34,17,40661,99.96414273759906,200.66142501626618,247.1168480933926,136.19379404633938,40661,64.40744230627266,141.7820383588694,172.90801133823868,90.62820583827943,40661,60.023391660820266,157.26365307076276,198.44946566410135,101.66256854551317,104.32713338295635,222.63646900403603,130.46973172541954,163.29715005839464,182.35181201608725,81.26990071029392,67.41669085804769,37.44761845290344,58.827725999820785,94.38154283845864,169.4349687003315,nan,nan,nan,1.0,0.16506378114435333,0.7649810284402989,nan,nan,17,91.20038250120442,26.1765575833262,207.97498005674285,A0,U4,P0,L7,I3,T3,position_fusion,-1.5107138254685424,-9.165668991441692,-5.072190801624913,11.121028594190307,-0.904440765698638,FUSION_HURTS_GEOMETRY,275.50402828512244,35
X_A0_U4_P0_L5_I0_T5,error_state_ekf_screening,Phase 2 position-side T5 screening row.,34,17,40661,100.388355474749,202.27302691932042,249.14373276883302,137.04591733956875,40661,64.41268169110181,142.32202079865957,173.9870173245392,90.99734277054075,40661,60.57721438542774,158.13399469260366,199.19762779602354,102.47471428671868,103.68406089746497,223.2691734133149,129.33570746430468,160.82329321471107,181.2719646121737,82.49447657954778,67.88865063965885,38.072946981677205,58.91956562983509,94.18559651370768,170.03177587945152,nan,nan,nan,1.0,0.087057229328873,0.5457016573400548,nan,nan,17,91.74979424541962,26.22950462630382,209.01184560877317,A0,U4,P0,L5,I0,T5,position_fusion,-2.153786310959916,-8.532964582162833,-4.220067508395545,11.670440338405513,-0.8126011356843321,FUSION_HURTS_GEOMETRY,275.51291037883647,36
X_A0_U4_P0_L7_I1+I2+I3+I8_T5,error_state_ekf_screening,Phase 2 position-side T5 screening row.,34,17,40661,97.90871769331719,195.488794617576,239.9962023554487,132.06669026357275,40661,63.259767698078846,138.84388640282566,168.81377190797,88.67973436279222,40661,58.89930347277016,151.53733175264392,191.58329302837797,97.86478115501549,98.64395507802573,208.48341655730707,121.1970803522951,158.6563871077792,167.5269689473573,82.73371854175254,70.26554052431706,40.82192988410628,58.03621282661959,91.7835373655947,166.13787213974945,nan,nan,nan,1.0,0.2837499409146067,1.5066028683538597,nan,nan,17,107.23537034910592,26.386423550279403,260.2205481860933,A0,U4,P0,L7,I1+I2+I3+I8,T5,position_fusion,-7.193892130399163,-23.318721438170655,-9.199294584391538,27.15601644209181,-1.6959539388998337,FUSION_HURTS_GEOMETRY,275.69601653076717,37
X_A0_U4_P0_L3_I0_T3,loose_ekf_screening,Phase 2 position-side T3 screening row.,34,17,40661,99.6144306334311,200.12894089183624,246.47543643982547,135.49813331092832,40661,64.26899576745147,141.8302780663486,172.66829198393845,90.4239841308116,40661,60.042865703679354,155.97514481108055,196.65766176419186,100.91207670371685,102.2420820393705,217.99578128681458,126.76925785261238,160.74053904403604,175.71166574996255,83.68145665662267,71.23455998819804,36.62523026073359,58.64242043009355,93.2548950766719,170.00204848556348,nan,nan,nan,1.0,0.11022050930214923,0.6017673310037954,nan,nan,17,96.95694749943014,26.220319073683186,225.19229752315252,A0,U4,P0,L3,I0,T3,position_fusion,-3.5957651690543884,-13.806356708663145,-5.767851537035966,16.877593592416034,-1.0897463354258718,FUSION_HURTS_GEOMETRY,275.7316789544035,38
X_A0_U4_P0_L4_I7_T5,error_state_ekf_screening,Phase 2 position-side T5 screening row.,34,17,40661,100.64691398632831,202.45922023454898,249.6342383062285,137.326214477842,40661,64.72786924571294,142.76239490243296,174.17813543533066,91.18050221797415,40661,60.78550915871938,158.38537791355714,199.98343406951653,102.68692807798018,103.50903295053885,225.11508356289454,130.06498614628615,163.73782576771845,179.6930626729234,81.53206749244305,66.95234381986641,40.14088647777123,58.92412588827489,94.4245579975081,169.92532663081244,nan,nan,nan,1.0,0.12877134774443866,0.6514200955047191,nan,nan,17,91.53550186438054,26.247324381995952,208.9972801616726,A0,U4,P0,L4,I7,T5,position_fusion,-2.3288142578860374,-6.6870544325831816,-3.9397703701222895,11.456147957366426,-0.8080408772445367,FUSION_HURTS_GEOMETRY,275.83622644675575,39
X_A0_U4_P0_L7_I8_T3,loose_ekf_screening,Phase 2 position-side T3 screening row.,34,17,40661,100.36796145927924,200.7558472298866,246.20342795370857,135.8321589554486,40661,64.74359058698671,142.47568099633287,173.5010245315244,91.06671956649107,40661,59.74702326797137,156.0464405372162,197.91158660312044,100.78307394546131,101.75356360331813,220.28822829709895,128.19064271931984,158.91832418369233,175.9869438701006,92.86993447296562,76.43827178812222,40.36542057344286,58.58031480136222,94.4765963741851,169.79084489718042,nan,nan,nan,1.0,0.21196385052491276,1.1892972150940329,nan,nan,17,96.70889111635792,26.242171417086297,223.38781953778303,A0,U4,P0,L7,I8,T3,position_fusion,-4.084283605106762,-11.513909698378768,-5.433825892515699,16.62953720934381,-1.1518519641572027,FUSION_HURTS_GEOMETRY,275.8408246894344,40
X_A0_U4_P0_L8_I8_T5,error_state_ekf_screening,Phase 2 position-side T5 screening row.,34,17,40661,98.8642077249874,198.39090832115423,243.46314778473382,133.7577426988049,40661,63.84351281814029,140.43934944801018,170.90481905675338,89.39904958896572,40661,59.59159238552547,154.65257980261993,194.95569738248025,99.49343528328559,101.64638070049571,218.94684599955312,126.92900378620692,155.7804072938781,170.9454345404428,82.17978232271531,65.84480898334112,35.54960342310551,58.32150908037809,92.93183665151892,168.92031197019742,nan,nan,nan,1.0,0.3488707128125096,1.5754805617876695,nan,nan,17,98.00352952455437,26.490772129272557,236.14675894823364,A0,U4,P0,L8,I8,T5,position_fusion,-4.191466507929178,-12.855291995924603,-7.5082421491594005,17.924175617540257,-1.4106576851413308,FUSION_HURTS_GEOMETRY,276.0410020077164,41
X_A0_U4_P0_L8_I8_T3,loose_ekf_screening,Phase 2 position-side T3 screening row.,34,17,40661,98.3787247107044,192.18114014604993,233.47112929870568,129.27845659404758,40661,63.9554958371295,138.3060464504239,167.0489571789475,88.1992813338167,40661,58.28086566458916,147.99672371915585,186.80578485416277,94.51881353221326,101.95167394935096,209.89831855841433,122.91372787023644,152.74178100517008,154.99605977971706,83.57933339657674,68.397680936288,29.40740222528575,57.092405038391036,92.23112284664901,157.02305211823565,nan,nan,nan,1.0,0.6652587885169654,2.8750646556628388,nan,nan,17,103.37497923300633,26.177850013984084,284.7404970729961,A0,U4,P0,L8,I8,T3,position_fusion,-3.886173259073928,-21.90381943706339,-11.987528253916707,23.29562532599222,-2.6397617271283877,FUSION_HURTS_GEOMETRY,276.32477342709586,42
X_A0_U4_P0_L8_I3_T5,error_state_ekf_screening,Phase 2 position-side T5 screening row.,34,17,40661,99.19652485637515,199.5578430154853,245.00712345976302,134.97609782684,40661,63.85885015030587,140.1749616207595,172.110134564188,89.88319594583915,40661,59.67836947863344,155.87761552296092,196.69965738452373,100.69537264007005,102.83752419598389,217.41604608944357,126.63325358097057,162.02304884377392,177.23665764709597,81.92857998686108,69.47846229937849,37.37955834347372,58.605850458059166,94.01624173455662,168.7370697792971,nan,nan,nan,1.0,0.19806978066032616,1.012440538261448,nan,nan,17,97.29462773991114,26.592627001398,226.52523640933327,A0,U4,P0,L8,I3,T5,position_fusion,-3.000323012441001,-14.386091906034153,-6.2898870211242865,17.215273832897026,-1.1263163074602573,FUSION_HURTS_GEOMETRY,276.34230497425654,43
X_A0_U4_P0_L7_I1+I3+I7_T5,error_state_ekf_screening,Phase 2 position-side T5 screening row.,34,17,40661,99.1675576564048,197.75573312783595,243.24289241955728,134.16410341843147,40661,64.18735593600373,140.27962554971631,170.98346287819626,89.75325769237722,40661,59.50860957045347,154.19420773883064,194.88871069696938,99.72140883319541,101.05339448796366,216.73544629338738,126.48555398614364,158.77063619220172,179.98942352017184,83.27005792788287,70.81796906785962,37.979785925632086,58.39855383315941,92.68751412421094,169.98233807287374,nan,nan,nan,1.0,0.2313479598114546,1.0843575938884606,nan,nan,17,100.92539203636902,26.506045895974694,235.46158364253176,A0,U4,P0,L7,I1+I3+I7,T5,position_fusion,-4.784452720461232,-15.066691702090338,-7.101881429532824,20.84603812935491,-1.3336129323600119,FUSION_HURTS_GEOMETRY,276.75785203268725,44
X_A0_U4_P0_L4_I3_T5,error_state_ekf_screening,Phase 2 position-side T5 screening row.,34,17,40661,99.81357082937794,200.7370447504568,246.94612172480572,135.9111653068129,40661,64.28138738284146,141.36569779967036,173.16898819852244,90.54582613432552,40661,60.11269492289625,156.83007359307805,197.37827910381407,101.35728007749772,102.96858941463817,221.34699760640473,128.70402417250185,159.46223036925926,178.8474080338978,83.11506314445509,69.11426668149076,37.67767610375313,58.66539513857458,93.39623285538167,169.41578378249886,nan,nan,nan,1.0,0.13702279223240682,0.7440614296572958,nan,nan,17,95.89402426505215,26.275609314127678,222.45650242084002,A0,U4,P0,L4,I3,T5,position_fusion,-2.8692577937867156,-10.455140389072994,-5.354819541151386,15.814670358038043,-1.066771626944842,FUSION_HURTS_GEOMETRY,276.89855313170364,45
X_A0_U4_P0_L4_I4_T5,error_state_ekf_screening,Phase 2 position-side T5 screening row.,34,17,40661,99.73431655646955,199.704576286798,245.3076546219987,135.4577773933345,40661,64.03116534908557,141.24375742404624,171.97272108523134,90.1481739889076,40661,60.39502929578316,156.27623857614333,197.18884084243484,101.10448151693282,102.46266785769996,220.53071382932777,128.42373619238185,160.03723764595367,176.81830133127073,80.89575754158696,71.27885430352788,37.525716331809235,58.65826685586086,93.25049905583444,169.8607471111523,nan,nan,nan,1.0,0.14278225215259338,0.8163515820625127,nan,nan,17,97.31628734914871,26.59676365288294,226.31743833802233,A0,U4,P0,L4,I4,T5,position_fusion,-3.3751793507249346,-11.271424166149956,-5.80820745462978,17.2369334421346,-1.0738999096585644,FUSION_HURTS_GEOMETRY,277.09895227029915,46
X_A0_U4_P0_L4_I8_T5,error_state_ekf_screening,Phase 2 position-side T5 screening row.,34,17,40661,98.80924430321414,198.80854166611687,244.13219993342435,134.21030569253767,40661,63.81516196809055,140.51111751078255,171.23686953943024,89.67106797732269,40661,59.314797690164596,154.45210024451848,195.19078107084215,99.85742697411538,102.24225763022088,217.79534401150215,126.66305358971333,157.94269936406087,174.4270426633435,83.76606814383612,70.78785381832108,35.76639086347325,58.4253395170542,92.87923065196694,169.08743923003902,nan,nan,nan,1.0,0.1806500604566602,0.9881611129898673,nan,nan,17,99.26027794998917,26.543201182084488,228.6315945485669,A0,U4,P0,L4,I8,T5,position_fusion,-3.595589578204013,-14.00679398397557,-7.055679155426617,19.180924042975064,-1.3068272484652255,FUSION_HURTS_GEOMETRY,277.16549235776614,47
X_A0_U4_P0_L1_I0_T5,error_state_ekf_screening,Phase 2 position-side T5 screening row.,34,17,40661,98.88907673674944,198.25216103071398,243.67339648833536,134.18625169162982,40661,63.441420463368395,140.1707644564923,170.6454655500574,89.43094372689968,40661,59.69320996722445,154.88044112659566,195.51532748922114,100.04027412580157,102.00871013986927,217.03357421224675,126.52698688166204,157.73445478299996,176.85881633170317,82.66840863173499,69.1620914696815,36.86642207637749,58.3957421929926,92.46256122071817,168.59676520072043,nan,nan,nan,1.0,0.140240992046805,0.8696557948146192,nan,nan,17,101.11268255105888,26.50564685384353,237.81397071905002,A0,U4,P0,L1,I0,T5,position_fusion,-3.8291370685556245,-14.768563783230974,-7.07973315633447,21.033328644044772,-1.3364245725268233,FUSION_HURTS_GEOMETRY,277.9472099963931,48
X_A0_U4_P0_L7_I0_T2,position_prior_screening,Phase 2 position-side T2 screening row.,34,17,40661,103.3639110570281,206.0831965858497,252.83459024183836,139.6496511707379,40661,67.14884214223206,145.2276284220983,177.2686045140462,93.27229519269679,40661,61.60551300137712,160.36837271032698,202.0917249942721,103.9341330920464,107.35694407664965,226.26767893673838,134.25752392395435,166.98414887849776,178.60482810390153,82.90467692349611,72.76261460699146,36.48606700453092,59.17403369808446,96.18010622969155,177.1358345951623,nan,nan,nan,1.0,0.5921218413644845,3.5263026348267683,nan,nan,17,88.55499528359798,26.256837528069354,187.90363444432018,A0,U4,P0,L7,I0,T2,position_fusion,1.5190968682247643,-5.534459058739344,-1.616333677226379,8.475641376583866,-0.5581330674349658,FUSION_HURTS_GEOMETRY,278.1261452520689,49
X_A0_U4_P0_L8_I7_T3,loose_ekf_screening,Phase 2 position-side T3 screening row.,34,17,40661,99.21597539974597,195.239338537258,238.99638489300727,131.84594519397467,40661,63.87999665189024,138.28081476080717,168.21918935892987,88.68531025654437,40661,59.744680529491916,151.06711602226528,190.1125219373488,97.5616164728375,99.71223229366585,215.3488081844389,125.18915830066351,155.75126704801775,168.28116907291218,89.03311106742282,75.09901354089519,36.218134742084544,57.796567757019346,93.67821847772018,165.4432114913354,nan,nan,nan,1.0,0.3615660934511806,1.9089192531628583,nan,nan,17,106.63428966185619,25.926463626738553,277.4612449957943,A0,U4,P0,L8,I7,T3,position_fusion,-6.125614914759041,-16.453329811038827,-9.420039653989619,26.554935754842077,-1.935599008500077,FUSION_HURTS_GEOMETRY,278.6266018000285,50
