s,d_tag_mm,median_3d_mm,rmse_3d_mm,p95_3d_mm,signed_vertical_slope,n_positions,n_frames
1.005,26.0,71.3808286586645,95.96167585745106,164.54423974689314,110.95846761575169,24,28818
1.005,28.0,72.71383303167951,93.96485334907241,163.51776092844543,106.38113447940937,24,28818
1.005,30.0,74.03904986606565,92.05326476220472,162.5112419313484,101.84683725827246,24,28818
1.005,32.0,74.42563761779542,90.2294636104623,161.5260815513151,97.35636006807077,24,28818
1.005,34.0,74.83518284484619,88.49893037577948,160.5657662144119,92.90943580319502,24,28818
1.005,36.0,73.49981617470618,86.86237403518324,159.61436493747024,88.50447373856844,24,28818
1.005,38.0,71.35870600602593,85.32178536347723,158.6740897840965,84.13851307092425,24,28818
1.005,40.0,69.24649501754156,83.88041842922057,156.85827475875112,79.81044511552113,24,28818
1.005,42.0,68.17643998254556,82.53843276083002,153.23353089588255,75.51898911630961,24,28818
1.005,44.0,68.82542013427515,81.29949611472765,149.67707843920988,71.26626779086492,24,28818
1.005,46.0,67.37730913746094,80.16591820382781,146.19381685623668,67.05261747293179,24,28818
1.005,48.0,65.70133443377105,79.1369893867951,142.78604916010963,62.877440540535126,24,28818
1.005,50.0,63.92418284386109,78.21618928669047,139.46528657780354,58.74261371771259,24,28818
1.005,52.0,63.25405974681149,77.40362118736546,136.23098169726808,54.647976715991796,24,28818
1.005,54.0,62.485637843364444,76.70140003194028,133.07265754112072,50.593853989919,24,28818
1.005,56.0,59.85118666874203,76.1098183572496,129.98764690149315,46.579798520077695,24,28818
1.005,58.0,58.28581561495568,75.62896872097083,126.98412204119757,42.60199731951215,24,28818
1.005,60.0,58.98137381154082,75.25925703648251,124.06688440829508,38.659796062496014,24,28818
1.005,62.0,59.72663833099876,74.99796612874701,122.48723247899368,34.74981160400436,24,28818
1.005,64.0,59.01692814370591,74.84752355152695,124.81849589086163,30.870852939972664,24,28818
1.005,66.0,57.99311686508028,74.80625201071172,127.05306366563602,27.022767369151424,24,28818
1.005,68.0,57.436727234908304,74.87094345885625,129.1917004544703,23.205784057231018,24,28818
1.005,70.0,58.269738920114875,75.0370190240646,131.20383446360938,19.42125172449028,24,28818
1.005,72.0,60.01922695349202,75.29844302006012,133.05559649211506,15.66383053040616,24,28818
1.005,74.0,58.96321799080614,75.6560884132285,135.03760968619048,11.93554954451978,24,28818
1.005,76.0,59.44429603254804,76.10628569026827,137.29342023550802,8.235723052460926,24,28818
1.005,78.0,59.05836073242482,76.64531706757255,139.39559771965344,4.563824049523641,24,28818
1.005,80.0,58.826323307326376,77.26920224523205,141.3647792088658,0.9196874277271246,24,28818
1.005,82.0,58.74905819166193,77.97761270901421,143.2180750671622,-2.6987671245956495,24,28818
1.005,84.0,59.08135312591658,78.7648316642536,144.9238178277034,-6.295459619759437,24,28818
1.005,86.0,60.677451574101596,79.62814654542301,145.96011595918043,-9.865620029374568,24,28818
1.005,88.0,62.34940525016932,80.56546181762776,146.2512441994536,-13.413026177194043,24,28818
1.005,90.0,64.03749407206575,81.57420316123954,146.57274956181317,-16.939425560454673,24,28818
1.005,92.0,65.73699713709595,82.64793868265484,146.92377056921336,-20.444404699087247,24,28818
1.005,94.0,67.4509677203389,83.79023828258862,147.3043661078875,-23.926220127430476,24,28818
1.005,96.0,69.1899271070034,84.99801645078104,147.84054167398713,-27.389154358703756,24,28818
1.005,98.0,70.70436062454915,86.26823633635199,150.25102143296752,-30.832139585346393,24,28818
1.005,100.0,72.20337696122783,87.5962240944753,152.62238575769382,-34.254724560327034,24,28818
1.005,102.0,73.76333282598134,88.97905497439407,153.8055837179578,-37.658058346399486,24,28818
1.005,104.0,75.38244186112215,90.4114919257131,154.12467263802912,-41.04359215790181,24,28818
1.005,106.0,77.09301976107827,91.89515139929762,154.41257173769927,-44.40918092151503,24,28818
1.005,108.0,77.7686061351955,93.42646270097498,154.6741586653577,-47.755216696143364,24,28818
1.005,110.0,79.4129276841781,95.0002175519098,154.91129029467288,-51.080994442954434,24,28818
1.005,112.0,81.23722278734837,96.61318153624809,155.13298210610805,-54.385610735245464,24,28818
1.005,114.0,83.08185896782861,98.2655154114742,155.35506403212727,-57.66888086597068,24,28818
1.005,116.0,84.93154593610194,99.950131485681,155.58676968699604,-60.929382138358605,24,28818
1.005,118.0,86.79503212415966,101.6665647330309,156.0540468821862,-64.16621267152857,24,28818
1.005,120.0,88.66888753376088,103.41150597449248,156.5558818830299,-67.37817383267178,24,28818
1.01,0.0,88.5812925788843,116.7003690096966,183.25738080696527,152.86523123640478,24,28818
1.01,2.0,86.39623660306697,114.10676533383547,180.276673104883,147.9361233654726,24,28818
1.01,4.0,84.22625630129521,111.57487622602874,177.29624540498392,143.0542502850212,24,28818
1.01,6.0,81.20626055155518,109.10450272680582,174.2876118683929,138.2176302701934,24,28818
1.01,8.0,77.62882288424171,106.69552357854617,171.40386265206638,133.42207150773933,24,28818
1.01,10.0,74.13786692690597,104.35101281886041,168.89575852290653,128.66878635638375,24,28818
1.01,12.0,72.08951240539565,102.0763557106202,167.6702570958901,123.95833727157276,24,28818
1.01,14.0,70.49998584993017,99.87369011050446,166.55278458752036,119.29148904431871,24,28818
1.01,16.0,70.74293233637857,97.74623629372464,165.4716296248242,114.66650496144506,24,28818
1.01,18.0,71.9538992363182,95.6980042918341,164.4217159214672,110.08044449185817,24,28818
1.01,20.0,73.36240111607046,93.73184108195353,163.4119658359657,105.53748097031817,24,28818
1.01,22.0,74.4159798362011,91.85194644552654,162.4226987188222,101.0380209889963,24,28818
1.01,24.0,74.81405947480414,90.06175590794268,161.45594890152276,96.58257095181311,24,28818
1.01,26.0,74.39391224733075,88.36439436798895,160.51117932668882,92.16940528274735,24,28818
1.01,28.0,73.13345676494566,86.76117479103341,159.574668972857,87.79776726716457,24,28818
1.01,30.0,71.28009463199604,85.25412396787655,158.6486226625059,83.46284523976936,24,28818
1.01,32.0,69.17286863731962,83.84525808873501,157.10884709053565,79.16664825519506,24,28818
1.01,34.0,68.31504243681604,82.53612387301153,153.4795918603208,74.90657915934511,24,28818
1.01,36.0,68.32556728706012,81.32968585511735,149.9181921170203,70.68519700485152,24,28818
1.01,38.0,66.7747276126903,80.22903600894291,146.4336164758224,66.50287567371349,24,28818
1.01,40.0,64.92586496279084,79.23295774778342,143.02395637595347,62.358789012936406,24,28818
1.01,42.0,63.653308272279105,78.3439769161074,139.70225363173304,58.2550073067173,24,28818
1.01,44.0,63.01228633352652,77.56305554913817,136.46541167109683,54.190265704879764,24,28818
1.01,46.0,62.223085599905836,76.8929844784788,133.3082150853205,50.1664422276961,24,28818
1.01,48.0,59.614654204873474,76.3331976922237,130.22510799107638,46.17949576145156,24,28818
1.01,50.0,58.53981997053849,75.88383600832698,127.22629416755782,42.229292825735605,24,28818
1.01,52.0,59.259070978657824,75.54335055102054,124.31272665431513,38.31365320169186,24,28818
1.01,54.0,60.03471845676729,75.31222738757573,123.68122343801109,34.4281908665628,24,28818
1.01,56.0,59.41717574393972,75.19108259075041,126.00113609108844,30.571760812849956,24,28818
1.01,58.0,58.47258444141066,75.1777983077414,128.22315927099854,26.74726397675802,24,28818
1.01,60.0,58.48610302134193,75.26988550873105,130.3445900251984,22.955109893021554,24,28818
1.01,62.0,59.367183535637196,75.45906534121171,132.3144120333558,19.192184955035437,24,28818
1.01,64.0,59.71096656617483,75.74376707420573,134.14013895909682,15.45732680210937,24,28818
1.01,66.0,59.1529098605793,76.12326321675978,136.1819100090193,11.749556197870525,24,28818
1.01,68.0,59.65843932373909,76.59479470076828,138.4086569098964,8.070507877668105,24,28818
1.01,70.0,59.26258276697753,77.15325995717923,140.48415957491935,4.418146384013116,24,28818
1.01,72.0,59.070623285072834,77.79616283987201,142.43870828779785,0.793659889967046,24,28818
1.01,74.0,59.12874820361982,78.52199798690967,144.26086660396712,-2.807301332681118,24,28818
1.01,76.0,59.79159273632893,79.32580402282898,145.94062379461667,-6.385208847546481,24,28818
1.01,78.0,61.453633367391156,80.20425831778947,146.29934712016927,-9.938404830081264,24,28818
1.01,80.0,63.127577395783376,81.15664363495648,146.60166014665518,-13.470376796334431,24,28818
1.01,82.0,64.81344710049197,82.17757482893332,146.93363771212418,-16.981106754968824,24,28818
1.01,84.0,66.51470927968367,83.265095873094,147.29531319668976,-20.4691435940646,24,28818
1.01,86.0,68.23423087454472,84.42039928041507,147.68661412663835,-23.93518714476027,24,28818
1.01,88.0,69.81167521148512,85.6408822622501,148.76424805362325,-27.38377909523656,24,28818
1.01,90.0,71.27842844007162,86.92191974199575,151.1768541130674,-30.811214746128524,24,28818
1.01,92.0,72.80478855334911,88.26069697288088,153.552723769633,-34.2186361762145,24,28818
1.01,94.0,74.39264696329954,89.65111341324688,154.5132416316271,-37.60903881671819,24,28818
1.01,96.0,76.21619898634395,91.09247654780141,154.82400473776437,-40.981005106146974,24,28818
1.01,98.0,77.97404769251037,92.58428431057126,155.10586411714533,-44.33242243655625,24,28818
1.01,100.0,78.64148210882142,94.12067699079101,155.3610335145511,-47.66429519271753,24,28818
1.01,102.0,80.15574926111647,95.69821583106754,155.59051827089235,-50.97604791207884,24,28818
1.01,104.0,81.98802978488158,97.31652494972903,155.81174019832466,-54.266847055622584,24,28818
1.01,106.0,83.83010736894624,98.97028980291407,156.0330690112367,-57.53590974897658,24,28818
1.01,108.0,85.68147889372085,100.655611899215,156.38990454325045,-60.78128684688847,24,28818
1.01,110.0,87.54481220064645,102.37247650292224,156.88558544457223,-64.00249274880156,24,28818
1.01,112.0,89.42399336738389,104.1178279152565,157.38797503726192,-67.20060886309047,24,28818
1.01,114.0,91.31762566228892,105.88941410124427,157.9008043130507,-70.37939885742381,24,28818
1.01,116.0,93.2149615978347,107.68376187066718,159.42486939564697,-73.53917577078593,24,28818
1.01,118.0,95.12277907483782,109.4978696516316,161.10745349554415,-76.67819035457255,24,28818
1.01,120.0,97.03572608502117,111.33225470767754,162.73032714862137,-79.79753160590407,24,28818
1.015,0.0,76.4127743527178,106.28993160889333,171.4766494186699,132.3682515359368,24,28818
1.015,2.0,72.98132617848162,103.97201741247238,169.16123035215367,127.64755419208404,24,28818
1.015,4.0,71.00630274995419,101.7246118833828,167.49018056074243,122.97051285207641,24,28818
1.015,6.0,70.19449947740804,99.55076033057102,166.3915978252569,118.3384580202165,24,28818
1.015,8.0,71.2778218170092,97.45306541321013,165.32770450211723,113.74629483183364,24,28818
1.015,10.0,72.5582233411142,95.43500134943031,164.29642440423,109.19498107919348,24,28818
1.015,12.0,74.05037456580712,93.50079570013185,163.30325453408426,104.68669964336222,24,28818
1.015,14.0,74.79895058728604,91.65385261156732,162.3312629556246,100.2231920799895,24,28818
1.015,16.0,75.14122480433008,89.89782511799658,161.38301741639089,95.80288883598556,24,28818
1.015,18.0,73.86098042780213,88.23370406974986,160.4531107796568,91.42414296006955,24,28818
1.015,20.0,72.60794689892593,86.66474394212736,159.53116573581949,87.08526159880641,24,28818
1.015,22.0,71.19151515570039,85.19130691795236,158.6189000057441,82.78310739424845,24,28818
1.015,24.0,69.09333703046948,83.81560343409684,157.32666133589282,78.51817205203922,24,28818
1.015,26.0,68.46146002793843,82.53927887237582,153.69200832647687,74.2899209765664,24,28818
1.015,28.0,67.74850741946867,81.36635205139964,150.12819149285298,70.1006964984576,24,28818
1.015,30.0,65.97166077797765,80.29829891556734,146.6420201065981,65.94985838604995,24,28818
1.015,32.0,64.17671120314289,79.33643532694492,143.23458686424758,61.83733914991479,24,28818
1.015,34.0,63.39084489066966,78.47927002973815,139.9124434840943,57.76430141814129,24,28818
1.015,36.0,62.786511278033586,77.73116459326295,136.67297841773527,53.73096586582256,24,28818
1.015,38.0,61.97144765576566,77.09372424964937,133.51806385258243,49.735965075463625,24,28818
1.015,40.0,59.391475755679664,76.5659941990638,130.44060183371937,45.77680180186415,24,28818
1.015,42.0,58.80770627263412,76.14801813918899,127.44731799191649,41.85379395561856,24,28818
1.015,44.0,59.555493301931236,75.83798436937917,124.53616749958985,37.96335525939845,24,28818
1.015,46.0,60.272222787157446,75.6376466975509,124.89445780987586,34.10181861243343,24,28818
1.015,48.0,59.85950478087059,75.54564891959652,127.1987410888301,30.268893996988982,24,28818
1.015,50.0,58.99866809538522,75.56059055179892,129.4024661461187,26.468964791151876,24,28818
1.015,52.0,59.564934206593314,75.67981667589578,131.50293695587254,22.701132321555875,24,28818
1.015,54.0,60.491333685730986,75.8922389453663,133.4307324936112,18.959107642337045,24,28818
1.015,56.0,59.38785636764574,76.20065488543976,135.23217464110812,15.246938190223606,24,28818
1.015,58.0,60.085468167688646,76.60275508743824,137.33713715869268,11.559456474093668,24,28818
1.015,60.0,60.48235667556784,77.09514289402335,139.53220837997367,7.900403398203887,24,28818
1.015,62.0,59.755777144829395,77.67294680403788,141.5868284458412,4.2683559594024265,24,28818
1.015,64.0,59.33940816251659,78.33598987588856,143.52127396774705,0.6621625235102092,24,28818
1.015,66.0,59.702624926221134,79.07870235206522,145.30753860951614,-2.9215295338847045,24,28818
1.015,68.0,60.57319103871497,79.89903957649994,146.35676760163352,-6.481497284735457,24,28818
1.015,70.0,62.23298917793211,80.79302297962072,146.6424470519007,-10.018571394297215,24,28818
1.015,72.0,63.90856786302169,81.76024188246512,146.95599376972058,-13.534888525731988,24,28818
1.015,74.0,65.59445011934748,82.79370309622125,147.29806324035746,-17.028630415666917,24,28818
1.015,76.0,67.29760732056562,83.89593338056389,147.6705509084327,-20.500740101799696,24,28818
1.015,78.0,68.94037889234988,85.06422947059713,148.07241195106795,-23.95121731992413,24,28818
1.015,80.0,70.37653577751634,86.29715940336342,149.70469728604166,-27.385112780607944,24,28818
1.015,82.0,71.87000701268673,87.58934629894765,152.12122985027256,-30.79709072697395,24,28818
1.015,84.0,73.4761916975153,88.93799229393485,154.4971155424538,-34.19137639705532,24,28818
1.015,86.0,75.35838431180815,90.33656799581428,155.21667774522768,-37.56874813602486,24,28818
1.015,88.0,77.34382440596585,91.78731659266771,155.52125932965686,-40.92555720820494,24,28818
1.015,90.0,78.83231155218888,93.28564222132663,155.7954070765572,-44.26394393008445,24,28818
1.015,92.0,79.5218320823983,94.82661676464585,156.04162048089697,-47.580940773633834,24,28818
1.015,94.0,80.90780912281855,96.40883314587269,156.26652898977125,-50.87916508568335,24,28818
1.015,96.0,82.74063007170346,98.03048175736407,156.48550048859988,-54.15573055777039,24,28818
1.015,98.0,84.58154718655285,99.68530070128071,156.72455006304645,-57.40956862531926,24,28818
1.015,100.0,86.4351695998345,101.37182127390764,157.21589289843826,-60.63954997058134,24,28818
1.015,102.0,88.30174986014424,103.08893307088137,157.7130816008678,-63.845641871670885,24,28818
1.015,104.0,90.18515499486989,104.83459895492109,158.21375584070663,-67.0318554974258,24,28818
1.015,106.0,92.07677833782978,106.6048113704213,158.83732595302632,-70.20011145783803,24,28818
1.015,108.0,93.97570033860676,108.39624838735082,160.53340468047733,-73.34887623577538,24,28818
1.015,110.0,95.8823911093223,110.20866721422857,162.17802038602915,-76.47759788794865,24,28818
1.015,112.0,97.79815028443106,112.03976364852676,163.761955063233,-79.585107192598,24,28818
1.015,114.0,99.72440973422249,113.88897570876368,165.3010080013684,-82.67162683568081,24,28818
1.015,116.0,101.65307826493914,115.75311478556114,166.7905171937166,-85.73527089152347,24,28818
1.015,118.0,103.58615094743251,117.6278552751333,168.2132958471553,-88.77570640974994,24,28818
1.015,120.0,106.01912437798345,119.51115882405895,169.5748060186484,-91.79158931015486,24,28818
1.02,0.0,71.84307973220196,97.16092971392779,165.18152119434328,112.81878752375174,24,28818
1.02,2.0,73.19800772958942,95.17403819655031,164.16908874655084,108.3028790788036,24,28818
1.02,4.0,74.6482534508531,93.27229971085667,163.1923995546171,103.83040064771143,24,28818
1.02,6.0,74.98430426540375,91.45938061092946,162.23781472479342,99.40259692875217,24,28818
1.02,8.0,74.6006208761137,89.7369565858658,161.3068165666242,95.01739542968978,24,28818
1.02,10.0,73.32544541552477,88.1072873409873,160.39129074060057,90.67278132561657,24,28818
1.02,12.0,72.0744146294945,86.57260840103022,159.48428871628423,86.36692933755683,24,28818
1.02,14.0,70.83520603461382,85.13371317702939,158.5860494726075,82.09861993646668,24,28818
1.02,16.0,69.01139761226864,83.79158074809739,157.5099066543859,77.86596356340849,24,28818
1.02,18.0,68.45836013708958,82.54887275949092,153.87257675883546,73.67016036116127,24,28818
1.02,20.0,67.02596944775132,81.41009309801186,150.30796998289534,69.51306604999985,24,28818
1.02,22.0,65.19333152575743,80.37560472659636,146.82052639110458,65.39421861170962,24,28818
1.02,24.0,63.794884076822726,79.44672379006961,143.41665701042456,61.31423647030657,24,28818
1.02,26.0,63.142985803297684,78.6235752478059,140.0959778331182,57.27227932604127,24,28818
1.02,28.0,62.58259534637956,77.9087942265745,136.8559073688096,53.26984683034022,24,28818
1.02,30.0,61.73322173512938,77.30433779641609,133.70264098097516,49.30301543912874,24,28818
1.02,32.0,59.184374353020544,76.80943883308557,130.63211962816982,45.37196539938589,24,28818
1.02,34.0,59.09232602838409,76.4223684308945,127.64586898043964,41.475987814570516,24,28818
1.02,36.0,59.87183707483715,76.14393809092259,124.73924152139404,37.60969870838118,24,28818
1.02,38.0,60.09973854886458,75.9746916105768,126.12355949967993,33.77173682331862,24,28818
1.02,40.0,59.76126341407498,75.91137359147365,128.4043046949374,29.962683807142778,24,28818
1.02,42.0,59.77696440945378,75.95583632313863,130.59859418974963,26.188130409997747,24,28818
1.02,44.0,60.66846822508967,76.10073107455227,132.66058223800619,22.441925611114154,24,28818
1.02,46.0,61.593549158133364,76.33745291993607,134.5557062887673,18.722646593255593,24,28818
1.02,48.0,60.30768402521599,76.66903831964152,136.32461286811196,15.031056057176935,24,28818
1.02,50.0,61.03514652928882,77.09413017389492,138.49951661058242,11.365192461051587,24,28818
1.02,52.0,61.31841263417979,77.60765160771263,140.66690670667245,7.725958488224714,24,28818
1.02,54.0,60.61067128723743,78.20621372861689,142.69948259338722,4.1131509711570375,24,28818
1.02,56.0,60.04007236514262,78.88744886017918,144.60081656748946,0.5241110509471969,24,28818
1.02,58.0,60.27629162182212,79.64810208901788,146.361664177068,-3.041869361077339,24,28818
1.02,60.0,61.35672096296701,80.4846983642231,146.69167890881067,-6.58526695506413,24,28818
1.02,62.0,63.01741886746785,81.39475373733764,146.98906022521155,-10.105603065812293,24,28818
1.02,64.0,64.69078948978807,82.3755297231773,147.31413761535939,-13.605318677590423,24,28818
1.02,66.0,66.37905601913974,83.42385475957076,147.66632094216703,-17.08327454463225,24,28818
1.02,68.0,68.09069042420523,84.54003143503427,148.04860311363294,-20.538584971484457,24,28818
1.02,70.0,69.49952665404516,85.72245390990862,148.46165797365524,-23.976234701078983,24,28818
1.02,72.0,70.95852925451769,86.96668861901648,150.66084565846097,-27.39276196532022,24,28818
1.02,74.0,72.68742152865892,88.27068972397694,153.0812894751974,-30.791289128992403,24,28818
1.02,76.0,74.52275255639822,89.62706620772222,155.4559121702887,-34.17234193930299,24,28818
1.02,78.0,76.46458344297014,91.0356083257509,155.91920876537398,-37.53518152860586,24,28818
1.02,80.0,78.50185012195666,92.49437270132137,156.21458963447702,-40.87882315540042,24,28818
1.02,82.0,79.69402786417061,93.99815674099308,156.48154294546163,-44.2022169962513,24,28818
1.02,84.0,80.40525856504438,95.54364930407138,156.71626525187392,-47.505253955047074,24,28818
1.02,86.0,81.66386138214187,97.1309757915251,156.93735241719494,-50.78987033072548,24,28818
1.02,88.0,83.49543823392833,98.75509896961668,157.15866343464256,-54.05185706887084,24,28818
1.02,90.0,85.33788605009428,100.41084818554506,157.54831151224334,-57.28957503538534,24,28818
1.02,92.0,87.19261106355683,102.09822960003306,158.0384710044041,-60.50459401540849,24,28818
1.02,94.0,89.06399100057938,103.81626939133261,158.53440579498428,-63.699271406684325,24,28818
1.02,96.0,90.94887557660704,105.56163763598487,159.0345116551384,-66.87622009076964,24,28818
1.02,98.0,92.83855753801811,107.32895495255794,159.95757570952355,-70.03265049417715,24,28818
1.02,100.0,94.73924493657933,109.11856807281808,161.6190772257257,-73.16954242470841,24,28818
1.02,102.0,96.64548199236975,110.92756637036129,163.21973274237217,-76.2859260651495,24,28818
1.02,104.0,98.5649995338789,112.7557967670659,164.76960343688273,-79.38058728789036,24,28818
1.02,106.0,100.48726810276627,114.60007573779419,166.27600556464836,-82.45380335163759,24,28818
1.02,108.0,102.41350306735424,116.45756182372673,167.71665195206606,-85.50246560407247,24,28818
1.02,110.0,104.33984044773355,118.32537756912856,169.09488308410394,-88.52828375911758,24,28818
1.02,112.0,106.44446276598308,120.20108624140828,170.41552708050455,-91.52758672061593,24,28818
1.02,114.0,108.77348523827591,122.08489246535909,171.91243039818124,-94.50186988561335,24,28818
1.02,116.0,111.1636477879562,123.975618057127,173.47169721753983,-97.45267909930482,24,28818
1.02,118.0,113.61055334948682,125.8729020818741,174.97996446650163,-100.37875653549816,24,28818
1.02,120.0,116.1060935041288,127.77416438072476,176.4265352973774,-103.2810252154124,24,28818
1.025,0.0,74.05649598906605,89.58046706745212,161.22757866963636,94.22741828551119,24,28818
1.025,2.0,72.78773893610696,87.98572925705271,160.32648824181325,89.9167102835155,24,28818
1.025,4.0,71.53007830775019,86.48565685895457,159.4348838425778,85.6444715926554,24,28818
1.025,6.0,70.3032579192392,85.08128501245695,158.54903160316383,81.40950474167329,24,28818
1.025,8.0,68.92446945153864,83.7730546049047,157.65776909768425,77.20987094728837,24,28818
1.025,10.0,67.95340483980459,82.56551497553001,154.0205986974707,73.04760104582166,24,28818
1.025,12.0,66.2192270319,81.46066459558772,150.45549142090965,68.92317360109321,24,28818
1.025,14.0,64.44022970799101,80.46107885948474,146.97003994346807,64.836436428654,24,28818
1.025,16.0,63.52623815051751,79.56517622586696,143.5700157029348,60.78833311812354,24,28818
1.025,18.0,62.91134895875027,78.77644440356569,140.25163397886752,56.7790914815731,24,28818
1.025,20.0,62.40307760319603,78.09655442723205,137.01357815260855,52.80677495328461,24,28818
1.025,22.0,61.507232939819914,77.52510123008192,133.863500550772,48.86833576759154,24,28818
1.025,24.0,58.99606795773486,77.06271801218078,130.80063210310396,44.96544294983457,24,28818
1.025,26.0,59.3965863024494,76.70814538629757,127.8204488140886,41.09436761800951,24,28818
1.025,28.0,60.2154591687588,76.46200165537499,124.99148443052898,37.252480611985355,24,28818
1.025,30.0,59.95229433916721,76.32273733885147,127.36040681213642,33.438245213013786,24,28818
1.025,32.0,59.677332431952834,76.28972510398042,129.6284873766861,29.654821138428133,24,28818
1.025,34.0,60.21912333008042,76.36292994495753,131.80347602147074,25.903054614233664,24,28818
1.025,36.0,61.611427465606724,76.53232455374109,133.82010379939854,22.178934957993658,24,28818
1.025,38.0,61.75186390310641,76.79359347084502,135.68536372106774,18.481784916959572,24,28818
1.025,40.0,61.2557540383322,77.14936578447256,137.4171842363851,14.810797317762196,24,28818
1.025,42.0,62.00165178603031,77.59794515239875,139.67242966071134,11.166122503567518,24,28818
1.025,44.0,62.16534235459014,78.13197674073224,141.80868515679813,7.546094040287895,24,28818
1.025,46.0,61.47492245928953,78.75158703469044,143.81937926296618,3.951590636818994,24,28818
1.025,48.0,60.91728738924028,79.45150372615207,145.6862420949688,0.3794711903529715,24,28818
1.025,50.0,61.22820010583739,80.23013861452314,146.74603525617425,-3.1690760292128366,24,28818
1.025,52.0,62.21326516724288,81.08276030899091,147.03033512593842,-6.695309635205214,24,28818
1.025,54.0,63.80481246876994,82.00868886029492,147.33932471076676,-10.198598200278362,24,28818
1.025,56.0,65.47936123705561,83.00380559316356,147.675390513719,-13.682749814443294,24,28818
1.025,58.0,67.17015745981993,84.06736849628905,148.0379418201971,-17.1438070178161,24,28818
1.025,60.0,68.67591118013121,85.1979562622318,148.43037179635303,-20.583945268056638,24,28818
1.025,62.0,70.2400061815575,86.3931389824835,149.1717385469367,-24.005561636349444,24,28818
1.025,64.0,71.91944993441784,87.64969907439739,151.63487858029757,-27.40739252133579,24,28818
1.025,66.0,73.70977898360033,88.963582682698,154.05777403075257,-30.793791431203424,24,28818
1.025,68.0,75.60449299997572,90.32936802258142,156.29349720811226,-34.16031478004179,24,28818
1.025,70.0,77.6015573502016,91.7475826187096,156.61681931398024,-37.50992749618233,24,28818
1.025,72.0,79.68573434164512,93.21314647478205,156.90577083824482,-40.8395912953473,24,28818
1.025,74.0,80.56110180116158,94.7220232634875,157.15936805948067,-44.148506743783805,24,28818
1.025,76.0,81.29210410575439,96.27280777657896,157.3852642138422,-47.438067577946676,24,28818
1.025,78.0,82.4212634195845,97.8640072173509,157.60662412145325,-50.707003443031276,24,28818
1.025,80.0,84.25328347620932,99.48951873585976,157.8793021761213,-53.95387606749539,24,28818
1.025,82.0,86.09730022007983,101.14638355082639,158.36748295340368,-57.17733296416847,24,28818
1.025,84.0,87.95608661426107,102.83512391477784,158.85509846823226,-60.380310611700885,24,28818
1.025,86.0,89.83150430583578,104.55382798454225,159.3478630105033,-63.56591893461819,24,28818
1.025,88.0,91.71525357323182,106.2972120865651,159.84916523720185,-66.73102318798124,24,28818
1.025,90.0,93.60668852734543,108.06216927260168,161.05295290825728,-69.87454311541057,24,28818
1.025,92.0,95.50609084845064,109.84901177911912,162.67459118938277,-72.99930836092801,24,28818
1.025,94.0,97.41444015839966,111.65509210459977,164.23713391681719,-76.1014855520397,24,28818
1.025,96.0,99.33162665725622,113.47895343644669,165.7569006712312,-79.18245991443979,24,28818
1.025,98.0,101.25072174253891,115.31805258398502,167.2179200207521,-82.24104950908466,24,28818
1.025,100.0,103.17455006282268,117.16853948879549,168.61091956512595,-85.27424584432502,24,28818
1.025,102.0,104.70441562641987,119.0285829826514,169.94745299461295,-88.28293244186526,24,28818
1.025,104.0,106.61435796244106,120.89717908643703,171.22885911659358,-91.26784153012477,24,28818
1.025,106.0,108.95468301237429,122.77311514403623,172.72003663140666,-94.22928643693005,24,28818
1.025,108.0,111.35658514604717,124.65647822166386,174.24732611275996,-97.16721441054123,24,28818
1.025,110.0,113.81305115359794,126.54507738494716,175.71575062784407,-100.08087796678403,24,28818
1.025,112.0,116.31694540301532,128.43751716037147,177.1184708692653,-102.97042540851648,24,28818
1.025,114.0,118.86622045488397,130.33483586445746,178.4624252357845,-105.84045600152398,24,28818
1.025,116.0,121.4587667696419,132.23437739899626,180.42717914953445,-108.68735430085029,24,28818
1.025,118.0,124.08994726150016,134.1372563300144,183.12579742711495,-111.51699906003174,24,28818
1.025,120.0,126.75579557467009,136.04250569818313,185.81839456945545,-114.33089262113299,24,28818
1.03,0.0,68.58441867566472,83.76126970417832,157.64137970600896,76.55141553552052,24,28818
1.03,2.0,67.25282689160653,82.58920592192396,154.13534180765325,72.42242447357201,24,28818
1.03,4.0,65.4380772301451,81.5193813660756,150.57131578564403,68.33051494917493,24,28818
1.03,6.0,63.93543322257159,80.5536191691901,147.0910508880247,64.27587420800323,24,28818
1.03,8.0,63.27230869017161,79.69297851863385,143.6951596834172,60.26122888978756,24,28818
1.03,10.0,62.70372951317728,78.939393674587,140.3801983530013,56.28446916600168,24,28818
1.03,12.0,62.24852175799172,78.2941872226115,137.14496909662554,52.34203205163419,24,28818
1.03,14.0,61.29787056332623,77.75652978965098,134.0025599043108,48.43165176543232,24,28818
1.03,16.0,59.36696719033478,77.32718418100046,130.9465002536521,44.55577238629942,24,28818
1.03,18.0,59.72126938809356,77.00579465819327,127.97214835974579,40.7097763157053,24,28818
1.03,20.0,60.17128266854721,76.7916109146056,126.25966420878126,36.89189476596779,24,28818
1.03,22.0,59.838267789181906,76.68271497813126,128.60704728548023,33.101926632131935,24,28818
1.03,24.0,59.62709359962744,76.68050575232341,130.86471712043516,29.34345620213247,24,28818
1.03,26.0,60.67402594562138,76.78210261783623,133.01384336288692,25.61424685921201,24,28818
