s,d_tag_mm,median_3d_mm,rmse_3d_mm,p95_3d_mm,signed_vertical_slope,n_positions,n_frames
0.955,8.0,236.10813870781536,256.93418820087294,386.2085766344468,373.60454733311013,24,28818
0.955,10.0,233.2195842001918,253.19227649223708,382.0293792154519,369.16603610367355,24,28818
0.955,12.0,230.2716122211944,249.44901729192873,377.8098597283089,364.65967780925854,24,28818
0.955,14.0,227.2113948407783,245.69986385853386,373.55589569070924,360.06055550917745,24,28818
0.955,16.0,224.02451342235827,241.94568754692887,369.27188694757376,355.3611912498213,24,28818
0.955,18.0,220.7356349803244,238.19915837880657,364.9473929871515,350.5908861519703,24,28818
0.955,20.0,217.37418842635157,234.46297418586798,360.578693604734,345.73839170233043,24,28818
0.955,22.0,213.9269562489506,230.71950956387795,356.57824168244775,340.8051275592266,24,28818
0.955,24.0,210.45165026401065,226.98732923618246,352.5880790602578,335.8152754471429,24,28818
0.955,26.0,206.93499946241394,223.2923279829544,348.5847152136411,330.77917100814193,24,28818
0.955,28.0,203.3599532683909,219.6158114507276,344.5690802116952,325.6735697547434,24,28818
0.955,30.0,199.7487442428926,215.96949199670806,340.5395223441809,320.5091522244791,24,28818
0.955,32.0,196.12415152763987,212.35638056750295,336.4980920485239,315.3060178532307,24,28818
0.955,34.0,192.49136268537302,208.77837730177637,332.4378261860345,310.06716097065737,24,28818
0.955,36.0,188.81803133707683,205.21936008406325,328.36154504491833,304.7784630214973,24,28818
0.955,38.0,185.11638182238116,201.67467289943716,324.26929886518576,299.43540114964793,24,28818
0.955,40.0,181.37874877538377,198.1673208115941,320.15673852020797,294.0688820647835,24,28818
0.955,42.0,177.59522090711906,194.68736487334508,316.0243137013862,288.6688095060486,24,28818
0.955,44.0,173.79254469913312,191.23931703485258,311.87646930826196,283.2547061060692,24,28818
0.955,46.0,169.9678968033206,187.83367304937644,307.7172778925484,277.85075187777585,24,28818
0.955,48.0,166.13165718829953,184.45932282656295,303.5468949858952,272.4358658816245,24,28818
0.955,50.0,162.26536874223763,181.10491125334383,299.3724775024344,266.9957541397576,24,28818
0.955,52.0,158.3885605622778,177.77702523766447,294.86232947716394,261.5482132650489,24,28818
0.955,54.0,154.51214183898054,174.4725801586473,288.5313355262374,256.0950562516187,24,28818
0.955,56.0,150.63695956270584,171.19152652756148,282.1363819901265,250.64229886721284,24,28818
0.955,58.0,146.7658326440895,167.9298333007655,275.7057104941489,245.18437859747613,24,28818
0.955,60.0,142.89410728817654,164.6884677430151,269.2903230332409,239.7312681567717,24,28818
0.955,62.0,139.0250550614373,161.46866697324793,262.8643149189374,234.28707073909297,24,28818
0.955,64.0,135.16546586032996,158.2699787744162,256.4401664957814,228.85406226114716,24,28818
0.955,66.0,131.3192902521849,155.09057300488166,249.9860510932313,223.4269811026063,24,28818
0.955,68.0,127.49068206404742,151.9295178921098,243.5173369147557,218.00826849463994,24,28818
0.955,70.0,123.67135124950657,148.78624197930455,237.06939743100656,212.59160210128144,24,28818
0.955,72.0,119.86701864387327,145.66523622094186,230.65009140545666,207.18262834952333,24,28818
0.955,74.0,116.08293288267677,142.56622160394411,224.23919272077498,201.7835681705295,24,28818
0.955,76.0,112.32122669232855,139.49532067077894,217.86737850571527,196.40211107996532,24,28818
0.955,78.0,109.26925535733741,136.45747551918345,212.92398958307996,191.04149653994276,24,28818
0.955,80.0,107.09461136522965,133.45333943940972,209.32076892885578,185.70284609508295,24,28818
0.955,82.0,104.92753620716167,130.4848834001505,205.71189036402504,180.39132628512778,24,28818
0.955,84.0,102.76366115927452,127.55148888730757,202.08443045037603,175.10467151034774,24,28818
0.955,86.0,100.6062297104379,124.65710355021082,198.43787556959953,169.84255148921258,24,28818
0.955,88.0,98.44755934854105,121.80460151254651,194.7766439384748,164.60701778978049,24,28818
0.955,90.0,96.28804575078706,118.9986110109768,191.85156817089927,159.40132135294232,24,28818
0.955,92.0,92.47731935444027,116.23951774766873,188.89631714446264,154.22480407847632,24,28818
0.955,94.0,88.45535708745757,113.53023579096087,185.9198291409517,149.0849886104919,24,28818
0.955,96.0,85.30336792863925,110.87618413883521,182.91217115421884,143.9829457295763,24,28818
0.955,98.0,83.13456911905365,108.27963012471386,179.86495620066316,138.91835278900993,24,28818
0.955,100.0,81.49163593214351,105.74348053683975,176.76920978802457,133.89015644983715,24,28818
0.955,102.0,80.31887317082105,103.27095582978467,173.6391367032268,128.9018633849563,24,28818
0.955,104.0,79.26070850273038,100.86739273736423,170.48183530259698,123.95347125857919,24,28818
0.955,106.0,78.32687649737468,98.53254344973217,167.45439767917566,119.04613075213828,24,28818
0.955,108.0,77.5431493353362,96.26922316552881,166.03824100340995,114.17729324502234,24,28818
0.955,110.0,75.88137898013846,94.08258573502684,164.63162018846955,109.34992442121892,24,28818
0.955,112.0,74.36688950736087,91.97648415348563,163.23282406342233,104.56577768472945,24,28818
0.955,114.0,72.76149058663776,89.95411335973654,161.83705644140372,99.82289841145672,24,28818
0.955,116.0,70.49464657699181,88.02116603752867,160.35695466681148,95.1221889427283,24,28818
0.955,118.0,69.72408567050519,86.18156081892481,156.43802036722607,90.46253936974173,24,28818
0.955,120.0,68.95912057538862,84.43720344690946,152.56254040004464,85.84600205410761,24,28818
0.96,0.0,234.6510668495663,255.9544725414978,387.4198730160848,372.88987058648553,24,28818
0.96,2.0,231.72393963758634,252.2206272757258,383.2331831625271,368.43028881958605,24,28818
0.96,4.0,228.73179098546422,248.48647139478123,379.00121548239946,363.89108917116687,24,28818
0.96,6.0,225.61402184640818,244.740982521456,374.7261989855827,359.2400440947114,24,28818
0.96,8.0,222.38141518050236,241.00103298397127,370.4323905803751,354.5184101392599,24,28818
0.96,10.0,219.05302140977363,237.27170638951884,366.0890072352519,349.71486977293046,24,28818
0.96,12.0,215.64631241274833,233.5408075253194,361.6906769223879,344.8251470044525,24,28818
0.96,14.0,212.181205834403,229.8065108588083,357.64861983390716,339.8660745319299,24,28818
0.96,16.0,208.6919747064235,226.09959224691528,353.64648882574835,334.85360476271376,24,28818
0.96,18.0,205.14872130221295,222.42570174207444,349.63158322145534,329.7953595715378,24,28818
0.96,20.0,201.55602795490324,218.77127658454933,345.6044049029673,324.6594175294457,24,28818
0.96,22.0,197.9377507857517,215.14853886908148,341.56325904908823,319.4814567765266,24,28818
0.96,24.0,194.31357681139622,211.55996041836923,337.5099122727505,314.25997785237706,24,28818
0.96,26.0,190.66709268155896,207.99955562467824,333.43928428584763,309.0020395727275,24,28818
0.96,28.0,186.98230920337068,204.45501371913429,329.35121896235813,303.6915826117894,24,28818
0.96,30.0,183.27134035070097,200.93476452951796,325.2478697987852,298.3393359491164,24,28818
0.96,32.0,179.51370912025322,197.45072826047016,321.1270774598795,292.96163578901445,24,28818
0.96,34.0,175.7285421235314,193.9926188321154,316.98437904060455,287.5573822189908,24,28818
0.96,36.0,171.91846064582018,190.5705805344365,312.828010201349,282.1515561350088,24,28818
0.96,38.0,168.0964420392764,187.18799527058974,308.6561834372302,276.7492885604477,24,28818
0.96,40.0,164.2523753455366,183.82993494961337,304.4718767304646,271.3286368924976,24,28818
0.96,42.0,160.3887800763793,180.49341363130694,300.289037417313,265.8887346064,24,28818
0.96,44.0,156.5175813966839,177.1827339101697,294.80664904898447,260.44501844682844,24,28818
0.96,46.0,152.64976814514196,173.89227923184006,288.4681289374811,254.99521695844857,24,28818
0.96,48.0,148.78426039797375,170.62309119295756,282.06098882019245,249.54367149748578,24,28818
0.96,50.0,144.92117592641233,167.3681187675688,275.59639220977755,244.0860685028529,24,28818
0.96,52.0,141.05937975728898,164.13559330719275,269.15309579830944,238.63835422594548,24,28818
0.96,54.0,137.2025089873291,160.92415160552255,262.7010148345796,233.20051757444745,24,28818
0.96,56.0,133.3578724012977,157.73296593237393,256.25391343239164,227.77207565031162,24,28818
0.96,58.0,129.5284251647585,154.56264436437795,249.77852893764614,222.3552049331141,24,28818
0.96,60.0,125.7153589410334,151.40785603607782,243.28331398275546,216.94087916286364,24,28818
0.96,62.0,121.91380527694858,148.27113560941237,236.80143546493113,211.52991121010137,24,28818
0.96,64.0,118.12728951993563,145.15650680228288,230.35277941176676,206.12551216197136,24,28818
0.96,66.0,114.36131260099702,142.06564525456938,223.91630781126753,200.73562408473015,24,28818
0.96,68.0,110.77214842061534,139.00609424767867,217.52231186702025,195.3661314570555,24,28818
0.96,70.0,108.58730217858457,135.97659550064327,211.9409054975413,190.015025808509,24,28818
0.96,72.0,106.40974797608843,132.98228800696452,208.34557287031566,184.68936134858785,24,28818
0.96,74.0,104.23772366842807,130.02535926899185,204.74937610647544,179.39349600781037,24,28818
0.96,76.0,102.07133160876305,127.105271174762,201.13818912295318,174.12388333907035,24,28818
0.96,78.0,99.90629507333547,124.22542628905452,197.50652817408326,168.87962319123747,24,28818
0.96,80.0,97.73946289321762,121.38790347195047,193.86742803703007,163.66267550563728,24,28818
0.96,82.0,95.56621033109468,118.59710116620886,190.96587237198824,158.47543041899164,24,28818
0.96,84.0,91.55432204384414,115.85484734654516,188.03893494830803,153.322464492868,24,28818
0.96,86.0,87.5512137499442,113.16259446530752,185.08892224637316,148.204758181292,24,28818
0.96,88.0,84.57514501537844,110.52738616359879,182.10661823389142,143.1253994165066,24,28818
0.96,90.0,82.39973913676332,107.95025283902497,179.07917324685434,138.08310860329823,24,28818
0.96,92.0,80.95313330411582,105.4333856583549,175.99814247305585,133.07820737546223,24,28818
0.96,94.0,79.81182188344027,102.98417640233693,172.9106997796511,128.11556281785343,24,28818
0.96,96.0,78.78478067797613,100.60318484280117,169.77193815177893,123.19400003213276,24,28818
0.96,98.0,77.89101360104885,98.29060379308554,167.19172707028534,118.31149863120552,24,28818
0.96,100.0,76.44484366660387,96.05007315262645,165.7953560311926,113.46739566971168,24,28818
0.96,102.0,74.8120980492804,93.88634406944628,164.40667923133128,108.66479681841516,24,28818
0.96,104.0,73.3856987588249,91.80394895006324,163.02755351560182,103.90464940142937,24,28818
0.96,106.0,71.75356161846386,89.80705507571986,161.65086430166645,99.18639118574015,24,28818
0.96,108.0,71.19228898759118,87.90049539247555,160.27664685618646,94.51035666820826,24,28818
0.96,110.0,70.41940120015191,86.08704504633843,156.86502249999728,89.87606847867187,24,28818
0.96,112.0,69.6545551900409,84.3704975859081,153.04024497702497,85.2847898934625,24,28818
0.96,114.0,67.51159225044991,82.75556970248597,149.5194762437431,80.7379194753895,24,28818
0.96,116.0,68.24411578175426,81.24330751595701,146.06534989819292,76.23456948207041,24,28818
0.96,118.0,69.27278866170337,79.83549849789188,142.68069796246957,71.76995652124565,24,28818
0.96,120.0,70.32165008354113,78.5363611132902,139.364291219398,67.34512933721247,24,28818
0.965,0.0,220.70709220081878,240.03631563576326,371.5217055364015,353.59656863717754,24,28818
0.965,2.0,217.34035532724408,236.31935458865135,367.1578724375063,348.7596486952173,24,28818
0.965,4.0,213.89527527229708,232.59396805758627,362.72733843359003,343.84110113143913,24,28818
0.965,6.0,210.4168736020908,228.8798913884967,358.66095054929974,338.859896038479,24,28818
0.965,8.0,206.91217734004272,225.1992318911109,354.6507649070696,333.8294048186112,24,28818
0.965,10.0,203.34573248509008,221.54214129022225,350.62435599141287,328.73688598276163,24,28818
0.965,12.0,199.7374945687221,217.91088730342565,346.58436141342145,323.5814560102617,24,28818
0.965,14.0,196.11567752111506,214.31178550143758,342.53193620200494,318.3839393611788,24,28818
0.965,16.0,192.4883093746024,210.74712315163302,338.46457808046273,313.1515208716869,24,28818
0.965,18.0,188.8273371724773,207.20393380848427,334.3837088662637,307.8750662181222,24,28818
0.965,20.0,185.1320409739126,203.67626199148592,330.2844401732713,302.54579963477653,24,28818
0.965,22.0,181.4071623031852,200.1824753755247,326.16900768532065,297.18605507915305,24,28818
0.965,24.0,177.63588038293,196.71869729411412,322.0382380080612,291.79813876129396,24,28818
0.965,26.0,173.84699528425756,193.28584222813782,317.8861885081163,286.3981122031102,24,28818
0.965,28.0,170.03481793207476,189.88871285622534,313.7175407083818,280.9981171632839,24,28818
0.965,30.0,166.21103802105324,186.52677550670666,309.5351359880596,275.5965448331486,24,28818
0.965,32.0,162.36301020882493,183.18551158000705,305.34429413903473,270.1725066281677,24,28818
0.965,34.0,158.50398998035126,179.86719181458557,300.8683800675254,264.7361138902966,24,28818
0.965,36.0,154.640464412926,176.57236474512186,294.6185734995316,259.29596830108994,24,28818
0.965,38.0,150.78184265358254,173.2958909765346,288.2722153094172,253.85109132327642,24,28818
0.965,40.0,146.92561532835126,170.03661320063208,281.8551394037881,248.40131695960733,24,28818
0.965,42.0,143.07100351607306,166.78967581670568,275.36998737329884,242.94779373022754,24,28818
0.965,44.0,139.2210421380072,163.56480713214364,268.89380612786323,237.50450171983462,24,28818
0.965,46.0,135.3768550163793,160.36167037016014,262.42009503739496,232.0730600046372,24,28818
0.965,48.0,131.54885651085294,157.17975453167418,255.94977264286703,226.652815023561,24,28818
0.965,50.0,127.73622214784257,154.01784471294104,249.4512854078722,221.24510754005914,24,28818
0.965,52.0,123.93934659942346,150.8682805673711,242.93213424450605,215.8342858074634,24,28818
0.965,54.0,120.15548552269541,147.73826274098863,236.41969632798092,210.42763049083436,24,28818
0.965,56.0,116.38670123809936,144.63100130824103,229.9426264516323,205.03152691204735,24,28818
0.965,58.0,112.64102093973835,141.55052776963,223.4858151699007,199.6529640943384,24,28818
0.965,60.0,110.08764680714717,138.50073938082713,217.07067145697826,194.29456379235629,24,28818
0.965,62.0,107.89814493086791,135.4813655093437,210.89550311627445,188.95555982769838,24,28818
0.965,64.0,105.71767832118226,132.497853700851,207.30967670786563,183.64457077181072,24,28818
0.965,66.0,103.54200101111459,129.55322540806515,203.7221727251161,178.36561737741948,24,28818
0.965,68.0,101.3706792364053,126.64740892398837,200.12585112185468,173.11329799930874,24,28818
0.965,70.0,99.19587053835853,123.78142645269139,196.51010187058745,167.88643616481153,24,28818
0.965,72.0,97.01867347965238,120.95965536801805,192.92579581541526,162.68931011189912,24,28818
0.965,74.0,94.65177961440406,118.18570195768537,190.023037145181,157.5240701951597,24,28818
0.965,76.0,90.62122077087764,115.45977116846811,187.1235446283727,152.39362890132406,24,28818
0.965,78.0,86.76510755251488,112.78691047016393,184.198965003502,147.29965053232277,24,28818
0.965,80.0,83.97587135183096,110.17111042972014,181.24208966065643,142.24425424378788,24,28818
0.965,82.0,81.65583511513236,107.6132610772006,178.2311843553019,137.22483788000613,24,28818
0.965,84.0,80.42723900141507,105.11870080333094,175.18792164292668,132.24574481162338,24,28818
0.965,86.0,79.3145989282844,102.69145847646263,172.11838208137283,127.30889537489738,24,28818
0.965,88.0,78.32251464536934,100.33340421739847,168.99560770192687,122.41440220225219,24,28818
0.965,90.0,77.07826760872487,98.04415601357549,166.91123377139937,117.55788337336635,24,28818
0.965,92.0,75.32609967218292,95.82631922020629,165.53355143254092,112.7388274798618,24,28818
0.965,94.0,73.78217505751257,93.68745142775191,164.16472763236965,107.96247911123605,24,28818
0.965,96.0,72.44365926237238,91.62963127858951,162.80473598996053,103.22777412951052,24,28818
0.965,98.0,71.65350743190538,89.65928170940425,161.44765224344403,98.53486320047509,24,28818
0.965,100.0,71.88311032898963,87.77982076963976,160.09141035292845,93.88418171683446,24,28818
0.965,102.0,71.10750135950232,85.99291272515522,157.2496789036825,89.27584292621464,24,28818
0.965,104.0,69.65356787668506,84.30508410263661,153.602350353579,84.71219578771223,24,28818
0.965,106.0,67.4854312126127,82.71794449449203,150.06339877994245,80.19172921589552,24,28818
0.965,108.0,68.32323650646927,81.23290210614692,146.5891878220517,75.71241705698976,24,28818
0.965,110.0,69.36233581173269,79.85351569156907,143.18756967278327,71.27240575578308,24,28818
0.965,112.0,70.4138173632898,78.58362854316736,139.8574709718552,66.87084423958498,24,28818
0.965,114.0,68.83901884067825,77.42292476842648,136.59282753127556,62.51121719921683,24,28818
0.965,116.0,66.43460821022559,76.37591850926678,133.40289539190562,58.19687744258931,24,28818
0.965,118.0,63.26763566303291,75.43903112778135,130.2788863871454,53.921812551087676,24,28818
0.965,120.0,61.917766235367694,74.61492654316116,127.22808379621854,49.68831274034215,24,28818
0.97,0.0,205.11005121906146,224.2799290314421,355.59894425869516,332.7352462542592,24,28818
0.97,2.0,201.5230743904135,220.645595942618,351.5618287530178,327.61355141685715,24,28818
0.97,4.0,197.90607986241193,217.03674919231543,347.5110776470116,322.44191964292827,24,28818
0.97,6.0,194.28410983309251,213.459135441982,343.4454210645155,317.2223780909904,24,28818
0.97,8.0,190.64527777381556,209.91497062433166,339.36492051129005,311.9776357009224,24,28818
0.97,10.0,186.97203394370135,206.39019796024203,335.2722235726762,306.6859276912719,24,28818
0.97,12.0,183.2674418049674,202.88539270410556,331.16235824666904,301.34423338034856,24,28818
0.97,14.0,179.5233010715713,199.4138250229537,327.0341921851947,295.9733036326301,24,28818
0.97,16.0,175.74657359081078,195.97279775059104,322.8903747204014,290.5843084454332,24,28818
0.97,18.0,171.95349117668854,192.56422527135283,318.7299519385071,285.1892890091801,24,28818
0.97,20.0,168.14171495009253,189.1937278822987,314.5489202773549,279.796649773887,24,28818
0.97,22.0,164.31366036934298,185.84842369601668,310.35571730704675,274.39168471561396,24,28818
0.97,24.0,160.46615266829713,182.52567739190363,306.1592337600751,268.96943023711407,24,28818
0.97,26.0,156.61273668548031,179.2250516380385,300.5370867593045,263.53725337037093,24,28818
0.97,28.0,152.75943275984915,175.94572961341268,294.29695989014715,258.1031620526864,24,28818
0.97,30.0,148.91071628037156,172.68200561833063,287.94378555112587,252.66213045615044,24,28818
0.97,32.0,145.0614951915351,169.43067176135918,281.51775430286733,247.2154558874832,24,28818
0.97,34.0,141.21731036264032,166.19328876603683,275.017205834428,241.76769313161793,24,28818
0.97,36.0,137.37874202242617,162.97663993694405,268.5136065852136,236.3300945118809,24,28818
0.97,38.0,133.55145403663818,159.78185338447216,262.01961537407226,230.90531960944716,24,28818
0.97,40.0,129.73908992444666,156.6091200494788,255.5239141467389,225.49660220399397,24,28818
0.97,42.0,125.94304529045188,153.45400780308177,249.00846127610777,220.09433776192816,24,28818
0.97,44.0,122.16354148367779,150.31195022001955,242.46425137061954,214.6889638128328,24,28818
0.97,46.0,118.39705548990679,147.18774157199894,235.92239293569025,209.28594203986958,24,28818
0.97,48.0,114.64710191286848,144.08958723993373,229.41939443243064,203.90110589006215,24,28818
0.97,50.0,111.59497251802037,141.02009958091355,222.94364598761132,198.5351288005543,24,28818
0.97,52.0,109.39297949883276,137.9798473886834,216.51448579156326,193.18857842404822,24,28818
0.97,54.0,107.20198912990503,134.97184610979204,210.1630893983085,187.8639874033464,24,28818
0.97,56.0,105.01718166832049,132.0001418692794,206.2139845900295,182.5693336578903,24,28818
0.97,58.0,102.83762900296887,129.06881085129112,202.6361672520781,177.30762541811933,24,28818
0.97,60.0,100.65743932295736,126.1771069827387,199.04800226947415,172.072870413347,24,28818
0.97,62.0,98.47561094190732,123.32694184542298,195.4568625410833,166.86594580479897,24,28818
0.97,64.0,96.28506503292394,120.52165856256721,192.0443737753779,161.69001074153377,24,28818
0.97,66.0,93.6904056529179,117.76386793517806,189.0251788423801,156.5467245719575,24,28818
0.97,68.0,89.68047498064371,115.05623049991763,186.15147990990337,151.4400509350397,24,28818
0.97,70.0,86.30869013873927,112.40288195673233,183.25409189912236,146.37124878027092,24,28818
0.97,72.0,83.53661744603625,109.80709455688476,180.31546759174657,141.33949511677017,24,28818
0.97,74.0,81.10192324670777,107.26967948880836,177.32219266518194,136.34480907820677,24,28818
0.97,76.0,79.91167163295549,104.79818473941837,174.31588320714633,131.39230826179033,24,28818
0.97,78.0,78.83030339175593,102.3937010208087,171.2611491508854,126.48290551157348,24,28818
0.97,80.0,77.78054167370257,100.05790954898913,168.15108951155557,121.61476630805332,24,28818
0.97,82.0,75.91086053463263,97.7923383433994,166.61220655452684,116.7842219678887,24,28818
0.97,84.0,74.24441034020649,95.59947914128976,165.2543016985735,111.99262519116267,24,28818
0.97,86.0,72.79060229494364,93.48578225356988,163.9059258690142,107.24374352241267,24,28818
0.97,88.0,71.54170682554233,91.45459279905478,162.5659567910168,102.536312377971,24,28818
0.97,90.0,72.06359619096352,89.51089103382435,161.22690415195672,97.86885293113772,24,28818
0.97,92.0,72.47091898597239,87.65836957660262,159.88966994695545,93.2447043071596,24,28818
0.97,94.0,71.78852265970801,85.90024883753435,157.7503049420211,88.66502612346046,24,28818
0.97,96.0,69.61646370555576,84.2412581723903,154.1324324978582,84.128689641963,24,28818
0.97,98.0,67.454567292853,82.68258995361415,150.57651814657086,79.63560040390605,24,28818
0.97,100.0,68.41436163117973,81.22563242223121,147.08362271418903,75.18098042845062,24,28818
0.97,102.0,69.46044061780631,79.87587355391653,143.6662564949815,70.76539638397418,24,28818
0.97,104.0,69.9454901779439,78.63461589726117,140.32171129161765,66.38887358764569,24,28818
0.97,106.0,68.38417909998316,77.50303203602665,137.0465038254768,62.056277858189105,24,28818
0.97,108.0,66.1854681354915,76.48308789364008,133.84606930105411,57.76608290155484,24,28818
0.97,110.0,62.870697366428246,75.57369074568156,130.71514856403206,53.51700219056728,24,28818
0.97,112.0,61.59699139382322,74.77767826200964,127.65641043616128,49.30907612942327,24,28818
0.97,114.0,60.35362132007279,74.09659296762338,124.66497367847579,45.143604993973206,24,28818
0.97,116.0,58.02083927955782,73.52689840242013,121.73850281467237,41.01762922761932,24,28818
0.97,118.0,55.87559500612991,73.07334345672875,119.77833465112097,36.931080438025326,24,28818
0.97,120.0,55.4672464442519,72.7340105279912,118.13358061492691,32.880936253029,24,28818
0.975,0.0,188.78772511803788,209.06593419326109,340.2118009075209,310.74302931265686,24,28818
0.975,2.0,185.1014641729613,205.56032978743409,336.10494118618846,305.4355362687266,24,28818
0.975,4.0,181.38620276201027,202.08073687675687,331.9838502332622,300.0845730931236,24,28818
0.975,6.0,177.62401892196394,198.6304914185828,327.84470319679343,294.7071899204657,24,28818
0.975,8.0,173.84697966879753,195.21342618066214,323.687940321254,289.3218213784862,24,28818
0.975,10.0,170.04952594839432,191.8306224099192,319.5168109620692,283.93356627375323,24,28818
0.975,12.0,166.237801520777,188.48276020473838,315.3244315397637,278.5461176028156,24,28818
0.975,14.0,162.40647803129784,185.155350975249,311.1237987059146,273.1404464516378,24,28818
0.975,16.0,158.56352898163158,181.8505220657453,306.22226899030807,267.7205692670023,24,28818
0.975,18.0,154.71701583328556,178.56652927948855,300.06401388144724,262.2950267856099,24,28818
0.975,20.0,150.87399312888834,175.30241362809485,293.83721729693286,256.8669740192043,24,28818
0.975,22.0,147.03267442268992,172.04899774987112,287.4813481521923,251.42945362833325,24,28818
0.975,24.0,143.19291729696505,168.80731269605158,281.0505226846215,245.98881006182438,24,28818
0.975,26.0,139.3595298749495,165.5787584772301,274.53385654522737,240.54699546553493,24,28818
0.975,28.0,135.53636822940655,162.37091182129672,268.0078776704102,235.11669583920283,24,28818
0.975,30.0,131.7252566332813,159.18599585748683,261.4979288651736,229.70272530126726,24,28818
0.975,32.0,127.92940567664954,156.02148605128139,254.97469143866695,224.3029742863696,24,28818
0.975,34.0,124.15028351351324,152.87137685214705,248.44214055351227,218.90232532097036,24,28818
0.975,36.0,120.38787258609118,149.737147296915,241.87754944538014,213.50268348413522,24,28818
0.975,38.0,116.63924577874224,146.62125232429878,235.31028701317564,208.1096052004012,24,28818
0.975,40.0,113.10586524162545,143.53316028323113,228.7812277153143,202.73640115557814,24,28818
0.975,42.0,110.8957487893926,140.4738606566728,222.28908950988782,197.38336401026996,24,28818
0.975,44.0,108.69215723825548,137.44405810128188,215.85150650998378,192.04919966838932,24,28818
0.975,46.0,106.49765149485144,134.44803256661433,209.4950644330822,186.7410983072379,24,28818
0.975,48.0,104.31040097959199,131.48991290750038,205.06088909968997,181.46426443963935,24,28818
0.975,50.0,102.124453245228,128.57257305700546,201.49064968538232,176.21992393081186,24,28818
0.975,52.0,99.93485075355363,125.6952769830636,197.90964701650853,171.00414138021668,24,28818
0.975,54.0,97.74143703311157,122.86126415262926,194.34417772478372,165.81793692412475,24,28818
0.975,56.0,95.5392079036755,120.07324751081559,191.10997475068086,160.66400592617288,24,28818
0.975,58.0,92.7186153791148,117.33254702653758,188.07019806370496,155.54414731073138,24,28818
0.975,60.0,88.7326046466736,114.6442778413413,185.12693571705185,150.46274747657512,24,28818
0.975,62.0,85.84341828873336,112.01100085904497,182.25033342546052,145.41910518023843,24,28818
0.975,64.0,83.08866456076856,109.43516331926425,179.323584402127,140.41114894836016,24,28818
0.975,66.0,80.56811766695736,106.92111829642228,176.36669803761265,135.4442482407636,24,28818
0.975,68.0,79.40509224472471,104.4719511768347,173.37855420279527,130.51962456059093,24,28818
0.975,70.0,78.35622826880515,102.09024936765456,170.3414760259626,125.63730740103263,24,28818
0.975,72.0,76.567382004476,99.77795523275788,167.64796596337715,120.7960801608449,24,28818
0.975,74.0,74.77948307321867,97.53678369724886,166.29680029932106,115.99433552624278,24,28818
0.975,76.0,73.20222255749056,95.37023395235599,164.9593576842664,111.23113408642506,24,28818
0.975,78.0,71.83697515752498,93.2823158734025,163.63105524023513,106.51039684565647,24,28818
0.975,80.0,71.93376492171576,91.27833019221106,162.3109082136802,101.83000126182732,24,28818
0.975,82.0,72.47157736191116,89.36242907681039,160.99018568034606,97.19004440278465,24,28818
0.975,84.0,72.87438857088063,87.53791951882295,159.75777526497242,92.5941592869233,24,28818
0.975,86.0,71.75452311827583,85.80931362050245,158.25921089980937,88.04380413644323,24,28818
0.975,88.0,69.57207881298778,84.1799724793928,154.62854186826058,83.53604817371732,24,28818
0.975,90.0,67.47971485858704,82.64984649541981,151.05754772343138,79.07039698713857,24,28818
0.975,92.0,68.51394369596343,81.22298618568375,147.54983647255108,74.64193602336611,24,28818
0.975,94.0,69.56529632741574,79.90275406153715,144.11691453833924,70.25169227362719,24,28818
0.975,96.0,69.4764519687339,78.69084982366911,140.7579403562033,65.90223387518282,24,28818
0.975,98.0,67.74588058166803,77.58758646994454,137.4735906662148,61.59595009482371,24,28818
0.975,100.0,65.76183837213316,76.5955018384587,134.26227705611169,57.33061918801939,24,28818
0.975,102.0,62.49346318792649,75.71439576113082,131.12703925724176,53.10820265775648,24,28818
0.975,104.0,61.30425988890367,74.94707117408666,128.06187566325588,48.92684156043685,24,28818
0.975,106.0,60.28247316053313,74.29184210176544,125.06514455643767,44.78809161395181,24,28818
0.975,108.0,58.0636473468427,73.74933632608268,122.13413126402193,40.68756942125105,24,28818
0.975,110.0,56.213315510952185,73.32251665813334,120.14045705082503,36.626455362053036,24,28818
0.975,112.0,56.38686716131852,73.00770321236395,118.59949008782966,32.60058030057032,24,28818
0.975,114.0,56.0659314616718,72.8042345724395,120.39315829069567,28.612406944158703,24,28818
0.975,116.0,55.31583790830874,72.71389106880792,122.58773271887274,24.658193104116048,24,28818
0.975,118.0,56.03778243481385,72.73274686323272,124.69153964763753,20.737578364632707,24,28818
0.975,120.0,57.149106873506035,72.86001476203667,126.71394096791116,16.84706553937023,24,28818
0.98,0.0,171.93799857084554,194.440822858852,324.43113765666646,288.0135137310196,24,28818
0.98,2.0,168.1383994343575,191.0844730712698,320.24712132555834,282.6336022743221,24,28818
0.98,4.0,164.32271461736497,187.75521142951484,316.0467242072488,277.2472868296978,24,28818
0.98,6.0,160.4920493949541,184.44681461402396,311.6622600094637,271.84320212344875,24,28818
0.98,8.0,156.65568677345914,181.15884633437557,305.6129253149608,266.4268227433708,24,28818
0.98,10.0,152.81825054085454,177.8916931833943,299.45585251440843,261.009887108751,24,28818
0.98,12.0,148.98312204128644,174.64067035191906,293.2318198510281,255.58731229828607,24,28818
0.98,14.0,145.1499933188635,171.39738473788245,286.8851540424698,250.15667565739736,24,28818
0.98,16.0,141.32042088811863,168.1657409170886,280.44867336588874,244.72177538009595,24,28818
