experiment_id,deployability,description,track_count,capture_count,sample_err3d_n,sample_err3d_p50_mm,sample_err3d_p90_mm,sample_err3d_p95_mm,sample_err3d_rmse_mm,sample_err_horizontal_xz_n,sample_err_horizontal_xz_p50_mm,sample_err_horizontal_xz_p90_mm,sample_err_horizontal_xz_p95_mm,sample_err_horizontal_xz_rmse_mm,sample_err_vertical_y_n,sample_err_vertical_y_p50_mm,sample_err_vertical_y_p90_mm,sample_err_vertical_y_p95_mm,sample_err_vertical_y_rmse_mm,trackmedian_err3d_p50_mm,trackmedian_err3d_p95_mm,trackmedian_err3d_rmse_mm,trackmedian_horizontal_xz_p95_mm,trackmedian_vertical_y_p95_mm,trackmedian_turn_center_abs_error_3d_mm,trackmedian_turn_center_abs_error_xz_mm,trackmedian_turn_center_abs_error_y_mm,trackmedian_radius_error_abs_mm,trackmedian_circle_thickness_rms_mm,trackmedian_circle_thickness_p95_mm,imu_only_endpoint_drift_3d_trackmedian_mm,imu_only_endpoint_drift_xz_trackmedian_mm,imu_only_drift_rate_3d_trackmedian_mm_s,uwb_update_accept_rate_trackmedian,uwb_innovation_nis_trackmedian,uwb_innovation_nis_p95_trackmedian,raw_range_ge4_ratio_trackmedian,raw_range_full8_ratio_trackmedian,capture_pair_count,legacy_deltaR_error_rms_mm,legacy_abs_deltaR_error_median_mm,legacy_abs_deltaR_error_p95_mm,A,U,P,T,kind,delta_vs_B0_trackmedian_err3d_p50_mm,delta_vs_B0_trackmedian_err3d_p95_mm,delta_vs_B0_sample_err3d_rmse_mm,delta_vs_B0_legacy_deltaR_error_rms_mm,delta_vs_B0_trackmedian_radius_error_abs_mm,verdict,screening_score,L,I,rank,R
X_A0_U4_P0_L5_I1+I3+I7_T2,position_prior_screening,Phase 2 position-side T2 screening row.,34,17,40661,79.1317274204127,137.7973028394612,156.98869193056586,92.9674331018661,40661,52.54399336377059,108.67129561595198,129.48954723213032,68.77840720721096,40661,44.85544568965497,101.73773583975185,120.50420723740035,62.54977473651701,80.23768608196987,139.53334540680743,88.26112625977566,103.59646329616399,102.92817010081599,74.05133973426007,68.96327871641407,23.203962173757475,33.79966565361832,73.99609235949077,116.73872352181755,nan,nan,nan,1.0,0.9849764763734612,4.4638877006104645,nan,nan,17,294.5769165446768,27.36615026793578,711.0534018365181,A0,U4,P0,T2,position_fusion,-25.60016112645502,-92.2687925886703,-48.298551746098184,214.4975626376627,-25.932501111901104,FUSION_HURTS_GEOMETRY,352.1780313824354,L5,I1+I3+I7,279,
X_A0_U4_P0_L5_I1+I3+I7_T3,loose_ekf_screening,Phase 2 position-side T3 screening row.,34,17,40661,87.00925986950152,160.71819212865674,191.26725717841785,108.61682848871261,40661,55.37442063231728,118.18698367713868,141.08456949594694,75.30365233211246,40661,52.966464021756565,124.46350821643449,152.23219696151648,78.2749984119498,87.90735942565625,167.93557305269886,104.06150347869195,128.22197331433335,134.63672717674888,80.36021506883789,72.73515258870582,25.971275858443732,52.711384719920915,81.51784768586685,138.83734528183984,nan,nan,nan,1.0,0.496478478884807,2.965180758209198,nan,nan,17,247.3350479866384,26.54528791127541,676.1000961630947,A0,U4,P0,T3,position_fusion,-17.930487782768637,-63.866564942778865,-32.64915635925168,167.25569407962428,-7.020782045598509,FUSION_HURTS_GEOMETRY,346.17503594470816,L5,I1+I3+I7,268,
X_A0_U4_P0_L5_I1+I3+I7_T5,error_state_ekf_screening,Phase 2 position-side T5 screening row.,34,17,40661,91.2835709409216,175.62239911528485,211.5114441610934,118.04382785048948,40661,58.05928009205644,126.5291651703008,151.94977935029212,80.44338157513434,40661,55.38295604531322,135.85914199657236,168.37785937854414,86.38985851564597,92.90082600886484,191.22844673000722,113.34454845318045,139.6168106771172,148.96851305012314,83.59285413060653,71.81000093528068,28.837294333888053,55.38348845289411,86.6565281515754,145.320586824155,nan,nan,nan,1.0,0.44918009431275335,2.7973708138137696,nan,nan,17,181.35468931869846,26.039761089943056,495.9602299675926,A0,U4,P0,T5,position_fusion,-12.93702119956005,-40.5736912654705,-23.222156997474812,101.27533541168435,-4.34867831262531,FUSION_HURTS_GEOMETRY,314.47080911390333,L5,I1+I3+I7,168,
X_A0_U4_P0_L5_I1+I2+I3+I8_T2,position_prior_screening,Phase 2 position-side T2 screening row.,34,17,40661,77.69152008963948,131.4209704376137,148.8855145107677,89.74220318243668,40661,52.82929100396912,103.79025570595017,121.40008678362655,67.01302375063696,40661,42.52566511802024,96.73433219049934,115.13218579742085,59.690180765636136,79.07930088036319,133.9598875991491,89.81337476830257,99.15901614175917,98.5463443084141,84.46189856538027,71.28489652781778,15.37450403677866,30.976063249617738,69.7237508963099,108.27139590540148,nan,nan,nan,1.0,0.9274119513109226,4.207070613673686,nan,nan,17,247.3056532812195,27.028720940356266,512.4590920995606,A0,U4,P0,T2,position_fusion,-26.758546328061698,-97.84225039632861,-51.52378166552761,167.22629937420538,-28.756103515901685,FUSION_HURTS_GEOMETRY,314.5672504617279,L5,I1+I2+I3+I8,169,
X_A0_U4_P0_L5_I1+I2+I3+I8_T3,loose_ekf_screening,Phase 2 position-side T3 screening row.,34,17,40661,86.18782158728928,157.91309534127274,186.8084328276409,106.48818580453096,40661,55.192532175302446,116.77032714137957,138.52028146198364,74.52093333529763,40661,51.927612347847344,121.02700146721247,147.90636008703268,76.06815503728505,88.35381830447437,172.1691585788198,102.96293930455664,121.97572587041665,129.88113513275752,82.09160510520847,75.35462142153185,28.773399997392232,51.75936839976279,79.9394534077135,136.9653227215672,nan,nan,nan,1.0,0.5314415350483952,3.1688918035815186,nan,nan,17,255.97947958360538,26.758550682166515,657.6405441434164,A0,U4,P0,T3,position_fusion,-17.484028903950517,-59.63297941665792,-34.77779904343333,175.90012567659127,-7.972798365756631,FUSION_HURTS_GEOMETRY,353.6783437154665,L5,I1+I2+I3+I8,284,
X_A0_U4_P0_L5_I1+I2+I3+I8_T5,error_state_ekf_screening,Phase 2 position-side T5 screening row.,34,17,40661,90.46854011009556,172.46717004770161,206.98023548408614,115.94715668039872,40661,57.84745754540906,125.3059642493531,149.63840504517452,79.5161542783706,40661,54.607593620106286,132.85329761984104,164.53506985925128,84.38556956640925,92.24272475455587,188.43376356125702,112.45927772614439,136.9937492036824,147.6772586582018,86.46637230437025,73.54149950831834,29.759531078825148,54.87996547082918,86.10742714056101,144.57574218465885,nan,nan,nan,1.0,0.49128629260193285,3.0602279429115526,nan,nan,17,195.45943788351022,26.066858409373822,547.9853319428216,A0,U4,P0,T5,position_fusion,-13.595122453869024,-43.3683744342207,-25.31882816756557,115.38008397649611,-4.852201294690246,FUSION_HURTS_GEOMETRY,322.4561312548675,L5,I1+I2+I3+I8,197,
X_A0_U4_P0_L7_I0_T2,position_prior_screening,Phase 2 position-side T2 screening row.,34,17,40661,103.3639110570281,206.0831965858497,252.83459024183836,139.6496511707379,40661,67.14884214223206,145.2276284220983,177.2686045140462,93.27229519269679,40661,61.60551300137712,160.36837271032698,202.0917249942721,103.9341330920464,107.35694407664965,226.26767893673838,134.25752392395435,166.98414887849776,178.60482810390153,82.90467692349611,72.76261460699146,36.48606700453092,59.17403369808446,96.18010622969155,177.1358345951623,nan,nan,nan,1.0,0.5921218413644845,3.5263026348267683,nan,nan,17,88.55499528359798,26.256837528069354,187.90363444432018,A0,U4,P0,T2,position_fusion,1.5190968682247643,-5.534459058739344,-1.616333677226379,8.475641376583866,-0.5581330674349658,FUSION_HURTS_GEOMETRY,278.1261452520689,L7,I0,49,
X_A0_U4_P0_L7_I0_T3,loose_ekf_screening,Phase 2 position-side T3 screening row.,34,17,40661,102.56269868483571,207.80068955959564,256.12807659149905,140.90337423710517,40661,65.99231334440042,145.5176488803226,178.5295563312765,93.21056369285826,40661,61.53461184831167,162.73821793478714,205.20167634415463,105.6671741245186,105.45689091296019,230.76480014275108,132.24136170408468,167.00601447301955,186.8566456569025,82.53921101888508,69.22391906604432,38.99840075050423,59.655388527459706,96.98824089112138,172.66901130512883,nan,nan,nan,1.0,0.059674321430551874,0.364981068629331,nan,nan,17,81.08483921592212,26.35866955203403,174.82965684679115,A0,U4,P0,T3,position_fusion,-0.3809562954646992,-1.0373378527266368,-0.3626106108591216,1.005485308908007,-0.07677823805971684,FUSION_NEUTRAL,272.8116526777984,L7,I0,15,
X_A0_U4_P0_L7_I0_T5,error_state_ekf_screening,Phase 2 position-side T5 screening row.,34,17,40661,102.57914657834581,208.03847645359542,256.72780336058554,141.1328607702275,40661,66.08059646867123,145.7484240334473,178.80804923013005,93.33986994243531,40661,61.52190287051758,163.0584618155999,205.5810478760834,105.85911896628309,105.68860292232277,231.1353596401405,132.61763934882015,167.4064309634172,187.20187118056043,82.28947315028472,68.92048293444208,38.82856482547544,59.70455675115471,97.1367538357622,173.20202851734936,nan,nan,nan,1.0,0.026583930025466152,0.16269814362472385,nan,nan,17,80.4365792920126,26.367176456018626,173.12867736838967,A0,U4,P0,T5,position_fusion,-0.14924428610211748,-0.6667783553372146,-0.13312407773679524,0.3572253849984861,-0.027610014364711333,FUSION_NEUTRAL,272.7438626763581,L7,I0,14,
X_A0_U4_P0_L7_I1_T2,position_prior_screening,Phase 2 position-side T2 screening row.,34,17,40661,112.56374911332172,214.98746625919674,254.1309084877438,143.4202451836486,40661,78.22789971770038,162.61480991780306,192.04619833285358,103.71092719653197,40661,61.067757166398906,158.18498906816797,198.52572754525772,99.0626584974052,117.62038718473966,225.67703925726553,136.8950011664523,180.2961353100048,178.92856507142045,97.7986331189394,77.48699786278755,41.591244378591796,58.0810645409579,95.31463159253471,172.22457379473298,nan,nan,nan,1.0,1.2837903963194026,6.1668975637566685,nan,nan,17,82.8522737913817,26.567707390293606,160.84464856173346,A0,U4,P0,T2,position_fusion,11.782539976314766,-6.125098738212188,2.154260335684313,2.772919884367596,-1.6511022245615266,FUSION_NEUTRAL,283.64447484922874,L7,I1,61,
X_A0_U4_P0_L7_I1_T3,loose_ekf_screening,Phase 2 position-side T3 screening row.,34,17,40661,101.66326261320806,204.09283452292686,251.95160645495267,138.5357904264652,40661,65.37030187345339,143.76477685121472,175.68038203259826,92.06166606266592,40661,60.98078953476511,160.0480529444195,202.18668419059657,103.52205016735167,103.93844952805298,223.43829023556106,130.42999379341381,164.6953433805594,182.57427231002464,80.75138579035233,69.70003343734817,37.15399911640901,59.18188995815751,95.41455212252313,170.78559590349374,nan,nan,nan,1.0,0.1555479364246885,0.7630266129547874,nan,nan,17,87.30970542976709,26.301150485901303,198.87750453098116,A0,U4,P0,T3,position_fusion,-1.899397680371905,-8.363847759916666,-2.7301944214990783,7.230351522752983,-0.5502768073619109,FUSION_HURTS_GEOMETRY,272.8495898904151,L7,I1,16,
X_A0_U4_P0_L7_I1_T5,error_state_ekf_screening,Phase 2 position-side T5 screening row.,34,17,40661,102.15100217062579,206.68892259226806,255.0539017383251,140.1437679662068,40661,65.72442524490975,144.91035306440682,177.75362846436954,92.80988809371061,40661,61.2471406585305,161.93463808964907,204.07701079459343,105.00762054155369,104.86573605442896,229.2024687418182,131.82323456351625,165.87455030605975,186.0258424942648,81.54446084890485,69.81059547890112,38.56038683095005,59.51353412197895,96.63374918241746,172.14297275084817,nan,nan,nan,1.0,0.07225737122594991,0.3485076743577147,nan,nan,17,83.22084860161759,26.341451079858416,182.4689680731468,A0,U4,P0,T5,position_fusion,-0.9721111539959253,-2.5996692536595276,-1.1222168817574811,3.1414946946034803,-0.21863264354047374,FUSION_NEUTRAL,273.0979611961871,L7,I1,18,
X_A0_U4_P0_L7_I3_T2,position_prior_screening,Phase 2 position-side T2 screening row.,34,17,40661,103.32969204901742,193.7929984370577,229.4854332937793,130.88652315185595,40661,70.75868166121049,145.15463537511226,170.80981005617573,93.66133078435168,40661,56.361366687265104,145.48155507356347,180.28817324318368,91.42667585822848,106.31949713029277,215.87390340036143,126.91477035404516,158.82762230817212,157.30129122875266,98.88618754005452,81.80314600630415,29.79648007017323,56.84054058057157,94.39956411814947,167.05176339703107,nan,nan,nan,1.0,1.0380554817061267,4.858209285062177,nan,nan,17,75.49333104323178,25.743419348038515,181.2372982742232,A0,U4,P0,T2,position_fusion,0.48164992186788425,-15.928234595116294,-10.379461696108336,-4.586022863782333,-2.891626184947853,FUSION_NEUTRAL,263.1409653409673,L7,I3,8,
X_A0_U4_P0_L7_I3_T3,loose_ekf_screening,Phase 2 position-side T3 screening row.,34,17,40661,99.96414273759906,200.66142501626618,247.1168480933926,136.19379404633938,40661,64.40744230627266,141.7820383588694,172.90801133823868,90.62820583827943,40661,60.023391660820266,157.26365307076276,198.44946566410135,101.66256854551317,104.32713338295635,222.63646900403603,130.46973172541954,163.29715005839464,182.35181201608725,81.26990071029392,67.41669085804769,37.44761845290344,58.827725999820785,94.38154283845864,169.4349687003315,nan,nan,nan,1.0,0.16506378114435333,0.7649810284402989,nan,nan,17,91.20038250120442,26.1765575833262,207.97498005674285,A0,U4,P0,T3,position_fusion,-1.5107138254685424,-9.165668991441692,-5.072190801624913,11.121028594190307,-0.904440765698638,FUSION_HURTS_GEOMETRY,275.50402828512244,L7,I3,35,
X_A0_U4_P0_L7_I3_T5,error_state_ekf_screening,Phase 2 position-side T5 screening row.,34,17,40661,101.4859983013748,205.25181700161062,252.93855353811222,139.17380663058094,40661,65.231115315139,144.13393909296502,176.5262419554718,92.22747052706622,40661,60.985417682362595,160.81555604073566,202.48174900853292,104.22783760697267,104.82006470604293,228.4799939065928,131.71381106011745,165.72819340211913,185.02911204167486,81.54188169756466,68.63416792594764,39.525428434886294,59.35519248927878,96.0775016548663,171.12987677238888,nan,nan,nan,1.0,0.07874917872467707,0.37255996494237315,nan,nan,17,84.75374933752948,26.287057539008572,186.86671821074373,A0,U4,P0,T5,position_fusion,-1.0177825023819622,-3.322144088884926,-2.092178217383349,4.674395430515375,-0.37697427624064517,FUSION_NEUTRAL,273.79328335426044,L7,I3,25,
X_A0_U4_P0_L7_I4_T2,position_prior_screening,Phase 2 position-side T2 screening row.,34,17,40661,108.23801497381145,214.78876775839265,256.4203815840564,141.31832637988722,40661,72.42415967965725,150.7549432153847,179.21813307154943,96.29981792202051,40661,60.4473371693922,165.9732774389272,209.02600651419039,103.4273389341427,106.36193439563458,214.48408395291938,124.31711591973095,161.28592889181297,161.09155878913884,95.56722753318373,72.59395523699726,39.423483324215056,56.002308193558946,100.13210167930103,178.1457948853172,nan,nan,nan,1.0,1.6571552484009482,8.127615313280401,nan,nan,17,56.7513440310434,27.08326963031419,108.11289639760352,A0,U4,P0,T2,position_fusion,0.5240871872096875,-17.318054042558344,0.05234153192293434,-23.328009875970707,-3.7298585719604773,FUSION_NEUTRAL,249.15845869766622,L7,I4,3,
X_A0_U4_P0_L7_I4_T3,loose_ekf_screening,Phase 2 position-side T3 screening row.,34,17,40661,99.76424815337145,200.97416448936636,247.781713033586,135.96814460031317,40661,63.85892874771072,140.15072642902192,172.1224361415498,89.9218726233502,40661,60.15739937935746,157.77278751514837,198.63132068398454,101.98722062082904,101.40194656746763,217.55749248500695,127.82939784147192,161.06333040154908,175.96849025129734,83.5122664174173,73.25391889619223,34.61186626788475,58.75293848798833,94.12844253430882,169.4325490338838,nan,nan,nan,1.0,0.21867321202507986,1.1376859640969266,nan,nan,17,89.62505096085958,26.532302250772887,205.52500156599027,A0,U4,P0,T3,position_fusion,-4.435900640957257,-14.244645510470775,-5.2978402476511235,9.545697053845473,-0.9792282775310923,FUSION_HURTS_GEOMETRY,269.6610738538159,L7,I4,9,
X_A0_U4_P0_L7_I4_T5,error_state_ekf_screening,Phase 2 position-side T5 screening row.,34,17,40661,101.37961524238536,205.08835196172066,253.1288220485195,139.0071371401341,40661,64.9348229885566,143.51979843964426,176.1386364649027,91.91668903525857,40661,60.974395470460195,160.48310959853393,202.6131958555991,104.27994271522985,103.18225232377713,227.01530196485714,130.7754662578388,164.097204153242,183.49173341874985,81.5063962735615,70.58250081000861,37.72512015185737,59.33091798791597,96.02398577185636,170.9956404639225,nan,nan,nan,1.0,0.10289844489856736,0.5604810422079962,nan,nan,17,84.5212939639235,26.33468517062937,186.6347636003382,A0,U4,P0,T5,position_fusion,-2.655594884647755,-4.786836030620577,-2.258847707830199,4.441940056909388,-0.4012487776034561,FUSION_NEUTRAL,271.4679727801816,L7,I4,11,
X_A0_U4_P0_L7_I7_T2,position_prior_screening,Phase 2 position-side T2 screening row.,34,17,40661,113.31778078979065,202.6317481728071,236.2480381644236,138.53437804875472,40661,77.9847681576809,155.60504844077656,181.63327438638657,100.14842994326114,40661,61.557553273156145,150.80530898349457,184.77020430785808,95.7186809418883,116.61037770618186,230.9031766883133,136.14130455527607,170.080853597425,173.69538860448017,94.80342907298346,71.27668312892044,41.33546699374949,57.49268155724815,95.09940512799795,174.21101115404474,nan,nan,nan,1.0,1.4413421435600182,7.529056306196258,nan,nan,17,150.11891377538117,27.003712718466772,374.12874729629397,A0,U4,P0,T2,position_fusion,10.772530497756975,-0.8989613071644271,-2.7316067992095725,70.03955986836706,-2.239485208271276,FUSION_HURTS_GEOMETRY,331.2560699684824,L7,I7,223,
X_A0_U4_P0_L7_I7_T3,loose_ekf_screening,Phase 2 position-side T3 screening row.,34,17,40661,101.1555666676694,202.37316804242556,249.5085301291547,137.5546419987783,40661,65.22189302606638,142.48556109698356,173.72287538061275,91.32330068040378,40661,60.626871480197906,158.6379008537749,199.84253646964282,102.86561275882542,103.37274220799475,222.1302779714574,129.79189050727962,165.1652502779736,185.25676662876901,80.52857028558174,67.06556334474845,36.70533879699349,59.10133053537504,95.222020556954,170.88126867803035,nan,nan,nan,1.0,0.1712473441725959,0.9677689883292645,nan,nan,17,89.48039905787705,26.262699849114767,202.04097359122483,A0,U4,P0,T3,position_fusion,-2.4651050004301425,-9.671860024020333,-3.7113428491859963,9.401045150862942,-0.6308362301443822,FUSION_HURTS_GEOMETRY,273.3052841062063,L7,I7,22,
X_A0_U4_P0_L7_I7_T5,error_state_ekf_screening,Phase 2 position-side T5 screening row.,34,17,40661,101.92557854022965,205.86723032193547,253.93366583982035,139.7609254440359,40661,65.59737451367947,144.33866589990066,176.93020246614554,92.52273198444558,40661,61.12752062605216,161.39716989176168,203.64159130775056,104.75046704959274,104.67522419149398,227.350574047855,131.59143375229593,166.04382825347733,187.481231371071,81.72109007135622,69.58645747036266,38.78489150497012,59.475903328032786,96.48116817971324,171.51531084951847,nan,nan,nan,1.0,0.08020394938173944,0.44928464209772156,nan,nan,17,83.58570873025391,26.327202102922456,183.11129421252994,A0,U4,P0,T5,position_fusion,-1.1626230169309082,-4.451563947622731,-1.505059403928385,3.5063548232398034,-0.2562634374866377,FUSION_NEUTRAL,272.49587288343736,L7,I7,13,
X_A0_U4_P0_L7_I8_T2,position_prior_screening,Phase 2 position-side T2 screening row.,34,17,40661,114.06391396036544,222.72292737487405,263.8167878789466,147.4759346705075,40661,80.04137725944817,174.5517164482315,211.1882415151427,112.89585619698114,40661,58.27691084885487,154.37395230545565,189.5310362944981,94.88770710945835,112.48986493805849,227.667153603104,139.08583944225757,177.50676912182396,170.6112497548113,124.5214370027638,104.23945529521805,48.366274545638305,56.30075737562433,101.06008830737454,184.83425135790714,nan,nan,nan,1.0,1.5139427072489493,7.300373085092945,nan,nan,17,126.01751085621446,26.55420928208912,272.60508545727873,A0,U4,P0,T2,position_fusion,6.652017729633599,-4.134984392373724,6.209949822543223,45.93815694920035,-3.4314093898950944,FUSION_HURTS_GEOMETRY,308.53600498630715,L7,I8,145,
X_A0_U4_P0_L7_I8_T3,loose_ekf_screening,Phase 2 position-side T3 screening row.,34,17,40661,100.36796145927924,200.7558472298866,246.20342795370857,135.8321589554486,40661,64.74359058698671,142.47568099633287,173.5010245315244,91.06671956649107,40661,59.74702326797137,156.0464405372162,197.91158660312044,100.78307394546131,101.75356360331813,220.28822829709895,128.19064271931984,158.91832418369233,175.9869438701006,92.86993447296562,76.43827178812222,40.36542057344286,58.58031480136222,94.4765963741851,169.79084489718042,nan,nan,nan,1.0,0.21196385052491276,1.1892972150940329,nan,nan,17,96.70889111635792,26.242171417086297,223.38781953778303,A0,U4,P0,T3,position_fusion,-4.084283605106762,-11.513909698378768,-5.433825892515699,16.62953720934381,-1.1518519641572027,FUSION_HURTS_GEOMETRY,275.8408246894344,L7,I8,40,
X_A0_U4_P0_L7_I8_T5,error_state_ekf_screening,Phase 2 position-side T5 screening row.,34,17,40661,101.36205295436379,204.80271861615446,252.39476392743762,138.81563091052038,40661,65.30629668085943,144.07282021017986,176.37251067943654,92.20102794318045,40661,60.84469802529952,159.94672663934875,202.28427822337494,103.7725870897834,103.0932409558406,227.0501312416576,130.37087559820606,163.69916721018092,182.99498567415736,85.63131431991526,72.23956034966801,39.284072036206624,59.24036692849836,95.89822813822047,170.6500401880836,nan,nan,nan,1.0,0.10368660863507605,0.5988053277769083,nan,nan,17,86.73239037552943,26.329981836478566,192.54132768079035,A0,U4,P0,T5,position_fusion,-2.7446062525842905,-4.752006753820126,-2.450353937443907,6.6530364685153245,-0.49179983702106256,FUSION_HURTS_GEOMETRY,272.89364361754053,L7,I8,17,
X_A0_U4_P0_L7_I1+I3+I7_T2,position_prior_screening,Phase 2 position-side T2 screening row.,34,17,40661,122.63006622722321,226.61534713779167,259.1942300862152,149.82482086765498,40661,86.24855565411261,180.6299405999916,210.26394385968666,114.19019888041633,40661,64.57681954153043,156.49213819025874,190.36149177125276,96.99523404619359,126.06776629807544,249.92932986699208,146.7522784544505,186.07076502294882,162.3873320495332,123.59458904124962,102.66380664854344,50.62907661071824,54.12490738336729,92.0415376955196,170.27280588024638,nan,nan,nan,1.0,2.1103460667084875,9.621982297755675,nan,nan,17,160.30204367377385,28.30692706416204,315.1004820248147,A0,U4,P0,T2,position_fusion,20.22991908965055,18.127191871514356,8.558836019690688,80.22268976675974,-5.607259382152137,FUSION_HURTS_GEOMETRY,352.816916014848,L7,I1+I3+I7,282,
X_A0_U4_P0_L7_I1+I3+I7_T3,loose_ekf_screening,Phase 2 position-side T3 screening row.,34,17,40661,97.4498397732813,189.17763417978819,229.85864889688432,128.22356133703752,40661,63.72048253748819,135.81549062770677,164.97110801171473,87.34664032328715,40661,57.66020265643692,145.83114069553972,183.1728870293997,93.8714339199489,97.93937459348163,206.5192494073528,121.72520203935295,147.6685588101369,173.85764283726442,82.93921442594876,72.56038270724432,36.001618718956024,57.17117975080279,88.96979855022184,158.80604170640612,nan,nan,nan,1.0,0.40828500238213916,1.9217938052413766,nan,nan,17,128.99916242157317,26.121412572846907,315.17538399653404,A0,U4,P0,T3,position_fusion,-7.898472614943259,-25.282888588124933,-13.042423510926767,48.919808514559065,-2.5609870147166305,FUSION_HURTS_GEOMETRY,289.10611545655775,L7,I1+I3+I7,78,
X_A0_U4_P0_L7_I1+I3+I7_T5,error_state_ekf_screening,Phase 2 position-side T5 screening row.,34,17,40661,99.1675576564048,197.75573312783595,243.24289241955728,134.16410341843147,40661,64.18735593600373,140.27962554971631,170.98346287819626,89.75325769237722,40661,59.50860957045347,154.19420773883064,194.88871069696938,99.72140883319541,101.05339448796366,216.73544629338738,126.48555398614364,158.77063619220172,179.98942352017184,83.27005792788287,70.81796906785962,37.979785925632086,58.39855383315941,92.68751412421094,169.98233807287374,nan,nan,nan,1.0,0.2313479598114546,1.0843575938884606,nan,nan,17,100.92539203636902,26.506045895974694,235.46158364253176,A0,U4,P0,T5,position_fusion,-4.784452720461232,-15.066691702090338,-7.101881429532824,20.84603812935491,-1.3336129323600119,FUSION_HURTS_GEOMETRY,276.75785203268725,L7,I1+I3+I7,44,
X_A0_U4_P0_L7_I1+I2+I3+I8_T2,position_prior_screening,Phase 2 position-side T2 screening row.,34,17,40661,125.52703201821663,247.37089411878165,290.9660200442336,161.38825334336627,40661,86.40173099780318,190.83262223348305,224.697142091545,120.0728303102949,40661,63.949846036066674,181.49713298583328,223.82539980783952,107.83637483937272,131.93004442851947,265.24204872541395,158.480220955214,202.1903739052608,173.83039222686176,140.35463985839897,118.0830268465071,42.838269144706715,52.80374292530951,94.37114307160044,166.3524447281965,nan,nan,nan,1.0,2.4884490479334835,10.938767206276404,nan,nan,17,230.53538527301774,27.285763021455864,497.4493038592716,A0,U4,P0,T2,position_fusion,26.092197220094576,33.43991072993623,20.122268495401983,150.45603136600363,-6.928423840209916,FUSION_HURTS_GEOMETRY,412.5414026361815,L7,I1+I2+I3+I8,362,
X_A0_U4_P0_L7_I1+I2+I3+I8_T3,loose_ekf_screening,Phase 2 position-side T3 screening row.,34,17,40661,96.22456492879016,186.7064971242229,226.49920265433653,126.0047680848644,40661,62.506136253252016,135.106638727135,163.56982051216212,86.37151695286185,40661,57.13153553382824,143.52531450252707,180.92703302021232,91.74509599636353,99.16871695219511,193.81517811222596,116.30138163295078,150.5842648480725,150.7205297786728,83.83651421859003,73.03222317280648,35.70827721350997,56.71851814200477,89.1694345848214,150.8960025541479,nan,nan,nan,1.0,0.47465259796863324,2.481134190710013,nan,nan,17,136.9559923417884,26.074990993339213,368.2064565018934,A0,U4,P0,T3,position_fusion,-6.669130256229778,-37.98695988325176,-15.261216763099895,56.87663843477429,-3.013648623514655,FUSION_HURTS_GEOMETRY,291.23248300172844,L7,I1+I2+I3+I8,84,
X_A0_U4_P0_L7_I1+I2+I3+I8_T5,error_state_ekf_screening,Phase 2 position-side T5 screening row.,34,17,40661,97.90871769331719,195.488794617576,239.9962023554487,132.06669026357275,40661,63.259767698078846,138.84388640282566,168.81377190797,88.67973436279222,40661,58.89930347277016,151.53733175264392,191.58329302837797,97.86478115501549,98.64395507802573,208.48341655730707,121.1970803522951,158.6563871077792,167.5269689473573,82.73371854175254,70.26554052431706,40.82192988410628,58.03621282661959,91.7835373655947,166.13787213974945,nan,nan,nan,1.0,0.2837499409146067,1.5066028683538597,nan,nan,17,107.23537034910592,26.386423550279403,260.2205481860933,A0,U4,P0,T5,position_fusion,-7.193892130399163,-23.318721438170655,-9.199294584391538,27.15601644209181,-1.6959539388998337,FUSION_HURTS_GEOMETRY,275.69601653076717,L7,I1+I2+I3+I8,37,
X_A0_U4_P0_L8_I0_T2,position_prior_screening,Phase 2 position-side T2 screening row.,34,17,40661,105.04452338433529,201.5141510814794,243.26920959031426,136.1314781377506,40661,65.66109424002674,145.5410674681366,175.9929028383946,92.639727554959,40661,64.08034154843233,155.91655073632808,191.97839304036097,99.74798353105611,110.28502017237166,219.90058280801514,132.20867050672274,161.26716336365934,180.90231208348962,89.42209720446125,78.48336344231532,34.511142551019816,57.76950581022564,88.73549025963324,159.0019606901249,nan,nan,nan,1.0,0.6857628148755293,3.194076695870749,nan,nan,17,128.50057444561,26.60677277261209,315.5974694770384,A0,U4,P0,T2,position_fusion,4.44717296394677,-11.901555187462577,-5.134506710213685,48.42122053859589,-1.962660955293785,FUSION_HURTS_GEOMETRY,306.0853791722168,L8,I0,133,
X_A0_U4_P0_L8_I0_T3,loose_ekf_screening,Phase 2 position-side T3 screening row.,34,17,40661,101.74878912004445,205.5148714284562,252.9336117160798,139.18484782705804,40661,65.23273201084123,144.16095050361142,176.40628840946735,92.28764497426,40661,61.394133161160596,160.5599250334201,202.56958310301627,104.18931063091954,104.91709759947256,228.12229026387263,132.06110683226643,164.99438814871394,185.2841751544202,83.77454081797293,70.08765883120098,38.83102891145501,59.25548977704918,95.64981282470633,170.3410822115917,nan,nan,nan,1.0,0.08825342252893954,0.4382587907053789,nan,nan,17,86.90862439916164,26.284343758242585,193.21561604164987,A0,U4,P0,T3,position_fusion,-0.9207496089523346,-3.6798477316050935,-2.0811370209062545,6.829270492147529,-0.47667698847024553,FUSION_HURTS_GEOMETRY,275.2236811597657,L8,I0,33,
