method,registration,position,aligned_x_mm,aligned_y_vertical_mm,aligned_z_mm,truth_x_mm,truth_y_vertical_mm,truth_z_mm,err_x_mm,err_y_vertical_mm,err_z_mm,err_horizontal_mm,err_vertical_mm,err_3d_mm,runtime_uses_vicon_link_distance
iter0_additive_only,anchor_only_3d_rigid,ID15,-145.76981499574492,1147.3590772974126,-269.95142512341477,-200.165335,1132.2551,-184.312585,54.395520004255076,15.103977297412484,-85.63884012341475,101.45384928240577,15.103977297412484,102.57199259260716,False
iter0_additive_only,anchor_only_3d_rigid,ID16,-174.26152643607657,1126.9035559568529,-241.60211705830466,-184.854655,1122.0572,-185.780155,10.593128563923443,4.8463559568529035,-55.82196205830465,56.818182132224315,4.8463559568529035,57.0244946217951,False
iter0_additive_only,anchor_only_3d_rigid,ID17,-194.95492198014142,10.209346063787109,-336.69974934251445,-180.3984,209.458655,-328.203235,-14.556521980141412,-199.24930893621288,-8.496514342514445,16.85476455281692,199.24930893621288,199.9609216814358,False
iter0_additive_only,anchor_only_3d_rigid,ID18,-376.6014979455017,18.952609903676375,-258.2600219808385,-295.4243,206.90585,-224.00141,-81.17719794550169,-187.9532400963236,-34.25861198083848,88.1101013569773,187.9532400963236,207.58085273898237,False
iter0_additive_only,anchor_only_3d_rigid,ID19,-232.84363939930574,-53.58835298219236,-66.35395831467872,-188.530555,205.96057,-114.135095,-44.31308439930575,-259.5489229821924,47.781136685321286,65.16660549638404,259.5489229821924,267.6048017004504,False
iter0_additive_only,anchor_only_3d_rigid,ID20,-32.58731685031444,-92.46269729741744,-247.37957779298176,-80.19599149999999,202.56013,-220.692665,47.608674649685554,-295.0228272974174,-26.686912792981758,54.578175274736196,295.0228272974174,300.02874169466094,False
iter0_additive_only,anchor_only_3d_rigid,ID21,-235.1521384146331,1837.9218865074313,-229.53911564395935,-212.053465,1598.6443,-226.934745,-23.09867341463311,239.27758650743135,-2.6043706439593564,23.245030866122672,239.27758650743135,240.4040242275247,False
iter0_additive_only,anchor_only_3d_rigid,ID22,-252.79239332350699,1762.093865478099,-266.605670593098,-232.83767,1599.3212,-235.17408,-19.954723323506983,162.77266547809882,-31.431590593098008,37.23084568109944,162.77266547809882,166.97627525183003,False
iter0_additive_only,anchor_only_3d_rigid,ID23,-179.87955509480014,1882.3424489165748,-324.06726484524506,-230.87733,1599.6642499999998,-223.24148,50.99777490519986,282.67819891657496,-100.82578484524507,112.98943284635551,282.67819891657496,304.4233500861256,False
iter0_additive_only,anchor_only_3d_rigid,ID24,-250.8738345304572,1809.8679945620975,-290.8980011934202,-218.202475,1599.5815,-226.071175,-32.67135953045721,210.28649456209746,-64.8268261934202,72.59431884025298,210.28649456209746,222.46425538296114,False
