trial,train_pairs,heldout_pairs,train_rms_mm,heldout_rms_mm,heldout_median_abs_mm,heldout_p95_abs_mm
94,"A-B,A-C,A-D,A-E,A-F,A-H,B-C,B-E,B-F,B-G,C-D,C-F,C-G,D-E,D-F,D-G,D-H,E-G,E-H,F-G,G-H","A-G,B-D,B-H,C-E,C-H,E-F,F-H",46.42672410579062,42.11073107294964,23.25358943978995,73.17424841731084
95,"A-B,A-C,A-D,A-E,A-F,A-G,A-H,B-C,B-E,B-G,B-H,C-D,C-F,C-G,C-H,D-E,D-G,D-H,E-F,E-G,G-H","B-D,B-F,C-E,D-F,E-H,F-G,F-H",41.021290346065484,73.27653095941596,43.723466152814154,134.47767115118486
96,"A-C,A-E,A-G,A-H,B-D,B-F,B-G,B-H,C-D,C-E,C-F,C-G,C-H,D-G,D-H,E-F,E-G,E-H,F-G,F-H,G-H","A-B,A-D,A-F,B-C,B-E,D-E,D-F",45.26073684563278,49.652403721050135,44.38942283719754,82.06512588547771
97,"A-B,A-E,A-F,A-G,B-C,B-D,B-E,B-F,B-G,B-H,C-D,C-E,C-F,D-E,D-F,D-G,D-H,E-G,F-G,F-H,G-H","A-C,A-D,A-H,C-G,C-H,E-F,E-H",46.04534274468304,43.07170222886982,34.30513028707236,69.91139758392677
98,"A-C,A-D,A-E,A-G,A-H,B-C,B-D,B-E,B-F,B-G,B-H,C-D,C-E,C-G,C-H,D-F,D-H,E-F,E-H,F-G,G-H","A-B,A-F,C-F,D-E,D-G,E-G,F-H",39.81580890716591,64.3397076044803,17.490171075071544,117.92963109790792
99,"A-B,A-C,A-D,A-F,A-G,A-H,B-C,B-D,B-E,B-H,C-F,C-G,C-H,D-E,D-F,D-G,D-H,E-F,E-G,F-G,F-H","A-E,B-F,B-G,C-D,C-E,E-H,G-H",35.6488493944122,74.49185081175267,65.68760152448723,118.42197778519835
100,"A-C,A-D,A-E,A-F,A-G,A-H,B-C,B-D,B-E,B-F,B-G,C-D,C-H,D-F,D-G,D-H,E-F,E-G,E-H,F-G,G-H","A-B,B-H,C-E,C-F,C-G,D-E,F-H",45.49197146265156,47.02386938986256,28.392904376262948,85.53812313102856
101,"A-B,A-D,A-E,A-F,A-G,A-H,B-C,B-D,B-F,B-G,C-D,C-E,C-F,C-H,D-E,D-F,D-H,E-F,E-H,F-H,G-H","A-C,B-E,B-H,C-G,D-G,E-G,F-G",42.95937895550063,62.67098069339194,32.92393172588595,114.22612547243233
102,"A-B,A-C,A-D,A-E,A-F,A-H,B-C,B-E,B-G,C-D,C-G,C-H,D-E,D-F,D-G,D-H,E-G,E-H,F-G,F-H,G-H","A-G,B-D,B-F,B-H,C-E,C-F,E-F",38.48478462514614,71.10788185517823,64.22955427372844,107.38698410185401
103,"A-B,A-C,A-F,A-G,A-H,B-C,B-D,B-E,B-H,C-D,C-E,C-F,C-H,D-E,D-F,D-G,D-H,E-F,E-G,E-H,F-H","A-D,A-E,B-F,B-G,C-G,F-G,G-H",35.70451737596123,77.85080701518598,61.209353179073304,127.20076340294253
104,"A-B,A-D,A-G,A-H,B-C,B-D,B-E,B-F,B-G,C-D,C-F,C-G,C-H,D-E,D-F,D-H,E-F,E-G,E-H,F-G,F-H","A-C,A-E,A-F,B-H,C-E,D-G,G-H",45.02823346845892,50.619739188478626,49.534012484249445,74.05908280414477
105,"A-B,A-E,A-F,A-G,B-C,B-D,B-E,B-F,B-G,B-H,C-D,C-E,C-F,C-G,C-H,D-E,D-F,D-H,E-F,F-G,F-H","A-C,A-D,A-H,D-G,E-G,E-H,G-H",40.937469622338696,65.53825948346339,23.540534588522235,118.7212850527704
106,"A-C,A-D,A-E,A-F,A-G,A-H,B-D,B-F,B-G,C-E,C-G,D-E,D-F,D-G,D-H,E-F,E-G,E-H,F-G,F-H,G-H","A-B,B-C,B-E,B-H,C-D,C-F,C-H",45.23906628598935,43.385520425723215,16.722397876422036,80.39229125997372
107,"A-B,A-C,A-D,A-E,A-H,B-C,B-D,B-F,B-G,B-H,C-D,C-F,C-G,D-E,D-F,D-G,E-F,E-G,E-H,F-G,F-H","A-F,A-G,B-E,C-E,C-H,D-H,G-H",42.01735505794056,56.3072737082011,58.19561900495313,84.48563230952338
108,"A-E,A-F,A-G,B-C,B-D,B-E,B-F,B-G,B-H,C-D,C-G,C-H,D-E,D-F,D-G,D-H,E-F,E-G,E-H,F-G,F-H","A-B,A-C,A-D,A-H,C-E,C-F,G-H",43.06455685170463,54.61467619882769,27.76919452224473,93.70294745432979
109,"A-B,A-C,A-E,A-G,B-C,B-D,B-E,B-G,B-H,C-D,C-E,C-G,C-H,D-E,D-H,E-F,E-G,E-H,F-G,F-H,G-H","A-D,A-F,A-H,B-F,C-F,D-F,D-G",35.31298737433348,73.83513232786879,73.24297666310066,116.77892721281887
110,"A-C,A-D,A-F,A-G,A-H,B-C,B-D,B-E,B-G,B-H,C-D,C-E,C-F,C-G,C-H,D-F,D-G,D-H,E-F,E-H,G-H","A-B,A-E,B-F,D-E,E-G,F-G,F-H",36.68789160230311,79.13880935463206,59.77321359490193,119.13010287651078
111,"A-C,A-F,A-G,A-H,B-C,B-D,B-E,B-G,B-H,C-D,C-F,D-E,D-F,D-G,D-H,E-F,E-G,E-H,F-G,F-H,G-H","A-B,A-D,A-E,B-F,C-E,C-G,C-H",41.438550800212084,63.65457475105858,30.938438614723566,113.81429469716066
112,"A-C,A-D,A-E,A-F,B-C,B-D,B-E,B-F,B-G,C-D,C-E,C-G,D-E,D-F,D-G,E-F,E-G,E-H,F-G,F-H,G-H","A-B,A-G,A-H,B-H,C-F,C-H,D-H",38.68201240797379,62.85655465577466,48.77913783837738,95.03179700061882
113,"A-B,A-C,A-E,A-F,A-G,B-D,B-F,B-G,B-H,C-E,C-F,C-G,C-H,D-E,D-F,D-G,D-H,E-F,E-G,E-H,F-H","A-D,A-H,B-C,B-E,C-D,F-G,G-H",44.76821795020956,57.80585895848717,33.589251393926475,98.3547745583955
114,"A-B,A-D,A-E,A-G,A-H,B-C,B-D,B-E,B-F,B-G,C-D,C-E,C-F,C-G,C-H,D-F,D-G,E-G,E-H,F-H,G-H","A-C,A-F,B-H,D-E,D-H,E-F,F-G",44.13266552396866,49.9004094103526,40.53411681189161,78.79583910771858
115,"A-B,A-C,A-D,A-E,A-F,A-G,A-H,B-C,B-D,B-G,B-H,C-E,C-F,C-G,D-E,D-F,D-G,E-F,E-G,E-H,F-H","B-E,B-F,C-D,C-H,D-H,F-G,G-H",35.63474854970066,86.07804842922182,50.570544812016976,154.11678277019712
116,"A-C,A-D,A-E,A-F,A-G,B-D,B-E,B-F,B-G,C-E,C-F,C-H,D-E,D-F,D-G,D-H,E-G,E-H,F-G,F-H,G-H","A-B,A-H,B-C,B-H,C-D,C-G,E-F",45.24536800112849,60.06667153753129,40.37806172494851,102.03651907303787
117,"A-B,A-C,A-D,A-E,A-F,A-G,A-H,B-C,B-E,B-F,B-G,C-F,C-G,D-E,D-F,D-G,E-F,E-G,E-H,F-G,F-H","B-D,B-H,C-D,C-E,C-H,D-H,G-H",43.40022686058462,64.04905325693866,39.1001957476428,116.28901307432372
118,"A-B,A-C,A-D,A-E,A-F,A-G,A-H,B-D,B-F,B-G,B-H,C-E,C-F,C-H,D-E,D-F,E-F,E-G,E-H,F-H,G-H","B-C,B-E,C-D,C-G,D-G,D-H,F-G",45.99518894613068,52.58454312968126,31.329465715110302,97.23674419252883
119,"A-B,A-C,A-D,A-E,B-C,B-D,B-E,B-G,B-H,C-D,C-G,C-H,D-E,D-G,D-H,E-F,E-G,E-H,F-G,F-H,G-H","A-F,A-G,A-H,B-F,C-E,C-F,D-F",32.983419365763474,78.09652589095641,59.476321874689745,114.80259867303127
120,"A-B,A-D,A-E,A-F,A-H,B-E,B-F,B-G,B-H,C-D,C-F,C-G,C-H,D-E,D-F,D-G,D-H,E-F,E-G,E-H,F-G","A-C,A-G,B-C,B-D,C-E,F-H,G-H",46.59429959184102,45.90794547431168,28.954527899812604,82.15882720804136
121,"A-B,A-E,A-F,A-G,A-H,B-C,B-D,B-F,B-G,B-H,C-D,C-E,C-F,C-H,D-F,D-G,E-F,E-G,E-H,F-H,G-H","A-C,A-D,B-E,C-G,D-E,D-H,F-G",46.054360632035355,44.143229218018504,23.986787558148762,81.63535724263707
122,"A-B,A-C,A-D,A-F,A-H,B-D,B-F,B-G,B-H,C-D,C-E,C-F,C-G,C-H,D-H,E-F,E-G,E-H,F-G,F-H,G-H","A-E,A-G,B-C,B-E,D-E,D-F,D-G",42.746718336369874,59.50563163041398,67.42660434842065,84.76251520132766
123,"A-B,A-C,A-D,A-G,A-H,B-C,B-D,B-E,B-G,B-H,C-D,C-E,C-F,C-G,C-H,D-F,D-H,E-F,E-G,E-H,G-H","A-E,A-F,B-F,D-E,D-G,F-G,F-H",33.80546842740431,107.16861416041068,90.52272691742417,168.11880603061215
124,"A-B,A-D,A-E,A-F,A-H,B-C,B-D,B-E,B-F,B-H,C-D,C-E,C-F,C-H,D-F,D-G,D-H,E-F,E-G,F-H,G-H","A-C,A-G,B-G,C-G,D-E,E-H,F-G",40.0550984852343,67.48631128049506,47.125862551891174,114.4057447654919
125,"A-B,A-C,A-F,A-G,A-H,B-D,B-E,B-F,B-G,B-H,C-D,C-E,C-F,C-G,C-H,D-H,E-F,E-G,E-H,F-G,G-H","A-D,A-E,B-C,D-E,D-F,D-G,F-H",43.567844229884535,71.52543522714822,61.93573825903218,98.59307058271487
126,"A-B,A-C,A-D,A-E,A-F,A-G,A-H,B-C,B-D,B-E,B-F,B-H,C-D,C-E,C-H,D-F,E-F,E-G,E-H,F-H,G-H","B-G,C-F,C-G,D-E,D-G,D-H,F-G",32.49307537708916,95.64097776637443,72.24071532399668,149.50926256052713
127,"A-B,A-C,A-D,A-E,A-G,A-H,B-C,B-E,B-F,B-H,C-E,C-F,C-H,D-F,D-G,D-H,E-F,E-G,F-G,F-H,G-H","A-F,B-D,B-G,C-D,C-G,D-E,E-H",40.43648048049914,67.0830224344168,38.655933695359835,127.29773086206728
128,"A-B,A-C,A-E,A-F,A-G,A-H,B-C,B-D,B-E,B-G,B-H,C-D,C-E,C-G,C-H,D-F,D-G,E-G,E-H,F-H,G-H","A-D,B-F,C-F,D-E,D-H,E-F,F-G",35.23877591292219,82.49756832623193,36.601200976665325,137.16230408503253
129,"A-C,A-D,A-E,A-F,A-G,B-D,B-E,B-F,B-G,B-H,C-D,C-E,C-F,C-G,C-H,D-E,D-H,E-F,E-G,E-H,F-G","A-B,A-H,B-C,D-F,D-G,F-H,G-H",44.04090527153692,58.33630228939265,29.247043280107533,94.45426616099459
130,"A-B,A-D,A-E,A-F,A-G,A-H,B-D,B-G,B-H,C-D,C-E,C-F,C-G,C-H,D-F,D-G,D-H,E-F,E-H,F-H,G-H","A-C,B-C,B-E,B-F,D-E,E-G,F-G",36.34493183084076,84.09193095223006,49.726405439704564,143.15253554039342
131,"A-B,A-C,A-D,A-G,A-H,B-C,B-D,B-E,B-F,B-G,C-D,C-F,C-H,D-E,D-F,E-F,E-G,E-H,F-G,F-H,G-H","A-E,A-F,B-H,C-E,C-G,D-G,D-H",43.69315533825735,54.566706410651435,46.28042627673747,93.10312882656349
132,"A-E,A-F,A-G,A-H,B-C,B-D,B-E,B-F,B-G,C-E,C-F,C-G,C-H,D-G,D-H,E-F,E-G,E-H,F-G,F-H,G-H","A-B,A-C,A-D,B-H,C-D,D-E,D-F",45.85839202586191,49.39485100414118,38.932407672863405,87.52871428279778
133,"A-D,A-F,A-G,A-H,B-C,B-D,B-E,B-F,B-G,B-H,C-D,C-G,C-H,D-E,D-G,D-H,E-F,E-G,E-H,F-G,F-H","A-B,A-C,A-E,C-E,C-F,D-F,G-H",41.58767694010431,61.22954002244738,37.3045787682172,105.90900469650822
134,"A-B,A-D,A-F,A-G,A-H,B-C,B-D,B-E,B-F,B-G,B-H,C-F,C-H,D-E,D-G,D-H,E-F,E-G,E-H,F-G,F-H","A-C,A-E,C-D,C-E,C-G,D-F,G-H",46.08163488434661,40.37840905063687,37.06246256050514,65.14368845673003
135,"A-B,A-C,A-D,A-E,A-F,A-H,B-C,B-D,B-E,B-G,C-D,C-E,C-F,C-G,C-H,D-E,D-G,D-H,E-F,E-G,F-H","A-G,B-F,B-H,D-F,E-H,F-G,G-H",40.14796677675972,66.02003113405173,45.23434533005556,115.26686176382775
136,"A-B,A-E,A-F,A-H,B-C,B-E,B-F,B-G,B-H,C-D,C-E,C-F,C-G,C-H,D-E,D-F,D-G,E-F,E-G,F-H,G-H","A-C,A-D,A-G,B-D,D-H,E-H,F-G",44.385666030471185,55.32474734267248,45.46570806493281,92.26869333070061
137,"A-C,A-D,A-E,A-F,A-G,B-C,B-D,B-F,B-G,B-H,C-D,C-F,C-G,D-E,D-H,E-F,E-G,E-H,F-G,F-H,G-H","A-B,A-H,B-E,C-E,C-H,D-F,D-G",43.58922737691547,53.471939968521404,52.718164149231654,81.79950936193815
138,"A-B,A-C,A-D,A-E,A-F,A-G,A-H,B-C,B-D,B-E,B-H,C-D,C-E,C-F,C-G,D-E,D-G,E-F,E-H,F-G,F-H","B-F,B-G,C-H,D-F,D-H,E-G,G-H",26.134050968725404,86.43575998143253,66.8913638336991,120.49842245209568
139,"A-B,A-C,A-D,A-E,A-G,A-H,B-C,B-D,B-G,B-H,C-D,C-E,C-F,C-G,D-E,D-G,E-F,E-G,E-H,F-H,G-H","A-F,B-E,B-F,C-H,D-F,D-H,F-G",32.11901752947736,91.38985658790025,54.7773756347853,157.7356336268272
140,"A-B,A-C,A-D,A-E,A-F,A-G,A-H,B-C,B-E,B-F,B-G,B-H,C-G,C-H,D-F,D-G,D-H,E-F,E-H,F-H,G-H","B-D,C-D,C-E,C-F,D-E,E-G,F-G",40.53078193397435,65.47734262538698,16.726957977013797,120.87716390956479
141,"A-D,A-E,A-G,A-H,B-C,B-D,B-E,B-F,B-G,B-H,C-D,C-F,C-G,C-H,D-E,D-F,D-G,E-F,E-G,E-H,F-H","A-B,A-C,A-F,C-E,D-H,F-G,G-H",44.71185020753901,48.59867079435551,30.17287597781018,87.11110848411413
142,"A-B,A-C,A-D,A-E,A-G,B-C,B-E,B-F,B-G,B-H,C-F,C-H,D-E,D-F,D-G,D-H,E-G,E-H,F-G,F-H,G-H","A-F,A-H,B-D,C-D,C-E,C-G,E-F",46.190814277730084,40.23543524020737,20.46783027550096,72.01616521715792
143,"A-B,A-D,A-E,A-F,A-G,A-H,B-C,B-D,B-E,B-G,B-H,C-D,C-F,C-G,D-E,D-F,E-F,E-H,F-G,F-H,G-H","A-C,B-F,C-E,C-H,D-G,D-H,E-G",34.70261603187578,88.62776909651964,50.75436965869031,154.6220085017353
144,"A-B,A-C,A-D,A-E,A-F,B-C,B-E,B-F,B-G,B-H,C-D,C-E,C-F,C-G,C-H,D-F,D-G,D-H,E-G,E-H,G-H","A-G,A-H,B-D,D-E,E-F,F-G,F-H",44.96828195205983,46.882329206795745,36.243130363327836,74.34906852435864
145,"A-B,A-D,A-E,A-F,A-G,A-H,B-C,B-D,B-F,B-G,B-H,C-D,C-E,C-G,C-H,D-F,E-G,E-H,F-G,F-H,G-H","A-C,B-E,C-F,D-E,D-G,D-H,E-F",40.959866031979196,66.13954627141531,30.579762179171098,114.97576374112542
146,"A-B,A-C,A-E,A-F,A-H,B-C,B-E,B-G,B-H,C-D,C-F,C-G,C-H,D-F,D-G,D-H,E-G,E-H,F-G,F-H,G-H","A-D,A-G,B-D,B-F,C-E,D-E,E-F",40.94800402963236,69.27294946023422,55.500413153144734,118.79433462267096
147,"A-B,A-C,A-E,A-F,A-G,A-H,B-C,B-D,B-E,B-G,C-D,C-E,C-F,C-G,C-H,D-E,E-G,E-H,F-G,F-H,G-H","A-D,B-F,B-H,D-F,D-G,D-H,E-F",36.44690541571135,80.94704841049838,32.80453578413895,140.92794711000147
148,"A-B,A-C,A-D,A-F,A-G,A-H,B-D,B-E,B-G,B-H,C-E,C-F,C-G,C-H,D-E,D-F,D-G,D-H,E-F,E-H,G-H","A-E,B-C,B-F,C-D,E-G,F-G,F-H",38.2028205326408,73.53873772569798,54.03082799709878,125.02251870132382
149,"A-B,A-C,A-D,A-E,A-F,A-G,B-C,B-D,B-E,B-G,B-H,C-D,C-F,C-H,D-E,D-F,D-H,E-F,E-G,F-H,G-H","A-H,B-F,C-E,C-G,D-G,E-H,F-G",38.73895853651669,88.65100551106495,57.70882908867355,158.17818441197966
150,"A-B,A-C,A-E,A-G,A-H,B-D,B-E,B-F,B-H,C-D,C-E,C-F,C-G,C-H,D-F,D-G,E-F,E-H,F-G,F-H,G-H","A-D,A-F,B-C,B-G,D-E,D-H,E-G",33.776447930015394,79.90814968607714,72.03500686127873,131.34965798527148
151,"A-B,A-C,A-D,A-E,A-F,A-G,A-H,B-D,B-E,B-F,B-G,C-E,C-H,D-E,D-F,D-H,E-F,E-H,F-G,F-H,G-H","B-C,B-H,C-D,C-F,C-G,D-G,E-G",39.776125001830216,75.80677825056074,28.832518185890507,135.10547430645258
152,"A-B,A-C,A-E,A-F,A-G,A-H,B-C,B-D,B-G,B-H,C-D,C-E,C-G,C-H,D-E,D-G,D-H,E-H,F-G,F-H,G-H","A-D,B-E,B-F,C-F,D-F,E-F,E-G",29.052516380351538,93.94676937134416,97.45296534967947,126.59945651285676
153,"A-B,A-C,A-E,A-F,A-G,A-H,B-C,B-D,B-H,C-E,C-F,C-G,C-H,D-F,D-G,D-H,E-F,E-G,E-H,F-G,F-H","A-D,B-E,B-F,B-G,C-D,D-E,G-H",36.003526569684226,73.83748850364334,43.9953419405264,124.54159356014124
154,"A-C,A-D,A-F,A-G,A-H,B-C,B-D,B-E,B-F,B-G,B-H,C-D,C-F,D-E,D-F,D-G,D-H,E-F,E-G,F-H,G-H","A-B,A-E,C-E,C-G,C-H,E-H,F-G",46.11231441717963,51.054096109056,12.002388532556097,95.03213791139743
155,"A-C,A-D,A-E,A-F,A-G,B-C,B-D,B-F,B-G,B-H,C-D,C-E,C-F,C-G,C-H,D-G,D-H,E-F,E-H,F-H,G-H","A-B,A-H,B-E,D-E,D-F,E-G,F-G",36.69278434313915,79.25376731802596,74.17140045571682,131.6827884761602
156,"A-C,A-D,A-E,A-F,A-H,B-C,B-D,B-F,B-G,B-H,C-D,C-F,C-G,C-H,D-E,D-G,D-H,E-F,E-H,F-H,G-H","A-B,A-G,B-E,C-E,D-F,E-G,F-G",35.551493597005084,94.87731536438599,78.92634231592689,162.0630486394087
157,"A-B,A-C,A-E,A-G,A-H,B-C,B-D,B-F,B-G,B-H,C-D,C-E,C-F,C-G,C-H,D-E,D-H,E-G,E-H,F-G,F-H","A-D,A-F,B-E,D-F,D-G,E-F,G-H",45.22709466184001,48.108078049018516,49.274730327231026,73.12382425050374
158,"A-B,A-D,A-E,A-F,A-G,B-D,B-E,B-G,C-D,C-F,C-G,C-H,D-E,D-F,D-H,E-F,E-G,E-H,F-G,F-H,G-H","A-C,A-H,B-C,B-F,B-H,C-E,D-G",39.01818913347152,78.65603915409443,42.7572701229505,146.12763982755166
159,"A-B,A-C,A-D,A-E,A-G,B-C,B-D,B-E,B-F,B-G,B-H,C-D,C-F,C-G,C-H,D-E,D-G,D-H,E-F,F-G,F-H","A-F,A-H,C-E,D-F,E-G,E-H,G-H",38.87446105171073,67.18082458651527,39.37817257749046,114.94670276705513
160,"A-B,A-D,A-E,A-F,A-G,B-D,B-E,B-F,B-H,C-D,C-E,C-F,C-H,D-E,D-F,D-G,D-H,E-F,E-H,F-G,F-H","A-C,A-H,B-C,B-G,C-G,E-G,G-H",34.08328256708819,79.01191806459651,74.48120519481529,124.49396978952393
161,"A-B,A-C,A-D,A-E,A-G,A-H,B-D,B-E,B-F,B-G,C-D,C-G,C-H,D-E,D-F,D-G,D-H,E-F,E-H,F-H,G-H","A-F,B-C,B-H,C-E,C-F,E-G,F-G",39.23047775580064,69.06388916308626,40.547998344197026,120.49049628035209
162,"A-B,A-F,A-H,B-D,B-E,B-F,B-H,C-D,C-E,C-F,C-G,D-E,D-F,D-G,D-H,E-F,E-G,E-H,F-G,F-H,G-H","A-C,A-D,A-E,A-G,B-C,B-G,C-H",36.32896967505468,77.82460841471342,74.16433518860137,119.34395278137134
163,"A-B,A-C,A-D,A-E,A-F,A-G,A-H,B-C,B-D,B-F,B-G,B-H,C-E,C-H,D-E,D-F,E-F,E-G,E-H,F-G,F-H","B-E,C-D,C-F,C-G,D-G,D-H,G-H",41.77234777023093,61.35216218836433,24.82933367365152,108.44056296444734
164,"A-C,A-E,A-F,A-G,A-H,B-C,B-E,B-G,B-H,C-D,C-E,C-G,C-H,D-F,D-G,D-H,E-F,E-G,E-H,F-G,G-H","A-B,A-D,B-D,B-F,C-F,D-E,F-H",41.029136513167245,62.13745579186708,37.66710212381096,115.35276330773999
165,"A-B,A-D,A-E,A-F,A-G,A-H,B-C,B-E,B-F,B-G,C-D,C-E,C-F,C-G,C-H,D-F,D-G,D-H,E-G,E-H,F-H","A-C,B-D,B-H,D-E,E-F,F-G,G-H",47.4264484290549,38.52071944991228,38.269062957423984,51.02858734231809
166,"A-B,A-C,A-D,A-F,B-C,B-D,B-E,B-G,B-H,C-D,C-E,C-F,C-H,D-E,D-G,D-H,E-F,E-G,E-H,F-H,G-H","A-E,A-G,A-H,B-F,C-G,D-F,F-G",35.9258720039086,80.16523431952749,53.72778669706534,131.9381067110657
167,"A-C,A-E,A-G,A-H,B-C,B-D,B-E,B-F,B-G,B-H,C-D,C-E,C-F,C-G,C-H,D-E,D-F,D-H,E-G,F-G,F-H","A-B,A-D,A-F,D-G,E-F,E-H,G-H",47.765102982953934,37.14601246178806,16.683565069431836,68.68510563524048
168,"A-C,A-D,A-E,A-H,B-C,B-D,B-E,B-G,C-D,C-E,C-F,C-G,C-H,D-E,D-F,D-G,D-H,E-F,E-H,F-G,G-H","A-B,A-F,A-G,B-F,B-H,E-G,F-H",32.88147187267623,89.07313695840188,112.41958257990694,118.45117259276051
169,"A-B,A-C,A-E,A-F,A-G,B-C,B-D,B-F,B-G,B-H,C-D,C-F,C-G,C-H,D-E,D-G,D-H,E-F,E-G,F-H,G-H","A-D,A-H,B-E,C-E,D-F,E-H,F-G",44.529710189250636,53.285524735686124,30.81156367415207,87.78521066448899
170,"A-B,A-C,A-D,A-F,A-H,B-C,B-D,B-E,B-F,B-G,B-H,C-D,C-H,D-E,D-F,D-G,D-H,E-F,E-G,E-H,G-H","A-E,A-G,C-E,C-F,C-G,F-G,F-H",41.66881990205694,65.88946406542206,40.322083820186435,105.81553645400041
171,"A-C,A-D,A-E,A-F,A-G,A-H,B-D,B-E,B-F,B-G,B-H,C-D,C-G,D-F,D-G,D-H,E-F,E-H,F-G,F-H,G-H","A-B,B-C,C-E,C-F,C-H,D-E,E-G",39.92207262760352,66.03282099118283,28.87383987906668,121.1874215048955
172,"A-B,A-C,A-E,A-G,A-H,B-D,B-E,B-F,B-G,B-H,C-D,C-F,C-G,D-E,D-F,D-G,D-H,E-F,E-G,E-H,F-G","A-D,A-F,B-C,C-E,C-H,F-H,G-H",46.74340214260376,41.10066447697763,33.27439757518073,70.37897770903808
173,"A-B,A-D,A-E,A-F,A-G,A-H,B-C,B-D,B-H,C-D,C-E,C-F,C-G,C-H,D-E,D-G,D-H,E-G,E-H,F-G,F-H","A-C,B-E,B-F,B-G,D-F,E-F,G-H",34.22735188438544,75.72255998107325,65.56195969768794,117.54315077939206
174,"A-B,A-E,A-F,B-C,B-D,B-E,B-F,B-G,B-H,C-D,C-E,C-G,D-E,D-F,D-G,E-F,E-G,E-H,F-G,F-H,G-H","A-C,A-D,A-G,A-H,C-F,C-H,D-H",38.56580566384698,66.73766770651017,53.47488944855098,99.53875279160638
175,"A-B,A-D,A-E,A-G,A-H,B-C,B-D,B-E,B-F,B-G,B-H,C-D,C-E,C-F,C-G,C-H,D-H,E-F,E-G,E-H,G-H","A-C,A-F,D-E,D-F,D-G,F-G,F-H",44.063305194824494,60.01113966184266,63.29407293365571,82.11745267898979
176,"A-B,A-D,A-E,A-F,A-H,B-C,B-D,B-F,B-G,B-H,C-D,C-E,C-F,C-G,C-H,D-E,D-F,D-G,E-H,F-G,F-H","A-C,A-G,B-E,D-H,E-F,E-G,G-H",37.199912260230356,82.53366115156453,60.61388424743805,144.71509267948733
177,"A-B,A-C,A-F,A-G,A-H,B-D,B-F,B-G,B-H,C-D,C-E,C-F,C-G,C-H,D-G,D-H,E-F,E-H,F-G,F-H,G-H","A-D,A-E,B-C,B-E,D-E,D-F,E-G",39.157584100031414,72.25357031886927,62.31605321267425,110.58381108713667
178,"A-B,A-C,A-E,A-F,A-G,A-H,B-D,B-F,B-G,B-H,C-D,C-F,C-G,C-H,D-F,D-G,D-H,E-F,E-G,E-H,G-H","A-D,B-C,B-E,C-E,D-E,F-G,F-H",49.017896737021466,25.298500385164694,15.728626725840087,42.91860617566472
179,"A-C,A-D,A-E,A-F,A-G,A-H,B-D,B-E,B-G,B-H,C-E,C-F,C-H,D-F,D-G,D-H,E-F,E-G,E-H,F-G,F-H","A-B,B-C,B-F,C-D,C-G,D-E,G-H",41.239601743037895,79.14517598700061,51.91877267333791,144.09711348776935
180,"A-B,A-C,A-D,A-E,A-F,A-G,A-H,B-C,B-D,B-E,B-G,B-H,C-D,C-E,C-F,C-H,E-F,E-G,E-H,F-H,G-H","B-F,C-G,D-E,D-F,D-G,D-H,F-G",33.784538169894724,98.46209371713178,74.62154488637111,161.78245610618725
181,"A-C,A-D,A-E,A-F,A-G,A-H,B-C,B-D,B-F,B-G,B-H,C-F,C-G,D-E,D-F,D-G,E-F,E-G,F-G,F-H,G-H","A-B,B-E,C-D,C-E,C-H,D-H,E-H",42.582873415016266,74.61087557449144,50.005156360875674,133.25017049974488
182,"A-B,A-E,A-H,B-C,B-E,B-F,B-H,C-D,C-E,C-F,C-G,C-H,D-F,D-G,D-H,E-F,E-G,E-H,F-G,F-H,G-H","A-C,A-D,A-F,A-G,B-D,B-G,D-E",32.78399504096403,103.04322447824914,121.53969725244869,137.57351835062286
183,"A-B,A-C,A-D,A-E,A-F,A-G,B-D,B-E,B-F,B-G,C-D,C-E,C-F,C-G,D-E,D-F,D-G,D-H,E-H,F-H,G-H","A-H,B-C,B-H,C-H,E-F,E-G,F-G",40.25953756867867,69.9267300982451,34.07840106015219,125.00095100381749
184,"A-C,A-E,A-F,A-G,A-H,B-C,B-E,B-F,C-D,C-E,C-F,C-G,C-H,D-E,D-F,D-G,D-H,E-F,E-G,E-H,F-H","A-B,A-D,B-D,B-G,B-H,F-G,G-H",37.32620079093062,94.95287879729761,65.71668347392949,165.87498657403464
185,"A-C,A-F,A-G,A-H,B-C,B-D,B-E,B-G,C-D,C-F,C-G,C-H,D-E,D-F,D-G,D-H,E-F,E-G,F-G,F-H,G-H","A-B,A-D,A-E,B-F,B-H,C-E,E-H",42.0257970796444,64.55031893260518,26.012681078223125,119.62969315897345
186,"A-B,A-D,A-E,A-F,A-G,A-H,B-C,B-D,B-E,B-H,C-D,C-E,C-G,D-E,D-F,D-G,D-H,E-G,E-H,F-G,F-H","A-C,B-F,B-G,C-F,C-H,E-F,G-H",34.042114468523486,71.72943920383108,60.23826331775399,116.74509970756122
187,"A-B,A-C,A-E,A-F,B-D,B-E,B-F,B-G,C-D,C-F,C-G,C-H,D-E,D-F,D-G,D-H,E-F,E-G,E-H,F-H,G-H","A-D,A-G,A-H,B-C,B-H,C-E,F-G",45.34887414520294,47.76391980038131,24.646712184329076,80.3476953397798
