mode,position,final_subset,dropped_links,score,frames_solved,decisions
B1_session_t2_g2,ID13,ABCDEFGH,,3.3645044511212707,1200,[]
B1_session_t2_g2,ID14,ABCDEFGH,,4.028149005676363,1201,[]
B1_session_t2_g2,ID15,ABCDEFGH,,3.883427486637597,1201,[]
B1_session_t2_g2,ID16,ABCDEFGH,,3.8691196413248523,1201,[]
B1_session_t2_g2,ID17,ABCDEFGH,,4.976782439357635,1199,[]
B1_session_t2_g2,ID18,ABCDEFGH,,4.078815966651736,1199,[]
B1_session_t2_g2,ID19,ABCDEFGH,,10.854232258827698,1201,[]
B1_session_t2_g2,ID20,ABCDEFGH,,8.293557099010235,1201,[]
B1_session_t2_g2,ID21,ABCDEFGH,,5.6547532054147815,1201,[]
B1_session_t2_g2,ID22,ABCDEFGH,,6.399994503556952,1201,[]
B1_session_t2_g2,ID23,ABCDEFGH,,4.9187726003019545,1201,[]
B1_session_t2_g2,ID24,ABDEFGH,C,4.112318349288076,1201,"[{'step': 1, 'dropped_anchor': 'C', 'score_before': 9.337309475004371, 'score_after': 4.112318349288076, 'vgdop_y_after_mm': 15.526646912646967, 'normal_cond_after': 4.02756883734785}]"
B1_session_t2_g3,ID01,ABCDEFGH,,5.332999462307413,1201,[]
B1_session_t2_g3,ID02,ABCDEFGH,,3.851976043944333,1201,[]
B1_session_t2_g3,ID03,ABCDEFGH,,8.291064513641484,1201,[]
B1_session_t2_g3,ID04,ABCDEFGH,,5.490954922355313,1201,[]
B1_session_t2_g3,ID05,ABCDEFGH,,7.698243887990997,1200,[]
B1_session_t2_g3,ID06,ABCDEFGH,,4.783734934771787,1201,[]
B1_session_t2_g3,ID07,ABCDEFGH,,5.805088090578698,1201,[]
B1_session_t2_g3,ID08,ABCDEFGH,,6.246042002547684,1201,[]
B1_session_t2_g3,ID09,ABCDEFGH,,7.125590584005152,1201,[]
B1_session_t2_g3,ID10,ABCDEFGH,,4.4107659569665785,1201,[]
B1_session_t2_g3,ID11,ABCDEFGH,,3.425368992148485,1201,[]
B1_session_t2_g3,ID12,ABCDEFGH,,4.813475741453486,1201,[]
B1_session_t2_g3,ID13,ABCDEFGH,,3.3645044511212707,1200,[]
B1_session_t2_g3,ID14,ABCDEFGH,,4.028149005676363,1201,[]
B1_session_t2_g3,ID15,ABCDEFGH,,3.883427486637597,1201,[]
B1_session_t2_g3,ID16,ABCDEFGH,,3.8691196413248523,1201,[]
B1_session_t2_g3,ID17,ABCDEFGH,,4.976782439357635,1199,[]
B1_session_t2_g3,ID18,ABCDEFGH,,4.078815966651736,1199,[]
B1_session_t2_g3,ID19,ABCDEFGH,,10.854232258827698,1201,[]
B1_session_t2_g3,ID20,ABCDEFGH,,8.293557099010235,1201,[]
B1_session_t2_g3,ID21,ABCDEFGH,,5.6547532054147815,1201,[]
B1_session_t2_g3,ID22,ABCDEFGH,,6.399994503556952,1201,[]
B1_session_t2_g3,ID23,ABCDEFGH,,4.9187726003019545,1201,[]
B1_session_t2_g3,ID24,ABDEFGH,C,4.112318349288076,1201,"[{'step': 1, 'dropped_anchor': 'C', 'score_before': 9.337309475004371, 'score_after': 4.112318349288076, 'vgdop_y_after_mm': 15.526646912646967, 'normal_cond_after': 4.02756883734785}]"
B2_frame_greedy_tau2.5_t1.3_g1.5,ID01,frame_variable,"A:920,B:7,C:45,D:2,E:463,F:27,G:78,H:377",nan,1201,
B2_frame_greedy_tau2.5_t1.3_g1.5,ID02,frame_variable,"A:457,B:4,C:93,D:98,E:339,F:28,G:181,H:11",nan,1201,
B2_frame_greedy_tau2.5_t1.3_g1.5,ID03,frame_variable,"A:3,B:38,C:36,D:85,F:2,H:43",nan,1201,
B2_frame_greedy_tau2.5_t1.3_g1.5,ID04,frame_variable,"A:35,C:67,D:1,E:98,F:576,G:129,H:585",nan,1201,
B2_frame_greedy_tau2.5_t1.3_g1.5,ID05,frame_variable,"A:1089,B:2,C:19,D:109,F:30,G:850,H:19",nan,1200,
B2_frame_greedy_tau2.5_t1.3_g1.5,ID06,frame_variable,"A:700,B:77,C:1087,D:67,E:5,F:41,G:52,H:12",nan,1201,
B2_frame_greedy_tau2.5_t1.3_g1.5,ID07,frame_variable,"A:7,B:9,C:63,D:11,E:56,F:17,G:67,H:2",nan,1201,
B2_frame_greedy_tau2.5_t1.3_g1.5,ID08,frame_variable,"A:7,B:1120,C:779,D:3,E:86,F:12,G:44,H:28",nan,1201,
B2_frame_greedy_tau2.5_t1.3_g1.5,ID09,frame_variable,"A:24,B:2,C:3,D:339,E:89,F:432,G:135,H:31",nan,1201,
B2_frame_greedy_tau2.5_t1.3_g1.5,ID10,frame_variable,"A:18,B:34,C:36,D:36,E:110,F:552,G:866,H:62",nan,1201,
B2_frame_greedy_tau2.5_t1.3_g1.5,ID11,frame_variable,"A:7,B:31,C:1143,E:2,F:80,G:43,H:22",nan,1201,
B2_frame_greedy_tau2.5_t1.3_g1.5,ID12,frame_variable,"A:143,B:140,C:1153,D:3,E:294,F:84,G:54,H:31",nan,1201,
B2_frame_greedy_tau2.5_t1.3_g1.5,ID13,frame_variable,"A:87,B:9,C:312,D:85,E:51,F:274,G:64,H:26",nan,1200,
B2_frame_greedy_tau2.5_t1.3_g1.5,ID14,frame_variable,"A:21,B:133,C:44,D:28,E:901,F:39,G:606,H:4",nan,1201,
B2_frame_greedy_tau2.5_t1.3_g1.5,ID15,frame_variable,"A:166,C:259,D:10,E:129,F:24,G:284,H:7",nan,1201,
B2_frame_greedy_tau2.5_t1.3_g1.5,ID16,frame_variable,"A:102,B:120,C:48,D:12,E:364,F:157,G:601,H:7",nan,1201,
B2_frame_greedy_tau2.5_t1.3_g1.5,ID17,frame_variable,"A:156,B:101,C:2,D:94,E:38,F:37,G:31,H:3",nan,1199,
B2_frame_greedy_tau2.5_t1.3_g1.5,ID18,frame_variable,"A:667,B:67,C:24,D:96,E:28,F:51,G:214,H:67",nan,1199,
B2_frame_greedy_tau2.5_t1.3_g1.5,ID19,frame_variable,"B:66,D:3,E:842,G:888,H:1",nan,1201,
B2_frame_greedy_tau2.5_t1.3_g1.5,ID20,frame_variable,"A:4,B:4,C:5,D:30,E:9,F:529,G:3,H:463",nan,1201,
B2_frame_greedy_tau2.5_t1.3_g1.5,ID21,frame_variable,"A:27,B:28,C:4,D:978,E:130,F:73,G:411,H:20",nan,1201,
B2_frame_greedy_tau2.5_t1.3_g1.5,ID22,frame_variable,"A:1180,C:13,D:9,E:58,F:44,G:914,H:8",nan,1201,
B2_frame_greedy_tau2.5_t1.3_g1.5,ID23,frame_variable,"A:119,B:1022,C:5,D:27,E:17,F:64,G:534,H:33",nan,1201,
B2_frame_greedy_tau2.5_t1.3_g1.5,ID24,frame_variable,"A:328,C:1142,D:60,E:539,F:37,G:1,H:4",nan,1201,
B2_frame_greedy_tau2.5_t1.3_g2,ID01,frame_variable,"A:920,B:7,C:45,D:2,E:463,F:27,G:78,H:377",nan,1201,
B2_frame_greedy_tau2.5_t1.3_g2,ID02,frame_variable,"A:457,B:4,C:99,D:99,E:340,F:28,G:181,H:11",nan,1201,
B2_frame_greedy_tau2.5_t1.3_g2,ID03,frame_variable,"A:3,B:38,C:36,D:85,F:2,H:43",nan,1201,
B2_frame_greedy_tau2.5_t1.3_g2,ID04,frame_variable,"A:35,C:125,D:1,E:106,F:576,G:135,H:585",nan,1201,
B2_frame_greedy_tau2.5_t1.3_g2,ID05,frame_variable,"A:1089,B:2,C:19,D:109,F:30,G:852,H:19",nan,1200,
B2_frame_greedy_tau2.5_t1.3_g2,ID06,frame_variable,"A:700,B:77,C:1087,D:67,E:5,F:42,G:52,H:12",nan,1201,
B2_frame_greedy_tau2.5_t1.3_g2,ID07,frame_variable,"A:7,B:9,C:63,D:11,E:56,F:17,G:67,H:2",nan,1201,
B2_frame_greedy_tau2.5_t1.3_g2,ID08,frame_variable,"A:7,B:1123,C:779,D:3,E:86,F:12,G:45,H:28",nan,1201,
B2_frame_greedy_tau2.5_t1.3_g2,ID09,frame_variable,"A:24,B:2,C:3,D:358,E:90,F:434,G:135,H:31",nan,1201,
B2_frame_greedy_tau2.5_t1.3_g2,ID10,frame_variable,"A:18,B:34,C:36,D:36,E:110,F:552,G:866,H:62",nan,1201,
B2_frame_greedy_tau2.5_t1.3_g2,ID11,frame_variable,"A:7,B:31,C:1143,E:2,F:80,G:43,H:22",nan,1201,
B2_frame_greedy_tau2.5_t1.3_g2,ID12,frame_variable,"A:143,B:140,C:1153,D:3,E:303,F:84,G:54,H:31",nan,1201,
B2_frame_greedy_tau2.5_t1.3_g2,ID13,frame_variable,"A:87,B:9,C:312,D:85,E:51,F:274,G:64,H:26",nan,1200,
B2_frame_greedy_tau2.5_t1.3_g2,ID14,frame_variable,"A:23,B:133,C:44,D:28,E:902,F:39,G:606,H:4",nan,1201,
B2_frame_greedy_tau2.5_t1.3_g2,ID15,frame_variable,"A:166,C:259,D:10,E:129,F:24,G:284,H:7",nan,1201,
B2_frame_greedy_tau2.5_t1.3_g2,ID16,frame_variable,"A:105,B:120,C:50,D:12,E:364,F:157,G:601,H:7",nan,1201,
B2_frame_greedy_tau2.5_t1.3_g2,ID17,frame_variable,"A:156,B:101,C:2,D:94,E:38,F:37,G:31,H:3",nan,1199,
B2_frame_greedy_tau2.5_t1.3_g2,ID18,frame_variable,"A:667,B:67,C:24,D:97,E:28,F:51,G:214,H:67",nan,1199,
B2_frame_greedy_tau2.5_t1.3_g2,ID19,frame_variable,"B:66,D:3,E:842,G:888,H:1",nan,1201,
B2_frame_greedy_tau2.5_t1.3_g2,ID20,frame_variable,"A:4,B:4,C:5,D:30,E:9,F:529,G:3,H:463",nan,1201,
B2_frame_greedy_tau2.5_t1.3_g2,ID21,frame_variable,"A:27,B:28,C:4,D:978,E:130,F:73,G:412,H:20",nan,1201,
B2_frame_greedy_tau2.5_t1.3_g2,ID22,frame_variable,"A:1180,C:13,D:9,E:58,F:44,G:915,H:8",nan,1201,
B2_frame_greedy_tau2.5_t1.3_g2,ID23,frame_variable,"A:119,B:1022,C:5,D:27,E:17,F:64,G:534,H:33",nan,1201,
B2_frame_greedy_tau2.5_t1.3_g2,ID24,frame_variable,"A:328,C:1142,D:60,E:542,F:37,G:1,H:4",nan,1201,
B2_frame_greedy_tau2.5_t1.3_g3,ID01,frame_variable,"A:920,B:7,C:45,D:2,E:463,F:27,G:78,H:377",nan,1201,
B2_frame_greedy_tau2.5_t1.3_g3,ID02,frame_variable,"A:457,B:4,C:99,D:99,E:340,F:28,G:181,H:11",nan,1201,
B2_frame_greedy_tau2.5_t1.3_g3,ID03,frame_variable,"A:3,B:38,C:36,D:85,F:2,H:43",nan,1201,
B2_frame_greedy_tau2.5_t1.3_g3,ID04,frame_variable,"A:35,C:125,D:1,E:106,F:576,G:135,H:585",nan,1201,
B2_frame_greedy_tau2.5_t1.3_g3,ID05,frame_variable,"A:1089,B:2,C:19,D:109,F:30,G:852,H:19",nan,1200,
B2_frame_greedy_tau2.5_t1.3_g3,ID06,frame_variable,"A:700,B:77,C:1087,D:67,E:5,F:42,G:52,H:12",nan,1201,
B2_frame_greedy_tau2.5_t1.3_g3,ID07,frame_variable,"A:7,B:9,C:63,D:11,E:56,F:17,G:67,H:2",nan,1201,
B2_frame_greedy_tau2.5_t1.3_g3,ID08,frame_variable,"A:7,B:1123,C:779,D:3,E:86,F:12,G:45,H:28",nan,1201,
B2_frame_greedy_tau2.5_t1.3_g3,ID09,frame_variable,"A:24,B:2,C:3,D:358,E:90,F:434,G:135,H:31",nan,1201,
B2_frame_greedy_tau2.5_t1.3_g3,ID10,frame_variable,"A:18,B:34,C:36,D:36,E:110,F:552,G:866,H:62",nan,1201,
B2_frame_greedy_tau2.5_t1.3_g3,ID11,frame_variable,"A:7,B:31,C:1143,E:2,F:80,G:43,H:22",nan,1201,
B2_frame_greedy_tau2.5_t1.3_g3,ID12,frame_variable,"A:143,B:140,C:1153,D:3,E:303,F:84,G:54,H:31",nan,1201,
B2_frame_greedy_tau2.5_t1.3_g3,ID13,frame_variable,"A:87,B:9,C:312,D:85,E:51,F:274,G:64,H:26",nan,1200,
B2_frame_greedy_tau2.5_t1.3_g3,ID14,frame_variable,"A:23,B:133,C:44,D:28,E:902,F:39,G:606,H:4",nan,1201,
B2_frame_greedy_tau2.5_t1.3_g3,ID15,frame_variable,"A:166,C:259,D:10,E:129,F:24,G:284,H:7",nan,1201,
B2_frame_greedy_tau2.5_t1.3_g3,ID16,frame_variable,"A:105,B:120,C:50,D:12,E:364,F:157,G:601,H:7",nan,1201,
B2_frame_greedy_tau2.5_t1.3_g3,ID17,frame_variable,"A:156,B:101,C:2,D:94,E:38,F:37,G:31,H:3",nan,1199,
B2_frame_greedy_tau2.5_t1.3_g3,ID18,frame_variable,"A:667,B:67,C:24,D:97,E:28,F:51,G:214,H:67",nan,1199,
B2_frame_greedy_tau2.5_t1.3_g3,ID19,frame_variable,"B:66,D:3,E:842,G:888,H:1",nan,1201,
B2_frame_greedy_tau2.5_t1.3_g3,ID20,frame_variable,"A:4,B:4,C:5,D:30,E:9,F:529,G:3,H:463",nan,1201,
B2_frame_greedy_tau2.5_t1.3_g3,ID21,frame_variable,"A:27,B:28,C:4,D:978,E:130,F:73,G:412,H:20",nan,1201,
B2_frame_greedy_tau2.5_t1.3_g3,ID22,frame_variable,"A:1180,C:13,D:9,E:58,F:44,G:915,H:8",nan,1201,
B2_frame_greedy_tau2.5_t1.3_g3,ID23,frame_variable,"A:119,B:1022,C:5,D:27,E:17,F:64,G:534,H:33",nan,1201,
B2_frame_greedy_tau2.5_t1.3_g3,ID24,frame_variable,"A:328,C:1142,D:60,E:542,F:37,G:1,H:4",nan,1201,
B2_frame_greedy_tau2.5_t1.5_g1.5,ID01,frame_variable,"A:661,B:2,C:26,E:412,F:18,G:78,H:190",nan,1201,
B2_frame_greedy_tau2.5_t1.5_g1.5,ID02,frame_variable,"A:178,C:39,D:22,E:105,F:21,G:80,H:3",nan,1201,
B2_frame_greedy_tau2.5_t1.5_g1.5,ID03,frame_variable,"B:2,C:6,D:44,H:34",nan,1201,
B2_frame_greedy_tau2.5_t1.5_g1.5,ID04,frame_variable,"A:30,C:59,E:28,F:294,G:65,H:284",nan,1201,
B2_frame_greedy_tau2.5_t1.5_g1.5,ID05,frame_variable,"A:957,B:1,C:6,D:68,F:7,G:659,H:9",nan,1200,
B2_frame_greedy_tau2.5_t1.5_g1.5,ID06,frame_variable,"A:560,B:74,C:968,D:58,E:5,F:26,G:30,H:9",nan,1201,
B2_frame_greedy_tau2.5_t1.5_g1.5,ID07,frame_variable,"A:2,C:2,D:1,E:3,F:2,G:67,H:2",nan,1201,
B2_frame_greedy_tau2.5_t1.5_g1.5,ID08,frame_variable,"A:2,B:929,C:561,D:1,E:40,F:4,G:24,H:17",nan,1201,
B2_frame_greedy_tau2.5_t1.5_g1.5,ID09,frame_variable,"A:2,B:1,C:2,D:123,E:10,F:216,G:25,H:17",nan,1201,
B2_frame_greedy_tau2.5_t1.5_g1.5,ID10,frame_variable,"A:9,B:10,C:19,D:11,E:58,F:424,G:726,H:29",nan,1201,
B2_frame_greedy_tau2.5_t1.5_g1.5,ID11,frame_variable,"A:4,B:19,C:1053,E:2,F:53,G:42,H:15",nan,1201,
B2_frame_greedy_tau2.5_t1.5_g1.5,ID12,frame_variable,"A:96,B:56,C:989,D:2,E:186,F:40,G:45,H:13",nan,1201,
B2_frame_greedy_tau2.5_t1.5_g1.5,ID13,frame_variable,"A:16,B:2,C:132,D:36,E:20,F:160,G:50,H:10",nan,1200,
B2_frame_greedy_tau2.5_t1.5_g1.5,ID14,frame_variable,"A:9,B:35,C:16,D:3,E:437,F:29,G:287,H:1",nan,1201,
B2_frame_greedy_tau2.5_t1.5_g1.5,ID15,frame_variable,"A:43,C:141,D:1,E:25,F:17,G:170,H:2",nan,1201,
B2_frame_greedy_tau2.5_t1.5_g1.5,ID16,frame_variable,"A:49,B:42,C:10,D:1,E:136,F:71,G:362,H:3",nan,1201,
B2_frame_greedy_tau2.5_t1.5_g1.5,ID17,frame_variable,"A:32,B:26,D:13,E:4,F:20,G:30",nan,1199,
B2_frame_greedy_tau2.5_t1.5_g1.5,ID18,frame_variable,"A:332,B:11,C:10,D:31,E:8,F:40,G:108,H:18",nan,1199,
B2_frame_greedy_tau2.5_t1.5_g1.5,ID19,frame_variable,"B:22,E:179,G:229",nan,1201,
B2_frame_greedy_tau2.5_t1.5_g1.5,ID20,frame_variable,"A:1,B:1,C:1,D:13,E:2,F:195,G:1,H:133",nan,1201,
B2_frame_greedy_tau2.5_t1.5_g1.5,ID21,frame_variable,"A:9,B:15,C:2,D:739,E:69,F:40,G:217,H:8",nan,1201,
B2_frame_greedy_tau2.5_t1.5_g1.5,ID22,frame_variable,"A:1081,C:7,D:5,E:49,F:18,G:783,H:4",nan,1201,
B2_frame_greedy_tau2.5_t1.5_g1.5,ID23,frame_variable,"A:80,B:842,C:4,D:15,E:4,F:23,G:343,H:14",nan,1201,
B2_frame_greedy_tau2.5_t1.5_g1.5,ID24,frame_variable,"A:221,C:1124,D:25,E:372,F:18,H:1",nan,1201,
B2_frame_greedy_tau2.5_t1.5_g2,ID01,frame_variable,"A:661,B:2,C:26,E:412,F:18,G:78,H:190",nan,1201,
B2_frame_greedy_tau2.5_t1.5_g2,ID02,frame_variable,"A:178,C:40,D:23,E:105,F:21,G:80,H:3",nan,1201,
B2_frame_greedy_tau2.5_t1.5_g2,ID03,frame_variable,"B:2,C:6,D:44,H:34",nan,1201,
B2_frame_greedy_tau2.5_t1.5_g2,ID04,frame_variable,"A:30,C:86,E:34,F:294,G:66,H:284",nan,1201,
B2_frame_greedy_tau2.5_t1.5_g2,ID05,frame_variable,"A:957,B:1,C:6,D:68,F:7,G:659,H:9",nan,1200,
B2_frame_greedy_tau2.5_t1.5_g2,ID06,frame_variable,"A:560,B:74,C:968,D:58,E:5,F:27,G:30,H:9",nan,1201,
B2_frame_greedy_tau2.5_t1.5_g2,ID07,frame_variable,"A:2,C:2,D:1,E:3,F:2,G:67,H:2",nan,1201,
B2_frame_greedy_tau2.5_t1.5_g2,ID08,frame_variable,"A:2,B:930,C:561,D:1,E:40,F:4,G:24,H:17",nan,1201,
B2_frame_greedy_tau2.5_t1.5_g2,ID09,frame_variable,"A:2,B:1,C:2,D:125,E:10,F:216,G:25,H:17",nan,1201,
B2_frame_greedy_tau2.5_t1.5_g2,ID10,frame_variable,"A:9,B:10,C:19,D:11,E:58,F:424,G:726,H:29",nan,1201,
B2_frame_greedy_tau2.5_t1.5_g2,ID11,frame_variable,"A:4,B:19,C:1053,E:2,F:53,G:42,H:15",nan,1201,
B2_frame_greedy_tau2.5_t1.5_g2,ID12,frame_variable,"A:96,B:56,C:989,D:2,E:192,F:40,G:45,H:13",nan,1201,
B2_frame_greedy_tau2.5_t1.5_g2,ID13,frame_variable,"A:16,B:2,C:132,D:36,E:20,F:160,G:50,H:10",nan,1200,
B2_frame_greedy_tau2.5_t1.5_g2,ID14,frame_variable,"A:10,B:35,C:16,D:3,E:438,F:29,G:287,H:1",nan,1201,
B2_frame_greedy_tau2.5_t1.5_g2,ID15,frame_variable,"A:43,C:141,D:1,E:25,F:17,G:170,H:2",nan,1201,
B2_frame_greedy_tau2.5_t1.5_g2,ID16,frame_variable,"A:49,B:42,C:10,D:1,E:136,F:71,G:362,H:3",nan,1201,
B2_frame_greedy_tau2.5_t1.5_g2,ID17,frame_variable,"A:32,B:26,D:13,E:4,F:20,G:30",nan,1199,
B2_frame_greedy_tau2.5_t1.5_g2,ID18,frame_variable,"A:332,B:11,C:10,D:32,E:8,F:40,G:108,H:18",nan,1199,
B2_frame_greedy_tau2.5_t1.5_g2,ID19,frame_variable,"B:22,E:179,G:229",nan,1201,
B2_frame_greedy_tau2.5_t1.5_g2,ID20,frame_variable,"A:1,B:1,C:1,D:13,E:2,F:195,G:1,H:133",nan,1201,
B2_frame_greedy_tau2.5_t1.5_g2,ID21,frame_variable,"A:9,B:15,C:2,D:739,E:69,F:40,G:217,H:8",nan,1201,
B2_frame_greedy_tau2.5_t1.5_g2,ID22,frame_variable,"A:1081,C:7,D:5,E:49,F:18,G:783,H:4",nan,1201,
B2_frame_greedy_tau2.5_t1.5_g2,ID23,frame_variable,"A:80,B:842,C:4,D:15,E:4,F:23,G:343,H:14",nan,1201,
B2_frame_greedy_tau2.5_t1.5_g2,ID24,frame_variable,"A:221,C:1124,D:25,E:375,F:18,H:1",nan,1201,
B2_frame_greedy_tau2.5_t1.5_g3,ID01,frame_variable,"A:661,B:2,C:26,E:412,F:18,G:78,H:190",nan,1201,
B2_frame_greedy_tau2.5_t1.5_g3,ID02,frame_variable,"A:178,C:40,D:23,E:105,F:21,G:80,H:3",nan,1201,
B2_frame_greedy_tau2.5_t1.5_g3,ID03,frame_variable,"B:2,C:6,D:44,H:34",nan,1201,
B2_frame_greedy_tau2.5_t1.5_g3,ID04,frame_variable,"A:30,C:86,E:34,F:294,G:66,H:284",nan,1201,
B2_frame_greedy_tau2.5_t1.5_g3,ID05,frame_variable,"A:957,B:1,C:6,D:68,F:7,G:659,H:9",nan,1200,
B2_frame_greedy_tau2.5_t1.5_g3,ID06,frame_variable,"A:560,B:74,C:968,D:58,E:5,F:27,G:30,H:9",nan,1201,
B2_frame_greedy_tau2.5_t1.5_g3,ID07,frame_variable,"A:2,C:2,D:1,E:3,F:2,G:67,H:2",nan,1201,
B2_frame_greedy_tau2.5_t1.5_g3,ID08,frame_variable,"A:2,B:930,C:561,D:1,E:40,F:4,G:24,H:17",nan,1201,
B2_frame_greedy_tau2.5_t1.5_g3,ID09,frame_variable,"A:2,B:1,C:2,D:125,E:10,F:216,G:25,H:17",nan,1201,
B2_frame_greedy_tau2.5_t1.5_g3,ID10,frame_variable,"A:9,B:10,C:19,D:11,E:58,F:424,G:726,H:29",nan,1201,
B2_frame_greedy_tau2.5_t1.5_g3,ID11,frame_variable,"A:4,B:19,C:1053,E:2,F:53,G:42,H:15",nan,1201,
B2_frame_greedy_tau2.5_t1.5_g3,ID12,frame_variable,"A:96,B:56,C:989,D:2,E:192,F:40,G:45,H:13",nan,1201,
B2_frame_greedy_tau2.5_t1.5_g3,ID13,frame_variable,"A:16,B:2,C:132,D:36,E:20,F:160,G:50,H:10",nan,1200,
B2_frame_greedy_tau2.5_t1.5_g3,ID14,frame_variable,"A:10,B:35,C:16,D:3,E:438,F:29,G:287,H:1",nan,1201,
B2_frame_greedy_tau2.5_t1.5_g3,ID15,frame_variable,"A:43,C:141,D:1,E:25,F:17,G:170,H:2",nan,1201,
B2_frame_greedy_tau2.5_t1.5_g3,ID16,frame_variable,"A:49,B:42,C:10,D:1,E:136,F:71,G:362,H:3",nan,1201,
B2_frame_greedy_tau2.5_t1.5_g3,ID17,frame_variable,"A:32,B:26,D:13,E:4,F:20,G:30",nan,1199,
B2_frame_greedy_tau2.5_t1.5_g3,ID18,frame_variable,"A:332,B:11,C:10,D:32,E:8,F:40,G:108,H:18",nan,1199,
B2_frame_greedy_tau2.5_t1.5_g3,ID19,frame_variable,"B:22,E:179,G:229",nan,1201,
B2_frame_greedy_tau2.5_t1.5_g3,ID20,frame_variable,"A:1,B:1,C:1,D:13,E:2,F:195,G:1,H:133",nan,1201,
B2_frame_greedy_tau2.5_t1.5_g3,ID21,frame_variable,"A:9,B:15,C:2,D:739,E:69,F:40,G:217,H:8",nan,1201,
B2_frame_greedy_tau2.5_t1.5_g3,ID22,frame_variable,"A:1081,C:7,D:5,E:49,F:18,G:783,H:4",nan,1201,
B2_frame_greedy_tau2.5_t1.5_g3,ID23,frame_variable,"A:80,B:842,C:4,D:15,E:4,F:23,G:343,H:14",nan,1201,
B2_frame_greedy_tau2.5_t1.5_g3,ID24,frame_variable,"A:221,C:1124,D:25,E:375,F:18,H:1",nan,1201,
B2_frame_greedy_tau2.5_t2_g1.5,ID01,frame_variable,"A:173,C:5,E:65,F:5,G:52,H:31",nan,1201,
B2_frame_greedy_tau2.5_t2_g1.5,ID02,frame_variable,"A:14,C:7,D:1,E:2,F:11,G:20,H:2",nan,1201,
B2_frame_greedy_tau2.5_t2_g1.5,ID03,frame_variable,D:1,nan,1201,
B2_frame_greedy_tau2.5_t2_g1.5,ID04,frame_variable,"A:4,C:15,F:72,G:4,H:54",nan,1201,
B2_frame_greedy_tau2.5_t2_g1.5,ID05,frame_variable,"A:420,C:1,D:22,F:1,G:119,H:3",nan,1200,
B2_frame_greedy_tau2.5_t2_g1.5,ID06,frame_variable,"A:174,B:17,C:521,D:5,E:2,F:7,G:1",nan,1201,
B2_frame_greedy_tau2.5_t2_g1.5,ID07,frame_variable,"A:1,G:57,H:1",nan,1201,
B2_frame_greedy_tau2.5_t2_g1.5,ID08,frame_variable,"B:311,C:89,E:9,H:1",nan,1201,
B2_frame_greedy_tau2.5_t2_g1.5,ID09,frame_variable,"B:1,D:14,F:47,G:1,H:1",nan,1201,
B2_frame_greedy_tau2.5_t2_g1.5,ID10,frame_variable,"A:1,B:1,C:2,D:1,E:4,F:114,G:253,H:6",nan,1201,
B2_frame_greedy_tau2.5_t2_g1.5,ID11,frame_variable,"B:2,C:682,F:41,G:39,H:8",nan,1201,
B2_frame_greedy_tau2.5_t2_g1.5,ID12,frame_variable,"A:7,B:2,C:357,E:30,F:18,G:11,H:3",nan,1201,
B2_frame_greedy_tau2.5_t2_g1.5,ID13,frame_variable,"A:1,B:1,C:31,D:6,E:2,F:59,G:46",nan,1200,
B2_frame_greedy_tau2.5_t2_g1.5,ID14,frame_variable,"A:1,B:2,E:69,F:22,G:51",nan,1201,
B2_frame_greedy_tau2.5_t2_g1.5,ID15,frame_variable,"A:6,C:53,E:1,F:14,G:76",nan,1201,
B2_frame_greedy_tau2.5_t2_g1.5,ID16,frame_variable,"A:11,B:6,E:14,F:33,G:115,H:1",nan,1201,
B2_frame_greedy_tau2.5_t2_g1.5,ID17,frame_variable,"A:1,B:2,D:2,F:6,G:23",nan,1199,
B2_frame_greedy_tau2.5_t2_g1.5,ID18,frame_variable,"A:52,B:1,D:1,F:27,G:38,H:2",nan,1199,
B2_frame_greedy_tau2.5_t2_g1.5,ID19,frame_variable,"E:2,G:31",nan,1201,
B2_frame_greedy_tau2.5_t2_g1.5,ID20,frame_variable,"A:1,C:1,D:1,F:64,H:19",nan,1201,
B2_frame_greedy_tau2.5_t2_g1.5,ID21,frame_variable,"A:2,B:5,D:290,E:12,F:7,G:35,H:1",nan,1201,
B2_frame_greedy_tau2.5_t2_g1.5,ID22,frame_variable,"A:638,C:1,D:2,E:11,F:8,G:283,H:1",nan,1201,
B2_frame_greedy_tau2.5_t2_g1.5,ID23,frame_variable,"A:13,B:380,D:2,F:2,G:69,H:3",nan,1201,
B2_frame_greedy_tau2.5_t2_g1.5,ID24,frame_variable,"A:66,C:1080,D:4,E:112,F:1",nan,1201,
B2_frame_greedy_tau2.5_t2_g2,ID01,frame_variable,"A:173,C:5,E:65,F:5,G:52,H:31",nan,1201,
B2_frame_greedy_tau2.5_t2_g2,ID02,frame_variable,"A:14,C:7,D:1,E:2,F:11,G:20,H:2",nan,1201,
B2_frame_greedy_tau2.5_t2_g2,ID03,frame_variable,D:1,nan,1201,
B2_frame_greedy_tau2.5_t2_g2,ID04,frame_variable,"A:4,C:16,F:72,G:4,H:54",nan,1201,
B2_frame_greedy_tau2.5_t2_g2,ID05,frame_variable,"A:420,C:1,D:22,F:1,G:119,H:3",nan,1200,
B2_frame_greedy_tau2.5_t2_g2,ID06,frame_variable,"A:174,B:17,C:521,D:5,E:2,F:7,G:1",nan,1201,
B2_frame_greedy_tau2.5_t2_g2,ID07,frame_variable,"A:1,G:57,H:1",nan,1201,
