fixed_var,fixed_value,var1,var2,median_3d
d_tag_mm,50.0,1.06,60.0,111.72482299804688
d_tag_mm,50.0,1.065,-60.0,77.0890884399414
d_tag_mm,50.0,1.065,-50.0,77.17508697509766
d_tag_mm,50.0,1.065,-40.0,82.110595703125
d_tag_mm,50.0,1.065,-30.0,85.03573608398438
d_tag_mm,50.0,1.065,-20.0,85.30758666992188
d_tag_mm,50.0,1.065,-10.0,84.54319763183594
d_tag_mm,50.0,1.065,0.0,86.67404174804688
d_tag_mm,50.0,1.065,10.0,91.9439926147461
d_tag_mm,50.0,1.065,20.0,98.68418884277344
d_tag_mm,50.0,1.065,30.0,101.74911499023438
d_tag_mm,50.0,1.065,40.0,106.17754364013672
d_tag_mm,50.0,1.065,50.0,110.587158203125
d_tag_mm,50.0,1.065,60.0,113.78019714355469
d_tag_mm,50.0,1.07,-60.0,76.14727020263672
d_tag_mm,50.0,1.07,-50.0,81.82846069335938
d_tag_mm,50.0,1.07,-40.0,84.74671936035156
d_tag_mm,50.0,1.07,-30.0,84.01736450195312
d_tag_mm,50.0,1.07,-20.0,86.0824203491211
d_tag_mm,50.0,1.07,-10.0,85.1724853515625
d_tag_mm,50.0,1.07,0.0,90.6006851196289
d_tag_mm,50.0,1.07,10.0,98.30609893798828
d_tag_mm,50.0,1.07,20.0,100.88980102539062
d_tag_mm,50.0,1.07,30.0,105.86064910888672
d_tag_mm,50.0,1.07,40.0,109.45653533935547
d_tag_mm,50.0,1.07,50.0,113.46903991699219
d_tag_mm,50.0,1.07,60.0,115.6791000366211
