s,delta_c_mm,d_tag_mm,median_3d_mm,rmse_mm,vert_slope
0.99,-20.0,105.0,73.71229553222656,101.83625125814726,103.44002715236816
0.99,-20.0,110.0,74.30288696289062,97.94163300947406,92.62187816835703
0.99,-20.0,115.0,74.57612609863281,94.36292348229256,81.90187410122496
0.99,-20.0,120.0,74.49259948730469,91.125214334453,71.28132014178837
0.99,-20.0,125.0,72.44691467285156,88.25337225762962,60.76148020808221
0.99,-20.0,130.0,73.6565933227539,85.77108887906228,50.34323334318229
0.99,-20.0,135.0,75.34253692626953,83.6996787954933,40.02786698655515
0.99,-20.0,140.0,74.01334381103516,82.05651694202143,29.81601540298955
0.99,-10.0,0.0,216.29110717773438,212.252015228949,325.5150244600621
0.99,-10.0,5.0,207.52545166015625,205.346201571882,313.1451149550988
0.99,-10.0,10.0,198.80474853515625,198.52500039352725,300.84073872705886
0.99,-10.0,15.0,190.13204956054688,191.79213397908163,288.6036683347731
0.99,-10.0,20.0,182.67520141601562,185.1518063812773,276.43562488986663
0.99,-10.0,25.0,175.42214965820312,178.6087018019419,264.33829560461373
0.99,-10.0,30.0,168.2610321044922,172.1682781920787,252.31366271097687
0.99,-10.0,35.0,160.98776245117188,165.83653354847658,240.36352873910943
0.99,-10.0,40.0,152.31393432617188,159.620179057975,228.48972264071767
0.99,-10.0,45.0,143.7025604248047,153.52688969485118,216.69415043963483
0.99,-10.0,50.0,135.15809631347656,147.56510083476715,204.97858543578553
0.99,-10.0,55.0,126.68618774414062,141.74442642261107,193.34507596795336
0.99,-10.0,60.0,118.29267883300781,136.07554054412205,181.79533510995827
0.99,-10.0,65.0,109.9845199584961,130.57033096429296,170.33121113243362
0.99,-10.0,70.0,101.76948547363281,125.24215606675733,158.95445486564742
0.99,-10.0,75.0,93.93838500976562,120.10593062090024,147.66686814691616
0.99,-10.0,80.0,86.36630249023438,115.17811020464131,136.47000901831092
0.99,-10.0,85.0,79.3138427734375,110.47693569389268,125.36554165118908
0.99,-10.0,90.0,75.7181625366211,106.02241710924865,114.35506871024171
0.99,-10.0,95.0,73.71229553222656,101.83625125814726,103.44003772793725
0.99,-10.0,100.0,74.30288696289062,97.94163300947406,92.62187816835703
0.99,-10.0,105.0,74.57612609863281,94.36292348229256,81.90187410122496
0.99,-10.0,110.0,74.49259948730469,91.125214334453,71.28132014178837
0.99,-10.0,115.0,72.44691467285156,88.25337225762962,60.76148020808221
0.99,-10.0,120.0,73.6565933227539,85.77108887906228,50.34323334318229
0.99,-10.0,125.0,75.34253692626953,83.6996787954933,40.02786698655515
0.99,-10.0,130.0,74.01334381103516,82.05651694202143,29.81601540298955
0.99,-10.0,135.0,74.28168487548828,80.85386605629937,19.708672065132607
0.99,-10.0,140.0,77.19004821777344,80.09756318956433,9.706381549298289
0.99,0.0,0.0,198.80474853515625,198.52500039352725,300.84074547133116
0.99,0.0,5.0,190.13204956054688,191.79213397908163,288.60366689593076
0.99,0.0,10.0,182.67520141601562,185.1518063812773,276.43562296645763
0.99,0.0,15.0,175.42214965820312,178.6087018019419,264.338288604903
0.99,0.0,20.0,168.2610321044922,172.16827251993905,252.31366500152424
0.99,0.0,25.0,160.98776245117188,165.83653354847658,240.36353756431947
0.99,0.0,30.0,152.31393432617188,159.620179057975,228.4897247783973
0.99,0.0,35.0,143.7025604248047,153.52688969485118,216.6941416144248
0.99,0.0,40.0,135.15809631347656,147.56510745260886,204.97859426099552
0.99,0.0,45.0,126.68618774414062,141.74442642261107,193.34507383027372
0.99,0.0,50.0,118.29267883300781,136.07554054412205,181.7953442641229
0.99,0.0,55.0,109.98445129394531,130.57033096429296,170.33120971102915
0.99,0.0,60.0,101.76947021484375,125.24215606675733,158.95445486564742
0.99,0.0,65.0,93.93838500976562,120.10593062090024,147.66687028459583
0.99,0.0,70.0,86.36630249023438,115.17812292271479,136.47001580490902
0.99,0.0,75.0,79.3138427734375,110.47693569389268,125.36554165118908
0.99,0.0,80.0,75.7181625366211,106.02241710924865,114.35506871024171
0.99,0.0,85.0,73.71229553222656,101.83625125814726,103.44004420272773
0.99,0.0,90.0,74.30288696289062,97.94163300947406,92.62188298393811
0.99,0.0,95.0,74.57612609863281,94.36291830778922,81.90186207631146
0.99,0.0,100.0,74.49259948730469,91.12520897609782,71.28131958272621
0.99,0.0,105.0,72.44691467285156,88.25337225762962,60.76147730939341
0.99,0.0,110.0,73.6565933227539,85.77108887906228,50.34323334318229
0.99,0.0,115.0,75.34253692626953,83.6996787954933,40.02786698655515
0.99,0.0,120.0,74.01334381103516,82.05651694202143,29.81601540298955
0.99,0.0,125.0,74.28168487548828,80.85386605629937,19.708672065132607
0.99,0.0,130.0,77.19004821777344,80.09757233368562,9.70639123458515
0.99,0.0,135.0,78.82061767578125,79.78644286370806,-0.18995334628085087
0.99,0.0,140.0,80.43363952636719,79.91169442734899,-9.97994566872826
0.99,10.0,0.0,182.67520141601562,185.1518063812773,276.4356206703236
0.99,10.0,5.0,175.42214965820312,178.6087018019419,264.33828646722344
0.99,10.0,10.0,168.2610321044922,172.16827251993905,252.3136578433593
0.99,10.0,15.0,160.98776245117188,165.83653354847658,240.36353526818553
0.99,10.0,20.0,152.31393432617188,159.620179057975,228.48972238527932
0.99,10.0,25.0,143.7025604248047,153.52688969485118,216.69414804651677
0.99,10.0,30.0,135.15809631347656,147.56511407045028,204.97859206184566
0.99,10.0,35.0,126.68618774414062,141.74442642261107,193.34506043758049
0.99,10.0,40.0,118.29267883300781,136.07554054412205,181.79533510995827
0.99,10.0,45.0,109.98445129394531,130.57033096429296,170.3312098024266
0.99,10.0,50.0,101.76947021484375,125.24215216806002,158.95445955489936
0.99,10.0,55.0,93.93838500976562,120.10592249005667,147.6668550272938
0.99,10.0,60.0,86.36630249023438,115.17812292271479,136.47001127411139
0.99,10.0,65.0,79.3138427734375,110.47693127413524,125.36554394173646
0.99,10.0,70.0,75.7181625366211,106.02241710924865,114.35506657256205
0.99,10.0,75.0,73.71229553222656,101.83625125814726,103.44004420272773
0.99,10.0,80.0,74.30278778076172,97.94164298033549,92.62189603494137
0.99,10.0,85.0,74.57612609863281,94.36291313328557,81.9018531127069
0.99,10.0,90.0,74.49259948730469,91.12520361774233,71.28131857543869
0.99,10.0,95.0,72.44691467285156,88.25337225762962,60.76146459614469
0.99,10.0,100.0,73.6565933227539,85.77108887906228,50.343235480861914
0.99,10.0,105.0,75.34253692626953,83.69968171235779,40.027864848875524
0.99,10.0,110.0,74.01334381103516,82.05651694202143,29.81601540298955
0.99,10.0,115.0,74.28168487548828,80.85387511488705,19.708667278896574
0.99,10.0,120.0,77.19004821777344,80.09758147780587,9.706386642317232
0.99,10.0,125.0,78.82061767578125,79.78643674385548,-0.1899512086012194
0.99,10.0,130.0,80.43363952636719,79.91169442734899,-9.97994566872826
0.99,10.0,135.0,82.0291519165039,80.45768431196457,-19.66316492855887
0.99,10.0,140.0,83.60628509521484,81.40246212396619,-29.23922896094495
0.99,20.0,0.0,168.260986328125,172.16829520849652,252.3136896522231
0.99,20.0,5.0,160.98770141601562,165.8365099936531,240.3635034968305
0.99,20.0,10.0,152.31390380859375,159.620179057975,228.4897339020372
0.99,20.0,15.0,143.70249938964844,153.52686425142343,216.69411398388323
0.99,20.0,20.0,135.1581573486328,147.56510745260886,204.97861872723448
0.99,20.0,25.0,126.68618774414062,141.74444020181178,193.3450605877912
0.99,20.0,30.0,118.29268646240234,136.07554054412205,181.79535925009364
0.99,20.0,35.0,109.98445129394531,130.570323485086,170.33121060620715
0.99,20.0,40.0,101.76947021484375,125.24214047196735,158.95446158630546
0.99,20.0,45.0,93.93843078613281,120.10590622836789,147.66682297220385
0.99,20.0,50.0,86.3661880493164,115.17808900784905,136.46996321986146
0.99,20.0,55.0,79.3138427734375,110.47692685437761,125.36553064070716
0.99,20.0,60.0,75.71819305419922,106.02240789834241,114.35505104596949
0.99,20.0,65.0,73.7122802734375,101.83623207907145,103.4400496019954
0.99,20.0,70.0,74.30294799804688,97.94163300947406,92.62186703035357
0.99,20.0,75.0,74.57608032226562,94.36291313328557,81.90185875868424
0.99,20.0,80.0,74.49256896972656,91.12523040951666,71.28133296801933
0.99,20.0,85.0,72.44694519042969,88.25337225762962,60.761443890064676
0.99,20.0,90.0,73.65664672851562,85.7711201896871,50.34328734051482
0.99,20.0,95.0,75.34258270263672,83.69970213040635,40.02785143680679
0.99,20.0,100.0,74.01347351074219,82.05653479366376,29.816035957894883
0.99,20.0,105.0,74.28169250488281,80.8538569977107,19.708613448465726
0.99,20.0,110.0,77.19013977050781,80.09757233368562,9.706404810946879
0.99,20.0,115.0,78.820556640625,79.78641838429489,-0.18994990059967265
0.99,20.0,120.0,80.43380737304688,79.91170970299815,-9.98001135965851
0.99,20.0,125.0,82.02910614013672,80.45766307117675,-19.663182254819663
0.99,20.0,130.0,83.60641479492188,81.402465123146,-29.239221665208934
0.99,20.0,135.0,83.80662536621094,82.71927240579278,-38.70779804708299
0.99,20.0,140.0,83.68010711669922,84.37805550023063,-48.06865299577834
0.99,30.0,0.0,152.31398010253906,159.620179057975,228.48973438621022
0.99,30.0,5.0,143.70242309570312,153.52687061228076,216.69412006402504
0.99,30.0,10.0,135.1581573486328,147.56512730613218,204.97863051935934
0.99,30.0,15.0,126.6861343383789,141.74442642261107,193.34503992141424
0.99,30.0,20.0,118.29269409179688,136.07553336750144,181.79535167318585
0.99,30.0,25.0,109.98446655273438,130.57033096429296,170.33121908235637
0.99,30.0,30.0,101.76948547363281,125.24214047196735,158.95446427222058
0.99,30.0,35.0,93.93841552734375,120.10593062090024,147.6668553127727
0.99,30.0,40.0,86.36625671386719,115.17812292271479,136.46999157623333
0.99,30.0,45.0,79.31376647949219,110.47694895316398,125.36555037038627
0.99,30.0,50.0,75.71820068359375,106.02241710924865,114.35504245006786
0.99,30.0,55.0,73.71233367919922,101.8362416686098,103.44001970992448
0.99,30.0,60.0,74.30281829833984,97.94163300947406,92.62189884158396
0.99,30.0,65.0,74.57623291015625,94.36291830778922,81.90189473294625
0.99,30.0,70.0,74.4925537109375,91.12519825938652,71.28131734227141
0.99,30.0,75.0,72.447021484375,88.25336395854835,60.76144691743848
0.99,30.0,80.0,73.65664672851562,85.77111165042692,50.34324961294104
0.99,30.0,85.0,75.34255981445312,83.69968171235779,40.02786240838226
0.99,30.0,90.0,74.01338195800781,82.05653479366376,29.81600325210002
0.99,30.0,95.0,74.28170776367188,80.85386605629937,19.708656176446194
0.99,30.0,100.0,77.19013214111328,80.09757538172582,9.706451106098704
0.99,30.0,105.0,78.820556640625,79.7864306240024,-0.18998000121556197
0.99,30.0,110.0,80.43379211425781,79.9117280337733,-9.979980213160593
0.99,30.0,115.0,82.0291748046875,80.45767520877048,-19.66320094836663
0.99,30.0,120.0,83.6063232421875,81.40246212396619,-29.239173125910334
0.99,30.0,125.0,83.80662536621094,82.71929601727611,-38.70780305556547
0.99,30.0,130.0,83.68013000488281,84.37804392657488,-48.068630895495986
0.99,30.0,135.0,82.49676513671875,86.34678389982889,-57.321730954593086
0.99,30.0,140.0,83.34884643554688,88.59303901831115,-66.46701903891973
0.99,40.0,0.0,135.1581573486328,147.56512730613218,204.97863051935934
0.99,40.0,5.0,126.6861343383789,141.74442642261107,193.34503992141424
0.99,40.0,10.0,118.29269409179688,136.07553336750144,181.79535023434357
0.99,40.0,15.0,109.98446655273438,130.57033096429296,170.33121908235637
0.99,40.0,20.0,101.76948547363281,125.24214437066502,158.95446341492894
0.99,40.0,25.0,93.93841552734375,120.10593062090024,147.6668495574034
0.99,40.0,30.0,86.36618041992188,115.17811020464131,136.46998471820268
0.99,40.0,35.0,79.3138427734375,110.47695337292072,125.36555952455092
0.99,40.0,40.0,75.71818542480469,106.02241710924865,114.3550302199081
0.99,40.0,45.0,73.7122802734375,101.8362416686098,103.44001742496363
0.99,40.0,50.0,74.30281829833984,97.94162303861162,92.62187976524481
0.99,40.0,55.0,74.57623291015625,94.36291830778922,81.90190999218075
0.99,40.0,60.0,74.4925537109375,91.12519825938652,71.28131734227141
0.99,40.0,65.0,72.447021484375,88.25337225762962,60.761442489211426
0.99,40.0,70.0,73.65670776367188,85.77111165042692,50.34324732239362
0.99,40.0,75.0,75.34255981445312,83.69968171235779,40.02786001526426
0.99,40.0,80.0,74.01338195800781,82.05652586784308,29.81600966513889
0.99,40.0,85.0,74.28170776367188,80.85386605629937,19.70865592100781
0.99,40.0,90.0,77.190185546875,80.09758147780587,9.70646996668947
0.99,40.0,95.0,78.82047271728516,79.78641838429489,-0.18996285973980118
0.99,40.0,100.0,80.43391418457031,79.91171886838626,-9.97997573266013
0.99,40.0,105.0,82.02922821044922,80.45767824316863,-19.66320323891404
0.99,40.0,110.0,83.6063232421875,81.40246212396619,-29.239173125910334
0.99,40.0,115.0,83.80662536621094,82.71929601727611,-38.70780305556547
0.99,40.0,120.0,83.68013000488281,84.37805260681684,-48.06863319162995
0.99,40.0,125.0,82.49676513671875,86.34678389982889,-57.321730954593086
0.99,40.0,130.0,83.34884643554688,88.59303901831115,-66.46701903891973
0.99,40.0,135.0,83.3092041015625,91.0848945095316,-75.50450790111881
0.99,40.0,140.0,85.70556640625,93.7921155401668,-84.43445442315581
0.99,50.0,0.0,118.29269409179688,136.07553336750144,181.79535023434357
0.99,50.0,5.0,109.98446655273438,130.57033096429296,170.33121908235637
0.99,50.0,10.0,101.76948547363281,125.24215216806002,158.9544648537713
0.99,50.0,15.0,93.93841552734375,120.10593062090024,147.6668553127727
0.99,50.0,20.0,86.36618041992188,115.17810596528318,136.46997594727827
0.99,50.0,25.0,79.3138427734375,110.47694895316398,125.36556417110442
0.99,50.0,30.0,75.71810913085938,106.02240789834241,114.35503664041296
0.99,50.0,35.0,73.71222686767578,101.8362416686098,103.44001709600902
0.99,50.0,40.0,74.30282592773438,97.94162303861162,92.62188839829878
0.99,50.0,45.0,74.57623291015625,94.36292348229256,81.90191790581358
0.99,50.0,50.0,74.4925537109375,91.12520897609782,71.28134324143326
0.99,50.0,55.0,72.447021484375,88.25337225762962,60.76142421575791
0.99,50.0,60.0,73.65670776367188,85.77111165042692,50.34325877269219
0.99,50.0,65.0,75.34255981445312,83.69968171235779,40.02786145410657
0.99,50.0,70.0,74.01338195800781,82.05651694202143,29.816011961272853
0.99,50.0,75.0,74.28170776367188,80.85386605629937,19.70865592100781
0.99,50.0,80.0,77.190185546875,80.09758147780587,9.70646996668947
0.99,50.0,85.0,78.82047271728516,79.78641838429489,-0.18996285973980118
0.99,50.0,90.0,80.43391418457031,79.91171886838626,-9.979965157091037
0.99,50.0,95.0,82.0291748046875,80.45767520877048,-19.66320526489361
0.99,50.0,100.0,83.6063232421875,81.402465123146,-29.239173125910334
0.99,50.0,105.0,83.80662536621094,82.71928716297064,-38.70780076501806
0.99,50.0,110.0,83.68013000488281,84.3780641804714,-48.068637619856986
0.99,50.0,115.0,82.49676513671875,86.34678389982889,-57.32173958764704
0.99,50.0,120.0,83.34884643554688,88.5930279952943,-66.46701262588086
0.99,50.0,125.0,83.3092041015625,91.0848945095316,-75.50450561057141
0.99,50.0,130.0,85.70556640625,93.79209471618597,-84.43444556670173
0.99,50.0,135.0,91.5340576171875,96.68607081199701,-93.25688877028261
0.99,50.0,140.0,95.47349548339844,99.74086541821762,-101.97217395502801
0.99,60.0,0.0,101.76948547363281,125.24215216806002,158.9544648537713
0.99,60.0,5.0,93.93841552734375,120.10593062090024,147.6668553127727
0.99,60.0,10.0,86.36618041992188,115.17810596528318,136.46997594727827
0.99,60.0,15.0,79.3138427734375,110.47694895316398,125.36556417110442
0.99,60.0,20.0,75.71810913085938,106.02240789834241,114.35503664041296
0.99,60.0,25.0,73.71222686767578,101.8362416686098,103.44001709600902
0.99,60.0,30.0,74.30282592773438,97.94162303861162,92.62189722350881
0.99,60.0,35.0,74.57623291015625,94.36291830778922,81.90189959748437
0.99,60.0,40.0,74.4925537109375,91.12520897609782,71.2813425220121
0.99,60.0,45.0,72.447021484375,88.25337225762962,60.76142421575791
0.99,60.0,50.0,73.65670776367188,85.77111165042692,50.34326021153452
0.99,60.0,55.0,75.34255981445312,83.69968171235779,40.02786001526426
0.99,60.0,60.0,74.01336669921875,82.05651694202143,29.816006205903555
0.99,60.0,65.0,74.28170776367188,80.8538569977107,19.70865448216549
0.99,60.0,70.0,77.190185546875,80.09758147780587,9.70646996668947
0.99,60.0,75.0,78.82047271728516,79.78641838429489,-0.18996285973980118
0.99,60.0,80.0,80.43391418457031,79.91170970299815,-9.979962860957077
0.99,60.0,85.0,82.0291748046875,80.45766610557536,-19.663202968759656
0.99,60.0,90.0,83.6063232421875,81.40246812232569,-29.23918370147942
0.99,60.0,95.0,83.80662536621094,82.71927830866424,-38.707787893315015
0.99,60.0,100.0,83.68013000488281,84.37805550023063,-48.0686270442879
0.99,60.0,105.0,82.49676513671875,86.34677541749895,-57.32173499537914
0.99,60.0,110.0,83.34884643554688,88.59302523953988,-66.46701262588086
0.99,60.0,115.0,83.3092041015625,91.0848945095316,-75.5045161861405
0.99,60.0,120.0,85.70556640625,93.7920999221816,-84.43444786283565
0.99,60.0,125.0,91.5340576171875,96.68606576182526,-93.25688647414869
0.99,60.0,130.0,95.47349548339844,99.74086052271907,-101.9721716588941
0.99,60.0,135.0,96.96162414550781,102.93278962355727,-110.58061461152091
0.99,60.0,140.0,100.43748474121094,106.24056943442086,-119.08264656240316
0.995,-60.0,0.0,286.119140625,272.6101698167183,430.8838119432819
0.995,-60.0,5.0,277.21502685546875,265.08717610910566,418.01096533178986
0.995,-60.0,10.0,268.33648681640625,257.6349615978002,405.19384930200806
0.995,-60.0,15.0,259.4869384765625,250.25383207605432,392.4334264708508
0.995,-60.0,20.0,251.02178955078125,242.9442853438829,379.730539092262
0.995,-60.0,25.0,243.50070190429688,235.70737949839415,367.0862882777955
0.995,-60.0,30.0,236.07974243164062,228.54444316149977,354.501877739745
0.995,-60.0,35.0,227.87265014648438,221.4573269418964,341.97867928072685
0.995,-60.0,40.0,219.04470825195312,214.44822911078094,329.51805032106404
0.995,-60.0,45.0,210.25851440429688,207.51986915413667,317.1216668725078
0.995,-60.0,50.0,201.5172119140625,200.6753344179349,304.79106759210947
0.995,-60.0,55.0,192.8236083984375,193.91808233439707,292.52781253221013
0.995,-60.0,60.0,184.282958984375,187.25228428179454,280.33378778094317
0.995,-60.0,65.0,177.01791381835938,180.68254381822555,268.2107729501231
0.995,-60.0,70.0,169.8448486328125,174.21399376915736,256.1605553787097
0.995,-60.0,75.0,162.76483154296875,167.8525033790828,244.18496096819084
0.995,-60.0,80.0,154.8569793701172,161.60461854283434,232.28595043883556
0.995,-60.0,85.0,146.22442626953125,155.4776473584708,220.46530525203656
0.995,-60.0,90.0,137.6584930419922,149.47982070124047,208.72495121933434
0.995,-60.0,95.0,129.16429138183594,143.62036954023966,197.06676020036736
0.995,-60.0,100.0,120.74774169921875,137.90947551745674,185.49245353707713
0.995,-60.0,105.0,112.41532135009766,132.35876169288906,174.00402498982407
0.995,-60.0,110.0,104.35850524902344,126.9810209736085,162.60310096763914
0.995,-60.0,115.0,96.59489440917969,121.7905917638448,151.29153676757014
0.995,-60.0,120.0,88.97380828857422,116.80338715122949,140.07087117983693
0.995,-60.0,125.0,81.51390075683594,112.03696812464402,128.94279066910008
0.995,-60.0,130.0,76.68881225585938,107.51069623385155,117.90889555838928
0.995,-60.0,135.0,74.6182632446289,103.24553088844814,106.97053019412323
0.995,-60.0,140.0,74.06973266601562,99.26414315948887,96.1292435151284
0.995,-50.0,0.0,268.33648681640625,257.6349615978002,405.19384930200806
0.995,-50.0,5.0,259.4869384765625,250.25381646690226,392.43340787916145
0.995,-50.0,10.0,251.02178955078125,242.94427730448808,379.7305209712074
0.995,-50.0,15.0,243.50070190429688,235.70737121216638,367.08627898195095
0.995,-50.0,20.0,236.07974243164062,228.54444316149977,354.501877739745
0.995,-50.0,25.0,227.87265014648438,221.45734458073412,341.9786885765714
0.995,-50.0,30.0,219.04470825195312,214.44821089542808,329.518041495854
0.995,-50.0,35.0,210.25851440429688,207.51986915413667,317.12166458158146
0.995,-50.0,40.0,201.51715087890625,200.6753344179349,304.7910491561498
0.995,-50.0,45.0,192.8236083984375,193.91808233439707,292.52781253221013
0.995,-50.0,50.0,184.28289794921875,187.25228428179454,280.3337784991481
0.995,-50.0,55.0,177.01791381835938,180.68254381822555,268.2107729501231
0.995,-50.0,60.0,169.8448486328125,174.21399376915736,256.1605553787097
0.995,-50.0,65.0,162.76483154296875,167.8525033790828,244.18496096819084
0.995,-50.0,70.0,154.8569793701172,161.60461854283434,232.28595043883556
0.995,-50.0,75.0,146.22442626953125,155.4776473584708,220.46530525203656
0.995,-50.0,80.0,137.6584930419922,149.47982070124047,208.72495121933434
0.995,-50.0,85.0,129.1643524169922,143.62037633984949,197.06677235984702
0.995,-50.0,90.0,120.74774169921875,137.9094825986415,185.49247710947202
0.995,-50.0,95.0,112.41532897949219,132.35876169288906,174.00402349588995
0.995,-50.0,100.0,104.35850524902344,126.9810209736085,162.60310096763914
0.995,-50.0,105.0,96.59489440917969,121.7905917638448,151.29153676757014
0.995,-50.0,110.0,88.97380828857422,116.80338715122949,140.07087117983693
0.995,-50.0,115.0,81.51390075683594,112.03696812464402,128.94279066910008
0.995,-50.0,120.0,76.68881225585938,107.51069623385155,117.90889555838928
0.995,-50.0,125.0,74.6182632446289,103.24554034708957,106.9705394899679
0.995,-50.0,130.0,74.06973266601562,99.26414807849811,96.12926207871845
0.995,-50.0,135.0,75.04232025146484,95.59042982138693,85.38636400863311
0.995,-50.0,140.0,75.03489685058594,92.24893609650736,74.74303942288716
0.995,-40.0,0.0,251.02178955078125,242.94427730448808,379.73052600403315
0.995,-40.0,5.0,243.50070190429688,235.70737121216638,367.08627898195095
0.995,-40.0,10.0,236.07974243164062,228.54444316149977,354.501877739745
0.995,-40.0,15.0,227.87265014648438,221.45734458073412,341.9786885765714
0.995,-40.0,20.0,219.04470825195312,214.44821089542808,329.518041495854
0.995,-40.0,25.0,210.25851440429688,207.51986915413667,317.12166458158146
0.995,-40.0,30.0,201.51715087890625,200.6753344179349,304.7910542226559
0.995,-40.0,35.0,192.8236083984375,193.91809240630437,292.52782135742007
0.995,-40.0,40.0,184.28289794921875,187.25228428179454,280.3337784991481
0.995,-40.0,45.0,177.01791381835938,180.68254381822555,268.2107729501231
0.995,-40.0,50.0,169.8448486328125,174.21399376915736,256.1605553787097
0.995,-40.0,55.0,162.76483154296875,167.8525033790828,244.18496096819084
0.995,-40.0,60.0,154.8569793701172,161.60461854283434,232.28595043883556
0.995,-40.0,65.0,146.22442626953125,155.4776473584708,220.4652994617439
0.995,-40.0,70.0,137.6584930419922,149.47982070124047,208.72495121933434
0.995,-40.0,75.0,129.1643524169922,143.62037633984949,197.06677235984702
0.995,-40.0,80.0,120.74774169921875,137.9094825986415,185.49247710947202
0.995,-40.0,85.0,112.41532897949219,132.35876907103662,174.00403212894392
0.995,-40.0,90.0,104.35850524902344,126.98103250953467,162.60311142517781
0.995,-40.0,95.0,96.59489440917969,121.7905917638448,151.29154554573097
0.995,-40.0,100.0,88.97380828857422,116.80338715122949,140.07086538954434
0.995,-40.0,105.0,81.51390075683594,112.03696376642844,128.94280514483165
0.995,-40.0,110.0,76.68881225585938,107.51069623385155,117.90889555838928
0.995,-40.0,115.0,74.6182632446289,103.24554034708957,106.9705394899679
0.995,-40.0,120.0,74.06973266601562,99.26414807849811,96.12926207871845
0.995,-40.0,125.0,75.04232025146484,95.59042471333099,85.38637269407205
0.995,-40.0,130.0,75.03488159179688,92.24893080342449,74.7430452131798
0.995,-40.0,135.0,72.7667236328125,89.26456244991626,64.20052994237365
0.995,-40.0,140.0,73.39300537109375,86.66127036485214,53.75990803997262
0.995,-30.0,0.0,236.07974243164062,228.54444316149977,354.50188870263463
0.995,-30.0,5.0,227.87265014648438,221.45734458073412,341.9786864388918
0.995,-30.0,10.0,219.04470825195312,214.44821089542808,329.518041495854
0.995,-30.0,15.0,210.25851440429688,207.51986915413667,317.1216667192612
0.995,-30.0,20.0,201.51715087890625,200.6753344179349,304.7910542226559
0.995,-30.0,25.0,192.8236083984375,193.91809240630437,292.52782135742007
0.995,-30.0,30.0,184.28289794921875,187.25228428179454,280.3337784991481
0.995,-30.0,35.0,177.01791381835938,180.68255462793024,268.2107817753331
0.995,-30.0,40.0,169.8448486328125,174.21399376915736,256.1605553787097
0.995,-30.0,45.0,162.76483154296875,167.8525033790828,244.18496096819084
0.995,-30.0,50.0,154.8569793701172,161.60461854283434,232.28595043883556
0.995,-30.0,55.0,146.22442626953125,155.4776473584708,220.4652994617439
0.995,-30.0,60.0,137.65850830078125,149.47982070124047,208.72495121933434
0.995,-30.0,65.0,129.16427612304688,143.62036954023966,197.066761784278
0.995,-30.0,70.0,120.74774169921875,137.9094825986415,185.49247710947202
0.995,-30.0,75.0,112.41532897949219,132.35876907103662,174.00403212894392
0.995,-30.0,80.0,104.35850524902344,126.98103250953467,162.60311142517781
0.995,-30.0,85.0,96.59489440917969,121.7905917638448,151.29154266804628
0.995,-30.0,90.0,88.97380828857422,116.80337461012203,140.07086207112556
0.995,-30.0,95.0,81.51390075683594,112.03696376642844,128.94280514483165
0.995,-30.0,100.0,76.68881225585938,107.51070077555072,117.9089061339584
0.995,-30.0,105.0,74.6182632446289,103.24554034708957,106.9705394899679
0.995,-30.0,110.0,74.06973266601562,99.26414807849811,96.12926207871845
0.995,-30.0,115.0,75.04232025146484,95.59042471333099,85.38637269407205
0.995,-30.0,120.0,75.03488159179688,92.24893080342449,74.7430452131798
0.995,-30.0,125.0,72.7667236328125,89.26456244991626,64.20052994237365
0.995,-30.0,130.0,73.39300537109375,86.66127036485214,53.75990803997262
0.995,-30.0,135.0,75.08946990966797,84.46089667062652,43.42217304305842
0.995,-30.0,140.0,74.860107421875,82.68204347075608,33.18820056935854
0.995,-20.0,0.0,219.04470825195312,214.44821089542808,329.518035063762
0.995,-20.0,5.0,210.25851440429688,207.51986915413667,317.1216755444712
0.995,-20.0,10.0,201.51715087890625,200.6753344179349,304.7910542226559
0.995,-20.0,15.0,192.8236083984375,193.91809240630437,292.52781708206084
0.995,-20.0,20.0,184.28289794921875,187.25228428179454,280.3337784991481
0.995,-20.0,25.0,177.01791381835938,180.68255462793024,268.2107817753331
0.995,-20.0,30.0,169.8448486328125,174.21399376915736,256.1605553787097
0.995,-20.0,35.0,162.76483154296875,167.8525033790828,244.18496096819084
0.995,-20.0,40.0,154.8569793701172,161.60461854283434,232.28595043883556
0.995,-20.0,45.0,146.22442626953125,155.4776473584708,220.4652994617439
0.995,-20.0,50.0,137.65850830078125,149.47982070124047,208.72495121933434
0.995,-20.0,55.0,129.16427612304688,143.62036954023966,197.066761784278
0.995,-20.0,60.0,120.74781036376953,137.9094967610099,185.49248768504108
0.995,-20.0,65.0,112.41532897949219,132.35876907103662,174.00403212894392
0.995,-20.0,70.0,104.35850524902344,126.98103250953467,162.60311142517781
0.995,-20.0,75.0,96.59489440917969,121.7905917638448,151.29154266804628
0.995,-20.0,80.0,88.97380828857422,116.80337461012203,140.07086207112556
0.995,-20.0,85.0,81.51390075683594,112.03696376642844,128.94279938946235
0.995,-20.0,90.0,76.68881225585938,107.51069623385155,117.908900158222
0.995,-20.0,95.0,74.6182632446289,103.24553088844814,106.97051833882976
0.995,-20.0,100.0,74.06973266601562,99.26414807849811,96.12926207871845
0.995,-20.0,105.0,75.04232025146484,95.59042471333099,85.38637269407205
0.995,-20.0,110.0,75.03488159179688,92.24893080342449,74.7430452131798
0.995,-20.0,115.0,72.7667236328125,89.26456244991626,64.20052994237365
0.995,-20.0,120.0,73.39300537109375,86.66127036485214,53.75990803997262
0.995,-20.0,125.0,75.08946990966797,84.46089667062652,43.42217304305842
