s,delta_c_mm,d_tag_mm,median_3d_mm,rmse_mm,vert_slope
0.975,60.0,15.0,119.19691467285156,136.128278484395,182.0835100728256
0.975,60.0,20.0,110.8756332397461,130.593349933582,170.6082954786142
0.975,60.0,25.0,102.64364624023438,125.23401922126631,159.21826790021993
0.975,60.0,30.0,94.50993347167969,120.06511905003885,147.9150511637718
0.975,60.0,35.0,86.83235168457031,115.10339696198153,136.70047174872187
0.975,60.0,40.0,79.93325805664062,110.3672004959467,125.57604555163945
0.975,60.0,45.0,74.886962890625,105.87683089473589,114.54352992428332
0.975,60.0,50.0,72.89703369140625,101.6543286784311,103.60442711513632
0.975,60.0,55.0,73.21485900878906,97.72344188448338,92.76035490404338
0.975,60.0,60.0,74.8449478149414,94.10902088801052,82.01250737788213
0.975,60.0,65.0,75.037841796875,90.83686979449755,71.36251966565862
0.975,60.0,70.0,72.25718688964844,87.93262746362268,60.81139269907603
0.975,60.0,75.0,72.71574401855469,85.42085609644755,50.36041145554439
0.975,60.0,80.0,74.46007537841797,83.32366708261075,40.01068687772724
0.975,60.0,85.0,73.0964126586914,81.65946403452725,29.763235414093785
0.975,60.0,90.0,74.15641784667969,80.44120584412101,19.61880428942157
0.975,60.0,95.0,76.46199035644531,79.67541575040572,9.578449530424807
0.975,60.0,100.0,78.12393951416016,79.3612038945589,-0.35722999799080424
0.975,60.0,105.0,79.76819610595703,79.49001571050448,-10.187560133563707
0.975,60.0,110.0,81.3943099975586,80.04595847855155,-19.911960473114398
0.975,60.0,115.0,83.001953125,81.00677537249585,-29.52997202082915
0.975,60.0,120.0,83.42498779296875,82.34514348915788,-39.04139734150805
0.975,60.0,125.0,83.47245788574219,84.03026798422101,-48.445705401967636
0.975,60.0,130.0,82.19231414794922,86.02942526670017,-57.742838634242524
0.975,60.0,135.0,83.18032836914062,88.30937052133822,-66.9325872082515
0.975,60.0,140.0,82.87199401855469,90.83758471511118,-76.01499225295264
0.98,-60.0,0.0,329.3424072265625,311.8874621758624,496.04165091617904
0.98,-60.0,5.0,320.41497802734375,303.9666279996868,482.9268542397989
0.98,-60.0,10.0,311.4971008300781,296.12602891336655,469.86623143078174
0.98,-60.0,15.0,302.5914611816406,288.36314724232705,456.8596110344892
0.98,-60.0,20.0,293.7008056640625,280.67590017224495,443.906989015077
0.98,-60.0,25.0,284.82757568359375,273.06270742725013,431.00848090799377
0.98,-60.0,30.0,275.9744567871094,265.52239194651736,418.1642653028671
0.98,-60.0,35.0,267.75518798828125,258.05439409647727,405.3749027500958
0.98,-60.0,40.0,259.8712158203125,250.65846877524405,392.64094524176215
0.98,-60.0,45.0,252.10443115234375,243.3348788835049,379.9631874859376
0.98,-60.0,50.0,244.45254516601562,236.08433344887584,367.3425881862175
0.98,-60.0,55.0,236.91302490234375,228.9079799422685,354.7802084618652
0.98,-60.0,60.0,228.42298889160156,221.80737525778983,342.2772471585738
0.98,-60.0,65.0,219.55905151367188,214.7844486339735,329.83494618331287
0.98,-60.0,70.0,210.75155639648438,207.84166148777777,317.45470473828993
0.98,-60.0,75.0,202.02789306640625,200.98203239033583,305.13827267943896
0.98,-60.0,80.0,194.1656951904297,194.20888198985648,292.8870618941316
0.98,-60.0,85.0,186.75601196289062,187.52609193456254,280.7027277156015
0.98,-60.0,90.0,179.43643188476562,180.9382394199054,268.5871727602561
0.98,-60.0,95.0,172.20758056640625,174.45025257935282,256.54191879868813
0.98,-60.0,100.0,164.51779174804688,168.06800265257215,244.56898512217967
0.98,-60.0,105.0,155.82791137695312,161.79783995970095,232.67018172718076
0.98,-60.0,110.0,147.19671630859375,155.64706796346985,220.84734473000128
0.98,-60.0,115.0,138.6284942626953,149.62389697797275,209.10238785971814
0.98,-60.0,120.0,130.12855529785156,143.73739075132818,197.43716384378018
0.98,-60.0,125.0,121.70237731933594,137.99788409836216,185.85351936855008
0.98,-60.0,130.0,113.35653686523438,132.41691085828123,174.35339292937195
0.98,-60.0,135.0,105.09828186035156,127.00727402889174,162.93840105693317
0.98,-60.0,140.0,96.93672180175781,121.78343916431125,151.61051471526346
0.98,-50.0,0.0,311.4971008300781,296.12602891336655,469.86623143078174
0.98,-50.0,5.0,302.5914611816406,288.36314724232705,456.8596110344892
0.98,-50.0,10.0,293.7008056640625,280.67590017224495,443.90699784028703
0.98,-50.0,15.0,284.82757568359375,273.0627217325719,431.00848688230974
0.98,-50.0,20.0,275.9744567871094,265.5223772349517,418.16426231499895
0.98,-50.0,25.0,267.75518798828125,258.05439409647727,405.3749027500958
0.98,-50.0,30.0,259.8712158203125,250.65846877524405,392.64094524176215
0.98,-50.0,35.0,252.10443115234375,243.3348788835049,379.9631874859376
0.98,-50.0,40.0,244.45254516601562,236.08433344887584,367.34259701142753
0.98,-50.0,45.0,236.9129638671875,228.9079799422685,354.7802051464628
0.98,-50.0,50.0,228.42298889160156,221.80737525778983,342.2772471585738
0.98,-50.0,55.0,219.55905151367188,214.78443954055425,329.8349282646259
0.98,-50.0,60.0,210.75155639648438,207.84166148777777,317.45470473828993
0.98,-50.0,65.0,202.02789306640625,200.9820518261519,305.13829359451626
0.98,-50.0,70.0,194.1656951904297,194.20888198985648,292.8870618941316
0.98,-50.0,75.0,186.75601196289062,187.52609193456254,280.7027277156015
0.98,-50.0,80.0,179.43643188476562,180.9382394199054,268.5871727602561
0.98,-50.0,85.0,172.20758056640625,174.45026937317982,256.54194469785
0.98,-50.0,90.0,164.51779174804688,168.06800265257215,244.56899519407597
0.98,-50.0,95.0,155.82791137695312,161.79783995970095,232.6701877000764
0.98,-50.0,100.0,147.19671630859375,155.64708678610083,220.84735369360584
0.98,-50.0,105.0,138.6284942626953,149.62389697797275,209.10238785971814
0.98,-50.0,110.0,130.12850952148438,143.73739075132818,197.4371532682111
0.98,-50.0,115.0,121.70237731933594,137.99788409836216,185.85351936855008
0.98,-50.0,120.0,113.35653686523438,132.41691085828123,174.35339292937195
0.98,-50.0,125.0,105.09828186035156,127.00727402889174,162.93840105693317
0.98,-50.0,130.0,96.93672180175781,121.78343916431125,151.61050502997662
0.98,-50.0,135.0,88.97023010253906,116.76142961317534,140.37135238950597
0.98,-50.0,140.0,82.00236511230469,111.9589986683183,129.22263690894022
0.98,-40.0,0.0,293.7008056640625,280.67590017224495,443.90699784028703
0.98,-40.0,5.0,284.82757568359375,273.0627217325719,431.00848688230974
0.98,-40.0,10.0,275.9744567871094,265.5223772349517,418.16425036920765
0.98,-40.0,15.0,267.75518798828125,258.05439409647727,405.3749027500958
0.98,-40.0,20.0,259.8712158203125,250.65846877524405,392.64094524176215
0.98,-40.0,25.0,252.10443115234375,243.3348788835049,379.9631874859376
0.98,-40.0,30.0,244.45254516601562,236.08433344887584,367.34259701142753
0.98,-40.0,35.0,236.9129638671875,228.9079799422685,354.7802051464628
0.98,-40.0,40.0,228.42303466796875,221.80737525778983,342.2772428737232
0.98,-40.0,45.0,219.55902099609375,214.78443954055425,329.8349282646259
0.98,-40.0,50.0,210.75155639648438,207.84166148777777,317.45470473828993
0.98,-40.0,55.0,202.02789306640625,200.9820518261519,305.13829359451626
0.98,-40.0,60.0,194.1656951904297,194.20888198985648,292.8870618941316
0.98,-40.0,65.0,186.75601196289062,187.52609193456254,280.7027277156015
0.98,-40.0,70.0,179.43643188476562,180.93822322826097,268.58715160911794
0.98,-40.0,75.0,172.20758056640625,174.45026937317982,256.54194469785
0.98,-40.0,80.0,164.51779174804688,168.06800265257215,244.56899519407597
0.98,-40.0,85.0,155.82791137695312,161.79783995970095,232.6701877000764
0.98,-40.0,90.0,147.19671630859375,155.64708678610083,220.84735801013287
0.98,-40.0,95.0,138.6284942626953,149.62388392440894,209.10238785971814
0.98,-40.0,100.0,130.12850952148438,143.73739075132818,197.43715028176325
0.98,-40.0,105.0,121.70240783691406,137.99788409836216,185.85352534144573
0.98,-40.0,110.0,113.35653686523438,132.4169034833733,174.3533884497002
0.98,-40.0,115.0,105.09828186035156,127.00727402889174,162.93839508403752
0.98,-40.0,120.0,96.93672180175781,121.78342713604343,151.61050502997662
0.98,-40.0,125.0,88.97023010253906,116.76144215878801,140.3713620747928
0.98,-40.0,130.0,82.00236511230469,111.95901611331934,129.22265854001836
0.98,-40.0,135.0,75.87715148925781,107.39574795906726,118.16596057630318
0.98,-40.0,140.0,73.82011413574219,103.09301113709164,107.2029130425222
0.98,-30.0,0.0,275.9744567871094,265.5223772349517,418.16425266013385
0.98,-30.0,5.0,267.75518798828125,258.05437895916435,405.374893064809
0.98,-30.0,10.0,259.8712158203125,250.65846877524405,392.64094524176215
0.98,-30.0,15.0,252.10443115234375,243.3348788835049,379.9631874859376
0.98,-30.0,20.0,244.45254516601562,236.08433344887584,367.34259701142753
0.98,-30.0,25.0,236.9129638671875,228.9079799422685,354.7802051464628
0.98,-30.0,30.0,228.42303466796875,221.80737525778983,342.2772502680839
0.98,-30.0,35.0,219.55902099609375,214.78442135371458,329.83490975412906
0.98,-30.0,40.0,210.75155639648438,207.84166148777777,317.4547044093355
0.98,-30.0,45.0,202.02789306640625,200.9820518261519,305.13830274868087
0.98,-30.0,50.0,194.1656951904297,194.20886187620275,292.88704252355785
0.98,-30.0,55.0,186.75601196289062,187.52609193456254,280.7027277156015
0.98,-30.0,60.0,179.43643188476562,180.93822322826097,268.5871419238311
0.98,-30.0,65.0,172.20758056640625,174.45026937317982,256.5419341222809
0.98,-30.0,70.0,164.51779174804688,168.06800265257215,244.56899519407597
0.98,-30.0,75.0,155.82791137695312,161.79783995970095,232.6701877000764
0.98,-30.0,80.0,147.19671630859375,155.64708678610083,220.8473608878175
0.98,-30.0,85.0,138.6284942626953,149.62388392440894,209.10238785971814
0.98,-30.0,90.0,130.12850952148438,143.73739075132818,197.43716259962744
0.98,-30.0,95.0,121.70240783691406,137.99788409836216,185.85352534144573
0.98,-30.0,100.0,113.35653686523438,132.4169034833733,174.3533884497002
0.98,-30.0,105.0,105.09834289550781,127.00727787340574,162.9384079505328
0.98,-30.0,110.0,96.93672180175781,121.78342713604343,151.61050502997662
0.98,-30.0,115.0,88.97023010253906,116.76144215878801,140.3713620747928
0.98,-30.0,120.0,82.00236511230469,111.95901611331934,129.22265854001836
0.98,-30.0,125.0,75.87715148925781,107.39574795906726,118.16596057630318
0.98,-30.0,130.0,73.82011413574219,103.09301113709164,107.2029130425222
0.98,-30.0,135.0,72.97674560546875,99.0738361021718,96.33500564553354
0.98,-30.0,140.0,74.77525329589844,95.3625688163338,85.56356966973291
0.98,-20.0,0.0,259.8712158203125,250.65846877524405,392.64094524176215
0.98,-20.0,5.0,252.10443115234375,243.3348949364846,379.96319676773265
0.98,-20.0,10.0,244.45254516601562,236.08433344887584,367.34259701142753
0.98,-20.0,15.0,236.9129638671875,228.9079799422685,354.7802051464628
0.98,-20.0,20.0,228.42303466796875,221.80737525778983,342.2772502680839
0.98,-20.0,25.0,219.55902099609375,214.78442135371458,329.83490975412906
0.98,-20.0,30.0,210.75155639648438,207.84166148777777,317.4547044093355
0.98,-20.0,35.0,202.02792358398438,200.9820518261519,305.13831203047596
0.98,-20.0,40.0,194.1656951904297,194.20886187620275,292.88704252355785
0.98,-20.0,45.0,186.75607299804688,187.52609193456254,280.7027369973966
0.98,-20.0,50.0,179.43643188476562,180.93822322826097,268.5871419238311
0.98,-20.0,55.0,172.20758056640625,174.45026937317982,256.5419341222809
0.98,-20.0,60.0,164.51779174804688,168.06799103153165,244.5689858982313
0.98,-20.0,65.0,155.8278350830078,161.79783995970095,232.67017712450732
0.98,-20.0,70.0,147.19671630859375,155.64708678610083,220.8473608878175
0.98,-20.0,75.0,138.62850952148438,149.62388392440894,209.10238785971814
0.98,-20.0,80.0,130.12850952148438,143.73739075132818,197.43715540541575
0.98,-20.0,85.0,121.70240783691406,137.99788409836216,185.85352102491876
0.98,-20.0,90.0,113.35653686523438,132.4169034833733,174.35338502109786
0.98,-20.0,95.0,105.09834289550781,127.00728940694704,162.93842587774193
0.98,-20.0,100.0,96.9367904663086,121.78343114546617,151.61051560554571
0.98,-20.0,105.0,88.97023010253906,116.76144215878801,140.3713620747928
0.98,-20.0,110.0,82.00236511230469,111.95901611331934,129.22265854001836
0.98,-20.0,115.0,75.87715148925781,107.39575250562753,118.16597115187226
0.98,-20.0,120.0,73.82011413574219,103.09301113709164,107.2029130425222
0.98,-20.0,125.0,72.97674560546875,99.0738361021718,96.33500564553354
0.98,-20.0,130.0,74.77525329589844,95.3625688163338,85.56356966973291
0.98,-20.0,135.0,75.23094177246094,91.98454884687156,74.88998177090059
0.98,-20.0,140.0,72.60556030273438,88.96536369565405,64.31559733605513
0.98,-10.0,0.0,244.45254516601562,236.08433344887584,367.3425918388304
0.98,-10.0,5.0,236.9129638671875,228.9079799422685,354.7801993561702
0.98,-10.0,10.0,228.42303466796875,221.80737525778983,342.2772502680839
0.98,-10.0,15.0,219.55902099609375,214.78442135371458,329.83490975412906
0.98,-10.0,20.0,210.75155639648438,207.84166148777777,317.4546935525367
0.98,-10.0,25.0,202.02792358398438,200.9820518261519,305.13831203047596
0.98,-10.0,30.0,194.1656951904297,194.20886187620275,292.88704252355785
0.98,-10.0,35.0,186.75607299804688,187.52609193456254,280.7027369973966
0.98,-10.0,40.0,179.43643188476562,180.93820703661513,268.5871240842276
0.98,-10.0,45.0,172.20758056640625,174.45026937317982,256.5419341222809
0.98,-10.0,50.0,164.51779174804688,168.06799103153165,244.5689767440667
0.98,-10.0,55.0,155.8278350830078,161.79783995970095,232.67017712450732
0.98,-10.0,60.0,147.1966552734375,155.64708678610083,220.84735465496786
0.98,-10.0,65.0,138.62844848632812,149.62388392440894,209.10237728414913
0.98,-10.0,70.0,130.12850952148438,143.73739075132818,197.43715540541575
0.98,-10.0,75.0,121.70240783691406,137.99788409836216,185.85350654918713
0.98,-10.0,80.0,113.35653686523438,132.4169034833733,174.35337633565894
0.98,-10.0,85.0,105.09834289550781,127.00728940694704,162.9384345107959
0.98,-10.0,90.0,96.9367904663086,121.7834471831558,151.6105320939125
0.98,-10.0,95.0,88.97023010253906,116.76144634065861,140.3713665565951
0.98,-10.0,100.0,82.00236511230469,111.95901611331934,129.22266143516467
0.98,-10.0,105.0,75.87715148925781,107.39575250562753,118.16597115187226
0.98,-10.0,110.0,73.82011413574219,103.09301113709164,107.2029130425222
0.98,-10.0,115.0,72.97674560546875,99.07384103062978,96.33500275038723
0.98,-10.0,120.0,74.77525329589844,95.3625688163338,85.56356966973291
0.98,-10.0,125.0,75.23094177246094,91.98454884687156,74.88998177090059
0.98,-10.0,130.0,72.60556030273438,88.96536369565405,64.31559733605513
0.98,-10.0,135.0,72.446044921875,86.32975535790803,53.84147453042363
0.98,-10.0,140.0,74.1900634765625,84.10060416604479,43.46876695735698
0.98,0.0,0.0,228.42303466796875,221.80737525778983,342.27724813040436
0.98,0.0,5.0,219.55902099609375,214.78441226029415,329.8349054787698
0.98,0.0,10.0,210.75155639648438,207.84166148777777,317.4546935525367
0.98,0.0,15.0,202.02792358398438,200.9820518261519,305.1383141681555
0.98,0.0,20.0,194.1656951904297,194.20886187620275,292.8870403858782
0.98,0.0,25.0,186.75607299804688,187.52609193456254,280.7027369973966
0.98,0.0,30.0,179.43643188476562,180.93820703661513,268.5871240842276
0.98,0.0,35.0,172.20758056640625,174.45026937317982,256.5419341222809
0.98,0.0,40.0,164.51779174804688,168.06799103153165,244.5689858982313
0.98,0.0,45.0,155.8278350830078,161.79783995970095,232.67017712450732
0.98,0.0,50.0,147.1966552734375,155.64708678610083,220.84735465496786
0.98,0.0,55.0,138.62844848632812,149.62388392440894,209.10237728414913
0.98,0.0,60.0,130.12850952148438,143.73739075132818,197.43715540541575
0.98,0.0,65.0,121.70233154296875,137.99787702171363,185.8534959736181
0.98,0.0,70.0,113.35653686523438,132.4169034833733,174.35337633565894
0.98,0.0,75.0,105.09834289550781,127.00728940694704,162.9384345107959
0.98,0.0,80.0,96.9367904663086,121.7834471831558,151.6105320939125
0.98,0.0,85.0,88.97023010253906,116.76144634065861,140.3713622400681
0.98,0.0,90.0,82.00236511230469,111.95901175206934,129.22266149025643
0.98,0.0,95.0,75.87715148925781,107.39575705218759,118.16598172744136
0.98,0.0,100.0,73.82011413574219,103.09301113709164,107.2029130425222
0.98,0.0,105.0,72.97674560546875,99.07384103062978,96.33500275038723
0.98,0.0,110.0,74.77525329589844,95.3625688163338,85.56355909416384
0.98,0.0,115.0,75.23094177246094,91.98454884687156,74.88998177090059
0.98,0.0,120.0,72.60556030273438,88.96536369565405,64.31559733605513
0.98,0.0,125.0,72.446044921875,86.32975535790803,53.84147453042363
0.98,0.0,130.0,74.1900634765625,84.10060416604479,43.46876695735698
0.98,0.0,135.0,73.94377136230469,82.29727400463365,33.19839386464302
0.98,0.0,140.0,74.47856140136719,80.93451671625493,23.031363345246753
0.98,10.0,0.0,210.75155639648438,207.84165209059998,317.4546841541215
0.98,10.0,5.0,202.02792358398438,200.9820518261519,305.1383141681555
0.98,10.0,10.0,194.1656951904297,194.20886187620275,292.8870403858782
0.98,10.0,15.0,186.75607299804688,187.52609193456254,280.702734859717
0.98,10.0,20.0,179.43643188476562,180.93820703661513,268.5871240842276
0.98,10.0,25.0,172.20758056640625,174.45026937317982,256.54192529707086
0.98,10.0,30.0,164.51779174804688,168.06799103153165,244.56897493534154
0.98,10.0,35.0,155.8278350830078,161.7978339240053,232.6701658326631
