range_method,e_setting,anchor_id,anchor_label,x_mm,y_mm,z_mm,delay_mm,e_i_mm,x_vicon_aligned_mm,y_vicon_aligned_mm,z_vicon_aligned_mm
lower_trim_20,E2_e_zero,7,H,-18.57289495940323,2004.1227436966747,-1422.9677029329491,111.6875365446338,0.0,945.9116775072955,1647.4431299684052,-1520.4156715896502
lower_trim_30,E0_e_reg20,0,A,0.0,0.0,0.0,100.91264629887438,-10.512183440123161,-1095.9409287572935,266.34068468550254,-1670.4345210137985
lower_trim_30,E0_e_reg20,1,B,2684.404045259294,0.0,0.0,112.43648021778966,1.0116504787921212,-1310.4506886307242,296.95246425805357,1005.2099920101014
lower_trim_30,E0_e_reg20,2,C,2717.925202735339,2131.5524916147865,0.0,124.63609140042226,13.21126166142472,811.0060406886321,248.60665983083712,1209.4738442396165
lower_trim_30,E0_e_reg20,3,D,94.7865082117592,2172.5019615574806,-61.49144739091043,123.4273871412536,12.002557402256052,1062.884423209976,279.2287822753021,-1402.4094291730971
lower_trim_30,E0_e_reg20,4,E,126.37228831221776,-49.44057006311193,-1295.662442526751,108.94168565899353,-2.483144080004016,-1124.6008761606922,1564.1515834070756,-1560.7943423831769
lower_trim_30,E0_e_reg20,5,F,2750.7688780859135,112.16279812512744,-1356.0165884311155,111.13340539733714,-0.2914243416604056,-1171.8440384419894,1650.719200210583,1067.4160493647996
lower_trim_30,E0_e_reg20,6,G,2705.937798502403,2252.12894237113,-1346.846224954879,100.44219750965001,-10.982632229347523,964.0408299592191,1592.1201911662645,1194.345182568276
lower_trim_30,E0_e_reg20,7,H,-1.2945778470688116,2022.5348867414182,-1427.4617014410157,109.46873449450072,-1.9560952444968258,953.4902206328725,1647.0858566663821,-1523.224850612721
lower_trim_30,E1_e_reg5,0,A,0.0,0.0,0.0,111.10269354164126,-0.7794160008048692,-1091.748865281526,274.9256505633722,-1662.6112876701402
lower_trim_30,E1_e_reg5,1,B,2675.8029419309237,0.0,0.0,111.92339560278772,0.041286060341595404,-1314.4042195254287,298.62306596165945,1003.8066108926785
lower_trim_30,E1_e_reg5,2,C,2712.994720695362,2143.2195230774555,0.0,112.84552366194636,0.9634141195002319,817.5385323673031,243.77296008821625,1219.6415502462003
lower_trim_30,E1_e_reg5,3,D,70.58687640730383,2174.142051411539,-54.67245311790022,112.73731619613919,0.8552066536930537,1069.6625876426974,274.2273495707041,-1411.2842347877126
lower_trim_30,E1_e_reg5,4,E,116.67963046485528,-57.41077153609637,-1284.0737561968547,111.74652223438376,-0.13558730806236652,-1124.7569732255065,1561.0348201877869,-1559.7073867467923
lower_trim_30,E1_e_reg5,5,F,2737.3066388371603,113.41564047919161,-1356.9548568901798,111.82308796938653,-0.059021573059588744,-1170.7231810743635,1652.6995606677501,1065.4904949336362
lower_trim_30,E1_e_reg5,6,G,2679.441242700738,2242.9186403363997,-1349.5085583068176,111.09909706056669,-0.7830124818794422,955.2686420634284,1589.9172189885298,1185.507257754455
lower_trim_30,E1_e_reg5,7,H,-16.675537726095236,2008.0989196654932,-1427.4566655541455,111.779240309852,-0.10286923259412561,947.748459533396,1650.004796471982,-1521.261079622323
lower_trim_30,E2_e_zero,0,A,0.0,0.0,0.0,111.88806261057161,0.0,-1091.486885222984,275.5076648665852,-1661.9757172332409
lower_trim_30,E2_e_zero,1,B,2675.1171951283854,0.0,0.0,111.88806261057161,0.0,-1314.7143029193533,298.7715353396575,1003.7099956726868
lower_trim_30,E2_e_zero,2,C,2712.6599559548276,2144.1417934224487,0.0,111.88806261057161,0.0,818.0531350926233,243.34733262738797,1220.469545175921
lower_trim_30,E2_e_zero,3,D,68.69178642410392,2174.3031428911286,-54.27285040040195,111.88806261057161,0.0,1070.172386432416,273.82255711091665,-1412.006489773029
lower_trim_30,E2_e_zero,4,E,115.8873040116595,-58.07589951897178,-1283.2679290621097,111.88806261057161,0.0,-1124.8272705189388,1560.8110432143421,-1559.6874021061299
lower_trim_30,E2_e_zero,5,F,2736.2657181484024,113.47207336217575,-1357.0095651450017,111.88806261057161,0.0,-1170.6341138813086,1652.8523112777734,1065.3230182998648
lower_trim_30,E2_e_zero,6,G,2677.4578340391254,2242.184810386606,-1349.7701448544244,111.88806261057161,0.0,954.6107969059146,1589.754683721253,1184.8280465595165
lower_trim_30,E2_e_zero,7,H,-17.78161562811634,2007.09902197183,-1427.709356228374,111.88806261057161,0.0,947.4112366116306,1650.3382943420852,-1521.0790715955911
