sweep,peer_name,plan,pmode,solve_reason,quality_flag_percent,active_anchor_count,valid_anchor_count,rms_mm,max_mm,step_mm
1386,BS2DCE,cal_roto,5,success,100,4,4,152,203,0
1394,BSDC91,cal_roto,5,success,100,4,4,148,205,0
25327,BSF66F,cal_static,4,pending,100,4,4,0,0,0
1387,BS2DCE,cal_roto,5,success,100,4,4,136,169,0
1395,BSDC91,cal_roto,5,success,100,4,4,133,187,0
25328,BSF66F,cal_static,4,success,100,4,4,1534944,1535946,0
1388,BS2DCE,cal_roto,5,success,100,4,4,245,361,0
1396,BSDC91,cal_roto,5,success,100,4,4,132,177,0
25329,BSF66F,cal_static,4,pending,100,4,4,0,0,0
1389,BS2DCE,cal_roto,5,success,100,4,4,265,393,0
1397,BSDC91,cal_roto,5,success,100,4,4,158,248,0
25330,BSF66F,cal_static,4,success,100,4,4,1175973,1177006,0
1390,BS2DCE,cal_roto,5,success,100,4,4,255,344,0
1398,BSDC91,cal_roto,5,success,100,4,4,122,175,0
25331,BSF66F,cal_static,4,pending,100,4,4,0,0,0
1391,BS2DCE,cal_roto,5,success,100,4,4,186,273,0
1399,BSDC91,cal_roto,5,success,100,4,4,125,185,0
25332,BSF66F,cal_static,4,success,100,4,4,8502701,8503666,0
1392,BS2DCE,cal_roto,5,success,100,4,4,136,201,0
1400,BSDC91,cal_roto,5,success,100,4,4,40,63,0
25333,BSF66F,cal_static,4,pending,100,4,4,0,0,0
1393,BS2DCE,cal_roto,5,success,100,4,4,94,147,0
1401,BSDC91,cal_roto,5,success,100,4,4,83,131,0
25334,BSF66F,cal_static,4,success,100,4,4,12581875,12582804,0
1394,BS2DCE,cal_roto,5,success,100,4,4,84,129,0
1402,BSDC91,cal_roto,5,success,100,4,4,54,84,0
25335,BSF66F,cal_static,4,pending,100,4,4,0,0,0
1395,BS2DCE,cal_roto,5,success,100,4,4,135,207,0
1403,BSDC91,cal_roto,5,success,100,4,4,176,276,0
25336,BSF66F,cal_static,4,success,100,4,4,7,9,0
1396,BS2DCE,cal_roto,5,success,100,4,4,267,378,0
1404,BSDC91,cal_roto,5,success,100,4,4,15,22,0
25337,BSF66F,cal_static,4,pending,100,4,4,0,0,0
1397,BS2DCE,cal_roto,5,success,100,4,4,199,271,0
1405,BSDC91,cal_roto,5,success,100,4,4,23,36,0
25338,BSF66F,cal_static,4,success,100,4,4,10,13,0
1398,BS2DCE,cal_roto,5,success,100,4,4,157,227,0
1406,BSDC91,cal_roto,5,success,100,4,4,34,54,0
25339,BSF66F,cal_static,4,pending,100,4,4,0,0,0
1399,BS2DCE,cal_roto,5,success,100,4,4,112,147,0
1407,BSDC91,cal_roto,5,success,100,4,4,40,63,0
1400,BS2DCE,cal_roto,5,success,100,4,4,124,181,0
25340,BSF66F,cal_static,4,success,100,4,4,227357,228522,0
1408,BSDC91,cal_roto,5,success,100,4,4,31,49,0
25341,BSF66F,cal_static,4,pending,100,4,4,0,0,0
1401,BS2DCE,cal_roto,5,success,100,4,4,180,253,0
1409,BSDC91,cal_roto,5,success,100,4,4,81,98,0
25342,BSF66F,cal_static,4,success,100,4,4,21320152,21321115,0
1402,BS2DCE,cal_roto,5,success,100,4,4,168,217,0
1410,BSDC91,cal_roto,5,success,100,4,4,45,60,0
25343,BSF66F,cal_static,4,pending,100,4,4,0,0,0
1403,BS2DCE,cal_roto,5,success,100,4,4,195,272,0
1411,BSDC91,cal_roto,5,success,100,4,4,16,18,0
25344,BSF66F,cal_static,4,success,100,4,4,32476,33726,0
1404,BS2DCE,cal_roto,5,success,100,4,4,181,265,0
1412,BSDC91,cal_roto,5,success,100,4,4,48,57,0
25345,BSF66F,cal_static,4,pending,100,4,4,0,0,0
1405,BS2DCE,cal_roto,5,success,100,4,4,208,279,0
1413,BSDC91,cal_roto,5,success,100,4,4,5,6,0
25346,BSF66F,cal_static,4,success,100,4,4,5757449,5758403,0
1406,BS2DCE,cal_roto,5,success,100,4,4,183,237,0
1414,BSDC91,cal_roto,5,success,100,4,4,51,58,0
25347,BSF66F,cal_static,4,pending,100,4,4,0,0,0
1407,BS2DCE,cal_roto,5,success,100,4,4,226,300,0
1415,BSDC91,cal_roto,5,success,100,4,4,250,364,0
1408,BS2DCE,cal_roto,5,success,100,4,4,297,432,0
25348,BSF66F,cal_static,4,success,100,4,4,237068,238177,0
1416,BSDC91,cal_roto,5,success,100,4,4,68,98,0
25349,BSF66F,cal_static,4,pending,100,4,4,0,0,0
1409,BS2DCE,cal_roto,5,success,100,4,4,296,402,0
1417,BSDC91,cal_roto,5,success,100,4,4,187,248,0
25350,BSF66F,cal_static,4,success,100,4,4,9287013,9287955,0
1410,BS2DCE,cal_roto,5,success,100,4,4,245,364,0
1418,BSDC91,cal_roto,5,success,100,4,4,130,187,0
25351,BSF66F,cal_static,4,pending,98,4,2,0,0,0
1411,BS2DCE,cal_roto,5,success,100,4,4,184,270,0
1419,BSDC91,cal_roto,5,success,100,4,4,100,146,0
25352,BSF66F,cal_static,4,success,100,4,4,26310877,26311822,0
1412,BS2DCE,cal_roto,5,success,100,4,4,134,207,0
1420,BSDC91,cal_roto,5,success,100,4,4,107,151,0
25353,BSF66F,cal_static,4,pending,98,4,4,0,0,0
1413,BS2DCE,cal_roto,5,success,100,4,4,60,93,0
1421,BSDC91,cal_roto,5,success,100,4,4,28,44,0
25354,BSF66F,cal_static,4,success,100,4,4,533125,534246,0
1414,BS2DCE,cal_roto,5,success,100,4,4,60,92,0
1422,BSDC91,cal_roto,5,success,100,4,4,113,167,0
25355,BSF66F,cal_static,4,pending,98,4,4,0,0,0
1415,BS2DCE,cal_roto,5,success,100,4,4,145,212,0
1423,BSDC91,cal_roto,5,success,100,4,4,93,147,0
25356,BSF66F,cal_static,4,success,100,4,4,6271770,6272740,0
1416,BS2DCE,cal_roto,5,success,100,4,4,183,283,0
1424,BSDC91,cal_roto,5,success,100,4,4,97,151,0
25357,BSF66F,cal_static,4,pending,98,4,4,0,0,0
1417,BS2DCE,cal_roto,5,success,100,4,4,216,310,0
1425,BSDC91,cal_roto,5,success,100,4,4,29,42,0
1418,BS2DCE,cal_roto,5,success,100,4,4,253,363,0
25358,BSF66F,cal_static,4,success,100,4,4,7,8,0
1426,BSDC91,cal_roto,5,success,100,4,4,31,49,0
25359,BSF66F,cal_static,4,pending,98,4,4,0,0,0
1419,BS2DCE,cal_roto,5,success,100,4,4,268,402,0
1427,BSDC91,cal_roto,5,success,100,4,4,95,151,0
25360,BSF66F,cal_static,4,success,100,4,4,9,12,0
1420,BS2DCE,cal_roto,5,success,100,4,4,247,361,0
1428,BSDC91,cal_roto,5,success,100,4,4,59,92,0
25361,BSF66F,cal_static,4,pending,98,4,4,0,0,0
1429,BSDC91,cal_roto,5,success,100,4,4,44,69,0
1421,BS2DCE,cal_roto,5,success,100,4,4,149,217,0
25362,BSF66F,cal_static,4,success,100,4,4,2073087,2074102,0
1422,BS2DCE,cal_roto,5,success,100,4,4,178,254,0
1430,BSDC91,cal_roto,5,success,100,4,4,80,96,0
25363,BSF66F,cal_static,4,pending,98,4,4,0,0,0
1423,BS2DCE,cal_roto,5,success,100,4,4,156,213,0
1431,BSDC91,cal_roto,5,success,100,4,4,46,59,0
25364,BSF66F,cal_static,4,success,100,4,4,886,1337,0
1424,BS2DCE,cal_roto,5,success,100,4,4,222,316,0
1432,BSDC91,cal_roto,5,success,100,4,4,257,362,0
25365,BSF66F,cal_static,4,pending,98,4,4,0,0,0
1425,BS2DCE,cal_roto,5,success,100,4,4,216,311,0
1433,BSDC91,cal_roto,5,success,100,4,4,40,49,0
1426,BS2DCE,cal_roto,5,success,100,4,4,161,223,0
25366,BSF66F,cal_static,4,success,100,4,4,4182,5123,0
1434,BSDC91,cal_roto,5,success,100,4,4,19,23,0
25367,BSF66F,cal_static,4,pending,100,4,4,0,0,0
1427,BS2DCE,cal_roto,5,success,100,4,4,188,236,0
1435,BSDC91,cal_roto,5,success,100,4,4,66,80,0
25368,BSF66F,cal_static,4,success,100,4,4,2,3,0
1428,BS2DCE,cal_roto,5,success,100,4,4,176,237,0
1436,BSDC91,cal_roto,5,success,100,4,4,17,23,0
25369,BSF66F,cal_static,4,pending,100,4,4,0,0,0
1429,BS2DCE,cal_roto,5,success,100,4,4,226,317,0
1437,BSDC91,cal_roto,5,success,100,4,4,111,155,0
25370,BSF66F,cal_static,4,success,100,4,4,3,4,0
1430,BS2DCE,cal_roto,5,success,100,4,4,279,407,0
1438,BSDC91,cal_roto,5,success,100,4,4,61,83,0
25371,BSF66F,cal_static,4,pending,100,4,4,0,0,0
1431,BS2DCE,cal_roto,5,success,100,4,4,243,356,0
1439,BSDC91,cal_roto,5,pending,99,4,3,0,0,0
1440,BSDC91,cal_roto,5,success,99,4,4,81,110,0
1432,BS2DCE,cal_roto,5,success,100,4,4,221,309,0
25372,BSF66F,cal_static,4,success,100,4,4,526267,527396,0
1441,BSDC91,cal_roto,5,success,99,4,4,137,195,0
25373,BSF66F,cal_static,4,pending,100,4,4,0,0,0
1433,BS2DCE,cal_roto,5,success,100,4,4,169,252,0
1442,BSDC91,cal_roto,5,success,99,4,4,126,184,0
25374,BSF66F,cal_static,4,pending,100,4,4,0,0,0
1434,BS2DCE,cal_roto,5,success,100,4,4,85,126,0
1443,BSDC91,cal_roto,5,success,100,4,4,40,63,0
25375,BSF66F,cal_static,4,pending,100,4,4,0,0,0
1435,BS2DCE,cal_roto,5,success,100,4,4,78,117,0
1444,BSDC91,cal_roto,5,success,100,4,4,97,153,0
25376,BSF66F,cal_static,4,success,100,4,4,27913337,27914300,0
1436,BS2DCE,cal_roto,5,success,100,4,4,18,26,0
1445,BSDC91,cal_roto,5,success,100,4,4,75,119,0
25377,BSF66F,cal_static,4,pending,100,4,4,0,0,0
1437,BS2DCE,cal_roto,5,success,100,4,4,217,314,0
1446,BSDC91,cal_roto,5,success,100,4,4,157,251,0
25378,BSF66F,cal_static,4,success,100,4,4,262382,263550,0
1438,BS2DCE,cal_roto,5,success,100,4,4,333,456,0
1447,BSDC91,cal_roto,5,success,100,4,4,19,29,0
25379,BSF66F,cal_static,4,pending,100,4,4,0,0,0
1439,BS2DCE,cal_roto,5,success,100,4,4,208,291,0
1448,BSDC91,cal_roto,5,success,100,4,4,14,21,0
1440,BS2DCE,cal_roto,5,success,100,4,4,162,234,0
25380,BSF66F,cal_static,4,success,100,4,4,306648,307795,0
1449,BSDC91,cal_roto,5,success,100,4,4,129,202,0
25381,BSF66F,cal_static,4,pending,100,4,4,0,0,0
1441,BS2DCE,cal_roto,5,success,100,4,4,283,403,0
1450,BSDC91,cal_roto,5,success,100,4,4,34,53,0
25382,BSF66F,cal_static,4,success,100,4,4,5329,6337,0
1442,BS2DCE,cal_roto,5,success,100,4,4,125,187,0
1451,BSDC91,cal_roto,5,success,100,4,4,3,4,0
25383,BSF66F,cal_static,4,pending,100,4,4,0,0,0
1443,BS2DCE,cal_roto,5,success,100,4,4,199,296,0
1452,BSDC91,cal_roto,5,success,100,4,4,85,123,0
25384,BSF66F,cal_static,4,success,100,4,4,384547,385721,0
1444,BS2DCE,cal_roto,5,success,100,4,4,156,201,0
1453,BSDC91,cal_roto,5,success,100,4,4,51,67,0
25385,BSF66F,cal_static,4,pending,100,4,4,0,0,0
1445,BS2DCE,cal_roto,5,success,100,4,4,189,268,0
1454,BSDC91,cal_roto,5,success,100,4,4,91,108,0
25386,BSF66F,cal_static,4,pending,100,4,4,0,0,0
1446,BS2DCE,cal_roto,5,success,100,4,4,185,260,0
1455,BSDC91,cal_roto,5,success,100,4,4,104,141,0
25387,BSF66F,cal_static,4,pending,100,4,4,0,0,0
1447,BS2DCE,cal_roto,5,success,100,4,4,165,231,0
1456,BSDC91,cal_roto,5,success,100,4,4,60,88,0
25388,BSF66F,cal_static,4,pending,100,4,4,0,0,0
1448,BS2DCE,cal_roto,5,success,100,4,4,170,200,0
1457,BSDC91,cal_roto,5,success,100,4,4,14,16,0
25389,BSF66F,cal_static,4,pending,100,4,4,0,0,0
1449,BS2DCE,cal_roto,5,success,100,4,4,145,202,0
1458,BSDC91,cal_roto,5,success,100,4,4,175,272,0
25390,BSF66F,cal_static,4,pending,100,4,4,0,0,0
1450,BS2DCE,cal_roto,5,success,100,4,4,157,214,0
1459,BSDC91,cal_roto,5,success,100,4,4,201,279,0
25391,BSF66F,cal_static,4,pending,100,4,4,0,0,0
1451,BS2DCE,cal_roto,5,success,100,4,4,262,379,0
1460,BSDC91,cal_roto,5,success,100,4,4,118,157,0
25392,BSF66F,cal_static,4,pending,100,4,4,0,0,0
1452,BS2DCE,cal_roto,5,success,100,4,4,270,397,0
1461,BSDC91,cal_roto,5,success,100,4,4,151,203,0
25393,BSF66F,cal_static,4,pending,100,4,4,0,0,0
1453,BS2DCE,cal_roto,5,success,100,4,4,205,309,0
1462,BSDC91,cal_roto,5,success,100,4,4,108,156,0
25394,BSF66F,cal_static,4,pending,100,4,4,0,0,0
1454,BS2DCE,cal_roto,5,success,100,4,4,28,39,0
1463,BSDC91,cal_roto,5,success,100,4,4,137,195,0
25395,BSF66F,cal_static,4,pending,100,4,4,0,0,0
1455,BS2DCE,cal_roto,5,success,100,4,4,96,146,0
1464,BSDC91,cal_roto,5,success,100,4,4,20,28,0
1456,BS2DCE,cal_roto,5,success,100,4,4,20,29,0
25396,BSF66F,cal_static,4,pending,100,4,4,0,0,0
1465,BSDC91,cal_roto,5,success,100,4,4,63,99,0
25397,BSF66F,cal_static,4,pending,100,4,4,0,0,0
1457,BS2DCE,cal_roto,5,success,100,4,4,155,243,0
1466,BSDC91,cal_roto,5,success,100,4,4,62,95,0
25398,BSF66F,cal_static,4,pending,100,4,4,0,0,0
1458,BS2DCE,cal_roto,5,success,100,4,4,118,183,0
1467,BSDC91,cal_roto,5,success,100,4,4,58,93,0
25399,BSF66F,cal_static,4,pending,100,4,4,0,0,0
1459,BS2DCE,cal_roto,5,success,100,4,4,195,295,0
1468,BSDC91,cal_roto,5,success,100,4,4,12,18,0
25400,BSF66F,cal_static,4,pending,100,4,4,0,0,0
1460,BS2DCE,cal_roto,5,pending,98,4,3,0,0,0
1469,BSDC91,cal_roto,5,success,100,4,4,17,27,0
1461,BS2DCE,cal_roto,5,success,100,4,4,5,7,0
25401,BSF66F,cal_static,4,pending,98,4,3,0,0,0
1462,BS2DCE,cal_roto,5,success,100,4,4,141,196,0
1470,BSDC91,cal_roto,5,success,100,4,4,122,190,0
25402,BSF66F,cal_static,4,pending,100,4,4,0,0,0
1463,BS2DCE,cal_roto,5,success,100,4,4,208,288,0
1471,BSDC91,cal_roto,5,success,100,4,4,51,80,0
25403,BSF66F,cal_static,4,pending,98,4,4,0,0,0
1464,BS2DCE,cal_roto,5,success,100,4,4,148,199,0
1472,BSDC91,cal_roto,5,success,100,4,4,53,84,0
25404,BSF66F,cal_static,4,success,100,4,4,29224221,29225196,0
1465,BS2DCE,cal_roto,5,success,100,4,4,192,270,0
1473,BSDC91,cal_roto,5,success,100,4,4,103,143,0
25405,BSF66F,cal_static,4,pending,98,4,4,0,0,0
1466,BS2DCE,cal_roto,5,success,100,4,4,66,98,0
1474,BSDC91,cal_roto,5,success,100,4,4,52,74,0
25406,BSF66F,cal_static,4,success,100,4,4,32928465,32929425,0
1467,BS2DCE,cal_roto,5,success,100,4,4,106,155,0
1475,BSDC91,cal_roto,5,success,100,4,4,10,13,0
25407,BSF66F,cal_static,4,pending,98,4,4,0,0,0
1468,BS2DCE,cal_roto,5,success,100,4,4,144,220,0
1476,BSDC91,cal_roto,5,success,100,4,4,37,50,0
25408,BSF66F,cal_static,4,pending,100,4,4,0,0,0
1469,BS2DCE,cal_roto,5,success,100,4,4,68,99,0
1477,BSDC91,cal_roto,5,success,100,4,4,52,72,0
25409,BSF66F,cal_static,4,pending,98,4,4,0,0,0
1470,BS2DCE,cal_roto,5,success,100,4,4,107,166,0
1478,BSDC91,cal_roto,5,success,100,4,4,50,58,0
25410,BSF66F,cal_static,4,success,100,4,4,27008918,27009941,0
1471,BS2DCE,cal_roto,5,success,100,4,4,116,178,0
1479,BSDC91,cal_roto,5,success,100,4,4,91,130,0
25411,BSF66F,cal_static,4,pending,97,4,3,0,0,0
1472,BS2DCE,cal_roto,5,success,100,4,4,70,106,0
1480,BSDC91,cal_roto,5,success,100,4,4,103,149,0
25412,BSF66F,cal_static,4,pending,100,4,4,0,0,0
1473,BS2DCE,cal_roto,5,success,100,4,4,47,65,0
1481,BSDC91,cal_roto,5,success,100,4,4,142,187,0
25413,BSF66F,cal_static,4,pending,96,4,3,0,0,0
1474,BS2DCE,cal_roto,5,success,100,4,4,54,80,0
1482,BSDC91,cal_roto,5,success,100,4,4,134,207,0
25414,BSF66F,cal_static,4,success,100,4,4,7245255,7246203,0
1475,BS2DCE,cal_roto,5,success,100,4,4,25,37,0
1483,BSDC91,cal_roto,5,success,100,4,4,128,201,0
25415,BSF66F,cal_static,4,pending,96,4,3,0,0,0
1476,BS2DCE,cal_roto,5,success,100,4,4,86,127,0
1484,BSDC91,cal_roto,5,success,100,4,4,135,192,0
25416,BSF66F,cal_static,4,success,100,4,4,307322,308478,0
1477,BS2DCE,cal_roto,5,success,100,4,4,107,156,0
1485,BSDC91,cal_roto,5,success,100,4,4,53,83,0
25417,BSF66F,cal_static,4,pending,96,4,4,0,0,0
1478,BS2DCE,cal_roto,5,success,100,4,4,50,73,0
1486,BSDC91,cal_roto,5,success,100,4,4,145,229,0
25418,BSF66F,cal_static,4,success,100,4,4,23495272,23496261,0
1479,BS2DCE,cal_roto,5,success,100,4,4,27,38,0
1487,BSDC91,cal_roto,5,success,100,4,4,168,238,0
25419,BSF66F,cal_static,4,pending,96,4,4,0,0,0
1480,BS2DCE,cal_roto,5,success,100,4,4,111,157,0
1488,BSDC91,cal_roto,5,success,100,4,4,100,134,0
25420,BSF66F,cal_static,4,success,100,4,4,12,17,0
1481,BS2DCE,cal_roto,5,success,100,4,4,43,59,0
1489,BSDC91,cal_roto,5,success,100,4,4,11,16,0
25421,BSF66F,cal_static,4,pending,96,4,4,0,0,0
1482,BS2DCE,cal_roto,5,success,100,4,4,176,238,0
1490,BSDC91,cal_roto,5,success,100,4,4,2,3,0
25422,BSF66F,cal_static,4,success,100,4,4,21713498,21714403,0
1483,BS2DCE,cal_roto,5,success,100,4,4,108,149,0
1491,BSDC91,cal_roto,5,success,100,4,4,70,111,0
25423,BSF66F,cal_static,4,pending,96,4,4,0,0,0
1484,BS2DCE,cal_roto,5,success,100,4,4,113,147,0
1492,BSDC91,cal_roto,5,success,100,4,4,57,91,0
25424,BSF66F,cal_static,4,success,100,4,4,5,6,0
1485,BS2DCE,cal_roto,5,success,100,4,4,87,120,0
1493,BSDC91,cal_roto,5,success,100,4,4,19,30,0
25425,BSF66F,cal_static,4,pending,96,4,4,0,0,0
1486,BS2DCE,cal_roto,5,pending,98,4,3,0,0,0
1494,BSDC91,cal_roto,5,success,100,4,4,117,158,0
1487,BS2DCE,cal_roto,5,success,98,4,4,232,304,0
25426,BSF66F,cal_static,4,success,100,4,4,3422866,3423869,0
1488,BS2DCE,cal_roto,5,success,98,4,4,154,178,0
1495,BSDC91,cal_roto,5,success,100,4,4,16,21,0
25427,BSF66F,cal_static,4,pending,96,4,4,0,0,0
1489,BS2DCE,cal_roto,5,success,98,4,4,204,292,0
1496,BSDC91,cal_roto,5,success,100,4,4,5,6,0
25428,BSF66F,cal_static,4,pending,100,4,4,0,0,0
1490,BS2DCE,cal_roto,5,success,99,4,4,170,246,0
1497,BSDC91,cal_roto,5,success,100,4,4,148,208,0
25429,BSF66F,cal_static,4,pending,96,4,4,0,0,0
1491,BS2DCE,cal_roto,5,success,99,4,4,165,212,0
1498,BSDC91,cal_roto,5,success,100,4,4,67,82,0
1492,BS2DCE,cal_roto,5,success,99,4,4,173,221,0
1499,BSDC91,cal_roto,5,success,100,4,4,47,68,0
25430,BSF66F,cal_static,4,success,100,4,4,3008,3874,0
25431,BSF66F,cal_static,4,pending,98,4,4,0,0,0
1493,BS2DCE,cal_roto,5,success,99,4,4,112,142,0
1500,BSDC91,cal_roto,5,success,100,4,4,119,156,0
25432,BSF66F,cal_static,4,success,100,4,4,7,9,0
1494,BS2DCE,cal_roto,5,success,99,4,4,257,377,0
1501,BSDC91,cal_roto,5,success,100,4,4,84,115,0
25433,BSF66F,cal_static,4,pending,98,4,4,0,0,0
1495,BS2DCE,cal_roto,5,success,99,4,4,240,357,0
1502,BSDC91,cal_roto,5,success,100,4,4,134,188,0
1496,BS2DCE,cal_roto,5,success,99,4,4,220,315,0
25434,BSF66F,cal_static,4,success,100,4,4,128769,129979,0
1503,BSDC91,cal_roto,5,success,100,4,4,70,95,0
25435,BSF66F,cal_static,4,pending,98,4,4,0,0,0
1497,BS2DCE,cal_roto,5,success,99,4,4,150,235,0
1504,BSDC91,cal_roto,5,success,100,4,4,113,166,0
25436,BSF66F,cal_static,4,success,100,4,4,35164296,35165284,0
1498,BS2DCE,cal_roto,5,success,100,4,4,5,8,0
1505,BSDC91,cal_roto,5,success,100,4,4,80,125,0
25437,BSF66F,cal_static,4,pending,98,4,4,0,0,0
1499,BS2DCE,cal_roto,5,success,100,4,4,88,138,0
1506,BSDC91,cal_roto,5,success,100,4,4,22,35,0
25438,BSF66F,cal_static,4,success,100,4,4,8837384,8838395,0
1500,BS2DCE,cal_roto,5,success,100,4,4,119,186,0
1507,BSDC91,cal_roto,5,success,100,4,4,63,98,0
25439,BSF66F,cal_static,4,pending,98,4,4,0,0,0
1501,BS2DCE,cal_roto,5,success,100,4,4,141,211,0
1508,BSDC91,cal_roto,5,success,100,4,4,169,268,0
25440,BSF66F,cal_static,4,success,100,4,4,17133612,17134573,0
1502,BS2DCE,cal_roto,5,success,100,4,4,223,320,0
1509,BSDC91,cal_roto,5,success,100,4,4,22,34,0
25441,BSF66F,cal_static,4,pending,98,4,4,0,0,0
1503,BS2DCE,cal_roto,5,success,100,4,4,169,242,0
1510,BSDC91,cal_roto,5,success,100,4,4,2,2,0
25442,BSF66F,cal_static,4,pending,100,4,4,0,0,0
1504,BS2DCE,cal_roto,5,success,100,4,4,222,313,0
1511,BSDC91,cal_roto,5,success,100,4,4,69,110,0
25443,BSF66F,cal_static,4,pending,98,4,4,0,0,0
1505,BS2DCE,cal_roto,5,success,100,4,4,115,171,0
1512,BSDC91,cal_roto,5,success,100,4,4,45,72,0
25444,BSF66F,cal_static,4,success,100,4,4,4269968,4270985,0
1506,BS2DCE,cal_roto,5,success,100,4,4,128,186,0
1513,BSDC91,cal_roto,5,success,100,4,4,8,12,0
25445,BSF66F,cal_static,4,pending,98,4,4,0,0,0
1514,BSDC91,cal_roto,5,success,100,4,4,114,165,0
1507,BS2DCE,cal_roto,5,success,100,4,4,205,288,0
25446,BSF66F,cal_static,4,pending,100,4,4,0,0,0
1508,BS2DCE,cal_roto,5,success,100,4,4,178,229,0
1515,BSDC91,cal_roto,5,success,100,4,4,27,32,0
25447,BSF66F,cal_static,4,pending,99,4,4,0,0,0
1509,BS2DCE,cal_roto,5,success,100,4,4,211,297,0
1516,BSDC91,cal_roto,5,success,100,4,4,58,74,0
25448,BSF66F,cal_static,4,success,100,4,4,3884157,3885153,0
1510,BS2DCE,cal_roto,5,success,100,4,4,198,277,0
1517,BSDC91,cal_roto,5,success,100,4,4,25,29,0
25449,BSF66F,cal_static,4,pending,99,4,4,0,0,0
1511,BS2DCE,cal_roto,5,success,100,4,4,186,259,0
1518,BSDC91,cal_roto,5,success,100,4,4,11,14,0
25450,BSF66F,cal_static,4,success,100,4,4,25341928,25342878,0
1512,BS2DCE,cal_roto,5,success,100,4,4,166,222,0
1519,BSDC91,cal_roto,5,success,100,4,4,83,89,0
25451,BSF66F,cal_static,4,pending,98,4,3,0,0,0
1513,BS2DCE,cal_roto,5,success,100,4,4,174,208,0
1520,BSDC91,cal_roto,5,success,100,4,4,181,270,0
25452,BSF66F,cal_static,4,success,100,4,4,372416,373540,0
1514,BS2DCE,cal_roto,5,success,100,4,4,222,311,0
1521,BSDC91,cal_roto,5,success,100,4,4,27,39,0
25453,BSF66F,cal_static,4,pending,98,4,4,0,0,0
1515,BS2DCE,cal_roto,5,success,100,4,4,254,370,0
1522,BSDC91,cal_roto,5,success,100,4,4,72,97,0
25454,BSF66F,cal_static,4,success,100,4,4,15819583,15820485,0
1516,BS2DCE,cal_roto,5,success,100,4,4,235,344,0
1523,BSDC91,cal_roto,5,success,100,4,4,133,213,0
25455,BSF66F,cal_static,4,pending,98,4,4,0,0,0
1517,BS2DCE,cal_roto,5,success,100,4,4,221,310,0
1524,BSDC91,cal_roto,5,success,100,4,4,97,138,0
25456,BSF66F,cal_static,4,success,100,4,4,4622743,4623760,0
1518,BS2DCE,cal_roto,5,success,100,4,4,158,240,0
1525,BSDC91,cal_roto,5,success,100,4,4,74,105,0
25457,BSF66F,cal_static,4,pending,98,4,4,0,0,0
1519,BS2DCE,cal_roto,5,success,100,4,4,61,87,0
1526,BSDC91,cal_roto,5,success,100,4,4,53,80,0
25458,BSF66F,cal_static,4,pending,100,4,4,0,0,0
1520,BS2DCE,cal_roto,5,success,100,4,4,99,152,0
1527,BSDC91,cal_roto,5,success,100,4,4,22,35,0
25459,BSF66F,cal_static,4,pending,98,4,4,0,0,0
1521,BS2DCE,cal_roto,5,success,100,4,4,121,175,0
1528,BSDC91,cal_roto,5,success,100,4,4,34,54,0
25460,BSF66F,cal_static,4,success,100,4,4,186297,187471,0
1522,BS2DCE,cal_roto,5,success,100,4,4,162,250,0
1529,BSDC91,cal_roto,5,success,100,4,4,173,276,0
25461,BSF66F,cal_static,4,pending,98,4,4,0,0,0
1523,BS2DCE,cal_roto,5,success,100,4,4,230,325,0
1530,BSDC91,cal_roto,5,success,100,4,4,13,21,0
25462,BSF66F,cal_static,4,success,100,4,4,3252645,3253676,0
1524,BS2DCE,cal_roto,5,success,100,4,4,180,233,0
1531,BSDC91,cal_roto,5,success,100,4,4,50,77,0
25463,BSF66F,cal_static,4,pending,100,4,4,0,0,0
1525,BS2DCE,cal_roto,5,success,100,4,4,210,306,0
1532,BSDC91,cal_roto,5,success,100,4,4,37,60,0
25464,BSF66F,cal_static,4,success,100,4,4,4420010,4421040,0
1526,BS2DCE,cal_roto,5,success,100,4,4,138,180,0
1533,BSDC91,cal_roto,5,success,100,4,4,44,69,0
25465,BSF66F,cal_static,4,pending,100,4,4,0,0,0
1527,BS2DCE,cal_roto,5,success,100,4,4,148,220,0
1534,BSDC91,cal_roto,5,success,100,4,4,21,32,0
1528,BS2DCE,cal_roto,5,success,100,4,4,160,236,0
25466,BSF66F,cal_static,4,success,100,4,4,139588,140774,0
1535,BSDC91,cal_roto,5,success,100,4,4,103,149,0
25467,BSF66F,cal_static,4,pending,100,4,4,0,0,0
1529,BS2DCE,cal_roto,5,success,100,4,4,170,242,0
1536,BSDC91,cal_roto,5,success,100,4,4,13,16,0
25468,BSF66F,cal_static,4,success,100,4,4,5132312,5133275,0
1530,BS2DCE,cal_roto,5,success,100,4,4,194,274,0
1537,BSDC91,cal_roto,5,success,100,4,4,49,63,0
25469,BSF66F,cal_static,4,pending,100,4,4,0,0,0
1531,BS2DCE,cal_roto,5,success,100,4,4,224,314,0
1538,BSDC91,cal_roto,5,success,100,4,4,2,2,0
25470,BSF66F,cal_static,4,success,100,4,4,69023,70256,0
1532,BS2DCE,cal_roto,5,success,100,4,4,197,281,0
1539,BSDC91,cal_roto,5,success,100,4,4,22,26,0
25471,BSF66F,cal_static,4,pending,100,4,4,0,0,0
1533,BS2DCE,cal_roto,5,success,100,4,4,162,202,0
1540,BSDC91,cal_roto,5,success,100,4,4,56,63,0
25472,BSF66F,cal_static,4,success,100,4,4,3000516,3001527,0
